gene symbol	(count) NOR_48_MW_1345
ADPGK	18
ADPRH	17
ADPRHL1	1
ADPRHL2	0
ADRA1A	14
ADRA1B	0
ADRA1D	0
ADRA2A	0
ADRA2B	0
ADRA2C	0
ADRB1	0
ADRB2	0
ADRB3	0
ADRBK1	5
ADRBK2	24
ADRM1	1
ADSL	0
ADSS	7
ADSSL1	0
AEBP1	3
AEBP2	1
AEN	1
AES	5
AFAP1	0
AFAP1-AS1	23
AFAP1L1	2
AFAP1L2	0
AFF1	6
AFF2	0
AFF3	35
AFF4	13
AFG3L1P	0
AFG3L2	1
AFM	0
AFMID	19
AFP	0
AFTPH	4
AGA	2
AGAP1	0
AGAP2	3
AGAP3	1
AGAP4	0
AGAP5	0
AGAP6	0
AGAP7	0
AGAP8	0
AGAP9	0
AGBL1	0
AGBL2	1
AGBL3	2
AGBL4	0
AGBL5	269
AGER	9
AGFG1	0
AGFG2	3
AGGF1	10
AGK	65
AGL	0
AGMAT	53
AGMO	13
AGPAT1	3
AGPAT2	0
AGPAT3	0
AGPAT4	60
AGPAT5	0
AGPAT6	2
AGPAT9	0
AGPHD1	0
AGPS	1
AGR2	4
AGR3	0
AGRN	0
AGRP	7
AGT	0
AGTPBP1	0
AGTR1	0
AGTR2	0
AGTRAP	2
AGXT	0
AGXT2	0
AGXT2L1	0
AGXT2L2	13
AHCTF1	1
AHCY	2
AHCYL1	0
AHCYL2	18
AHDC1	2
AHI1	12
AHNAK	21
AHNAK2	37
AHR	10
AHSA1	0
AHSA2	30
AHSG	0
AHSP	0
AICDA	27
AIDA	36
AIF1	0
AIF1L	1
AIFM1	14
AIFM2	6
AIFM3	1
AIG1	0
AIM1	30
AIM1L	32
AIM2	5
AIMP1	25
AIMP2	17
AIP	1
AIPL1	34
AIRE	5
AJAP1	0
AK1	33
AK2	2
AK3	28
AK4	2
AK5	30
AK7	0
AK8	0
AKAP1	0
AKAP10	0
AKAP11	1
AKAP12	18
AKAP13	11
AKAP14	2
AKAP17A	0
AKAP3	1
AKAP4	0
AKAP5	105
AKAP6	0
AKAP7	13
AKAP8	19
AKAP8L	3
AKAP9	1
AKIP1	15
AKIRIN1	5
AKIRIN2	5
AKNA	25
AKNAD1	1
AKR1A1	0
AKR1B1	0
AKR1B10	13
AKR1B15	1
AKR1C1	0
AKR1C2	0
AKR1C3	0
AKR1C4	1
AKR1CL1	0
AKR1D1	18
AKR1E2	0
AKR7A2	0
AKR7A2P1	8
AKR7A3	0
AKR7L	0
AKT1	6
AKT1S1	1
AKT2	4
AKT3	20
AKTIP	103
ALAD	0
ALAS1	1
ALAS2	2
ALB	0
ALCAM	9
ALDH16A1	2
ALDH18A1	0
ALDH1A1	0
ALDH1A2	0
ALDH1A3	1
ALDH1B1	9
ALDH1L1	0
ALDH1L2	21
ALDH2	0
ALDH3A1	0
ALDH3A2	24
ALDH3B1	18
ALDH3B2	0
ALDH4A1	0
ALDH5A1	19
ALDH6A1	2
ALDH7A1	4
ALDH8A1	3
ALDH9A1	5
ALDOA	8
ALDOB	3
ALDOC	0
ALG1	47
ALG10	0
ALG10B	3
ALG11	11
ALG12	11
ALG13	3
ALG14	1
ALG1L	11
ALG1L2	4
ALG2	1
ALG3	0
ALG5	0
ALG6	3
ALG8	1
ALG9	14
ALK	27
ALKBH1	0
ALKBH2	0
ALKBH3	0
ALKBH4	35
ALKBH5	1
ALKBH6	0
ALKBH7	0
ALKBH8	0
ALLC	0
ALMS1	0
ALMS1P	0
ALOX12	40
ALOX12B	5
ALOX12P2	6
ALOX15	5
ALOX15B	0
ALOX5	12
ALOX5AP	1
ALOXE3	0
ALPI	0
ALPK1	21
ALPK2	0
ALPK3	0
ALPL	0
ALPP	8
ALPPL2	0
ALS2	1
ALS2CL	2
ALS2CR11	8
ALS2CR12	14
ALS2CR8	20
ALX1	0
ALX3	13
ALX4	5
AMACR	1
AMBN	5
AMBP	0
AMBRA1	0
AMD1	3
AMDHD1	0
AMDHD2	3
AMELX	1
AMELY	0
AMFR	0
AMH	0
AMHR2	0
AMICA1	0
AMIGO1	11
AMIGO2	2
AMIGO3	34
AMMECR1	37
AMMECR1L	0
AMN	0
AMN1	1
AMOT	0
AMOTL1	6
AMOTL2	0
AMPD1	0
AMPD2	4
AMPD3	5
AMPH	17
AMT	115
AMTN	0
AMY1A	0
AMY2A	0
AMZ1	16
AMZ2	2
AMZ2P1	1
ANAPC1	0
ANAPC10	0
ANAPC11	2
ANAPC13	10
ANAPC16	88
ANAPC2	0
ANAPC4	0
ANAPC5	3
ANAPC7	0
ANG	0
ANGEL1	1
ANGEL2	5
ANGPT1	1
ANGPT2	85
ANGPT4	1
ANGPTL1	75
ANGPTL2	9
ANGPTL3	3
ANGPTL4	0
ANGPTL5	1
ANGPTL6	52
ANGPTL7	19
ANK1	3
ANK2	0
ANK3	1
ANKAR	6
ANKDD1A	22
ANKDD1B	0
ANKFN1	0
ANKFY1	14
ANKH	183
ANKHD1	23
ANKIB1	1
ANKK1	5
ANKLE1	46
ANKLE2	0
ANKMY1	0
ANKMY2	0
ANKRA2	0
ANKRD1	1
ANKRD10	3
ANKRD11	13
ANKRD12	35
ANKRD13A	18
ANKRD13B	2
ANKRD13C	0
ANKRD13D	0
ANKRD16	31
ANKRD17	3
ANKRD18A	1
ANKRD19P	25
ANKRD2	0
ANKRD20A3	7
ANKRD20A4	0
ANKRD20A5P	1
ANKRD20A9P	728
ANKRD22	2
ANKRD23	12
ANKRD24	0
ANKRD26	0
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	5
ANKRD28	26
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	34
ANKRD31	0
ANKRD32	6
ANKRD33	0
ANKRD33B	0
ANKRD34A	6
ANKRD34B	0
ANKRD34C	0
ANKRD35	0
ANKRD36	0
ANKRD36B	13
ANKRD36BP1	152
ANKRD36BP2	0
ANKRD37	19
ANKRD39	1
ANKRD40	32
ANKRD42	10
ANKRD44	1
ANKRD45	4
ANKRD46	0
ANKRD49	0
ANKRD50	0
ANKRD52	1
ANKRD53	2
ANKRD54	0
ANKRD55	9
ANKRD6	24
ANKRD62	39
ANKRD62P1-PARP4P3	7
ANKRD63	0
ANKRD7	0
ANKRD9	0
ANKS1A	0
ANKS1B	56
ANKS3	12
ANKS4B	19
ANKS6	0
ANKUB1	0
ANKZF1	7
ANLN	1
ANO1	0
ANO10	2
ANO2	0
ANO3	0
ANO4	0
ANO5	0
ANO6	8
ANO7	3
ANO8	8
ANO9	11
ANP32A	7
ANP32B	0
ANP32C	0
ANP32D	0
ANP32E	8
ANPEP	1
ANTXR1	1
ANTXR2	6
ANXA1	0
ANXA10	0
ANXA11	1
ANXA13	0
ANXA2	0
ANXA2P1	0
ANXA2P2	6
ANXA2P3	0
ANXA3	0
ANXA4	0
ANXA5	2
ANXA6	2
ANXA7	0
ANXA8	0
ANXA8L2	0
ANXA9	40
AOAH	2
AOC2	0
AOC3	0
AOC4	3
AOX1	0
AOX2P	1
AP1AR	23
AP1B1	1
AP1B1P1	0
AP1G1	2
AP1G2	171
AP1M1	2
AP1M2	0
AP1S1	0
AP1S2	11
AP1S3	78
AP2A1	4
AP2A2	1
AP2B1	0
AP2M1	0
AP2S1	0
AP3B1	1
AP3B2	2
AP3D1	12
AP3M1	70
AP3M2	1
AP3S1	1
AP3S2	31
AP4B1	0
AP4E1	30
AP4M1	0
AP4S1	11
APAF1	17
APBA1	0
APBA2	1
APBA3	1
APBB1	3
APBB1IP	6
APBB2	12
APBB3	4
APC	0
APC2	29
APCDD1	1
APCDD1L	5
APCS	0
APEH	1
APEX1	9
APEX2	0
APH1A	3
APH1B	0
API5	2
APIP	0
APITD1	1
APLF	0
APLN	0
APLNR	0
APLP1	2
APLP2	5
APOA1	0
APOA1BP	8
APOA2	29
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	36
APOBEC3A	14
APOBEC3B	0
APOBEC3C	0
APOBEC3D	18
APOBEC3F	17
APOBEC3G	0
APOBEC3H	1
APOBEC4	1
APOBR	13
APOC1	0
APOC1P1	2
APOC3	0
APOD	0
APOE	0
APOF	8
APOH	0
APOL1	49
APOL2	7
APOL3	14
APOL4	137
APOL5	0
APOL6	37
APOLD1	25
APOM	18
APOO	1
APOOL	19
APP	3
APPBP2	4
APPL1	14
APPL2	83
APRT	2
APTX	1
AQP1	0
AQP10	0
AQP11	27
AQP12A	0
AQP12B	0
AQP2	0
AQP3	3
AQP4	0
AQP5	0
AQP6	10
AQP7	0
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	2
AQPEP	0
AQR	0
AR	0
ARAF	1
ARAP1	1
ARAP2	0
ARAP3	0
ARC	0
ARCN1	10
AREG	0
ARF1	3
ARF3	2
ARF4	20
ARF5	0
ARF6	16
ARFGAP1	1
ARFGAP2	15
ARFGAP3	1
ARFGEF1	2
ARFGEF2	1
ARFIP1	0
ARFIP2	14
ARFRP1	1
ARG1	23
ARG2	114
ARGFX	54
ARGFXP2	16
ARGLU1	16
ARHGAP1	51
ARHGAP10	0
ARHGAP11A	5
ARHGAP11B	0
ARHGAP12	1
ARHGAP15	1
ARHGAP17	0
ARHGAP18	1
ARHGAP20	0
ARHGAP21	1
ARHGAP22	0
ARHGAP23	0
ARHGAP24	0
ARHGAP25	3
ARHGAP26	30
ARHGAP27	1
ARHGAP28	0
ARHGAP29	0
ARHGAP30	19
ARHGAP31	12
ARHGAP32	0
ARHGAP33	0
ARHGAP35	0
ARHGAP36	0
ARHGAP39	3
ARHGAP4	7
ARHGAP40	0
ARHGAP42	0
ARHGAP44	9
ARHGAP5	1
ARHGAP6	0
ARHGAP9	54
ARHGDIA	7
ARHGDIB	4
ARHGDIG	0
ARHGEF1	5
ARHGEF10	0
ARHGEF10L	1
ARHGEF11	1
ARHGEF12	0
ARHGEF15	0
ARHGEF16	0
ARHGEF17	1
ARHGEF18	11
ARHGEF19	0
ARHGEF2	1
ARHGEF25	0
ARHGEF26	25
ARHGEF3	0
ARHGEF33	10
ARHGEF35	11
ARHGEF37	0
ARHGEF38	3
ARHGEF4	10
ARHGEF40	4
ARHGEF5	0
ARHGEF6	9
ARHGEF7	0
ARHGEF9	1
ARID1A	6
ARID1B	10
ARID2	4
ARID3A	5
ARID3B	0
ARID3C	0
ARID4A	3
ARID4B	2
ARID5A	2
ARID5B	7
ARIH1	1
ARIH2	6
ARL1	0
ARL10	0
ARL11	21
ARL13A	8
ARL13B	4
ARL14	0
ARL15	0
ARL16	12
ARL17A	286
ARL2	6
ARL2BP	0
ARL3	13
ARL4A	2
ARL4C	12
ARL4D	0
ARL5A	0
ARL5B	1
ARL5C	0
ARL6	0
ARL6IP1	0
ARL6IP4	8
ARL6IP5	1
ARL6IP6	3
ARL8A	0
ARL8B	0
ARL9	0
ARMC1	0
ARMC10	41
ARMC2	3
ARMC3	0
ARMC4	0
ARMC5	11
ARMC6	4
ARMC7	22
ARMC8	2
ARMC9	0
ARMCX1	0
ARMCX2	0
ARMCX3	2
ARMCX4	0
ARMCX5	0
ARMCX6	0
ARMS2	0
ARNT	1
ARNT2	0
ARNTL	19
ARNTL2	0
ARPC1A	1
ARPC1B	4
ARPC2	1
ARPC3	4
ARPC4	30
ARPC5	3
ARPC5L	0
ARPP19	22
ARPP21	0
ARR3	9
ARRB1	0
ARRB2	4
ARRDC1	18
ARRDC2	2
ARRDC3	2
ARRDC4	0
ARRDC5	1
ARSA	30
ARSB	22
ARSD	5
ARSE	0
ARSF	0
ARSG	5
ARSH	0
ARSI	0
ARSJ	0
ARSK	14
ART1	1
ART3	1
ART4	2
ART5	0
ARTN	0
ARV1	3
ARVCF	4
ARX	0
ASAH1	0
ASAH2	0
ASAH2B	0
ASAP1	1
ASAP1-IT1	1
ASAP2	7
ASAP3	1
ASB1	1
ASB10	0
ASB11	26
ASB12	0
ASB13	0
ASB14	104
ASB15	0
ASB16	52
ASB17	0
ASB18	0
ASB2	0
ASB3	2
ASB4	6
ASB5	0
ASB6	49
ASB7	2
ASB8	43
ASB9	0
ASB9P1	4
ASCC1	22
ASCC2	3
ASCC3	0
ASCL1	0
ASCL2	1
ASCL3	0
ASCL4	0
ASF1A	53
ASF1B	1
ASGR1	0
ASGR2	1
ASH1L	5
ASH2L	0
ASIP	1
ASL	0
ASMTL	0
ASMTL-AS1	0
ASNA1	0
ASNS	0
ASNSD1	0
ASPA	0
ASPDH	9
ASPG	0
ASPH	4
ASPHD1	1
ASPHD2	8
ASPM	0
ASPN	7
ASPRV1	0
ASPSCR1	0
ASRGL1	1
ASS1	1
ASTE1	17
ASTL	0
ASTN1	0
ASTN2	2277
ASXL1	8
ASXL2	3
ASXL3	0
ASZ1	1
ATAD1	1
ATAD2	0
ATAD2B	14
ATAD3A	0
ATAD3B	0
ATAD3C	25
ATAD5	24
ATAT1	5
ATCAY	95
ATE1	0
ATF1	0
ATF2	0
ATF3	1
ATF4	9
ATF5	16
ATF6	0
ATF6B	0
ATF7	2
ATF7IP	6
ATF7IP2	0
ATG10	8
ATG12	18
ATG13	2
ATG14	68
ATG16L1	0
ATG16L2	30
ATG2A	1
ATG2B	0
ATG3	2
ATG4A	0
ATG4B	0
ATG4C	0
ATG4D	38
ATG5	0
ATG7	80
ATG9A	0
ATG9B	7
ATHL1	0
ATIC	0
ATL1	14
ATL2	0
ATL3	0
ATM	30
ATMIN	4
ATN1	9
ATOH1	0
ATOH7	0
ATOH8	0
ATOX1	0
ATP10A	2
ATP10B	0
ATP10D	0
ATP11A	1
ATP11B	5
ATP11C	0
ATP12A	0
ATP13A1	1
ATP13A2	0
ATP13A3	1
ATP13A4	0
ATP13A5	0
ATP1A1	20
ATP1A1OS	305
ATP1A2	10
ATP1A3	0
ATP1A4	0
ATP1B1	8
ATP1B2	20
ATP1B3	0
ATP1B4	18
ATP2A1	13
ATP2A2	3
ATP2A3	1
ATP2B1	8
ATP2B2	3
ATP2B3	2
ATP2B4	0
ATP2C1	28
ATP2C2	3
ATP4A	1
ATP4B	1
ATP5A1	0
ATP5B	1
ATP5C1	0
ATP5D	0
ATP5E	0
ATP5EP2	0
ATP5F1	13
ATP5G1	2
ATP5G2	6
ATP5G3	1
ATP5H	37
ATP5I	0
ATP5J	10
ATP5L	1
ATP5L2	7
ATP5O	0
ATP5S	12
ATP5SL	12
ATP6AP1	0
ATP6AP1L	0
ATP6AP2	0
ATP6V0A1	0
ATP6V0A2	17
ATP6V0A4	0
ATP6V0B	0
ATP6V0C	0
ATP6V0CP3	0
ATP6V0D1	1
ATP6V0D2	4
ATP6V0E1	1
ATP6V0E2	6
ATP6V1A	4
ATP6V1B1	4
ATP6V1B2	0
ATP6V1C1	4
ATP6V1C2	159
ATP6V1D	1
ATP6V1E1	0
ATP6V1E2	0
ATP6V1F	1
ATP6V1G1	0
ATP6V1G3	0
ATP6V1H	0
ATP7A	6
ATP7B	0
ATP8A1	1
ATP8A2	0
ATP8B1	186
ATP8B2	8
ATP8B3	0
ATP8B4	0
ATP8B5P	0
ATP9A	0
ATP9B	2
ATPAF1	5
ATPAF2	0
ATPIF1	5
ATR	0
ATRIP	13
ATRN	4
ATRNL1	0
ATRX	1
ATXN1	3
ATXN10	0
ATXN1L	9
ATXN2	4
ATXN2L	5
ATXN3	34
ATXN3L	0
ATXN7	3
ATXN7L1	1
ATXN7L2	4
ATXN7L3	7
ATXN7L3B	2
ATXN8OS	0
AUH	0
AUP1	3
AURKA	7
AURKAIP1	0
AURKAPS1	0
AURKB	0
AURKC	0
AUTS2	1
AVEN	2
AVIL	12
AVL9	1
AVP	0
AVPI1	3
AVPR1A	0
AVPR1B	0
AVPR2	29
AWAT1	0
AWAT2	0
AXDND1	0
AXIN1	0
AXIN2	1
AXL	28
AZGP1	0
AZGP1P1	0
AZI1	1
AZI2	25
AZIN1	5
AZU1	0
B2M	4
B3GALNT1	2
B3GALNT2	29
B3GALT1	0
B3GALT2	38
B3GALT4	1
B3GALT5	0
B3GALT6	1
B3GALTL	0
B3GAT1	0
B3GAT2	19
B3GAT3	1
B3GNT1	1
B3GNT2	1
B3GNT3	1
B3GNT4	12
B3GNT5	7
B3GNT6	12
B3GNT7	10
B3GNT8	9
B3GNT9	22
B3GNTL1	2
B4GALNT1	0
B4GALNT2	0
B4GALNT3	2
B4GALNT4	0
B4GALT1	2
B4GALT2	1
B4GALT3	5
B4GALT4	0
B4GALT5	11
B4GALT6	0
B4GALT7	12
B9D1	0
B9D2	10
BAALC	0
BAAT	12
BABAM1	3
BACE1	82
BACE1-AS	2
BACE2	0
BACH1	1
BACH2	1
BAD	3
BAG1	4
BAG2	0
BAG3	0
BAG4	1
BAG5	1
BAG6	6
BAHCC1	2
BAHD1	1
BAI1	1
BAI2	0
BAI3	0
BAIAP2	26
BAIAP2L1	18
BAIAP2L2	0
BAIAP3	27
BAK1	0
BAMBI	0
BANF1	20
BANF2	0
BANK1	0
BANP	1
BAP1	22
BARD1	0
BARHL1	0
BARHL2	0
BARX1	0
BARX2	1
BASP1	46
BASP1P1	0
BATF	0
BATF2	0
BATF3	3
BAX	2
BAZ1A	25
BAZ1B	2
BAZ2A	7
BAZ2B	7
BBC3	8
BBIP1	291
BBOX1	0
BBS1	11
BBS10	0
BBS12	0
BBS2	1
BBS4	16
BBS5	480
BBS7	1
BBS9	0
BBX	0
BCAM	0
BCAN	0
BCAP29	0
BCAP31	1
BCAR1	0
BCAR3	4
BCAR4	0
BCAS1	60
BCAS2	23
BCAS3	0
BCAS4	10
BCAT1	3
BCAT2	0
BCCIP	18
BCDIN3D	10
BCHE	0
BCKDHA	9
BCKDHB	18
BCKDK	5
BCL10	5
BCL11A	0
BCL11B	10
BCL2	1
BCL2A1	0
BCL2L1	1
BCL2L10	0
BCL2L11	2
BCL2L12	53
BCL2L13	16
BCL2L14	1
BCL2L15	40
BCL2L2	12
BCL3	2
BCL6	0
BCL6B	2
BCL7A	1
BCL7B	2
BCL7C	2
BCL9	13
BCL9L	20
BCLAF1	1
BCMO1	0
BCO2	0
BCOR	2
BCORL1	1
BCORP1	0
BCR	3
BCRP2	0
BCRP3	0
BCS1L	6
BCYRN1	7
BDH1	24
BDH2	2
BDKRB1	0
BDKRB2	0
BDNF	1
BDP1	5
BEAN1	11
BECN1	1
BEGAIN	2
BEND2	24
BEND3	0
BEND4	3
BEND5	0
BEND6	0
BEND7	0
BEST1	417
BEST2	0
BEST3	0
BEST4	6
BET1	0
BET1L	0
BEX1	0
BEX2	0
BEX4	0
BEX5	0
BFAR	4
BFSP1	0
BFSP2	1
BGN	2
BHLHA15	4
BHLHA9	0
BHLHB9	0
BHLHE22	0
BHLHE23	0
BHLHE40	1
BHLHE41	6
BHMT	0
BHMT2	52
BICC1	0
BICD1	0
BICD2	1
BID	16
BIK	0
BIN1	3
BIN2	4
BIN3	6
BIRC2	0
BIRC3	0
BIRC5	0
BIRC6	3
BIRC7	0
BIRC8	0
BIVM	21
BLCAP	0
BLID	0
BLK	2
BLM	0
BLMH	0
BLNK	1
BLOC1S1	3
BLOC1S2	0
BLOC1S3	6
BLVRA	0
BLVRB	0
BLZF1	6
BMF	1
BMP1	0
BMP10	1
BMP15	0
BMP2	0
BMP2K	8
BMP3	4
BMP4	0
BMP5	0
BMP6	58
BMP7	67
BMP8A	79
BMP8B	36
BMPER	0
BMPR1A	0
BMPR1B	0
BMPR2	12
BMS1	4
BMS1P1	8
BMS1P4	19
BMX	0
BNC1	0
BNC2	3
BNIP1	0
BNIP2	0
BNIP3	13
BNIP3L	0
BNIPL	36
BOC	4
BOD1	0
BOK	7
BOK-AS1	0
BOLA1	0
BOLA2	0
BOLA3	0
BOLL	1
BOP1	6
BPESC1	0
BPGM	5
BPHL	2
BPI	0
BPNT1	15
BPTF	11
BPY2	0
BRAF	0
BRAP	0
BRAT1	109
BRCA1	19
BRCA2	12
BRCC3	0
BRD1	45
BRD2	8
BRD3	6
BRD4	5
BRD7	22
BRD7P3	27
BRD8	0
BRD9	0
BRDT	33
BRE	9
BREA2	16
BRF1	6
BRF2	2
BRI3	2
BRI3BP	0
BRIP1	79
BRIX1	10
BRK1	0
BRMS1	0
BRMS1L	0
BROX	5
BRPF1	7
BRPF3	1
BRS3	0
BRSK1	1
BRSK2	14
BRWD1	12
BRWD3	15
BSCL2	1
BSDC1	0
BSG	3
BSN	10
BSND	0
BSPH1	0
BSPRY	1
BST1	0
BST2	0
BSX	0
BTAF1	5
BTBD1	9
BTBD10	14
BTBD11	4
BTBD16	0
BTBD17	1
BTBD18	31
BTBD19	3
BTBD2	21
BTBD3	0
BTBD6	13
BTBD7	2
BTBD8	0
BTBD9	49
BTC	0
BTD	1
BTF3	17
BTF3L4	0
BTF3P11	0
BTG1	7
BTG2	3
BTG3	3
BTG4	0
BTK	1
BTLA	1
BTN1A1	2
BTN2A1	0
BTN2A2	1
BTN3A1	3
BTN3A2	5
BTN3A3	0
BTNL2	2
BTNL3	0
BTNL8	1
BTNL9	0
BTRC	5
BUB1	0
BUB1B	2
BUB3	0
BUD13	0
BUD31	5
BVES	9
BYSL	91
BZRAP1	10
BZW1	2
BZW2	0
C10orf10	23
C10orf105	55
C10orf107	0
C10orf11	0
C10orf111	7
C10orf112	0
C10orf113	0
C10orf114	0
C10orf118	4
C10orf12	4
C10orf120	0
C10orf128	0
C10orf129	2
C10orf131	2
C10orf137	1
C10orf18	14
C10orf2	0
C10orf25	10
C10orf32	80
C10orf35	0
C10orf40	0
C10orf53	0
C10orf54	48
C10orf55	1
C10orf62	0
C10orf67	1
C10orf71	0
C10orf76	12
C10orf82	0
C10orf88	0
C10orf90	0
C10orf91	0
C10orf95	18
C10orf99	0
C11orf1	0
C11orf16	0
C11orf21	5
C11orf24	0
C11orf30	0
C11orf31	3
C11orf34	10
C11orf35	15
C11orf40	0
C11orf42	4
C11orf44	8
C11orf45	0
C11orf48	3
C11orf49	51
C11orf53	0
C11orf54	6
C11orf57	32
C11orf58	65
C11orf63	12
C11orf65	0
C11orf68	0
C11orf70	11
C11orf71	0
C11orf73	0
C11orf74	0
C11orf80	15
C11orf82	2
C11orf83	13
C11orf84	1
C11orf85	0
C11orf86	0
C11orf87	0
C11orf88	0
C11orf91	0
C11orf92	22
C11orf93	0
C11orf94	0
C11orf95	8
C11orf96	0
C12orf10	0
C12orf23	0
