gene symbol	(count) NOR_48_MW_1345
FAM188A	1
FAM189A1	7
FAM189A2	0
FAM189B	0
FAM192A	0
FAM193A	6
FAM193B	14
FAM194A	0
FAM194B	1
FAM195A	5
FAM195B	0
FAM196A	0
FAM196B	206
FAM197Y5	0
FAM198A	0
FAM198B	20
FAM199X	0
FAM19A1	0
FAM19A2	1
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	4
FAM200B	9
FAM201A	3
FAM203A	0
FAM204A	8
FAM20A	33
FAM20B	16
FAM20C	1
FAM21A	0
FAM21B	0
FAM21C	1
FAM24A	0
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	0
FAM26F	0
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	0
FAM27L	0
FAM32A	7
FAM35A	3
FAM3A	0
FAM3B	1
FAM3C	2
FAM3D	0
FAM41AY2	0
FAM41C	0
FAM43A	4
FAM43B	0
FAM45B	0
FAM46A	0
FAM46B	0
FAM46C	0
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	2
FAM50A	1
FAM50B	0
FAM53A	0
FAM53B	31
FAM53C	0
FAM55B	0
FAM57A	9
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	6
FAM63A	0
FAM63B	27
FAM64A	7
FAM65A	21
FAM65B	8
FAM65C	74
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	25
FAM69B	34
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	1
FAM71E1	23
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	1
FAM73A	101
FAM73B	0
FAM74A1	0
FAM74A3	0
FAM74A4	0
FAM76A	4
FAM76B	0
FAM78A	3
FAM78B	0
FAM81A	1
FAM81B	5
FAM83A	1
FAM83B	0
FAM83C	0
FAM83D	0
FAM83E	3
FAM83F	0
FAM83G	0
FAM83H	7
FAM84A	0
FAM84B	16
FAM86A	27
FAM86B1	0
FAM86B2	0
FAM86C1	3
FAM86C2P	1
FAM86DP	1
FAM86EP	9
FAM86FP	5
FAM86HP	3
FAM89A	0
FAM89B	1
FAM8A1	48
FAM90A1	6
FAM90A25P	0
FAM91A1	21
FAM92A1	7
FAM92B	2
FAM95B1	0
FAM96A	1
FAM96B	0
FAM98A	0
FAM98B	10
FAM98C	8
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	2
FAN1	147
FANCA	365
FANCB	0
FANCC	6
FANCD2	30
FANCE	0
FANCF	21
FANCG	0
FANCI	99
FANCL	72
FANCM	7
FANK1	0
FAP	0
FAR1	1
FAR2	40
FARP1	62
FARP2	11
FARS2	0
FARSA	0
FARSB	0
FAS	3
FAS-AS1	70
FASLG	0
FASN	0
FASTK	0
FASTKD1	0
FASTKD2	23
FASTKD3	1
FAT1	0
FAT2	27
FAT3	11
FAT4	0
FATE1	0
FAU	4
FBF1	0
FBL	1
FBLIM1	97
FBLL1	0
FBLN1	8
FBLN2	0
FBLN5	1
FBLN7	0
FBN1	0
FBN2	0
FBN3	0
FBP1	0
FBP2	0
FBRS	1
FBRSL1	3
FBXL12	1
FBXL13	34
FBXL14	0
FBXL15	2
FBXL16	9
FBXL17	4
FBXL18	78
FBXL19	0
FBXL19-AS1	30
FBXL2	16
FBXL20	54
FBXL21	0
FBXL22	11
FBXL3	21
FBXL4	0
FBXL5	0
FBXL6	0
FBXL7	0
FBXL8	0
FBXO10	18
FBXO11	19
FBXO15	0
FBXO16	0
FBXO17	30
FBXO18	1
FBXO2	0
FBXO21	0
FBXO22	0
FBXO24	1
FBXO25	0
FBXO27	45
FBXO28	1
FBXO3	0
FBXO30	2
FBXO31	3
FBXO32	0
FBXO33	20
FBXO34	3
FBXO36	0
FBXO38	0
FBXO39	0
FBXO4	0
FBXO40	37
FBXO41	10
FBXO42	1
FBXO43	0
FBXO44	5
FBXO45	27
FBXO46	0
FBXO47	0
FBXO48	5
FBXO5	1
FBXO6	25
FBXO7	2
FBXO8	15
FBXO9	1
FBXW10	0
FBXW11	0
FBXW12	0
FBXW2	14
FBXW4	0
FBXW4P1	1
FBXW5	5
FBXW7	0
FBXW8	17
FBXW9	1
FCAMR	0
FCAR	24
FCER1A	0
FCER1G	1
FCER2	0
FCF1	20
FCGBP	0
FCGR1A	4
FCGR1B	2
FCGR1C	0
FCGR2A	2
FCGR2B	0
FCGR2C	0
FCGR3A	1
FCGR3B	2
FCGRT	0
FCHO1	0
FCHO2	0
FCHSD1	57
FCHSD2	122
FCN1	10
FCN2	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	0
FCRL4	0
FCRL5	0
FCRL6	0
FCRLA	0
FCRLB	2
FDFT1	7
FDPS	5
FDX1	26
FDX1L	0
FDXACB1	8
FDXR	0
FECH	15
FEM1A	0
FEM1B	1
FEM1C	0
FEN1	2
FER	9
FER1L4	3
FER1L5	3
FER1L6	0
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	0
FERMT3	10
FES	2
FETUB	0
FEV	0
FEZ1	8
FEZ2	2
FEZF1	0
FEZF2	0
FFAR1	1
FFAR2	23
FFAR3	0
FGA	0
FGB	4
FGD1	24
FGD2	3
FGD3	3
FGD4	25
FGD5	2
FGD6	4
FGF1	0
FGF10	0
FGF11	1
FGF12	0
FGF13	0
FGF14	0
FGF16	0
FGF17	2
FGF18	0
FGF19	0
FGF2	5
FGF20	0
FGF21	0
FGF22	2
FGF23	0
FGF3	0
FGF4	0
FGF5	146
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	4
FGFBP3	2
FGFR1	7
FGFR1OP	0
FGFR1OP2	11
FGFR2	22
FGFR3	2
FGFR4	0
FGFRL1	0
FGG	0
FGGY	0
FGL1	0
FGL2	25
FGR	3
FH	0
FHAD1	21
FHDC1	11
FHIT	0
FHL1	1
FHL2	7
FHL3	0
FHL5	0
FHOD1	33
FHOD3	7
FIBCD1	1
FIBIN	0
FIBP	4
FICD	28
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	5
FIGNL2	10
FILIP1	1
FILIP1L	20
FIP1L1	3
FIS1	0
FITM1	0
FITM2	0
FIZ1	0
FJX1	0
FKBP10	1
FKBP11	8
FKBP14	78
FKBP15	33
FKBP1AP1	46
FKBP1B	0
FKBP2	2
FKBP3	5
FKBP4	34
FKBP5	70
FKBP6	7
FKBP7	2
FKBP8	2
FKBP9	39
FKBP9L	6
FKBPL	0
FKRP	3
FKSG29	0
FKTN	5
FLAD1	7
FLCN	34
FLG	2
FLG2	19
FLI1	3
FLII	2
FLJ10038	11
FLJ11235	0
FLJ12825	11
FLJ13197	91
FLJ13224	39
FLJ14107	15
FLJ14186	4
FLJ16341	3
FLJ16779	0
FLJ20021	0
FLJ21408	1
FLJ22184	0
FLJ22447	0
FLJ22763	0
FLJ25363	6
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27352	0
FLJ27354	4
FLJ30403	34
FLJ30679	1
FLJ30838	18
FLJ31104	28
FLJ31306	26
FLJ31662	37
FLJ31813	3
FLJ32756	9
FLJ33360	8
FLJ33534	2
FLJ33581	0
FLJ33630	0
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	0
FLJ36777	3
FLJ37035	2
FLJ37201	0
FLJ37453	47
FLJ37505	2
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	29
FLJ41200	25
FLJ41278	0
FLJ41350	0
FLJ41423	5
FLJ41484	0
FLJ41941	6
FLJ42351	0
FLJ42393	0
FLJ42627	52
FLJ42875	0
FLJ42969	0
FLJ43663	1
FLJ43681	14
FLJ43879	4
FLJ44313	0
FLJ44511	1
FLJ44635	1
FLJ44881	0
FLJ45079	3
FLJ45340	19
FLJ45445	0
FLJ45513	4
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	16
FLJ46906	2
FLNA	36
FLNB	0
FLNC	0
FLOT1	0
FLOT2	2
FLRT1	3
FLRT2	0
FLRT3	0
FLT1	63
FLT3	0
FLT3LG	0
FLT4	5
FLVCR1	29
FLVCR2	0
FLYWCH1	1
FLYWCH2	0
FMN1	13
FMN2	0
FMNL1	17
FMNL2	37
FMNL3	29
FMO1	0
FMO2	0
FMO3	1
FMO4	0
FMO5	12
FMO6P	0
FMO9P	0
FMOD	2
FMR1	1
FMR1-AS1	6
FMR1NB	0
FN1	20
FN3K	0
FN3KRP	0
FNBP1	8
FNBP1L	1
FNBP4	2
FNDC1	0
FNDC3A	0
FNDC3B	0
FNDC4	0
FNDC5	6
FNDC7	0
FNDC8	10
FNDC9	54
FNIP1	8
FNIP2	0
FNTA	10
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	1
FOLR3	0
FOLR4	0
FOPNL	12
FOS	6
FOSB	1
FOSL1	1
FOSL2	7
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	1
FOXB2	0
FOXC1	0
FOXC2	0
FOXD1	0
FOXD2	5
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	0
FOXD4L6	0
FOXE1	2
FOXE3	0
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	39
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	3
FOXJ3	6
FOXK1	34
FOXK2	4
FOXL1	0
FOXL2	0
FOXM1	43
FOXN1	0
FOXN2	1
FOXN3	5
FOXN4	0
FOXO1	3
FOXO3	9
FOXO4	10
FOXP1	1
FOXP2	0
FOXP3	8
FOXP4	11
FOXQ1	0
FOXR1	0
FOXR2	0
FOXRED1	1
FOXRED2	24
FOXS1	0
FPGS	4
FPGT	0
FPR1	0
FPR2	4
FPR3	58
FRA10AC1	21
FRAS1	0
FRAT1	8
FRAT2	2
FREM1	0
FREM2	2
FREM3	7
FRG1	2
FRG1B	0
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	90
FRMD4B	1
FRMD5	7
FRMD6	0
FRMD7	17
FRMD8	11
FRMPD1	1
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	23
FRS2	0
FRS3	0
FRY	1
FRYL	0
FRZB	0
FSCB	0
FSCN1	0
FSCN2	2
FSCN3	0
FSD1	0
FSD1L	0
FSD2	2
FSHB	0
FSHR	0
FSIP1	3
FSIP2	24
FST	0
FSTL1	0
FSTL3	0
FSTL4	1
FSTL5	0
FTCD	0
FTH1	18
FTH1P3	0
FTHL17	0
FTL	19
FTLP10	3
FTMT	0
FTO	22
FTSJ1	0
FTSJ2	0
FTSJ3	26
FTSJD1	0
FTSJD2	17
FTX	17
FUBP1	2
FUBP3	2
FUCA1	0
FUCA2	18
FUK	11
FUNDC1	0
FUNDC2	0
FUNDC2P2	0
FURIN	0
FUS	5
FUT1	15
FUT10	0
FUT11	6
FUT2	47
FUT3	0
FUT4	11
FUT5	0
FUT6	49
FUT7	5
FUT8	8
FUT9	6
FUZ	24
FXN	101
FXR1	102
FXR2	2
FXYD1	1
FXYD2	8
FXYD3	0
FXYD4	1
FXYD5	1
FXYD7	0
FYB	3
FYCO1	1
FYN	2
FYTTD1	0
FZD1	0
FZD10	0
FZD2	13
FZD3	50
FZD4	27
FZD5	1
FZD6	3
FZD7	0
FZD8	0
FZD9	0
FZR1	1
G0S2	13
G2E3	0
G3BP1	2
G3BP2	0
G6PC	5
G6PC2	0
G6PC3	3
G6PD	1
GAA	2
GAB1	0
GAB2	15
GAB3	2
GAB4	0
GABARAP	3
GABARAPL1	3
GABARAPL2	3
GABARAPL3	0
GABBR1	0
GABBR2	0
GABPA	5
GABPB1	21
GABPB2	2
GABRA1	0
GABRA2	0
GABRA3	0
GABRA4	0
GABRA5	0
GABRA6	0
GABRB1	0
GABRB2	0
GABRB3	0
GABRD	0
GABRE	1
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	0
GABRR2	0
GABRR3	0
GAD1	0
GAD2	0
GADD45A	0
GADD45B	6
GADD45G	0
GADD45GIP1	0
GADL1	0
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	0
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	1
GAL3ST4	10
GALC	14
GALE	1
GALK1	0
GALK2	1
GALM	38
GALNS	4
GALNT1	0
GALNT10	26
GALNT11	31
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	1
GALNT3	0
GALNT5	0
GALNT6	24
GALNT7	26
GALNT8	0
GALNT9	3
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	4
GALR3	0
GALT	0
GAMT	5
GAN	0
GANAB	0
GANC	1
GAP43	0
GAPDH	11
GAPDHS	24
GAPT	0
GAPVD1	24
GAR1	0
GARNL3	0
GARS	0
GART	4
GAS1	0
GAS2	1
GAS2L1	0
GAS2L2	0
GAS2L3	0
GAS5	6
GAS6	20
GAS7	7
GAS8	0
GAST	0
GATA1	1
GATA2	0
GATA3	1
GATA4	0
GATA5	0
GATA6	0
GATAD1	115
GATAD2A	4
GATAD2B	0
GATC	199
GATM	0
GATS	49
GATSL1	0
GATSL2	0
GATSL3	0
GBA	0
GBA2	24
GBA3	0
GBAP1	2
GBAS	0
GBE1	3
GBF1	2
GBGT1	0
GBP1	2
GBP1P1	0
GBP2	5
GBP3	5
GBP4	29
GBP5	10
GBP6	12
GBP7	1
GBX1	0
GBX2	0
GC	1
GCA	0
GCAT	8
GCC1	0
GCC2	6
GCDH	0
GCG	0
GCGR	0
GCH1	6
GCHFR	15
GCK	1
GCKR	0
GCLC	0
GCLM	33
GCM1	8
GCM2	1
GCN1L1	2
GCNT1	6
GCNT2	13
GCNT3	0
GCNT4	0
GCNT7	41
GCOM1	1
GCSH	3
GDA	0
GDAP1	0
GDAP1L1	3
GDAP2	7
GDE1	0
GDF10	0
GDF11	29
GDF15	4
GDF2	0
GDF3	0
GDF5	0
GDF5OS	8
GDF6	0
GDF7	0
GDF9	0
GDI1	0
GDI2	26
GDNF	1
GDPD1	48
GDPD2	3
GDPD3	2
GDPD4	0
GDPD5	0
GEM	0
GEMIN4	1
GEMIN5	0
GEMIN6	0
GEMIN7	3
GEMIN8	45
GEMIN8P4	1
GEN1	3
GET4	21
GFAP	0
GFER	0
GFI1	1
GFI1B	0
GFM1	1
GFM2	23
GFOD1	1
GFOD2	80
GFPT1	24
GFPT2	1
GFRA1	4
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	1
GGA1	54
GGA2	24
GGA3	7
GGCT	0
GGCX	110
GGH	0
GGN	6
GGNBP1	1
GGNBP2	2
GGPS1	69
GGT1	0
GGT2	0
GGT3P	0
GGT5	0
GGT6	55
GGT7	0
GGT8P	12
GGTA1P	1
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	4
GHITM	0
GHR	4
GHRH	0
GHRHR	0
GHRL	18
GHRLOS	7
GHSR	1
GIF	3
GIGYF1	25
GIGYF2	3
GIMAP1	16
GIMAP2	1
GIMAP4	10
GIMAP6	2
GIMAP7	1
GIMAP8	16
GIN1	2
GINS1	7
GINS2	3
GINS3	1
GINS4	13
GIP	0
GIPC1	0
GIPC2	0
GIPC3	0
GIPR	0
GIT1	8
GIT2	3
GJA1	24
GJA10	0
GJA3	0
GJA4	3
GJA5	0
GJA8	0
GJB1	0
GJB2	0
GJB3	0
GJB4	0
GJB5	0
GJB6	0
GJB7	12
GJC1	91
GJC2	2
GJC3	0
GJD2	0
GJD3	6
GJD4	0
GK	24
GK2	0
GK3P	33
GK5	81
GKAP1	0
GKN1	0
GKN2	0
GLA	0
GLB1	2
GLB1L	19
GLB1L2	2
GLB1L3	13
GLCCI1	0
GLCE	0
GLDC	1
GLDN	0
GLE1	7
GLG1	25
GLI1	33
GLI2	3
GLI3	0
GLI4	1
GLIPR1	159
GLIPR1L1	4
GLIPR1L2	122
GLIPR2	1
GLIS1	0
GLIS2	7
GLIS3	0
GLMN	0
GLO1	2
GLOD4	0
GLOD5	1
GLP1R	0
GLP2R	0
GLRA1	4
GLRA2	2
GLRA3	0
GLRA4	0
GLRB	0
GLRX	0
GLRX2	2
GLRX3	3
GLRX5	0
GLS	263
GLS2	25
GLT1D1	3
GLT6D1	0
GLT8D1	31
GLT8D2	5
GLTP	28
GLTPD1	1
GLTPD2	16
GLTSCR1	2
GLTSCR2	9
GLUD1	4
GLUD2	0
GLUL	1
GLYAT	0
GLYATL1	6
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	1
GLYR1	1
GM2A	10
GMCL1	1
GMDS	0
GMEB1	23
GMEB2	1
GMFB	0
GMFG	2
GMIP	1
GML	0
GMNN	3
GMPPA	0
GMPPB	23
GMPR	4
GMPR2	73
GMPS	0
GNA11	0
GNA12	1
GNA13	1
GNA14	1
GNA15	0
GNAI1	0
GNAI2	2
GNAI3	6
GNAL	19
GNAO1	5
GNAQ	0
GNAS	7
GNAS-AS1	0
GNAT1	0
GNAT2	41
GNAT3	0
GNAZ	1
GNB1	0
GNB1L	27
GNB2	3
GNB2L1	1
GNB3	0
GNB4	136
GNB5	38
GNE	61
GNG11	0
GNG12	0
GNG13	1
GNG2	1
GNG3	5
GNG4	35
GNG5	5
GNG7	7
GNG8	0
GNGT1	0
GNGT2	1
GNL1	19
GNL2	1
GNL3	0
GNL3L	53
GNLY	5
GNMT	1
GNN	0
GNPAT	0
GNPDA1	9
GNPDA2	29
GNPNAT1	90
GNPTAB	47
GNPTG	3
GNRH1	20
GNRH2	2
GNRHR	32
GNRHR2	322
GNS	73
GOLGA1	4
GOLGA2	41
GOLGA2P2Y	0
GOLGA3	29
GOLGA4	3
GOLGA5	0
GOLGA6A	0
GOLGA6B	0
GOLGA6C	2
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	0
GOLGA6L7P	0
GOLGA6L9	0
GOLGA7	0
GOLGA7B	0
GOLGA8A	0
GOLGA8B	1
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	1
GOLIM4	1
GOLM1	56
GOLPH3	1
GOLPH3L	2
GOLT1A	0
GOLT1B	0
GON4L	13
GOPC	0
GORAB	0
GORASP1	29
GORASP2	2
GOSR1	249
GOSR2	0
GOT1	0
GOT1L1	0
GOT2	0
GP1BA	43
GP2	24
GP5	6
GP6	72
GP9	0
GPA33	0
GPAA1	0
GPAM	0
GPANK1	20
GPAT2	20
GPATCH1	2
GPATCH2	0
GPATCH3	2
GPATCH4	6
GPATCH8	0
GPBAR1	1
GPBP1	1
GPBP1L1	0
GPC1	12
GPC2	0
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	0
GPD1	1
GPD1L	0
GPD2	1
GPER	5
GPHA2	0
GPHB5	0
GPHN	4
GPI	46
GPIHBP1	0
GPKOW	4
GPLD1	6
GPM6A	0
GPM6B	69
GPN1	9
GPN2	1
GPN3	6
GPNMB	1
GPR1	20
GPR101	0
GPR107	2
GPR108	0
GPR110	2
GPR111	0
GPR112	1
GPR113	25
GPR114	4
GPR115	0
GPR116	0
GPR119	0
GPR12	21
GPR123	0
GPR124	20
GPR125	0
GPR126	0
GPR128	0
GPR132	6
GPR133	0
GPR135	0
GPR137	1
GPR137B	14
GPR137C	4
GPR139	0
GPR141	0
GPR142	0
GPR143	1
GPR144	0
GPR146	3
GPR148	0
GPR149	0
GPR15	2
GPR150	4
GPR151	0
GPR152	13
GPR153	0
GPR155	68
GPR156	0
GPR157	0
GPR158	0
GPR160	19
GPR161	0
GPR162	1
GPR17	1
GPR171	0
GPR173	0
GPR174	0
GPR176	0
GPR179	2
GPR18	66
GPR180	0
GPR182	2
GPR183	71
GPR19	2
GPR20	0
GPR21	0
GPR22	51
GPR25	0
GPR26	0
GPR27	5
GPR3	13
GPR31	2
GPR32	0
GPR33	0
GPR34	29
GPR35	0
GPR37	0
GPR37L1	14
GPR39	0
GPR4	2
GPR45	0
GPR50	0
GPR52	0
GPR55	2
GPR56	19
GPR6	0
GPR61	7
GPR62	0
GPR63	0
GPR64	15
GPR65	13
GPR68	46
GPR78	0
GPR82	156
GPR83	5
GPR84	0
GPR85	1
GPR87	0
GPR88	0
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	2
GPR98	4
GPRASP1	0
GPRC5A	0
GPRC5B	1
GPRC5C	0
GPRC5D	2
GPRC6A	0
GPRIN1	0
GPRIN2	0
GPRIN3	1
GPS1	11
GPS2	19
GPSM1	4
GPSM2	23
GPSM3	38
GPT	20
GPT2	2
GPX1	0
GPX2	26
GPX3	34
GPX4	8
GPX5	0
GPX6	0
GPX7	5
GPX8	8
GRAMD1A	3
GRAMD1B	0
GRAMD1C	2
GRAMD2	1
GRAMD3	1
GRAMD4	1
GRAP	1
GRAP2	1
GRAPL	0
GRASP	0
GRB10	0
GRB14	0
GRB2	12
GRB7	0
GREB1	10
GREB1L	28
GREM1	0
GREM2	0
GRHL1	0
GRHL2	0
GRHL3	0
GRHPR	1
GRIA1	0
GRIA2	0
GRIA3	3
GRIA4	1
GRID1	0
GRID2	0
GRID2IP	6
GRIK1	22
GRIK1-AS1	0
GRIK2	2
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	1
GRIN2A	0
GRIN2B	0
GRIN2C	8
GRIN2D	1
GRIN3A	65
GRIN3B	29
GRINA	0
GRIP1	33
GRIP2	30
GRIPAP1	24
GRK1	0
GRK4	1
GRK5	0
GRK6	8
GRK7	0
GRM1	0
GRM2	0
GRM3	1
GRM4	0
GRM5	0
GRM6	22
GRM7	0
GRM8	0
GRN	3
GRP	0
GRPEL1	6
GRPEL2	3
GRPR	0
GRSF1	24
GRTP1	6
GRWD1	5
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	14
GSDMB	4
GSDMC	16
GSDMD	5
GSG1	69
GSG1L	0
GSG2	3
GSK3A	12
GSK3B	1
GSN	3
GSPT1	14
GSPT2	0
GSR	6
GSS	2
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	6
GSTK1	1
GSTM1	0
GSTM2	11
GSTM2P1	0
GSTM3	48
GSTM4	0
GSTM5	0
GSTO1	10
GSTO2	0
GSTP1	0
GSTT1	32
GSTT2	0
GSTTP1	0
GSTTP2	25
GSTZ1	0
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	4
GTF2A2	0
GTF2B	4
GTF2E1	6
GTF2E2	0
GTF2F1	7
GTF2F2	0
GTF2H1	1
GTF2H2	15
GTF2H2B	10
GTF2H2C	5
GTF2H3	0
GTF2H4	0
GTF2H5	30
GTF2I	0
GTF2IP1	0
GTF2IRD1	2
GTF2IRD2	5
GTF2IRD2B	0
GTF2IRD2P1	2
GTF3A	24
GTF3C1	6
GTF3C2	2
GTF3C3	1
GTF3C4	0
GTF3C5	0
GTF3C6	3
GTPBP1	95
GTPBP10	91
GTPBP2	5
GTPBP3	14
GTPBP4	0
GTPBP6	0
GTPBP8	7
GTSE1	5
GTSF1	2
GTSF1L	0
GUCA1A	1
GUCA1B	10
GUCA1C	0
GUCA2A	0
GUCA2B	0
GUCY1A2	0
GUCY1A3	0
GUCY1B2	0
GUCY1B3	0
GUCY2C	12
GUCY2D	0
GUCY2F	0
GUCY2GP	0
GUF1	17
GUK1	0
GULP1	0
GUSB	1
GUSBP1	5
GUSBP10	0
GUSBP11	0
GUSBP2	0
GUSBP3	17
GUSBP4	0
GUSBP5	0
GUSBP9	0
GVINP1	7
GXYLT1	0
GXYLT2	1
GYG1	4
GYG2	0
GYG2P1	0
GYLTL1B	8
GYPA	0
GYPB	0
GYPC	1
GYPE	3
GYS1	6
GYS2	0
GZF1	43
GZMA	0
GZMB	1
GZMH	1
GZMK	1
GZMM	0
H19	1
H1F0	1
H1FNT	0
H1FOO	1
H1FX	22
H2AFB3	0
H2AFJ	0
H2AFV	22
H2AFX	0
H2AFY	2
H2AFY2	2
H2AFZ	4
H2BFM	0
H2BFWT	0
H2BFXP	0
H3F3A	0
H3F3B	3
H3F3C	0
H6PD	29
HAAO	5
HABP2	0
HABP4	3
HACE1	0
HACL1	0
HADH	0
HADHA	10
HADHB	0
HAGH	2
HAGHL	3
HAL	0
HAMP	0
HAND1	0
HAND2	0
HAO1	0
HAO2	0
HAP1	0
HAPLN1	0
HAPLN2	0
HAPLN3	0
HAPLN4	0
HAR1A	2
HAR1B	1
HARBI1	0
HARS	6
HARS2	0
HAS1	2
HAS2	1
HAS2-AS1	0
HAS3	68
HAT1	0
HAUS1	0
HAUS2	37
HAUS4	3
HAUS5	21
HAUS6	14
HAUS7	0
HAUS8	1
HAVCR1	5
HAVCR2	11
HAX1	2
HBA1	0
HBA2	0
HBB	0
HBBP1	0
HBD	0
HBE1	0
HBEGF	0
HBG1	0
HBG2	0
HBM	0
HBP1	83
HBQ1	0
HBS1L	4
HBZ	0
HCAR1	27
HCAR2	0
HCAR3	0
HCCS	0
HCFC1	2
HCFC1R1	2
HCFC2	5
HCG11	35
HCG18	22
HCG22	18
HCG26	0
HCG27	3
HCG4	3
HCG4B	0
HCG9	3
HCK	2
HCLS1	6
HCN1	0
HCN2	0
HCN3	0
HCN4	0
HCP5	1
HCRT	0
HCRTR1	9
HCRTR2	0
HCST	16
HDAC1	21
HDAC10	8
HDAC11	0
HDAC2	10
HDAC3	0
HDAC4	2
HDAC5	23
HDAC6	0
HDAC7	8
HDAC8	0
HDAC9	1
HDC	0
HDDC2	0
HDDC3	2
HDGF	11
HDGFL1	0
HDGFRP2	0
HDGFRP3	5
HDHD1	1
HDHD2	1
HDHD3	0
HDLBP	1
HDX	1
HEATR1	264
HEATR2	0
HEATR3	7
HEATR4	34
HEATR5A	13
HEATR5B	1
HEATR6	1
HEATR7A	0
HEATR7B1	0
HEATR8-TTC4	15
HEBP1	2
HEBP2	0
HECA	21
HECTD1	37
HECTD2	0
HECTD3	1
HECW1	1
HECW2	0
HEG1	1
HELB	0
HELLS	0
HELQ	2
HELT	0
HELZ	5
HEMGN	0
HEMK1	5
HENMT1	1
HEPACAM	0
HEPACAM2	0
HEPH	0
HEPHL1	6
HEPN1	0
HERC1	3
HERC2	2
HERC2P2	0
HERC2P3	0
HERC2P4	9
HERC2P7	7
HERC2P9	0
HERC3	0
HERC4	0
HERC5	3
HERC6	17
HERPUD1	1
HERPUD2	4
HES1	0
HES2	27
HES3	0
HES4	1
HES5	0
HES6	0
HES7	0
HESX1	0
HEXA	1
HEXB	4
HEXDC	24
HEXIM1	132
HEXIM2	15
HEY1	0
HEY2	0
HEYL	0
HFE	2
HFE2	2
HFM1	0
HGC6.3	0
HGD	0
HGF	0
HGFAC	0
HGS	8
HGSNAT	0
HHAT	1
HHATL	0
HHEX	0
HHIP	0
HHIPL1	0
HHIPL2	0
HHLA1	0
HHLA2	23
HHLA3	13
HIAT1	8
HIATL1	1
HIATL2	0
HIBADH	0
HIBCH	0
HIC1	6
HIC2	1
HIF1A	5
HIF1AN	0
HIF3A	20
HIGD1A	1
HIGD1B	13
HIGD1C	1
HIGD2A	3
HIGD2B	0
HILS1	0
HINFP	0
HINT1	3
HINT2	0
HINT3	25
HIP1	37
HIP1R	18
HIPK1	3
HIPK2	0
HIPK3	1
HIPK4	3
HIRA	0
HIRIP3	6
HIST1H1A	0
HIST1H1B	3
HIST1H1C	20
HIST1H1D	8
HIST1H1E	280
HIST1H1T	0
HIST1H2AA	0
HIST1H2AB	0
HIST1H2AC	1
HIST1H2AE	1
