gene symbol	(count) NOR_49_FA_28
AKAP6	0
AKAP7	36
AKAP8	17
AKAP8L	4
AKAP9	6
AKIP1	17
AKIRIN1	13
AKIRIN2	7
AKNA	40
AKNAD1	1
AKR1A1	1
AKR1B1	0
AKR1B10	10
AKR1B15	1
AKR1C1	0
AKR1C2	1
AKR1C3	2
AKR1C4	9
AKR1CL1	0
AKR1D1	28
AKR1E2	0
AKR7A2	0
AKR7A2P1	3
AKR7A3	0
AKR7L	0
AKT1	7
AKT1S1	0
AKT2	7
AKT3	19
AKTIP	78
ALAD	4
ALAS1	1
ALAS2	1
ALB	0
ALCAM	0
ALDH16A1	4
ALDH18A1	1
ALDH1A1	0
ALDH1A2	0
ALDH1A3	3
ALDH1B1	7
ALDH1L1	0
ALDH1L2	15
ALDH2	0
ALDH3A1	0
ALDH3A2	23
ALDH3B1	20
ALDH3B2	0
ALDH4A1	0
ALDH5A1	26
ALDH6A1	2
ALDH7A1	1
ALDH8A1	8
ALDH9A1	12
ALDOA	4
ALDOB	1
ALDOC	0
ALG1	51
ALG10	0
ALG10B	7
ALG11	4
ALG12	16
ALG13	1
ALG14	1
ALG1L	20
ALG1L2	7
ALG2	0
ALG3	0
ALG5	0
ALG6	1
ALG8	2
ALG9	13
ALK	27
ALKBH1	0
ALKBH2	1
ALKBH3	0
ALKBH4	23
ALKBH5	10
ALKBH6	0
ALKBH7	1
ALKBH8	1
ALLC	0
ALMS1	3
ALMS1P	0
ALOX12	22
ALOX12B	4
ALOX12P2	5
ALOX15	3
ALOX15B	1
ALOX5	12
ALOX5AP	0
ALOXE3	0
ALPI	0
ALPK1	19
ALPK2	3
ALPK3	0
ALPL	1
ALPP	12
ALPPL2	0
ALS2	3
ALS2CL	1
ALS2CR11	4
ALS2CR12	9
ALS2CR8	37
ALX1	0
ALX3	9
ALX4	11
AMACR	2
AMBN	1
AMBP	0
AMBRA1	1
AMD1	0
AMDHD1	0
AMDHD2	2
AMELX	4
AMELY	0
AMFR	2
AMH	0
AMHR2	0
AMICA1	2
AMIGO1	22
AMIGO2	2
AMIGO3	25
AMMECR1	17
AMMECR1L	0
AMN	2
AMN1	4
AMOT	0
AMOTL1	11
AMOTL2	0
AMPD1	0
AMPD2	3
AMPD3	5
AMPH	24
AMT	83
AMTN	0
AMY1A	0
AMY2A	0
AMZ1	20
AMZ2	0
AMZ2P1	0
ANAPC1	0
ANAPC10	0
ANAPC11	2
ANAPC13	6
ANAPC16	117
ANAPC2	1
ANAPC4	1
ANAPC5	1
ANAPC7	0
ANG	0
ANGEL1	0
ANGEL2	12
ANGPT1	0
ANGPT2	93
ANGPT4	2
ANGPTL1	77
ANGPTL2	7
ANGPTL3	10
ANGPTL4	9
ANGPTL5	0
ANGPTL6	65
ANGPTL7	21
ANK1	0
ANK2	0
ANK3	2
ANKAR	5
ANKDD1A	13
ANKDD1B	0
ANKFN1	0
ANKFY1	16
ANKH	215
ANKHD1	14
ANKIB1	2
ANKK1	17
ANKLE1	39
ANKLE2	1
ANKMY1	2
ANKMY2	0
ANKRA2	1
ANKRD1	2
ANKRD10	2
ANKRD11	29
ANKRD12	55
ANKRD13A	14
ANKRD13B	0
ANKRD13C	2
ANKRD13D	3
ANKRD16	34
ANKRD17	4
ANKRD18A	2
ANKRD19P	12
ANKRD2	0
ANKRD20A3	4
ANKRD20A4	0
ANKRD20A5P	1
ANKRD20A9P	903
ANKRD22	3
ANKRD23	30
ANKRD24	0
ANKRD26	0
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	1
ANKRD28	44
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	2
ANKRD30BP2	39
ANKRD31	1
ANKRD32	9
ANKRD33	0
ANKRD33B	0
ANKRD34A	7
ANKRD34B	0
ANKRD34C	0
ANKRD35	1
ANKRD36	2
ANKRD36B	14
ANKRD36BP1	223
ANKRD36BP2	0
ANKRD37	11
ANKRD39	11
ANKRD40	38
ANKRD42	4
ANKRD44	2
ANKRD45	10
ANKRD46	0
ANKRD49	1
ANKRD50	1
ANKRD52	1
ANKRD53	1
ANKRD54	2
ANKRD55	1
ANKRD6	21
ANKRD62	49
ANKRD62P1-PARP4P3	15
ANKRD63	0
ANKRD7	0
ANKRD9	0
ANKS1A	1
ANKS1B	58
ANKS3	29
ANKS4B	16
ANKS6	0
ANKUB1	0
ANKZF1	6
ANLN	2
ANO1	0
ANO10	4
ANO2	0
ANO3	0
ANO4	0
ANO5	0
ANO6	7
ANO7	2
ANO8	11
ANO9	16
ANP32A	4
ANP32B	4
ANP32C	0
ANP32D	0
ANP32E	6
ANPEP	2
ANTXR1	0
ANTXR2	15
ANXA1	4
ANXA10	2
ANXA11	5
ANXA13	0
ANXA2	1
ANXA2P1	0
ANXA2P2	1
ANXA2P3	0
ANXA3	0
ANXA4	0
ANXA5	0
ANXA6	2
ANXA7	3
ANXA8	0
ANXA8L2	0
ANXA9	34
AOAH	2
AOC2	0
AOC3	0
AOC4	5
AOX1	0
AOX2P	2
AP1AR	13
AP1B1	1
AP1B1P1	0
AP1G1	5
AP1G2	156
AP1M1	2
AP1M2	0
AP1S1	0
AP1S2	11
AP1S3	91
AP2A1	3
AP2A2	2
AP2B1	1
AP2M1	1
AP2S1	0
AP3B1	1
AP3B2	1
AP3D1	7
AP3M1	87
AP3M2	5
AP3S1	1
AP3S2	29
AP4B1	0
AP4E1	34
AP4M1	1
AP4S1	19
APAF1	20
APBA1	0
APBA2	4
APBA3	1
APBB1	2
APBB1IP	6
APBB2	6
APBB3	2
APC	2
APC2	37
APCDD1	1
APCDD1L	7
APCS	0
APEH	0
APEX1	25
APEX2	0
APH1A	1
APH1B	0
API5	9
APIP	2
APITD1	5
APLF	0
APLN	0
APLNR	0
APLP1	0
APLP2	3
APOA1	0
APOA1BP	9
APOA2	11
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	33
APOBEC3A	21
APOBEC3B	0
APOBEC3C	4
APOBEC3D	18
APOBEC3F	12
APOBEC3G	1
APOBEC3H	1
APOBEC4	1
APOBR	13
APOC1	0
APOC1P1	5
APOC3	0
APOD	0
APOE	0
APOF	6
APOH	0
APOL1	52
APOL2	7
APOL3	1
APOL4	150
APOL5	0
APOL6	41
APOLD1	21
APOM	11
APOO	0
APOOL	30
APP	10
APPBP2	3
APPL1	29
APPL2	70
APRT	1
APTX	0
AQP1	0
AQP10	0
AQP11	38
AQP12A	0
AQP12B	0
AQP2	0
AQP3	3
AQP4	0
AQP5	0
AQP6	5
AQP7	1
AQP7P1	0
AQP7P3	0
AQP8	1
AQP9	4
AQPEP	0
AQR	1
AR	1
ARAF	2
ARAP1	6
ARAP2	1
ARAP3	0
ARC	0
ARCN1	12
AREG	0
ARF1	8
ARF3	2
ARF4	44
ARF5	2
ARF6	23
ARFGAP1	2
ARFGAP2	15
ARFGAP3	1
ARFGEF1	3
ARFGEF2	6
ARFIP1	0
ARFIP2	20
ARFRP1	3
ARG1	35
ARG2	137
ARGFX	67
ARGFXP2	17
ARGLU1	20
ARHGAP1	57
ARHGAP10	1
ARHGAP11A	12
ARHGAP11B	0
ARHGAP12	0
ARHGAP15	1
ARHGAP17	0
ARHGAP18	2
ARHGAP20	0
ARHGAP21	5
ARHGAP22	1
ARHGAP23	0
ARHGAP24	0
ARHGAP25	1
ARHGAP26	39
ARHGAP27	7
ARHGAP28	0
ARHGAP29	0
ARHGAP30	44
ARHGAP31	16
ARHGAP32	0
ARHGAP33	0
ARHGAP35	0
ARHGAP36	0
ARHGAP39	5
ARHGAP4	27
ARHGAP40	0
ARHGAP42	0
ARHGAP44	14
ARHGAP5	2
ARHGAP6	2
ARHGAP9	43
ARHGDIA	17
ARHGDIB	12
ARHGDIG	0
ARHGEF1	19
ARHGEF10	0
ARHGEF10L	0
ARHGEF11	2
ARHGEF12	1
ARHGEF15	0
ARHGEF16	0
ARHGEF17	0
ARHGEF18	15
ARHGEF19	0
ARHGEF2	7
ARHGEF25	0
ARHGEF26	21
ARHGEF3	4
ARHGEF33	7
ARHGEF35	2
ARHGEF37	0
ARHGEF38	1
ARHGEF4	9
ARHGEF40	6
ARHGEF5	0
ARHGEF6	26
ARHGEF7	2
ARHGEF9	3
ARID1A	9
ARID1B	14
ARID2	0
ARID3A	2
ARID3B	2
ARID3C	0
ARID4A	5
ARID4B	14
ARID5A	6
ARID5B	13
ARIH1	7
ARIH2	9
ARL1	0
ARL10	2
ARL11	19
ARL13A	10
ARL13B	0
ARL14	0
ARL15	0
ARL16	21
ARL17A	255
ARL2	10
ARL2BP	2
ARL3	30
ARL4A	7
ARL4C	18
ARL4D	0
ARL5A	1
ARL5B	0
ARL5C	0
ARL6	0
ARL6IP1	0
ARL6IP4	7
ARL6IP5	3
ARL6IP6	2
ARL8A	1
ARL8B	4
ARL9	0
ARMC1	0
ARMC10	45
ARMC2	1
ARMC3	0
ARMC4	0
ARMC5	11
ARMC6	3
ARMC7	26
ARMC8	1
ARMC9	0
ARMCX1	0
ARMCX2	1
ARMCX3	0
ARMCX4	0
ARMCX5	0
ARMCX6	0
ARMS2	0
ARNT	5
ARNT2	0
ARNTL	23
ARNTL2	0
ARPC1A	1
ARPC1B	15
ARPC2	9
ARPC3	13
ARPC4	26
ARPC5	1
ARPC5L	1
ARPP19	27
ARPP21	0
ARR3	4
ARRB1	1
ARRB2	5
ARRDC1	21
ARRDC2	5
ARRDC3	9
ARRDC4	3
ARRDC5	0
ARSA	34
ARSB	21
ARSD	4
ARSE	0
ARSF	2
ARSG	0
ARSH	0
ARSI	0
ARSJ	0
ARSK	13
ART1	1
ART3	3
ART4	0
ART5	0
ARTN	0
ARV1	3
ARVCF	3
ARX	0
ASAH1	3
ASAH2	0
ASAH2B	0
ASAP1	3
ASAP1-IT1	0
ASAP2	2
ASAP3	0
ASB1	1
ASB10	0
ASB11	21
ASB12	0
ASB13	0
ASB14	141
ASB15	2
ASB16	51
ASB17	0
ASB18	0
ASB2	4
ASB3	1
ASB4	8
ASB5	0
ASB6	58
ASB7	1
ASB8	47
ASB9	0
ASB9P1	5
ASCC1	35
ASCC2	3
ASCC3	1
ASCL1	0
ASCL2	3
ASCL3	0
ASCL4	0
ASF1A	68
ASF1B	1
ASGR1	0
ASGR2	1
ASH1L	6
ASH2L	2
ASIP	1
ASL	2
ASMTL	0
ASMTL-AS1	0
ASNA1	0
ASNS	0
ASNSD1	0
ASPA	0
ASPDH	16
ASPG	0
ASPH	4
ASPHD1	7
ASPHD2	6
ASPM	0
ASPN	7
ASPRV1	0
ASPSCR1	0
ASRGL1	1
ASS1	8
ASTE1	20
ASTL	0
ASTN1	0
ASTN2	2283
ASXL1	5
ASXL2	2
ASXL3	0
ASZ1	2
ATAD1	1
ATAD2	1
ATAD2B	8
ATAD3A	3
ATAD3B	1
ATAD3C	34
ATAD5	26
ATAT1	22
ATCAY	128
ATE1	0
ATF1	0
ATF2	0
ATF3	0
ATF4	17
ATF5	26
ATF6	0
ATF6B	1
ATF7	0
ATF7IP	8
ATF7IP2	3
ATG10	5
ATG12	23
ATG13	11
ATG14	75
ATG16L1	1
ATG16L2	20
ATG2A	1
ATG2B	1
ATG3	2
ATG4A	0
ATG4B	1
ATG4C	0
ATG4D	27
ATG5	0
ATG7	65
ATG9A	1
ATG9B	10
ATHL1	5
ATIC	0
ATL1	2
ATL2	0
ATL3	1
ATM	43
ATMIN	3
ATN1	10
ATOH1	0
ATOH7	0
ATOH8	0
ATOX1	0
ATP10A	2
ATP10B	3
ATP10D	0
ATP11A	3
ATP11B	10
ATP11C	0
ATP12A	0
ATP13A1	4
ATP13A2	0
ATP13A3	2
ATP13A4	0
ATP13A5	0
ATP1A1	9
ATP1A1OS	265
ATP1A2	15
ATP1A3	0
ATP1A4	0
ATP1B1	7
ATP1B2	30
ATP1B3	1
ATP1B4	24
ATP2A1	15
ATP2A2	4
ATP2A3	8
ATP2B1	16
ATP2B2	2
ATP2B3	1
ATP2B4	9
ATP2C1	22
ATP2C2	10
ATP4A	3
ATP4B	0
ATP5A1	0
ATP5B	0
ATP5C1	0
ATP5D	0
ATP5E	5
ATP5EP2	0
ATP5F1	23
ATP5G1	1
ATP5G2	12
ATP5G3	0
ATP5H	65
ATP5I	0
ATP5J	12
ATP5L	1
ATP5L2	6
ATP5O	0
ATP5S	18
ATP5SL	15
ATP6AP1	0
ATP6AP1L	0
ATP6AP2	4
ATP6V0A1	0
ATP6V0A2	15
ATP6V0A4	0
ATP6V0B	0
ATP6V0C	0
ATP6V0CP3	0
ATP6V0D1	1
ATP6V0D2	2
ATP6V0E1	0
ATP6V0E2	2
ATP6V1A	11
ATP6V1B1	1
ATP6V1B2	2
ATP6V1C1	4
ATP6V1C2	251
ATP6V1D	3
ATP6V1E1	1
ATP6V1E2	1
ATP6V1F	7
ATP6V1G1	3
ATP6V1G3	0
ATP6V1H	0
ATP7A	4
ATP7B	0
ATP8A1	1
ATP8A2	0
ATP8B1	134
ATP8B2	8
ATP8B3	1
ATP8B4	0
ATP8B5P	0
ATP9A	0
ATP9B	1
ATPAF1	9
ATPAF2	1
ATPIF1	1
ATR	1
ATRIP	11
ATRN	4
ATRNL1	0
ATRX	9
ATXN1	7
ATXN10	0
ATXN1L	12
ATXN2	1
ATXN2L	2
ATXN3	48
ATXN3L	0
ATXN7	7
ATXN7L1	0
ATXN7L2	0
ATXN7L3	16
ATXN7L3B	4
ATXN8OS	0
AUH	0
AUP1	3
AURKA	17
AURKAIP1	1
AURKAPS1	2
AURKB	0
AURKC	0
AUTS2	2
AVEN	0
AVIL	22
AVL9	4
AVP	0
AVPI1	3
AVPR1A	1
AVPR1B	0
AVPR2	36
AWAT1	0
AWAT2	4
AXDND1	0
AXIN1	4
AXIN2	1
AXL	15
AZGP1	0
AZGP1P1	0
AZI1	0
AZI2	20
AZIN1	2
AZU1	0
B2M	17
B3GALNT1	0
B3GALNT2	41
B3GALT1	0
B3GALT2	48
B3GALT4	4
B3GALT5	0
B3GALT6	1
B3GALTL	0
B3GAT1	1
B3GAT2	28
B3GAT3	1
B3GNT1	1
B3GNT2	1
B3GNT3	0
B3GNT4	11
B3GNT5	18
B3GNT6	10
B3GNT7	2
B3GNT8	15
B3GNT9	28
B3GNTL1	1
B4GALNT1	0
B4GALNT2	0
B4GALNT3	0
B4GALNT4	0
B4GALT1	1
B4GALT2	1
B4GALT3	13
B4GALT4	1
B4GALT5	5
B4GALT6	0
B4GALT7	17
B9D1	0
B9D2	10
BAALC	1
BAAT	13
BABAM1	3
BACE1	85
BACE1-AS	4
BACE2	0
BACH1	0
BACH2	0
BAD	3
BAG1	13
BAG2	0
BAG3	2
BAG4	0
BAG5	5
BAG6	6
BAHCC1	1
BAHD1	1
BAI1	0
BAI2	0
BAI3	0
BAIAP2	14
BAIAP2L1	35
BAIAP2L2	1
BAIAP3	52
BAK1	1
BAMBI	0
BANF1	28
BANF2	0
BANK1	0
BANP	3
BAP1	29
BARD1	0
BARHL1	4
BARHL2	0
BARX1	0
BARX2	1
BASP1	20
BASP1P1	0
BATF	6
BATF2	0
BATF3	0
BAX	10
BAZ1A	36
BAZ1B	6
BAZ2A	11
BAZ2B	4
BBC3	3
BBIP1	274
BBOX1	0
BBS1	13
BBS10	0
BBS12	1
BBS2	1
BBS4	13
BBS5	471
BBS7	0
BBS9	0
BBX	1
BCAM	0
BCAN	0
BCAP29	2
BCAP31	1
BCAR1	0
BCAR3	4
BCAR4	1
BCAS1	76
BCAS2	37
BCAS3	0
BCAS4	3
BCAT1	4
BCAT2	0
BCCIP	26
BCDIN3D	18
BCHE	0
BCKDHA	5
BCKDHB	22
BCKDK	5
BCL10	1
BCL11A	1
BCL11B	16
BCL2	1
BCL2A1	1
BCL2L1	3
BCL2L10	0
BCL2L11	8
BCL2L12	41
BCL2L13	3
BCL2L14	0
BCL2L15	36
BCL2L2	21
BCL3	0
BCL6	3
BCL6B	1
BCL7A	0
BCL7B	0
BCL7C	2
BCL9	11
BCL9L	36
BCLAF1	9
BCMO1	0
BCO2	0
BCOR	5
BCORL1	0
BCORP1	0
BCR	3
BCRP2	0
BCRP3	0
BCS1L	7
BCYRN1	9
BDH1	10
BDH2	3
BDKRB1	0
BDKRB2	0
BDNF	2
BDP1	11
BEAN1	20
BECN1	2
BEGAIN	4
BEND2	27
BEND3	1
BEND4	1
BEND5	1
BEND6	0
BEND7	1
BEST1	353
BEST2	0
BEST3	1
BEST4	5
BET1	0
BET1L	0
BEX1	0
BEX2	0
BEX4	0
BEX5	0
BFAR	4
BFSP1	0
BFSP2	0
BGN	3
BHLHA15	3
BHLHA9	0
BHLHB9	0
BHLHE22	0
BHLHE23	0
BHLHE40	5
BHLHE41	3
BHMT	2
BHMT2	57
BICC1	0
BICD1	0
BICD2	8
BID	18
BIK	4
BIN1	5
BIN2	9
BIN3	8
BIRC2	2
BIRC3	3
BIRC5	0
BIRC6	5
BIRC7	0
BIRC8	0
BIVM	24
BLCAP	4
BLID	0
BLK	3
BLM	0
BLMH	2
BLNK	1
BLOC1S1	9
BLOC1S2	0
BLOC1S3	6
BLVRA	0
BLVRB	2
BLZF1	5
BMF	0
BMP1	0
BMP10	0
BMP15	0
BMP2	0
BMP2K	10
BMP3	10
BMP4	0
BMP5	0
BMP6	78
BMP7	71
BMP8A	94
BMP8B	45
BMPER	0
BMPR1A	0
BMPR1B	0
BMPR2	10
BMS1	4
BMS1P1	9
BMS1P4	22
BMX	0
BNC1	0
BNC2	2
BNIP1	0
BNIP2	4
BNIP3	21
BNIP3L	0
BNIPL	27
BOC	8
BOD1	0
BOK	5
BOK-AS1	0
BOLA1	0
BOLA2	0
BOLA3	1
BOLL	2
BOP1	15
BPESC1	0
BPGM	4
BPHL	5
BPI	0
BPNT1	17
BPTF	18
BPY2	0
BRAF	2
BRAP	0
BRAT1	189
BRCA1	25
BRCA2	14
BRCC3	2
BRD1	58
BRD2	12
BRD3	10
BRD4	2
BRD7	31
BRD7P3	49
BRD8	0
BRD9	10
BRDT	22
BRE	8
BREA2	12
BRF1	14
BRF2	0
BRI3	5
BRI3BP	0
BRIP1	82
BRIX1	8
BRK1	1
BRMS1	1
BRMS1L	0
BROX	1
BRPF1	7
BRPF3	1
BRS3	1
BRSK1	1
BRSK2	20
BRWD1	8
BRWD3	16
BSCL2	14
BSDC1	2
BSG	2
BSN	8
BSND	0
BSPH1	0
BSPRY	1
BST1	0
BST2	3
BSX	0
BTAF1	11
BTBD1	8
BTBD10	15
BTBD11	3
BTBD16	0
BTBD17	0
BTBD18	42
BTBD19	2
BTBD2	16
BTBD3	0
BTBD6	26
BTBD7	5
BTBD8	1
BTBD9	71
BTC	0
BTD	1
BTF3	17
BTF3L4	0
BTF3P11	0
BTG1	8
BTG2	0
BTG3	2
BTG4	0
BTK	1
BTLA	2
BTN1A1	1
BTN2A1	3
BTN2A2	0
BTN3A1	13
BTN3A2	13
BTN3A3	2
BTNL2	0
BTNL3	0
BTNL8	0
BTNL9	0
BTRC	9
BUB1	0
BUB1B	0
BUB3	1
BUD13	0
BUD31	6
BVES	15
BYSL	128
BZRAP1	9
BZW1	0
BZW2	0
C10orf10	15
C10orf105	47
C10orf107	0
C10orf11	0
C10orf111	4
C10orf112	0
C10orf113	0
C10orf114	0
C10orf118	3
C10orf12	0
C10orf120	0
C10orf128	0
C10orf129	1
C10orf131	4
C10orf137	1
C10orf18	15
C10orf2	0
C10orf25	20
C10orf32	71
C10orf35	0
C10orf40	0
C10orf53	0
C10orf54	29
C10orf55	1
C10orf62	0
C10orf67	0
C10orf71	0
C10orf76	13
C10orf82	0
C10orf88	1
C10orf90	0
C10orf91	0
C10orf95	17
C10orf99	0
C11orf1	3
C11orf16	2
C11orf21	4
C11orf24	1
C11orf30	0
C11orf31	5
C11orf34	15
C11orf35	12
C11orf40	0
C11orf42	1
C11orf44	17
C11orf45	1
C11orf48	5
C11orf49	60
C11orf53	0
C11orf54	4
C11orf57	41
C11orf58	76
C11orf63	15
C11orf65	1
C11orf68	1
C11orf70	24
C11orf71	0
C11orf73	0
C11orf74	0
C11orf80	15
C11orf82	0
C11orf83	11
C11orf84	1
C11orf85	0
C11orf86	0
C11orf87	0
C11orf88	1
C11orf91	0
C11orf92	15
C11orf93	5
C11orf94	0
C11orf95	7
C11orf96	0
C12orf10	2
C12orf23	4
