gene symbol	(count) NOR_49_FA_28
ESYT3	3
ETAA1	2
ETF1	29
ETFA	0
ETFB	0
ETFDH	4
ETHE1	0
ETNK1	0
ETNK2	1
ETS1	22
ETS2	2
ETV1	0
ETV2	1
ETV3	2
ETV3L	0
ETV4	7
ETV5	0
ETV6	8
ETV7	0
EVC	5
EVC2	0
EVI2A	20
EVI2B	7
EVI5	30
EVI5L	0
EVL	25
EVPL	0
EVPLL	0
EVX1	0
EVX2	0
EWSR1	8
EXD1	11
EXD2	0
EXD3	1
EXO1	0
EXOC1	4
EXOC2	3
EXOC3	3
EXOC3L1	2
EXOC3L2	23
EXOC3L4	0
EXOC4	4
EXOC5	2
EXOC6	0
EXOC6B	0
EXOC7	3
EXOC8	26
EXOG	7
EXOSC1	0
EXOSC10	5
EXOSC2	26
EXOSC3	10
EXOSC4	2
EXOSC5	5
EXOSC6	22
EXOSC7	0
EXOSC8	24
EXOSC9	3
EXPH5	91
EXT1	1
EXT2	1
EXTL1	0
EXTL2	0
EXTL3	10
EYA1	0
EYA2	0
EYA3	51
EYA4	0
EYS	118
EZH1	1
EZH2	6
EZR	49
F10	0
F11	0
F11R	23
F12	2
F13A1	1
F13B	0
F2	2
F2R	32
F2RL1	6
F2RL2	119
F2RL3	11
F3	5
F5	95
F7	0
F8	0
F8A1	0
F9	0
FA2H	0
FAAH	0
FAAH2	0
FABP1	0
FABP12	0
FABP2	0
FABP3	29
FABP4	0
FABP5	8
FABP5P3	0
FABP6	3
FABP7	0
FABP9	0
FADD	1
FADS1	15
FADS2	0
FADS3	0
FADS6	16
FAF1	1
FAF2	1
FAH	0
FAHD1	1
FAHD2A	0
FAHD2B	0
FAIM	13
FAIM2	0
FAIM3	4
FAM101B	6
FAM102A	0
FAM102B	10
FAM103A1	3
FAM104A	50
FAM104B	0
FAM105A	11
FAM105B	54
FAM106A	52
FAM106CP	2
FAM107A	0
FAM107B	2
FAM109A	1
FAM109B	13
FAM110A	1
FAM110B	0
FAM110C	3
FAM111A	9
FAM111B	8
FAM114A1	11
FAM114A2	0
FAM115A	8
FAM115C	108
FAM117A	4
FAM117B	28
FAM118A	19
FAM118B	27
FAM120A	10
FAM120AOS	93
FAM120B	1
FAM120C	1
FAM122A	0
FAM122B	1
FAM122C	28
FAM124A	13
FAM124B	3
FAM126A	0
FAM126B	80
FAM127A	0
FAM127B	0
FAM127C	0
FAM129A	12
FAM129B	4
FAM129C	1
FAM131A	0
FAM131B	1
FAM131C	0
FAM132A	2
FAM132B	7
FAM133A	0
FAM133B	8
FAM134A	20
FAM134B	0
FAM134C	10
FAM135A	0
FAM135B	0
FAM136A	4
FAM138B	0
FAM138C	0
FAM138D	1
FAM138E	0
FAM138F	0
FAM13A	195
FAM13B	1
FAM13C	0
FAM149A	0
FAM149B1	24
FAM150A	0
FAM150B	11
FAM151A	1
FAM151B	0
FAM153A	0
FAM153B	1
FAM153C	37
FAM154A	0
FAM154B	1
FAM155A	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM157A	0
FAM157B	0
FAM159A	0
FAM159B	0
FAM160A1	1
FAM160A2	0
FAM160B1	2
FAM160B2	25
FAM161A	43
FAM161B	17
FAM162A	4
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	55
FAM166B	0
FAM167A	2
FAM167B	0
FAM168A	43
FAM168B	1
FAM169A	32
FAM169B	1
FAM170A	0
FAM170B	0
FAM171A1	0
FAM171A2	0
FAM171B	0
FAM172A	0
FAM172BP	20
FAM173A	0
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	65
FAM175B	0
FAM177A1	49
FAM177B	2
FAM178A	4
FAM178B	0
FAM179A	0
FAM179B	0
FAM180A	0
FAM180B	1
FAM181A	0
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	1
FAM184A	1
FAM184B	46
FAM185A	18
FAM186A	8
FAM186B	22
FAM187B	0
FAM188A	1
FAM189A1	8
FAM189A2	0
FAM189B	0
FAM192A	2
FAM193A	11
FAM193B	18
FAM194A	2
FAM194B	0
FAM195A	6
FAM195B	1
FAM196A	1
FAM196B	216
FAM197Y5	0
FAM198A	0
FAM198B	10
FAM199X	0
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	0
FAM200B	6
FAM201A	2
FAM203A	0
FAM204A	7
FAM20A	30
FAM20B	38
FAM20C	2
FAM21A	0
FAM21B	0
FAM21C	0
FAM24A	0
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	0
FAM26F	0
FAM27A	1
FAM27B	0
FAM27C	0
FAM27E3	1
FAM27L	0
FAM32A	10
FAM35A	6
FAM3A	5
FAM3B	0
FAM3C	0
FAM3D	0
FAM41AY2	0
FAM41C	0
FAM43A	0
FAM43B	0
FAM45B	2
FAM46A	0
FAM46B	5
FAM46C	1
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	1
FAM50A	1
FAM50B	0
FAM53A	0
FAM53B	27
FAM53C	1
FAM55B	0
FAM57A	7
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	13
FAM63A	1
FAM63B	35
FAM64A	4
FAM65A	14
FAM65B	21
FAM65C	113
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	35
FAM69B	41
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	1
FAM71E1	19
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	2
FAM73A	93
FAM73B	1
FAM74A1	1
FAM74A3	0
FAM74A4	1
FAM76A	13
FAM76B	0
FAM78A	7
FAM78B	0
FAM81A	0
FAM81B	12
FAM83A	4
FAM83B	0
FAM83C	0
FAM83D	0
FAM83E	0
FAM83F	0
FAM83G	4
FAM83H	7
FAM84A	0
FAM84B	17
FAM86A	22
FAM86B1	0
FAM86B2	0
FAM86C1	3
FAM86C2P	0
FAM86DP	1
FAM86EP	8
FAM86FP	1
FAM86HP	0
FAM89A	0
FAM89B	2
FAM8A1	56
FAM90A1	2
FAM90A25P	0
FAM91A1	43
FAM92A1	10
FAM92B	5
FAM95B1	0
FAM96A	0
FAM96B	1
FAM98A	1
FAM98B	9
FAM98C	4
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	0
FAN1	119
FANCA	378
FANCB	0
FANCC	12
FANCD2	22
FANCE	0
FANCF	18
FANCG	0
FANCI	101
FANCL	83
FANCM	7
FANK1	0
FAP	0
FAR1	0
FAR2	41
FARP1	93
FARP2	13
FARS2	1
FARSA	0
FARSB	0
FAS	2
FAS-AS1	39
FASLG	0
FASN	1
FASTK	0
FASTKD1	1
FASTKD2	26
FASTKD3	1
FAT1	0
FAT2	41
FAT3	8
FAT4	1
FATE1	0
FAU	6
FBF1	0
FBL	0
FBLIM1	127
FBLL1	0
FBLN1	9
FBLN2	0
FBLN5	1
FBLN7	2
FBN1	0
FBN2	0
FBN3	0
FBP1	1
FBP2	0
FBRS	4
FBRSL1	1
FBXL12	0
FBXL13	40
FBXL14	1
FBXL15	3
FBXL16	6
FBXL17	8
FBXL18	92
FBXL19	2
FBXL19-AS1	17
FBXL2	25
FBXL20	76
FBXL21	0
FBXL22	18
FBXL3	8
FBXL4	0
FBXL5	1
FBXL6	1
FBXL7	0
FBXL8	0
FBXO10	15
FBXO11	18
FBXO15	0
FBXO16	0
FBXO17	20
FBXO18	1
FBXO2	0
FBXO21	0
FBXO22	0
FBXO24	3
FBXO25	1
FBXO27	56
FBXO28	2
FBXO3	0
FBXO30	3
FBXO31	3
FBXO32	5
FBXO33	16
FBXO34	1
FBXO36	0
FBXO38	2
FBXO39	0
FBXO4	0
FBXO40	42
FBXO41	9
FBXO42	0
FBXO43	0
FBXO44	11
FBXO45	40
FBXO46	0
FBXO47	0
FBXO48	22
FBXO5	2
FBXO6	35
FBXO7	1
FBXO8	20
FBXO9	7
FBXW10	2
FBXW11	0
FBXW12	0
FBXW2	9
FBXW4	2
FBXW4P1	1
FBXW5	11
FBXW7	3
FBXW8	18
FBXW9	1
FCAMR	0
FCAR	45
FCER1A	0
FCER1G	1
FCER2	2
FCF1	29
FCGBP	0
FCGR1A	1
FCGR1B	0
FCGR1C	0
FCGR2A	1
FCGR2B	0
FCGR2C	0
FCGR3A	4
FCGR3B	0
FCGRT	1
FCHO1	1
FCHO2	1
FCHSD1	78
FCHSD2	59
FCN1	23
FCN2	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	1
FCRL4	0
FCRL5	1
FCRL6	1
FCRLA	0
FCRLB	2
FDFT1	5
FDPS	7
FDX1	35
FDX1L	0
FDXACB1	11
FDXR	2
FECH	8
FEM1A	2
FEM1B	1
FEM1C	0
FEN1	1
FER	7
FER1L4	6
FER1L5	1
FER1L6	1
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	2
FERMT3	18
FES	0
FETUB	0
FEV	0
FEZ1	9
FEZ2	0
FEZF1	0
FEZF2	0
FFAR1	0
FFAR2	13
FFAR3	1
FGA	0
FGB	12
FGD1	41
FGD2	3
FGD3	10
FGD4	16
FGD5	2
FGD6	5
FGF1	0
FGF10	0
FGF11	3
FGF12	0
FGF13	0
FGF14	0
FGF16	0
FGF17	1
FGF18	0
FGF19	0
FGF2	2
FGF20	0
FGF21	0
FGF22	0
FGF23	1
FGF3	0
FGF4	0
FGF5	141
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	7
FGFBP3	3
FGFR1	3
FGFR1OP	3
FGFR1OP2	3
FGFR2	33
FGFR3	1
FGFR4	0
FGFRL1	2
FGG	0
FGGY	0
FGL1	0
FGL2	45
FGR	5
FH	1
FHAD1	39
FHDC1	20
FHIT	0
FHL1	3
FHL2	12
FHL3	0
FHL5	0
FHOD1	81
FHOD3	8
FIBCD1	2
FIBIN	0
FIBP	2
FICD	10
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	20
FIGNL2	14
FILIP1	1
FILIP1L	37
FIP1L1	4
FIS1	1
FITM1	0
FITM2	0
FIZ1	1
FJX1	0
FKBP10	1
FKBP11	2
FKBP14	98
FKBP15	58
FKBP1AP1	56
FKBP1B	0
FKBP2	0
FKBP3	8
FKBP4	29
FKBP5	86
FKBP6	9
FKBP7	4
FKBP8	2
FKBP9	21
FKBP9L	4
FKBPL	0
FKRP	4
FKSG29	0
FKTN	3
FLAD1	1
FLCN	40
FLG	1
FLG2	11
FLI1	8
FLII	12
FLJ10038	12
FLJ11235	0
FLJ12825	18
FLJ13197	116
FLJ13224	29
FLJ14107	36
FLJ14186	2
FLJ16341	3
FLJ16779	0
FLJ20021	1
FLJ21408	0
FLJ22184	1
FLJ22447	0
FLJ22763	0
FLJ25363	7
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27352	0
FLJ27354	6
FLJ30403	55
FLJ30679	2
FLJ30838	8
FLJ31104	43
FLJ31306	29
FLJ31662	45
FLJ31813	9
FLJ32756	19
FLJ33360	8
FLJ33534	3
FLJ33581	2
FLJ33630	0
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	0
FLJ36777	2
FLJ37035	1
FLJ37201	0
FLJ37453	43
FLJ37505	0
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	36
FLJ41200	10
FLJ41278	0
FLJ41350	0
FLJ41423	3
FLJ41484	0
FLJ41941	13
FLJ42351	0
FLJ42393	0
FLJ42627	77
FLJ42875	0
FLJ42969	0
FLJ43663	9
FLJ43681	23
FLJ43879	6
FLJ44313	1
FLJ44511	4
FLJ44635	1
FLJ44881	0
FLJ45079	1
FLJ45340	23
FLJ45445	0
FLJ45513	2
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	9
FLJ46906	1
FLNA	147
FLNB	4
FLNC	0
FLOT1	1
FLOT2	6
FLRT1	3
FLRT2	0
FLRT3	0
FLT1	49
FLT3	0
FLT3LG	1
FLT4	3
FLVCR1	47
FLVCR2	6
FLYWCH1	3
FLYWCH2	0
FMN1	14
FMN2	0
FMNL1	27
FMNL2	39
FMNL3	22
FMO1	0
FMO2	0
FMO3	0
FMO4	0
FMO5	18
FMO6P	0
FMO9P	0
FMOD	0
FMR1	4
FMR1-AS1	8
FMR1NB	0
FN1	19
FN3K	0
FN3KRP	0
FNBP1	13
FNBP1L	0
FNBP4	3
FNDC1	0
FNDC3A	5
FNDC3B	1
FNDC4	0
FNDC5	8
FNDC7	0
FNDC8	6
FNDC9	86
FNIP1	5
FNIP2	0
FNTA	10
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	0
FOLR3	1
FOLR4	0
FOPNL	19
FOS	16
FOSB	5
FOSL1	4
FOSL2	6
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	3
FOXC2	0
FOXD1	0
FOXD2	8
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	0
FOXD4L6	0
FOXE1	3
FOXE3	1
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	60
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	6
FOXJ3	1
FOXK1	61
FOXK2	9
FOXL1	0
FOXL2	0
FOXM1	60
FOXN1	0
FOXN2	1
FOXN3	9
FOXN4	1
FOXO1	3
FOXO3	8
FOXO4	13
FOXP1	4
FOXP2	0
FOXP3	20
FOXP4	6
FOXQ1	0
FOXR1	2
FOXR2	0
FOXRED1	2
FOXRED2	15
FOXS1	0
FPGS	4
FPGT	0
FPR1	0
FPR2	1
FPR3	5
FRA10AC1	13
FRAS1	0
FRAT1	2
FRAT2	6
FREM1	0
FREM2	6
FREM3	3
FRG1	0
FRG1B	2
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	82
FRMD4B	0
FRMD5	16
FRMD6	0
FRMD7	4
FRMD8	26
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	17
FRS2	1
FRS3	0
FRY	2
FRYL	3
FRZB	0
FSCB	0
FSCN1	9
FSCN2	1
FSCN3	0
FSD1	0
FSD1L	1
FSD2	20
FSHB	0
FSHR	0
FSIP1	0
FSIP2	31
FST	0
FSTL1	0
FSTL3	0
FSTL4	0
FSTL5	0
FTCD	0
FTH1	28
FTH1P3	1
FTHL17	0
FTL	18
FTLP10	3
FTMT	0
FTO	31
FTSJ1	0
FTSJ2	2
FTSJ3	11
FTSJD1	0
FTSJD2	27
FTX	20
FUBP1	2
FUBP3	0
FUCA1	1
FUCA2	12
FUK	9
FUNDC1	1
FUNDC2	3
FUNDC2P2	0
FURIN	3
FUS	10
FUT1	19
FUT10	0
FUT11	3
FUT2	67
FUT3	3
FUT4	10
FUT5	0
FUT6	40
FUT7	5
FUT8	5
FUT9	9
FUZ	31
FXN	126
FXR1	91
FXR2	7
FXYD1	0
FXYD2	2
FXYD3	0
FXYD4	0
FXYD5	11
FXYD7	2
FYB	22
FYCO1	3
FYN	3
FYTTD1	4
FZD1	0
FZD10	0
FZD2	10
FZD3	65
FZD4	33
FZD5	3
FZD6	12
FZD7	0
FZD8	0
FZD9	0
FZR1	2
G0S2	11
G2E3	1
G3BP1	7
G3BP2	2
G6PC	2
G6PC2	0
G6PC3	1
G6PD	1
GAA	2
GAB1	0
GAB2	15
GAB3	0
GAB4	0
GABARAP	6
GABARAPL1	2
GABARAPL2	0
GABARAPL3	0
GABBR1	0
GABBR2	0
GABPA	3
GABPB1	29
GABPB2	8
GABRA1	0
GABRA2	0
GABRA3	0
GABRA4	1
GABRA5	0
GABRA6	0
GABRB1	0
GABRB2	1
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	1
GABRR2	0
GABRR3	0
GAD1	0
GAD2	0
GADD45A	0
GADD45B	3
GADD45G	0
GADD45GIP1	3
GADL1	1
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	3
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	0
GAL3ST4	8
GALC	1
GALE	3
GALK1	1
GALK2	1
GALM	45
GALNS	2
GALNT1	7
GALNT10	22
GALNT11	36
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	4
GALNT3	1
GALNT5	0
GALNT6	34
GALNT7	50
GALNT8	0
GALNT9	5
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	5
GALR3	0
GALT	2
GAMT	1
GAN	0
GANAB	4
GANC	0
GAP43	0
GAPDH	34
GAPDHS	14
GAPT	0
GAPVD1	19
GAR1	0
GARNL3	0
GARS	5
GART	5
GAS1	1
GAS2	4
GAS2L1	0
GAS2L2	0
GAS2L3	0
GAS5	7
GAS6	22
GAS7	11
GAS8	0
GAST	0
GATA1	4
GATA2	0
GATA3	4
GATA4	0
GATA5	0
GATA6	0
GATAD1	74
GATAD2A	17
GATAD2B	1
GATC	297
GATM	0
GATS	38
GATSL1	0
GATSL2	0
GATSL3	0
GBA	1
GBA2	33
GBA3	0
GBAP1	3
GBAS	2
GBE1	3
GBF1	7
GBGT1	0
GBP1	5
GBP1P1	0
GBP2	7
GBP3	5
GBP4	30
GBP5	20
GBP6	22
GBP7	0
GBX1	0
GBX2	0
GC	0
GCA	1
GCAT	5
GCC1	0
GCC2	7
GCDH	1
GCG	0
GCGR	0
GCH1	4
GCHFR	7
GCK	0
GCKR	0
GCLC	0
GCLM	58
GCM1	12
GCM2	3
GCN1L1	4
GCNT1	3
GCNT2	13
GCNT3	0
GCNT4	0
GCNT7	41
GCOM1	3
GCSH	1
GDA	0
GDAP1	0
GDAP1L1	8
GDAP2	13
GDE1	3
GDF10	0
GDF11	31
GDF15	9
GDF2	0
GDF3	0
GDF5	0
GDF5OS	12
GDF6	0
GDF7	3
GDF9	0
GDI1	1
GDI2	33
GDNF	3
GDPD1	42
GDPD2	2
GDPD3	1
GDPD4	1
GDPD5	2
GEM	0
GEMIN4	1
GEMIN5	1
GEMIN6	0
GEMIN7	5
GEMIN8	50
GEMIN8P4	4
GEN1	3
GET4	13
GFAP	0
GFER	1
GFI1	1
GFI1B	0
GFM1	6
GFM2	30
GFOD1	1
GFOD2	87
GFPT1	48
GFPT2	0
GFRA1	3
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	3
GGA1	84
GGA2	36
GGA3	6
GGCT	0
GGCX	156
GGH	0
GGN	3
GGNBP1	1
GGNBP2	2
GGPS1	88
GGT1	1
GGT2	0
GGT3P	0
GGT5	0
GGT6	43
GGT7	2
GGT8P	15
GGTA1P	0
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	0
GHITM	0
GHR	4
GHRH	0
GHRHR	0
GHRL	29
GHRLOS	4
GHSR	0
GIF	0
GIGYF1	19
GIGYF2	3
GIMAP1	20
GIMAP2	2
GIMAP4	22
GIMAP6	2
GIMAP7	3
GIMAP8	14
GIN1	2
GINS1	11
GINS2	5
GINS3	2
GINS4	17
GIP	0
GIPC1	0
GIPC2	0
GIPC3	3
GIPR	0
GIT1	6
GIT2	10
GJA1	22
GJA10	0
GJA3	0
GJA4	0
GJA5	0
GJA8	0
GJB1	0
GJB2	0
GJB3	2
GJB4	0
GJB5	0
GJB6	0
GJB7	14
GJC1	106
GJC2	2
GJC3	0
GJD2	0
GJD3	7
GJD4	0
GK	21
GK2	0
GK3P	36
GK5	90
GKAP1	0
GKN1	0
GKN2	0
GLA	0
GLB1	3
GLB1L	26
GLB1L2	17
GLB1L3	11
GLCCI1	3
GLCE	0
GLDC	7
GLDN	0
GLE1	8
GLG1	27
GLI1	23
GLI2	0
GLI3	0
GLI4	1
GLIPR1	175
GLIPR1L1	9
GLIPR1L2	129
GLIPR2	1
GLIS1	0
GLIS2	5
GLIS3	0
GLMN	0
GLO1	1
GLOD4	1
GLOD5	0
GLP1R	1
GLP2R	1
GLRA1	2
GLRA2	3
GLRA3	0
GLRA4	0
GLRB	0
GLRX	1
GLRX2	1
GLRX3	4
GLRX5	0
GLS	162
GLS2	46
GLT1D1	0
GLT6D1	0
GLT8D1	40
GLT8D2	8
GLTP	32
GLTPD1	6
GLTPD2	19
GLTSCR1	3
GLTSCR2	15
GLUD1	12
GLUD2	0
GLUL	6
GLYAT	0
GLYATL1	11
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	1
GLYR1	4
GM2A	20
GMCL1	1
GMDS	0
GMEB1	31
GMEB2	0
GMFB	0
GMFG	4
GMIP	8
GML	0
GMNN	5
GMPPA	1
GMPPB	14
GMPR	6
GMPR2	85
GMPS	2
GNA11	0
GNA12	3
GNA13	4
GNA14	0
GNA15	6
GNAI1	0
GNAI2	15
GNAI3	4
GNAL	20
GNAO1	2
GNAQ	0
GNAS	14
GNAS-AS1	0
GNAT1	0
GNAT2	38
GNAT3	0
GNAZ	1
GNB1	6
GNB1L	30
GNB2	6
GNB2L1	6
GNB3	1
GNB4	119
GNB5	58
GNE	93
GNG11	3
GNG12	0
GNG13	0
GNG2	4
GNG3	10
GNG4	50
GNG5	11
GNG7	3
GNG8	0
GNGT1	0
GNGT2	2
GNL1	14
GNL2	1
GNL3	5
GNL3L	55
GNLY	3
GNMT	1
GNN	0
GNPAT	1
GNPDA1	7
GNPDA2	35
GNPNAT1	96
GNPTAB	43
GNPTG	9
GNRH1	7
GNRH2	3
GNRHR	45
GNRHR2	387
GNS	48
GOLGA1	16
GOLGA2	58
GOLGA2P2Y	0
GOLGA3	40
GOLGA4	7
GOLGA5	1
GOLGA6A	0
GOLGA6B	0
GOLGA6C	3
GOLGA6D	1
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	1
GOLGA6L7P	1
GOLGA6L9	0
GOLGA7	0
GOLGA7B	1
GOLGA8A	0
GOLGA8B	2
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	10
GOLIM4	0
GOLM1	64
GOLPH3	2
GOLPH3L	1
GOLT1A	0
GOLT1B	0
GON4L	15
GOPC	2
GORAB	0
GORASP1	43
GORASP2	0
GOSR1	288
GOSR2	1
GOT1	0
GOT1L1	0
GOT2	0
GP1BA	49
GP2	19
GP5	2
GP6	50
GP9	0
GPA33	0
GPAA1	2
GPAM	0
GPANK1	14
GPAT2	18
GPATCH1	0
GPATCH2	1
GPATCH3	1
GPATCH4	10
GPATCH8	9
GPBAR1	3
GPBP1	0
GPBP1L1	4
GPC1	21
GPC2	0
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	0
GPD1	0
GPD1L	1
GPD2	0
GPER	5
GPHA2	2
GPHB5	0
GPHN	2
GPI	49
GPIHBP1	0
GPKOW	8
GPLD1	2
GPM6A	0
GPM6B	67
GPN1	24
GPN2	0
GPN3	7
GPNMB	0
GPR1	14
GPR101	1
GPR107	4
GPR108	0
GPR110	10
GPR111	0
GPR112	1
GPR113	21
GPR114	4
GPR115	0
GPR116	0
GPR119	0
GPR12	26
GPR123	0
GPR124	33
GPR125	1
GPR126	0
GPR128	0
GPR132	9
GPR133	0
GPR135	1
GPR137	3
GPR137B	17
GPR137C	1
GPR139	0
GPR141	0
GPR142	0
GPR143	7
GPR144	0
GPR146	2
GPR148	0
GPR149	0
GPR15	4
GPR150	5
GPR151	1
GPR152	33
GPR153	0
GPR155	75
GPR156	1
GPR157	0
GPR158	0
GPR160	30
GPR161	0
GPR162	0
GPR17	1
GPR171	3
GPR173	1
GPR174	0
GPR176	1
GPR179	4
GPR18	73
GPR180	0
GPR182	4
GPR183	83
GPR19	1
GPR20	0
GPR21	0
GPR22	73
GPR25	0
GPR26	0
GPR27	1
GPR3	24
GPR31	0
GPR32	0
GPR33	0
GPR34	23
GPR35	0
GPR37	0
GPR37L1	11
GPR39	0
GPR4	1
GPR45	1
GPR50	0
GPR52	0
GPR55	9
GPR56	14
GPR6	0
GPR61	2
GPR62	2
GPR63	2
GPR64	9
GPR65	12
GPR68	37
GPR78	0
GPR82	178
GPR83	3
GPR84	0
GPR85	0
GPR87	0
GPR88	1
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	0
GPR98	0
GPRASP1	3
GPRC5A	0
GPRC5B	0
GPRC5C	1
GPRC5D	0
GPRC6A	0
GPRIN1	0
GPRIN2	0
GPRIN3	3
GPS1	11
GPS2	15
GPSM1	8
GPSM2	64
GPSM3	13
GPT	17
GPT2	4
GPX1	1
GPX2	18
GPX3	22
GPX4	6
GPX5	0
GPX6	0
GPX7	8
GPX8	8
GRAMD1A	2
GRAMD1B	0
GRAMD1C	0
GRAMD2	0
GRAMD3	5
GRAMD4	3
GRAP	1
GRAP2	2
GRAPL	0
GRASP	1
GRB10	0
GRB14	0
GRB2	10
GRB7	0
GREB1	18
GREB1L	45
GREM1	0
GREM2	0
GRHL1	0
GRHL2	8
GRHL3	1
GRHPR	0
GRIA1	0
GRIA2	0
GRIA3	0
GRIA4	2
GRID1	0
GRID2	0
GRID2IP	7
GRIK1	29
GRIK1-AS1	0
GRIK2	1
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	0
GRIN2A	0
GRIN2B	0
GRIN2C	26
GRIN2D	3
GRIN3A	84
GRIN3B	25
GRINA	0
GRIP1	33
GRIP2	30
GRIPAP1	28
GRK1	0
GRK4	0
GRK5	0
GRK6	5
GRK7	0
GRM1	0
GRM2	0
GRM3	0
GRM4	0
GRM5	0
GRM6	24
GRM7	0
GRM8	0
GRN	7
GRP	0
GRPEL1	6
GRPEL2	1
GRPR	0
GRSF1	15
GRTP1	11
GRWD1	3
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	10
GSDMB	1
GSDMC	11
GSDMD	3
GSG1	79
GSG1L	0
GSG2	1
GSK3A	14
GSK3B	4
GSN	6
GSPT1	22
GSPT2	0
GSR	10
GSS	2
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	8
GSTK1	6
GSTM1	0
GSTM2	4
GSTM2P1	0
GSTM3	62
GSTM4	0
GSTM5	0
GSTO1	4
GSTO2	0
GSTP1	1
GSTT1	0
GSTT2	0
GSTTP1	0
GSTTP2	32
GSTZ1	0
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	3
GTF2A2	0
GTF2B	0
GTF2E1	13
GTF2E2	0
GTF2F1	6
GTF2F2	0
GTF2H1	4
GTF2H2	39
GTF2H2B	17
GTF2H2C	2
GTF2H3	0
GTF2H4	0
GTF2H5	31
GTF2I	3
GTF2IP1	0
GTF2IRD1	0
GTF2IRD2	6
GTF2IRD2B	2
GTF2IRD2P1	0
GTF3A	36
GTF3C1	5
GTF3C2	3
GTF3C3	1
GTF3C4	0
GTF3C5	1
GTF3C6	1
GTPBP1	211
GTPBP10	111
GTPBP2	4
GTPBP3	22
GTPBP4	2
GTPBP6	0
GTPBP8	8
GTSE1	5
GTSF1	3
GTSF1L	0
GUCA1A	1
GUCA1B	11
GUCA1C	0
GUCA2A	0
GUCA2B	0
GUCY1A2	0
GUCY1A3	0
GUCY1B2	0
GUCY1B3	0
GUCY2C	4
GUCY2D	3
GUCY2F	0
GUCY2GP	0
GUF1	21
GUK1	3
GULP1	0
GUSB	3
GUSBP1	3
GUSBP10	0
GUSBP11	0
GUSBP2	0
GUSBP3	26
GUSBP4	0
GUSBP5	0
GUSBP9	0
GVINP1	14
GXYLT1	5
GXYLT2	0
GYG1	1
GYG2	1
GYG2P1	2
GYLTL1B	2
GYPA	0
GYPB	0
