gene symbol	(count) NOR_48_MW_990
F13A1	2
F13B	0
F2	2
F2R	28
F2RL1	4
F2RL2	112
F2RL3	14
F3	3
F5	83
F7	0
F8	0
F8A1	2
F9	0
FA2H	0
FAAH	0
FAAH2	0
FABP1	0
FABP12	0
FABP2	0
FABP3	14
FABP4	0
FABP5	10
FABP5P3	2
FABP6	4
FABP7	0
FABP9	0
FADD	0
FADS1	23
FADS2	1
FADS3	6
FADS6	10
FAF1	0
FAF2	2
FAH	0
FAHD1	2
FAHD2A	0
FAHD2B	0
FAIM	17
FAIM2	0
FAIM3	3
FAM101B	4
FAM102A	1
FAM102B	21
FAM103A1	4
FAM104A	70
FAM104B	2
FAM105A	17
FAM105B	38
FAM106A	50
FAM106CP	5
FAM107A	0
FAM107B	1
FAM109A	2
FAM109B	7
FAM110A	0
FAM110B	0
FAM110C	2
FAM111A	11
FAM111B	7
FAM114A1	10
FAM114A2	1
FAM115A	8
FAM115C	116
FAM117A	1
FAM117B	24
FAM118A	18
FAM118B	41
FAM120A	12
FAM120AOS	109
FAM120B	3
FAM120C	3
FAM122A	0
FAM122B	0
FAM122C	32
FAM124A	15
FAM124B	1
FAM126A	0
FAM126B	83
FAM127A	0
FAM127B	0
FAM127C	0
FAM129A	6
FAM129B	2
FAM129C	0
FAM131A	0
FAM131B	0
FAM131C	0
FAM132A	1
FAM132B	7
FAM133A	0
FAM133B	8
FAM134A	14
FAM134B	0
FAM134C	19
FAM135A	0
FAM135B	0
FAM136A	3
FAM138B	0
FAM138C	0
FAM138D	2
FAM138E	0
FAM138F	0
FAM13A	191
FAM13B	0
FAM13C	0
FAM149A	0
FAM149B1	25
FAM150A	0
FAM150B	2
FAM151A	5
FAM151B	0
FAM153A	0
FAM153B	2
FAM153C	34
FAM154A	0
FAM154B	3
FAM155A	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM157A	0
FAM157B	0
FAM159A	3
FAM159B	3
FAM160A1	0
FAM160A2	0
FAM160B1	1
FAM160B2	44
FAM161A	70
FAM161B	30
FAM162A	4
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	42
FAM166B	0
FAM167A	0
FAM167B	0
FAM168A	91
FAM168B	1
FAM169A	30
FAM169B	2
FAM170A	0
FAM170B	0
FAM171A1	0
FAM171A2	1
FAM171B	0
FAM172A	0
FAM172BP	17
FAM173A	0
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	72
FAM175B	0
FAM177A1	34
FAM177B	1
FAM178A	12
FAM178B	0
FAM179A	0
FAM179B	0
FAM180A	0
FAM180B	1
FAM181A	0
FAM181B	0
FAM182A	0
FAM182B	2
FAM183A	0
FAM183B	1
FAM184A	1
FAM184B	52
FAM185A	26
FAM186A	4
FAM186B	12
FAM187B	0
FAM188A	0
FAM189A1	2
FAM189A2	0
FAM189B	0
FAM192A	2
FAM193A	8
FAM193B	14
FAM194A	0
FAM194B	0
FAM195A	7
FAM195B	0
FAM196A	0
FAM196B	265
FAM197Y5	0
FAM198A	0
FAM198B	31
FAM199X	0
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	3
FAM200B	13
FAM201A	4
FAM203A	0
FAM204A	5
FAM20A	81
FAM20B	29
FAM20C	1
FAM21A	1
FAM21B	0
FAM21C	1
FAM24A	0
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	2
FAM26F	0
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	0
FAM27L	0
FAM32A	16
FAM35A	7
FAM3A	2
FAM3B	0
FAM3C	1
FAM3D	0
FAM41AY2	0
FAM41C	0
FAM43A	3
FAM43B	0
FAM45B	0
FAM46A	1
FAM46B	0
FAM46C	0
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	1
FAM49B	3
FAM50A	1
FAM50B	0
FAM53A	0
FAM53B	28
FAM53C	1
FAM55B	0
FAM57A	6
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	8
FAM63A	6
FAM63B	41
FAM64A	3
FAM65A	20
FAM65B	18
FAM65C	96
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	37
FAM69B	62
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	2
FAM71E1	32
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	0
FAM73A	113
FAM73B	1
FAM74A1	0
FAM74A3	0
FAM74A4	1
FAM76A	8
FAM76B	0
FAM78A	8
FAM78B	0
FAM81A	0
FAM81B	7
FAM83A	3
FAM83B	0
FAM83C	0
FAM83D	0
FAM83E	0
FAM83F	0
FAM83G	1
FAM83H	7
FAM84A	0
FAM84B	17
FAM86A	37
FAM86B1	1
FAM86B2	1
FAM86C1	2
FAM86C2P	0
FAM86DP	3
FAM86EP	14
FAM86FP	7
FAM86HP	5
FAM89A	0
FAM89B	3
FAM8A1	58
FAM90A1	6
FAM90A25P	1
FAM91A1	42
FAM92A1	10
FAM92B	3
FAM95B1	0
FAM96A	0
FAM96B	0
FAM98A	0
FAM98B	17
FAM98C	15
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	0
FAN1	194
FANCA	450
FANCB	0
FANCC	13
FANCD2	29
FANCE	1
FANCF	25
FANCG	0
FANCI	110
FANCL	113
FANCM	10
FANK1	0
FAP	0
FAR1	2
FAR2	54
FARP1	69
FARP2	7
FARS2	0
FARSA	1
FARSB	0
FAS	4
FAS-AS1	33
FASLG	0
FASN	1
FASTK	1
FASTKD1	2
FASTKD2	20
FASTKD3	0
FAT1	0
FAT2	33
FAT3	18
FAT4	0
FATE1	0
FAU	5
FBF1	0
FBL	0
FBLIM1	104
FBLL1	0
FBLN1	14
FBLN2	0
FBLN5	0
FBLN7	0
FBN1	0
FBN2	0
FBN3	0
FBP1	0
FBP2	0
FBRS	2
FBRSL1	1
FBXL12	0
FBXL13	35
FBXL14	1
FBXL15	6
FBXL16	16
FBXL17	8
FBXL18	110
FBXL19	0
FBXL19-AS1	24
FBXL2	23
FBXL20	89
FBXL21	0
FBXL22	8
FBXL3	22
FBXL4	0
FBXL5	3
FBXL6	0
FBXL7	0
FBXL8	2
FBXO10	10
FBXO11	16
FBXO15	0
FBXO16	0
FBXO17	24
FBXO18	1
FBXO2	0
FBXO21	0
FBXO22	1
FBXO24	3
FBXO25	2
FBXO27	48
FBXO28	1
FBXO3	0
FBXO30	5
FBXO31	5
FBXO32	9
FBXO33	33
FBXO34	2
FBXO36	0
FBXO38	1
FBXO39	0
FBXO4	1
FBXO40	68
FBXO41	7
FBXO42	0
FBXO43	0
FBXO44	12
FBXO45	39
FBXO46	2
FBXO47	0
FBXO48	10
FBXO5	1
FBXO6	30
FBXO7	1
FBXO8	20
FBXO9	7
FBXW10	0
FBXW11	0
FBXW12	0
FBXW2	18
FBXW4	8
FBXW4P1	1
FBXW5	6
FBXW7	3
FBXW8	24
FBXW9	0
FCAMR	0
FCAR	45
FCER1A	0
FCER1G	2
FCER2	0
FCF1	28
FCGBP	0
FCGR1A	1
FCGR1B	0
FCGR1C	0
FCGR2A	9
FCGR2B	0
FCGR2C	1
FCGR3A	4
FCGR3B	1
FCGRT	2
FCHO1	2
FCHO2	0
FCHSD1	116
FCHSD2	136
FCN1	67
FCN2	1
FCN3	0
FCRL1	1
FCRL2	1
FCRL3	0
FCRL4	1
FCRL5	0
FCRL6	1
FCRLA	0
FCRLB	1
FDFT1	11
FDPS	15
FDX1	20
FDX1L	0
FDXACB1	11
FDXR	0
FECH	13
FEM1A	3
FEM1B	1
FEM1C	0
FEN1	8
FER	15
FER1L4	8
FER1L5	3
FER1L6	0
FER1L6-AS1	0
FERD3L	0
FERMT1	1
FERMT2	0
FERMT3	14
FES	10
FETUB	0
FEV	0
FEZ1	13
FEZ2	2
FEZF1	0
FEZF2	0
FFAR1	0
FFAR2	16
FFAR3	1
FGA	0
FGB	13
FGD1	29
FGD2	4
FGD3	3
FGD4	20
FGD5	0
FGD6	10
FGF1	0
FGF10	0
FGF11	6
FGF12	0
FGF13	0
FGF14	0
FGF16	0
FGF17	0
FGF18	0
FGF19	0
FGF2	17
FGF20	0
FGF21	0
FGF22	2
FGF23	0
FGF3	0
FGF4	0
FGF5	173
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	0
FGFBP3	2
FGFR1	9
FGFR1OP	0
FGFR1OP2	5
FGFR2	24
FGFR3	3
FGFR4	0
FGFRL1	1
FGG	0
FGGY	0
FGL1	0
FGL2	27
FGR	6
FH	1
FHAD1	27
FHDC1	24
FHIT	0
FHL1	1
FHL2	12
FHL3	0
FHL5	0
FHOD1	75
FHOD3	11
FIBCD1	1
FIBIN	0
FIBP	10
FICD	24
FIG4	1
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	12
FIGNL2	12
FILIP1	0
FILIP1L	22
FIP1L1	9
FIS1	2
FITM1	0
FITM2	0
FIZ1	0
FJX1	0
FKBP10	0
FKBP11	7
FKBP14	80
FKBP15	109
FKBP1AP1	54
FKBP1B	0
FKBP2	2
FKBP3	5
FKBP4	34
FKBP5	69
FKBP6	8
FKBP7	3
FKBP8	4
FKBP9	40
FKBP9L	2
FKBPL	0
FKRP	7
FKSG29	0
FKTN	5
FLAD1	5
FLCN	43
FLG	0
FLG2	14
FLI1	17
FLII	7
FLJ10038	11
FLJ11235	3
FLJ12825	15
FLJ13197	127
FLJ13224	49
FLJ14107	22
FLJ14186	1
FLJ16341	2
FLJ16779	0
FLJ20021	0
FLJ21408	0
FLJ22184	0
FLJ22447	0
FLJ22763	0
FLJ25363	9
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27352	0
FLJ27354	10
FLJ30403	45
FLJ30679	0
FLJ30838	8
FLJ31104	36
FLJ31306	16
FLJ31662	60
FLJ31813	7
FLJ32756	19
FLJ33360	4
FLJ33534	1
FLJ33581	0
FLJ33630	0
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	2
FLJ36777	6
FLJ37035	2
FLJ37201	0
FLJ37453	43
FLJ37505	3
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	18
FLJ41200	16
FLJ41278	0
FLJ41350	0
FLJ41423	3
FLJ41484	0
FLJ41941	10
FLJ42351	0
FLJ42393	0
FLJ42627	69
FLJ42875	0
FLJ42969	0
FLJ43663	6
FLJ43681	17
FLJ43879	2
FLJ44313	3
FLJ44511	0
FLJ44635	0
FLJ44881	1
FLJ45079	2
FLJ45340	19
FLJ45445	0
FLJ45513	3
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	9
FLJ46906	2
FLNA	89
FLNB	1
FLNC	0
FLOT1	5
FLOT2	2
FLRT1	3
FLRT2	0
FLRT3	0
FLT1	52
FLT3	0
FLT3LG	0
FLT4	3
FLVCR1	37
FLVCR2	2
FLYWCH1	5
FLYWCH2	0
FMN1	14
FMN2	0
FMNL1	12
FMNL2	53
FMNL3	25
FMO1	0
FMO2	0
FMO3	1
FMO4	0
FMO5	20
FMO6P	2
FMO9P	0
FMOD	2
FMR1	0
FMR1-AS1	11
FMR1NB	0
FN1	20
FN3K	0
FN3KRP	0
FNBP1	14
FNBP1L	0
FNBP4	0
FNDC1	0
FNDC3A	5
FNDC3B	1
FNDC4	0
FNDC5	14
FNDC7	0
FNDC8	7
FNDC9	62
FNIP1	6
FNIP2	0
FNTA	15
FOLH1	0
FOLH1B	0
FOLR1	1
FOLR2	1
FOLR3	1
FOLR4	0
FOPNL	13
FOS	1
FOSB	1
FOSL1	8
FOSL2	15
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	3
FOXC2	0
FOXD1	0
FOXD2	6
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	0
FOXD4L6	0
FOXE1	5
FOXE3	4
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	73
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	2
FOXJ3	5
FOXK1	42
FOXK2	13
FOXL1	0
FOXL2	0
FOXM1	35
FOXN1	0
FOXN2	0
FOXN3	8
FOXN4	1
FOXO1	2
FOXO3	14
FOXO4	17
FOXP1	3
FOXP2	0
FOXP3	24
FOXP4	13
FOXQ1	0
FOXR1	0
FOXR2	0
FOXRED1	5
FOXRED2	24
FOXS1	0
FPGS	2
FPGT	1
FPR1	0
FPR2	1
FPR3	2
FRA10AC1	21
FRAS1	0
FRAT1	10
FRAT2	14
FREM1	0
FREM2	7
FREM3	2
FRG1	7
FRG1B	1
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	113
FRMD4B	0
FRMD5	8
FRMD6	0
FRMD7	4
FRMD8	13
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	20
FRS2	0
FRS3	0
FRY	0
FRYL	3
FRZB	0
FSCB	0
FSCN1	3
FSCN2	2
FSCN3	0
FSD1	0
FSD1L	0
FSD2	3
FSHB	0
FSHR	0
FSIP1	1
FSIP2	28
FST	0
FSTL1	0
FSTL3	3
FSTL4	0
FSTL5	0
FTCD	0
FTH1	29
FTH1P3	1
FTHL17	0
FTL	11
FTLP10	1
FTMT	0
FTO	34
FTSJ1	0
FTSJ2	2
FTSJ3	21
FTSJD1	0
FTSJD2	24
FTX	14
FUBP1	0
FUBP3	0
FUCA1	1
FUCA2	25
FUK	9
FUNDC1	0
FUNDC2	1
FUNDC2P2	0
FURIN	4
FUS	10
FUT1	18
FUT10	0
FUT11	9
FUT2	45
FUT3	1
FUT4	7
FUT5	0
FUT6	49
FUT7	2
FUT8	13
FUT9	8
FUZ	47
FXN	106
FXR1	72
FXR2	4
FXYD1	1
FXYD2	13
FXYD3	0
FXYD4	0
FXYD5	4
FXYD7	3
FYB	19
FYCO1	3
FYN	6
FYTTD1	3
FZD1	1
FZD10	0
FZD2	6
FZD3	51
FZD4	25
FZD5	1
FZD6	4
FZD7	0
FZD8	0
FZD9	0
FZR1	5
G0S2	13
G2E3	1
G3BP1	2
G3BP2	0
G6PC	4
G6PC2	0
G6PC3	2
G6PD	5
GAA	8
GAB1	0
GAB2	31
GAB3	1
GAB4	0
GABARAP	17
GABARAPL1	2
GABARAPL2	9
GABARAPL3	0
GABBR1	1
GABBR2	0
GABPA	9
GABPB1	23
GABPB2	6
GABRA1	0
GABRA2	1
GABRA3	0
GABRA4	1
GABRA5	0
GABRA6	0
GABRB1	1
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	1
GABRR2	0
GABRR3	0
GAD1	1
GAD2	0
GADD45A	0
GADD45B	4
GADD45G	0
GADD45GIP1	0
GADL1	1
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	3
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	0
GAL3ST4	26
GALC	5
GALE	4
GALK1	0
GALK2	1
GALM	48
GALNS	1
GALNT1	2
GALNT10	34
GALNT11	55
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	0
GALNT3	1
GALNT5	1
GALNT6	28
GALNT7	55
GALNT8	0
GALNT9	3
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	1
GALR3	1
GALT	1
GAMT	2
GAN	0
GANAB	2
GANC	1
GAP43	0
GAPDH	46
GAPDHS	34
GAPT	2
GAPVD1	22
GAR1	0
GARNL3	0
GARS	1
GART	4
GAS1	0
GAS2	1
GAS2L1	3
GAS2L2	0
GAS2L3	0
GAS5	9
GAS6	14
GAS7	13
GAS8	0
GAST	0
GATA1	2
GATA2	0
GATA3	2
GATA4	0
GATA5	0
GATA6	0
GATAD1	84
GATAD2A	3
GATAD2B	1
GATC	420
GATM	0
GATS	34
GATSL1	0
GATSL2	1
GATSL3	0
GBA	0
GBA2	36
GBA3	0
GBAP1	3
GBAS	0
GBE1	3
GBF1	4
GBGT1	0
GBP1	3
GBP1P1	0
GBP2	6
GBP3	5
GBP4	39
GBP5	28
GBP6	11
GBP7	0
GBX1	0
GBX2	0
GC	0
GCA	1
GCAT	7
GCC1	0
GCC2	7
GCDH	0
GCG	0
GCGR	0
GCH1	6
GCHFR	15
GCK	0
GCKR	0
GCLC	0
GCLM	32
GCM1	9
GCM2	0
GCN1L1	2
GCNT1	3
GCNT2	11
GCNT3	0
GCNT4	0
GCNT7	46
GCOM1	2
GCSH	5
GDA	0
GDAP1	0
GDAP1L1	8
GDAP2	9
GDE1	2
GDF10	3
GDF11	33
GDF15	18
GDF2	0
GDF3	0
GDF5	0
GDF5OS	10
GDF6	0
GDF7	0
GDF9	0
GDI1	3
GDI2	33
GDNF	0
GDPD1	44
GDPD2	3
GDPD3	3
GDPD4	1
GDPD5	0
GEM	0
GEMIN4	1
GEMIN5	1
GEMIN6	0
GEMIN7	6
GEMIN8	57
GEMIN8P4	3
GEN1	2
GET4	19
GFAP	1
GFER	0
GFI1	0
GFI1B	0
GFM1	6
GFM2	43
GFOD1	2
GFOD2	88
GFPT1	42
GFPT2	0
GFRA1	11
GFRA2	1
GFRA3	0
GFRA4	0
GFRAL	0
GGA1	53
GGA2	30
GGA3	3
GGCT	0
GGCX	181
GGH	0
GGN	7
GGNBP1	3
GGNBP2	2
GGPS1	86
GGT1	0
GGT2	0
GGT3P	0
GGT5	0
GGT6	57
GGT7	0
GGT8P	14
GGTA1P	1
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	6
GHITM	0
GHR	13
GHRH	1
GHRHR	0
GHRL	28
GHRLOS	18
GHSR	0
GIF	9
GIGYF1	53
GIGYF2	4
GIMAP1	20
GIMAP2	10
GIMAP4	28
GIMAP6	5
GIMAP7	2
GIMAP8	11
GIN1	2
GINS1	11
GINS2	9
GINS3	4
GINS4	21
GIP	0
GIPC1	0
GIPC2	0
GIPC3	2
GIPR	0
GIT1	11
GIT2	9
GJA1	15
GJA10	0
GJA3	0
GJA4	4
GJA5	0
GJA8	1
GJB1	0
GJB2	0
GJB3	0
GJB4	0
GJB5	0
GJB6	0
GJB7	17
GJC1	91
GJC2	0
GJC3	0
GJD2	0
GJD3	10
GJD4	0
GK	26
GK2	0
GK3P	50
GK5	76
GKAP1	0
GKN1	0
GKN2	0
GLA	1
GLB1	2
GLB1L	30
GLB1L2	19
GLB1L3	27
GLCCI1	0
GLCE	0
GLDC	5
GLDN	1
GLE1	11
GLG1	38
GLI1	49
GLI2	5
GLI3	0
GLI4	1
GLIPR1	178
GLIPR1L1	6
GLIPR1L2	137
GLIPR2	1
GLIS1	0
GLIS2	9
GLIS3	1
GLMN	0
GLO1	1
GLOD4	0
GLOD5	0
GLP1R	0
GLP2R	0
GLRA1	3
GLRA2	0
GLRA3	0
GLRA4	0
GLRB	0
GLRX	0
GLRX2	0
GLRX3	3
GLRX5	1
GLS	196
GLS2	45
GLT1D1	3
GLT6D1	0
GLT8D1	34
GLT8D2	8
GLTP	45
GLTPD1	3
GLTPD2	25
GLTSCR1	0
GLTSCR2	21
GLUD1	5
GLUD2	0
GLUL	4
GLYAT	0
GLYATL1	2
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	1
GLYR1	1
GM2A	17
GMCL1	1
GMDS	0
GMEB1	20
GMEB2	1
GMFB	0
GMFG	1
GMIP	5
GML	0
GMNN	1
GMPPA	1
GMPPB	23
GMPR	5
GMPR2	91
GMPS	0
GNA11	0
GNA12	2
GNA13	4
GNA14	4
GNA15	3
GNAI1	0
GNAI2	14
GNAI3	3
GNAL	23
GNAO1	0
GNAQ	3
GNAS	13
GNAS-AS1	0
GNAT1	0
GNAT2	71
GNAT3	0
GNAZ	1
GNB1	5
GNB1L	19
GNB2	6
GNB2L1	2
GNB3	1
GNB4	161
GNB5	39
GNE	90
GNG11	0
GNG12	0
GNG13	1
GNG2	0
GNG3	10
GNG4	56
GNG5	7
GNG7	1
GNG8	0
GNGT1	0
GNGT2	0
GNL1	15
GNL2	2
GNL3	4
GNL3L	66
GNLY	6
GNMT	2
GNN	0
GNPAT	0
GNPDA1	4
GNPDA2	26
GNPNAT1	92
GNPTAB	60
GNPTG	14
GNRH1	39
GNRH2	2
GNRHR	33
GNRHR2	499
GNS	63
GOLGA1	6
GOLGA2	56
GOLGA2P2Y	0
GOLGA3	41
GOLGA4	5
GOLGA5	0
GOLGA6A	0
GOLGA6B	0
GOLGA6C	1
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	2
GOLGA6L7P	0
GOLGA6L9	0
GOLGA7	2
GOLGA7B	0
GOLGA8A	1
GOLGA8B	2
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	8
GOLIM4	2
GOLM1	84
GOLPH3	9
GOLPH3L	2
GOLT1A	0
GOLT1B	0
GON4L	16
GOPC	2
GORAB	0
GORASP1	40
GORASP2	0
GOSR1	298
GOSR2	0
GOT1	0
GOT1L1	0
GOT2	0
GP1BA	33
GP2	26
GP5	5
GP6	59
GP9	0
GPA33	1
GPAA1	1
GPAM	0
GPANK1	23
GPAT2	20
GPATCH1	3
GPATCH2	1
GPATCH3	3
GPATCH4	4
GPATCH8	2
GPBAR1	3
GPBP1	2
GPBP1L1	1
GPC1	12
GPC2	2
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	2
GPD1	0
GPD1L	0
GPD2	1
GPER	2
GPHA2	3
GPHB5	0
GPHN	7
GPI	42
GPIHBP1	0
GPKOW	8
GPLD1	10
GPM6A	0
GPM6B	66
GPN1	17
GPN2	0
GPN3	13
GPNMB	0
GPR1	17
GPR101	0
GPR107	3
GPR108	2
GPR110	6
GPR111	0
GPR112	1
GPR113	24
GPR114	3
GPR115	0
GPR116	0
GPR119	1
GPR12	23
GPR123	0
GPR124	37
GPR125	0
GPR126	0
GPR128	0
GPR132	8
GPR133	1
GPR135	0
GPR137	5
GPR137B	15
GPR137C	4
GPR139	0
GPR141	0
GPR142	0
GPR143	4
GPR144	0
GPR146	0
GPR148	0
GPR149	0
GPR15	4
GPR150	6
GPR151	0
GPR152	12
GPR153	0
GPR155	90
GPR156	0
GPR157	0
GPR158	0
GPR160	38
GPR161	1
GPR162	0
GPR17	0
GPR171	2
GPR173	0
GPR174	0
GPR176	0
GPR179	5
GPR18	73
GPR180	0
GPR182	5
GPR183	72
GPR19	2
GPR20	0
GPR21	0
GPR22	53
GPR25	0
GPR26	0
GPR27	4
GPR3	31
GPR31	0
GPR32	0
GPR33	0
GPR34	18
GPR35	0
GPR37	0
GPR37L1	24
GPR39	0
GPR4	1
GPR45	1
GPR50	0
GPR52	0
GPR55	12
GPR56	26
GPR6	0
GPR61	4
GPR62	0
GPR63	2
GPR64	25
GPR65	12
GPR68	61
GPR78	0
GPR82	143
GPR83	9
GPR84	0
GPR85	0
GPR87	1
GPR88	4
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	0
GPR98	3
GPRASP1	1
GPRC5A	0
GPRC5B	0
GPRC5C	0
GPRC5D	1
GPRC6A	0
GPRIN1	0
GPRIN2	0
GPRIN3	2
GPS1	5
GPS2	19
GPSM1	6
GPSM2	51
GPSM3	21
GPT	20
GPT2	2
GPX1	0
GPX2	25
GPX3	54
GPX4	9
GPX5	0
GPX6	0
GPX7	10
GPX8	5
GRAMD1A	5
GRAMD1B	0
GRAMD1C	0
GRAMD2	0
GRAMD3	1
GRAMD4	5
GRAP	1
GRAP2	1
GRAPL	0
GRASP	0
GRB10	0
GRB14	0
GRB2	8
GRB7	0
GREB1	7
GREB1L	47
GREM1	0
GREM2	2
GRHL1	0
GRHL2	10
GRHL3	1
GRHPR	0
GRIA1	0
GRIA2	0
GRIA3	2
GRIA4	2
GRID1	0
GRID2	0
GRID2IP	4
GRIK1	55
GRIK1-AS1	0
GRIK2	1
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	0
GRIN2A	0
GRIN2B	0
GRIN2C	19
GRIN2D	2
GRIN3A	73
GRIN3B	49
GRINA	5
GRIP1	33
GRIP2	45
GRIPAP1	18
GRK1	0
GRK4	0
GRK5	0
GRK6	9
GRK7	0
GRM1	0
GRM2	0
GRM3	1
GRM4	0
GRM5	0
GRM6	21
GRM7	1
GRM8	0
GRN	5
GRP	0
GRPEL1	5
GRPEL2	2
GRPR	0
GRSF1	19
GRTP1	9
GRWD1	4
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	14
GSDMB	1
GSDMC	17
GSDMD	7
GSG1	68
GSG1L	2
GSG2	2
GSK3A	20
GSK3B	3
GSN	6
GSPT1	30
GSPT2	0
GSR	3
GSS	4
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	15
GSTK1	3
GSTM1	0
GSTM2	5
GSTM2P1	0
GSTM3	46
GSTM4	0
GSTM5	1
GSTO1	4
GSTO2	3
GSTP1	0
GSTT1	41
GSTT2	0
GSTTP1	0
GSTTP2	41
GSTZ1	1
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	2
GTF2A2	0
GTF2B	1
GTF2E1	8
GTF2E2	1
GTF2F1	11
GTF2F2	0
GTF2H1	3
GTF2H2	22
GTF2H2B	16
GTF2H2C	2
GTF2H3	0
GTF2H4	0
GTF2H5	42
GTF2I	2
GTF2IP1	0
GTF2IRD1	0
GTF2IRD2	8
GTF2IRD2B	2
GTF2IRD2P1	3
GTF3A	39
GTF3C1	6
GTF3C2	3
GTF3C3	0
GTF3C4	0
GTF3C5	0
GTF3C6	4
GTPBP1	145
GTPBP10	106
GTPBP2	10
GTPBP3	18
GTPBP4	0
GTPBP6	0
GTPBP8	16
GTSE1	8
GTSF1	0
GTSF1L	0
GUCA1A	0
GUCA1B	14
GUCA1C	0
GUCA2A	0
GUCA2B	0
GUCY1A2	0
GUCY1A3	0
GUCY1B2	1
GUCY1B3	0
GUCY2C	15
GUCY2D	1
GUCY2F	0
GUCY2GP	0
GUF1	19
GUK1	2
GULP1	0
GUSB	4
GUSBP1	8
GUSBP10	0
GUSBP11	0
GUSBP2	1
GUSBP3	29
GUSBP4	0
GUSBP5	0
GUSBP9	0
GVINP1	14
GXYLT1	2
GXYLT2	0
GYG1	4
GYG2	0
GYG2P1	1
GYLTL1B	4
GYPA	1
GYPB	0
GYPC	1
GYPE	3
GYS1	18
GYS2	0
GZF1	65
GZMA	0
GZMB	4
GZMH	3
GZMK	6
GZMM	0
H19	1
H1F0	8
H1FNT	4
H1FOO	1
H1FX	50
H2AFB3	0
H2AFJ	0
H2AFV	22
H2AFX	0
H2AFY	7
H2AFY2	2
H2AFZ	10
H2BFM	0
H2BFWT	0
H2BFXP	0
H3F3A	1
H3F3B	16
H3F3C	0
H6PD	43
HAAO	6
HABP2	0
HABP4	4
HACE1	0
HACL1	0
HADH	0
HADHA	18
HADHB	1
HAGH	2
HAGHL	8
HAL	0
HAMP	0
HAND1	0
HAND2	0
HAO1	0
HAO2	0
HAP1	0
HAPLN1	0
HAPLN2	0
HAPLN3	0
HAPLN4	0
HAR1A	3
HAR1B	0
HARBI1	0
HARS	16
HARS2	0
HAS1	4
HAS2	0
HAS2-AS1	0
HAS3	84
HAT1	2
HAUS1	5
HAUS2	46
HAUS4	1
HAUS5	15
HAUS6	8
HAUS7	0
HAUS8	0
HAVCR1	2
HAVCR2	19
HAX1	1
HBA1	0
HBA2	0
HBB	0
HBBP1	0
HBD	0
HBE1	0
