gene symbol	(count) FRA_48_FW_1614
ALDOA	9
ALDOB	2
ALDOC	0
ALG1	69
ALG10	0
ALG10B	5
ALG11	7
ALG12	10
ALG13	0
ALG14	0
ALG1L	21
ALG1L2	4
ALG2	1
ALG3	0
ALG5	0
ALG6	10
ALG8	3
ALG9	20
ALK	34
ALKBH1	0
ALKBH2	0
ALKBH3	0
ALKBH4	25
ALKBH5	6
ALKBH6	0
ALKBH7	1
ALKBH8	0
ALLC	0
ALMS1	2
ALMS1P	0
ALOX12	27
ALOX12B	5
ALOX12P2	7
ALOX15	10
ALOX15B	0
ALOX5	11
ALOX5AP	0
ALOXE3	1
ALPI	0
ALPK1	18
ALPK2	0
ALPK3	0
ALPL	0
ALPP	8
ALPPL2	0
ALS2	3
ALS2CL	5
ALS2CR11	9
ALS2CR12	34
ALS2CR8	28
ALX1	0
ALX3	11
ALX4	3
AMACR	3
AMBN	0
AMBP	1
AMBRA1	1
AMD1	0
AMDHD1	0
AMDHD2	1
AMELX	2
AMELY	0
AMFR	1
AMH	0
AMHR2	0
AMICA1	0
AMIGO1	27
AMIGO2	3
AMIGO3	28
AMMECR1	14
AMMECR1L	0
AMN	0
AMN1	9
AMOT	0
AMOTL1	13
AMOTL2	0
AMPD1	0
AMPD2	1
AMPD3	8
AMPH	29
AMT	96
AMTN	0
AMY1A	0
AMY2A	0
AMZ1	22
AMZ2	0
AMZ2P1	1
ANAPC1	0
ANAPC10	0
ANAPC11	2
ANAPC13	3
ANAPC16	118
ANAPC2	1
ANAPC4	0
ANAPC5	5
ANAPC7	2
ANG	0
ANGEL1	1
ANGEL2	26
ANGPT1	0
ANGPT2	128
ANGPT4	3
ANGPTL1	152
ANGPTL2	16
ANGPTL3	20
ANGPTL4	6
ANGPTL5	0
ANGPTL6	51
ANGPTL7	13
ANK1	2
ANK2	1
ANK3	2
ANKAR	3
ANKDD1A	24
ANKDD1B	0
ANKFN1	0
ANKFY1	13
ANKH	277
ANKHD1	13
ANKIB1	1
ANKK1	11
ANKLE1	70
ANKLE2	4
ANKMY1	0
ANKMY2	0
ANKRA2	0
ANKRD1	3
ANKRD10	3
ANKRD11	13
ANKRD12	47
ANKRD13A	12
ANKRD13B	2
ANKRD13C	0
ANKRD13D	1
ANKRD16	33
ANKRD17	4
ANKRD18A	3
ANKRD19P	65
ANKRD2	0
ANKRD20A3	3
ANKRD20A4	2
ANKRD20A5P	0
ANKRD20A9P	1005
ANKRD22	8
ANKRD23	29
ANKRD24	1
ANKRD26	1
ANKRD26P1	0
ANKRD26P3	1
ANKRD27	2
ANKRD28	48
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	34
ANKRD31	1
ANKRD32	9
ANKRD33	0
ANKRD33B	1
ANKRD34A	10
ANKRD34B	0
ANKRD34C	0
ANKRD35	0
ANKRD36	0
ANKRD36B	15
ANKRD36BP1	185
ANKRD36BP2	0
ANKRD37	16
ANKRD39	0
ANKRD40	54
ANKRD42	12
ANKRD44	5
ANKRD45	13
ANKRD46	0
ANKRD49	0
ANKRD50	0
ANKRD52	0
ANKRD53	2
ANKRD54	0
ANKRD55	2
ANKRD6	16
ANKRD62	44
ANKRD62P1-PARP4P3	6
ANKRD63	0
ANKRD7	0
ANKRD9	1
ANKS1A	0
ANKS1B	42
ANKS3	10
ANKS4B	11
ANKS6	0
ANKUB1	0
ANKZF1	6
ANLN	0
ANO1	0
ANO10	1
ANO2	0
ANO3	0
ANO4	0
ANO5	0
ANO6	11
ANO7	9
ANO8	5
ANO9	15
ANP32A	2
ANP32B	1
ANP32C	0
ANP32D	0
ANP32E	9
ANPEP	1
ANTXR1	0
ANTXR2	8
ANXA1	1
ANXA10	4
ANXA11	0
ANXA13	0
ANXA2	0
ANXA2P1	0
ANXA2P2	5
ANXA2P3	0
ANXA3	0
ANXA4	0
ANXA5	0
ANXA6	3
ANXA7	0
ANXA8	0
ANXA8L2	0
ANXA9	36
AOAH	0
AOC2	0
AOC3	0
AOC4	4
AOX1	0
AOX2P	2
AP1AR	10
AP1B1	2
AP1B1P1	0
AP1G1	1
AP1G2	174
AP1M1	0
AP1M2	0
AP1S1	0
AP1S2	19
AP1S3	76
AP2A1	5
AP2A2	0
AP2B1	0
AP2M1	1
AP2S1	0
AP3B1	1
AP3B2	3
AP3D1	13
AP3M1	69
AP3M2	0
AP3S1	12
AP3S2	26
AP4B1	0
AP4E1	53
AP4M1	3
AP4S1	16
APAF1	22
APBA1	0
APBA2	4
APBA3	0
APBB1	3
APBB1IP	3
APBB2	8
APBB3	0
APC	0
APC2	38
APCDD1	0
APCDD1L	14
APCS	0
APEH	3
APEX1	14
APEX2	0
APH1A	1
APH1B	0
API5	7
APIP	0
APITD1	6
APLF	2
APLN	0
APLNR	0
APLP1	1
APLP2	2
APOA1	0
APOA1BP	11
APOA2	3
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	62
APOBEC3A	18
APOBEC3B	0
APOBEC3C	2
APOBEC3D	21
APOBEC3F	21
APOBEC3G	0
APOBEC3H	1
APOBEC4	10
APOBR	10
APOC1	0
APOC1P1	5
APOC3	0
APOD	0
APOE	0
APOF	8
APOH	0
APOL1	76
APOL2	19
APOL3	7
APOL4	173
APOL5	0
APOL6	54
APOLD1	23
APOM	12
APOO	0
APOOL	28
APP	1
APPBP2	1
APPL1	21
APPL2	114
APRT	2
APTX	0
AQP1	0
AQP10	0
AQP11	40
AQP12A	0
AQP12B	0
AQP2	0
AQP3	2
AQP4	0
AQP5	0
AQP6	11
AQP7	1
AQP7P1	1
AQP7P3	0
AQP8	0
AQP9	1
AQPEP	0
AQR	0
AR	1
ARAF	1
ARAP1	6
ARAP2	3
ARAP3	1
ARC	0
ARCN1	19
AREG	0
ARF1	10
ARF3	4
ARF4	27
ARF5	0
ARF6	34
ARFGAP1	0
ARFGAP2	17
ARFGAP3	1
ARFGEF1	7
ARFGEF2	1
ARFIP1	0
ARFIP2	15
ARFRP1	4
ARG1	63
ARG2	94
ARGFX	67
ARGFXP2	13
ARGLU1	21
ARHGAP1	56
ARHGAP10	1
ARHGAP11A	14
ARHGAP11B	0
ARHGAP12	1
ARHGAP15	0
ARHGAP17	2
ARHGAP18	0
ARHGAP20	3
ARHGAP21	1
ARHGAP22	0
ARHGAP23	0
ARHGAP24	0
ARHGAP25	2
ARHGAP26	34
ARHGAP27	2
ARHGAP28	0
ARHGAP29	0
ARHGAP30	27
ARHGAP31	20
ARHGAP32	0
ARHGAP33	0
ARHGAP35	0
ARHGAP36	0
ARHGAP39	4
ARHGAP4	9
ARHGAP40	0
ARHGAP42	0
ARHGAP44	20
ARHGAP5	2
ARHGAP6	0
ARHGAP9	63
ARHGDIA	9
ARHGDIB	13
ARHGDIG	0
ARHGEF1	8
ARHGEF10	0
ARHGEF10L	0
ARHGEF11	2
ARHGEF12	1
ARHGEF15	0
ARHGEF16	0
ARHGEF17	0
ARHGEF18	10
ARHGEF19	0
ARHGEF2	3
ARHGEF25	0
ARHGEF26	45
ARHGEF3	1
ARHGEF33	8
ARHGEF35	9
ARHGEF37	0
ARHGEF38	2
ARHGEF4	13
ARHGEF40	4
ARHGEF5	0
ARHGEF6	23
ARHGEF7	2
ARHGEF9	6
ARID1A	15
ARID1B	9
ARID2	9
ARID3A	1
ARID3B	1
ARID3C	0
ARID4A	3
ARID4B	8
ARID5A	3
ARID5B	10
ARIH1	2
ARIH2	11
ARL1	0
ARL10	0
ARL11	19
ARL13A	17
ARL13B	3
ARL14	0
ARL15	0
ARL16	18
ARL17A	338
ARL2	4
ARL2BP	5
ARL3	21
ARL4A	15
ARL4C	23
ARL4D	0
ARL5A	1
ARL5B	0
ARL5C	1
ARL6	0
ARL6IP1	2
ARL6IP4	15
ARL6IP5	0
ARL6IP6	4
ARL8A	1
ARL8B	3
ARL9	0
ARMC1	0
ARMC10	53
ARMC2	0
ARMC3	0
ARMC4	0
ARMC5	13
ARMC6	2
ARMC7	24
ARMC8	2
ARMC9	0
ARMCX1	0
ARMCX2	0
ARMCX3	0
ARMCX4	0
ARMCX5	0
ARMCX6	0
ARMS2	0
ARNT	0
ARNT2	0
ARNTL	27
ARNTL2	0
ARPC1A	0
ARPC1B	5
ARPC2	2
ARPC3	15
ARPC4	34
ARPC5	1
ARPC5L	1
ARPP19	41
ARPP21	0
ARR3	7
ARRB1	3
ARRB2	0
ARRDC1	26
ARRDC2	3
ARRDC3	5
ARRDC4	0
ARRDC5	0
ARSA	39
ARSB	17
ARSD	12
ARSE	1
ARSF	0
ARSG	4
ARSH	0
ARSI	0
ARSJ	0
ARSK	10
ART1	1
ART3	4
ART4	0
ART5	0
ARTN	0
ARV1	1
ARVCF	7
ARX	0
ASAH1	2
ASAH2	0
ASAH2B	0
ASAP1	0
ASAP1-IT1	0
ASAP2	15
ASAP3	0
ASB1	0
ASB10	0
ASB11	22
ASB12	0
ASB13	0
ASB14	141
ASB15	0
ASB16	62
ASB17	0
ASB18	0
ASB2	2
ASB3	2
ASB4	11
ASB5	0
ASB6	56
ASB7	3
ASB8	58
ASB9	0
ASB9P1	4
ASCC1	45
ASCC2	7
ASCC3	0
ASCL1	0
ASCL2	1
ASCL3	0
ASCL4	0
ASF1A	74
ASF1B	1
ASGR1	0
ASGR2	0
ASH1L	3
ASH2L	2
ASIP	0
ASL	0
ASMTL	0
ASMTL-AS1	0
ASNA1	0
ASNS	2
ASNSD1	0
ASPA	0
ASPDH	15
ASPG	0
ASPH	6
ASPHD1	2
ASPHD2	3
ASPM	0
ASPN	8
ASPRV1	1
ASPSCR1	1
ASRGL1	2
ASS1	1
ASTE1	17
ASTL	0
ASTN1	0
ASTN2	3216
ASXL1	8
ASXL2	1
ASXL3	0
ASZ1	0
ATAD1	0
ATAD2	2
ATAD2B	9
ATAD3A	0
ATAD3B	1
ATAD3C	32
ATAD5	51
ATAT1	9
ATCAY	151
ATE1	0
ATF1	0
ATF2	0
ATF3	0
ATF4	7
ATF5	22
ATF6	0
ATF6B	0
ATF7	0
ATF7IP	3
ATF7IP2	2
ATG10	12
ATG12	15
ATG13	4
ATG14	80
ATG16L1	1
ATG16L2	15
ATG2A	1
ATG2B	0
ATG3	1
ATG4A	0
ATG4B	0
ATG4C	0
ATG4D	36
ATG5	1
ATG7	44
ATG9A	2
ATG9B	4
ATHL1	1
ATIC	0
ATL1	13
ATL2	0
ATL3	0
ATM	59
ATMIN	4
ATN1	13
ATOH1	0
ATOH7	0
ATOH8	0
ATOX1	0
ATP10A	0
ATP10B	3
ATP10D	0
ATP11A	1
ATP11B	7
ATP11C	1
ATP12A	0
ATP13A1	1
ATP13A2	2
ATP13A3	1
ATP13A4	0
ATP13A5	0
ATP1A1	26
ATP1A1OS	171
ATP1A2	18
ATP1A3	0
ATP1A4	0
ATP1B1	4
ATP1B2	24
ATP1B3	2
ATP1B4	32
ATP2A1	17
ATP2A2	6
ATP2A3	2
ATP2B1	21
ATP2B2	1
ATP2B3	1
ATP2B4	4
ATP2C1	30
ATP2C2	16
ATP4A	0
ATP4B	0
ATP5A1	1
ATP5B	0
ATP5C1	0
ATP5D	2
ATP5E	2
ATP5EP2	0
ATP5F1	17
ATP5G1	0
ATP5G2	7
ATP5G3	1
ATP5H	54
ATP5I	1
ATP5J	9
ATP5L	0
ATP5L2	8
ATP5O	0
ATP5S	11
ATP5SL	10
ATP6AP1	0
ATP6AP1L	0
ATP6AP2	1
ATP6V0A1	0
ATP6V0A2	10
ATP6V0A4	0
ATP6V0B	0
ATP6V0C	0
ATP6V0CP3	0
ATP6V0D1	0
ATP6V0D2	5
ATP6V0E1	2
ATP6V0E2	7
ATP6V1A	13
ATP6V1B1	1
ATP6V1B2	0
ATP6V1C1	5
ATP6V1C2	129
ATP6V1D	2
ATP6V1E1	0
ATP6V1E2	0
ATP6V1F	3
ATP6V1G1	3
ATP6V1G3	1
ATP6V1H	0
ATP7A	4
ATP7B	0
ATP8A1	0
ATP8A2	0
ATP8B1	258
ATP8B2	6
ATP8B3	0
ATP8B4	0
ATP8B5P	0
ATP9A	0
ATP9B	0
ATPAF1	10
ATPAF2	0
ATPIF1	5
ATR	0
ATRIP	20
ATRN	4
ATRNL1	0
ATRX	5
ATXN1	7
ATXN10	0
ATXN1L	14
ATXN2	3
ATXN2L	3
ATXN3	54
ATXN3L	0
ATXN7	3
ATXN7L1	0
ATXN7L2	2
ATXN7L3	5
ATXN7L3B	3
ATXN8OS	0
AUH	3
AUP1	1
AURKA	9
AURKAIP1	2
AURKAPS1	1
AURKB	0
AURKC	0
AUTS2	1
AVEN	0
AVIL	14
AVL9	1
AVP	0
AVPI1	4
AVPR1A	0
AVPR1B	1
AVPR2	48
AWAT1	2
AWAT2	3
AXDND1	0
AXIN1	3
AXIN2	0
AXL	26
AZGP1	0
AZGP1P1	0
AZI1	1
AZI2	26
AZIN1	2
AZU1	0
B2M	5
B3GALNT1	4
B3GALNT2	38
B3GALT1	0
B3GALT2	89
B3GALT4	6
B3GALT5	0
B3GALT6	0
B3GALTL	0
B3GAT1	3
B3GAT2	16
B3GAT3	0
B3GNT1	0
B3GNT2	0
B3GNT3	1
B3GNT4	14
B3GNT5	10
B3GNT6	6
B3GNT7	3
B3GNT8	15
B3GNT9	20
B3GNTL1	6
B4GALNT1	0
B4GALNT2	0
B4GALNT3	3
B4GALNT4	0
B4GALT1	0
B4GALT2	0
B4GALT3	15
B4GALT4	0
B4GALT5	19
B4GALT6	0
B4GALT7	20
B9D1	0
B9D2	4
BAALC	1
BAAT	20
BABAM1	2
BACE1	130
BACE1-AS	7
BACE2	0
BACH1	1
BACH2	4
BAD	2
BAG1	11
BAG2	2
BAG3	1
BAG4	2
BAG5	5
BAG6	5
BAHCC1	2
BAHD1	0
BAI1	0
BAI2	0
BAI3	0
BAIAP2	7
BAIAP2L1	31
BAIAP2L2	0
BAIAP3	32
BAK1	0
BAMBI	0
BANF1	29
BANF2	0
BANK1	8
BANP	0
BAP1	21
BARD1	0
BARHL1	1
BARHL2	0
BARX1	0
BARX2	2
BASP1	10
BASP1P1	0
BATF	0
BATF2	0
BATF3	0
BAX	8
BAZ1A	8
BAZ1B	3
BAZ2A	8
BAZ2B	2
BBC3	0
BBIP1	246
BBOX1	0
BBS1	13
BBS10	0
BBS12	0
BBS2	1
BBS4	21
BBS5	553
BBS7	0
BBS9	0
BBX	0
BCAM	0
BCAN	0
BCAP29	0
BCAP31	1
BCAR1	0
BCAR3	4
BCAR4	0
BCAS1	83
BCAS2	44
BCAS3	0
BCAS4	9
BCAT1	1
BCAT2	0
BCCIP	20
BCDIN3D	13
BCHE	0
BCKDHA	3
BCKDHB	21
BCKDK	4
BCL10	4
BCL11A	2
BCL11B	10
BCL2	5
BCL2A1	0
BCL2L1	3
BCL2L10	0
BCL2L11	4
BCL2L12	46
BCL2L13	3
BCL2L14	3
BCL2L15	63
BCL2L2	24
BCL3	1
BCL6	0
BCL6B	1
BCL7A	0
BCL7B	1
BCL7C	4
BCL9	24
BCL9L	32
BCLAF1	3
BCMO1	1
BCO2	0
BCOR	4
BCORL1	0
BCORP1	2
BCR	4
BCRP2	0
BCRP3	0
BCS1L	8
BCYRN1	6
BDH1	34
BDH2	2
BDKRB1	0
BDKRB2	0
BDNF	4
BDP1	6
BEAN1	13
BECN1	0
BEGAIN	1
BEND2	34
BEND3	1
BEND4	1
BEND5	0
BEND6	0
BEND7	0
BEST1	71
BEST2	1
BEST3	0
BEST4	7
BET1	0
BET1L	0
BEX1	0
BEX2	0
BEX4	0
BEX5	0
BFAR	1
BFSP1	0
BFSP2	2
BGN	1
BHLHA15	4
BHLHA9	0
BHLHB9	0
BHLHE22	0
BHLHE23	0
BHLHE40	0
BHLHE41	18
BHMT	1
BHMT2	76
BICC1	0
BICD1	0
BICD2	1
BID	14
BIK	0
BIN1	0
BIN2	6
BIN3	4
BIRC2	2
BIRC3	1
BIRC5	0
BIRC6	3
BIRC7	0
BIRC8	0
BIVM	19
BLCAP	0
BLID	0
BLK	3
BLM	1
BLMH	0
BLNK	0
BLOC1S1	3
BLOC1S2	1
BLOC1S3	6
BLVRA	0
BLVRB	1
BLZF1	11
BMF	0
BMP1	0
BMP10	0
BMP15	0
BMP2	0
BMP2K	9
BMP3	10
BMP4	0
BMP5	0
BMP6	53
BMP7	80
BMP8A	91
BMP8B	35
BMPER	0
BMPR1A	0
BMPR1B	0
BMPR2	11
BMS1	6
BMS1P1	8
BMS1P4	24
BMX	0
BNC1	0
BNC2	2
BNIP1	0
BNIP2	1
BNIP3	14
BNIP3L	1
BNIPL	21
BOC	5
BOD1	1
BOK	7
BOK-AS1	1
BOLA1	0
BOLA2	0
BOLA3	0
BOLL	8
BOP1	3
BPESC1	0
BPGM	0
BPHL	4
BPI	0
BPNT1	14
BPTF	21
BPY2	0
BRAF	1
BRAP	1
BRAT1	86
BRCA1	29
BRCA2	11
BRCC3	0
BRD1	48
BRD2	10
BRD3	6
BRD4	11
BRD7	46
BRD7P3	50
BRD8	0
BRD9	5
BRDT	28
BRE	1
BREA2	15
BRF1	13
BRF2	0
BRI3	5
BRI3BP	0
BRIP1	99
BRIX1	6
BRK1	1
BRMS1	0
BRMS1L	0
BROX	7
BRPF1	2
BRPF3	1
BRS3	0
BRSK1	2
BRSK2	11
BRWD1	30
BRWD3	19
BSCL2	13
BSDC1	3
BSG	0
BSN	17
BSND	0
BSPH1	0
BSPRY	2
BST1	0
BST2	0
BSX	0
BTAF1	5
BTBD1	10
BTBD10	10
BTBD11	4
BTBD16	0
BTBD17	0
BTBD18	76
BTBD19	1
BTBD2	31
BTBD3	0
BTBD6	15
BTBD7	8
BTBD8	0
BTBD9	49
BTC	0
BTD	0
BTF3	22
BTF3L4	0
BTF3P11	0
BTG1	10
BTG2	1
BTG3	0
BTG4	0
BTK	0
BTLA	0
BTN1A1	6
BTN2A1	1
BTN2A2	2
BTN3A1	11
BTN3A2	13
BTN3A3	2
BTNL2	4
BTNL3	0
BTNL8	0
BTNL9	1
BTRC	3
BUB1	0
BUB1B	4
BUB3	1
BUD13	0
BUD31	9
BVES	18
BYSL	96
BZRAP1	2
BZW1	0
BZW2	0
C10orf10	27
C10orf105	42
C10orf107	0
C10orf11	0
C10orf111	4
C10orf112	1
C10orf113	0
C10orf114	0
C10orf118	1
C10orf12	4
C10orf120	0
C10orf128	0
C10orf129	6
C10orf131	4
C10orf137	1
C10orf18	39
C10orf2	0
C10orf25	14
C10orf32	104
C10orf35	0
C10orf40	0
C10orf53	0
C10orf54	29
C10orf55	0
C10orf62	0
C10orf67	0
C10orf71	0
C10orf76	14
C10orf82	0
C10orf88	0
C10orf90	0
C10orf91	0
C10orf95	20
C10orf99	0
C11orf1	1
C11orf16	0
C11orf21	3
C11orf24	1
C11orf30	0
C11orf31	7
C11orf34	21
C11orf35	6
C11orf40	0
C11orf42	2
C11orf44	9
C11orf45	0
C11orf48	4
C11orf49	58
C11orf53	1
C11orf54	7
C11orf57	22
C11orf58	92
C11orf63	12
C11orf65	0
C11orf68	0
C11orf70	20
C11orf71	1
C11orf73	0
C11orf74	0
C11orf80	24
C11orf82	6
C11orf83	6
C11orf84	4
C11orf85	0
C11orf86	0
C11orf87	0
C11orf88	1
C11orf91	0
C11orf92	17
C11orf93	2
C11orf94	0
C11orf95	4
C11orf96	0
C12orf10	3
C12orf23	8
