gene symbol	(count) FRA_49_FW_992
ENPP3	0
ENPP4	1
ENPP5	3
ENPP6	15
ENPP7	1
ENSA	3
ENTHD1	0
ENTPD1	670
ENTPD2	0
ENTPD3	10
ENTPD4	169
ENTPD5	0
ENTPD6	0
ENTPD7	171
ENTPD8	17
ENY2	1
EOMES	3
EP300	23
EP400	11
EP400NL	169
EPAS1	1
EPB41	33
EPB41L1	0
EPB41L2	3
EPB41L3	3
EPB41L4A	175
EPB41L4B	0
EPB41L5	8
EPB42	30
EPC1	3
EPC2	3
EPCAM	0
EPDR1	0
EPG5	11
EPGN	1
EPHA1	65
EPHA10	26
EPHA2	0
EPHA3	3
EPHA4	3
EPHA5	0
EPHA6	0
EPHA7	0
EPHA8	0
EPHB1	0
EPHB2	0
EPHB3	0
EPHB4	0
EPHB6	1
EPHX1	239
EPHX2	2
EPHX3	0
EPHX4	0
EPM2A	1
EPM2AIP1	0
EPN1	2
EPN2	2
EPN3	1
EPO	0
EPOR	10
EPPK1	2
EPRS	5
EPS15	0
EPS15L1	4
EPS8	0
EPS8L1	10
EPS8L2	1
EPS8L3	0
EPSTI1	3
EPT1	12
EPX	15
EPYC	0
ERAL1	0
ERAP1	929
ERAP2	39
ERAS	0
ERBB2	49
ERBB2IP	9
ERBB3	70
ERBB4	0
ERC1	14
ERC2	0
ERCC1	71
ERCC2	1
ERCC3	4
ERCC4	30
ERCC6	1
ERCC6L	33
ERCC8	0
EREG	42
ERF	8
ERG	0
ERGIC1	1
ERGIC2	12
ERGIC3	2
ERH	0
ERI1	2
ERI2	16
ERI3	8
ERICH1	11
ERLEC1	5
ERLIN1	1
ERLIN2	111
ERMAP	17
ERMN	4
ERMP1	101
ERN1	3
ERN2	18
ERO1L	2
ERO1LB	66
ERP27	3
ERP29	34
ERP44	161
ERRFI1	4
ERVFRD-1	68
ERVV-1	79
ERVV-2	0
ERVW-1	210
ESAM	19
ESCO1	3
ESCO2	0
ESD	1
ESF1	13
ESM1	0
ESPL1	1
ESPN	14
ESPNL	0
ESPNP	0
ESR1	11
ESR2	69
ESRG	317
ESRP1	0
ESRP2	332
ESRRA	60
ESRRB	0
ESRRG	1
ESX1	0
ESYT1	27
ESYT2	66
ESYT3	6
ETAA1	5
ETF1	43
ETFA	0
ETFB	3
ETFDH	2
ETHE1	0
ETNK1	0
ETNK2	4
ETS1	22
ETS2	2
ETV1	1
ETV2	0
ETV3	1
ETV3L	0
ETV4	17
ETV5	0
ETV6	3
ETV7	0
EVC	1
EVC2	1
EVI2A	54
EVI2B	33
EVI5	75
EVI5L	1
EVL	49
EVPL	2
EVPLL	0
EVX1	0
EVX2	0
EWSR1	18
EXD1	20
EXD2	0
EXD3	0
EXO1	0
EXOC1	3
EXOC2	4
EXOC3	8
EXOC3L1	2
EXOC3L2	66
EXOC3L4	0
EXOC4	3
EXOC5	0
EXOC6	1
EXOC6B	1
EXOC7	6
EXOC8	63
EXOG	13
EXOSC1	4
EXOSC10	16
EXOSC2	65
EXOSC3	32
EXOSC4	5
EXOSC5	10
EXOSC6	40
EXOSC7	1
EXOSC8	64
EXOSC9	10
EXPH5	166
EXT1	2
EXT2	0
EXTL1	2
EXTL2	0
EXTL3	28
EYA1	0
EYA2	0
EYA3	81
EYA4	0
EYS	257
EZH1	8
EZH2	10
EZR	101
F10	1
F11	0
F11R	46
F12	2
F13A1	0
F13B	0
F2	5
F2R	60
F2RL1	8
F2RL2	201
F2RL3	27
F3	8
F5	189
F7	0
F8	1
F8A1	5
F9	1
FA2H	0
FAAH	0
FAAH2	0
FABP1	0
FABP12	0
FABP2	1
FABP3	41
FABP4	0
FABP5	12
FABP5P3	2
FABP6	0
FABP7	0
FABP9	0
FADD	3
FADS1	48
FADS2	3
FADS3	1
FADS6	28
FAF1	3
FAF2	5
FAH	0
FAHD1	10
FAHD2A	0
FAHD2B	0
FAIM	35
FAIM2	0
FAIM3	7
FAM101B	17
FAM102A	3
FAM102B	22
FAM103A1	11
FAM104A	138
FAM104B	1
FAM105A	27
FAM105B	95
FAM106A	100
FAM106CP	1
FAM107A	2
FAM107B	4
FAM109A	0
FAM109B	28
FAM110A	0
FAM110B	0
FAM110C	0
FAM111A	15
FAM111B	12
FAM114A1	34
FAM114A2	1
FAM115A	10
FAM115C	238
FAM117A	3
FAM117B	59
FAM118A	47
FAM118B	64
FAM120A	23
FAM120AOS	157
FAM120B	0
FAM120C	8
FAM122A	1
FAM122B	0
FAM122C	56
FAM124A	38
FAM124B	3
FAM126A	1
FAM126B	163
FAM127A	0
FAM127B	1
FAM127C	0
FAM129A	39
FAM129B	6
FAM129C	0
FAM131A	1
FAM131B	2
FAM131C	0
FAM132A	0
FAM132B	15
FAM133A	0
FAM133B	19
FAM134A	39
FAM134B	6
FAM134C	35
FAM135A	1
FAM135B	0
FAM136A	10
FAM138B	0
FAM138C	0
FAM138D	3
FAM138E	0
FAM138F	0
FAM13A	446
FAM13B	6
FAM13C	0
FAM149A	0
FAM149B1	37
FAM150A	0
FAM150B	10
FAM151A	4
FAM151B	0
FAM153A	0
FAM153B	5
FAM153C	76
FAM154A	0
FAM154B	5
FAM155A	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM157A	0
FAM157B	1
FAM159A	3
FAM159B	1
FAM160A1	4
FAM160A2	0
FAM160B1	2
FAM160B2	67
FAM161A	126
FAM161B	59
FAM162A	5
FAM162B	1
FAM163A	0
FAM163B	0
FAM166A	100
FAM166B	4
FAM167A	1
FAM167B	0
FAM168A	116
FAM168B	5
FAM169A	79
FAM169B	0
FAM170A	0
FAM170B	0
FAM171A1	0
FAM171A2	1
FAM171B	0
FAM172A	1
FAM172BP	57
FAM173A	3
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	129
FAM175B	0
FAM177A1	80
FAM177B	2
FAM178A	25
FAM178B	2
FAM179A	0
FAM179B	0
FAM180A	0
FAM180B	2
FAM181A	0
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	6
FAM184A	15
FAM184B	131
FAM185A	41
FAM186A	11
FAM186B	44
FAM187B	0
FAM188A	0
FAM189A1	11
FAM189A2	0
FAM189B	0
FAM192A	5
FAM193A	17
FAM193B	49
FAM194A	1
FAM194B	3
FAM195A	8
FAM195B	1
FAM196A	1
FAM196B	532
FAM197Y5	0
FAM198A	2
FAM198B	50
FAM199X	3
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	1
FAM200B	9
FAM201A	3
FAM203A	0
FAM204A	17
FAM20A	52
FAM20B	73
FAM20C	0
FAM21A	1
FAM21B	0
FAM21C	0
FAM24A	0
FAM25A	0
FAM25C	0
FAM26D	1
FAM26E	1
FAM26F	3
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	0
FAM27L	0
FAM32A	21
FAM35A	16
FAM3A	5
FAM3B	0
FAM3C	0
FAM3D	0
FAM41AY2	0
FAM41C	2
FAM43A	7
FAM43B	0
FAM45B	5
FAM46A	0
FAM46B	0
FAM46C	0
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	1
FAM50A	8
FAM50B	1
FAM53A	0
FAM53B	48
FAM53C	3
FAM55B	0
FAM57A	14
FAM57B	0
FAM58A	1
FAM5B	0
FAM5C	0
FAM60A	25
FAM63A	18
FAM63B	54
FAM64A	6
FAM65A	48
FAM65B	36
FAM65C	269
FAM66A	0
FAM66B	0
FAM66C	2
FAM66D	0
FAM66E	0
FAM69A	79
FAM69B	100
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	1
FAM71E1	39
FAM71E2	1
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	0
FAM73A	200
FAM73B	1
FAM74A1	1
FAM74A3	3
FAM74A4	0
FAM76A	14
FAM76B	1
FAM78A	9
FAM78B	0
FAM81A	0
FAM81B	13
FAM83A	2
FAM83B	0
FAM83C	2
FAM83D	2
FAM83E	8
FAM83F	0
FAM83G	3
FAM83H	17
FAM84A	1
FAM84B	47
FAM86A	44
FAM86B1	2
FAM86B2	1
FAM86C1	5
FAM86C2P	0
FAM86DP	3
FAM86EP	21
FAM86FP	9
FAM86HP	6
FAM89A	0
FAM89B	4
FAM8A1	121
FAM90A1	5
FAM90A25P	4
FAM91A1	76
FAM92A1	18
FAM92B	9
FAM95B1	0
FAM96A	1
FAM96B	1
FAM98A	4
FAM98B	41
FAM98C	11
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	0
FAN1	320
FANCA	835
FANCB	0
FANCC	14
FANCD2	59
FANCE	3
FANCF	48
FANCG	2
FANCI	245
FANCL	151
FANCM	15
FANK1	0
FAP	0
FAR1	4
FAR2	108
FARP1	114
FARP2	36
FARS2	1
FARSA	0
FARSB	0
FAS	5
FAS-AS1	75
FASLG	1
FASN	0
FASTK	2
FASTKD1	0
FASTKD2	40
FASTKD3	1
FAT1	0
FAT2	109
FAT3	34
FAT4	0
FATE1	0
FAU	13
FBF1	1
FBL	3
FBLIM1	222
FBLL1	0
FBLN1	22
FBLN2	0
FBLN5	1
FBLN7	0
FBN1	0
FBN2	0
FBN3	0
FBP1	1
FBP2	0
FBRS	3
FBRSL1	3
FBXL12	0
FBXL13	69
FBXL14	6
FBXL15	11
FBXL16	26
FBXL17	19
FBXL18	179
FBXL19	7
FBXL19-AS1	55
FBXL2	62
FBXL20	208
FBXL21	0
FBXL22	14
FBXL3	23
FBXL4	1
FBXL5	2
FBXL6	1
FBXL7	0
FBXL8	0
FBXO10	27
FBXO11	24
FBXO15	0
FBXO16	0
FBXO17	51
FBXO18	9
FBXO2	2
FBXO21	1
FBXO22	1
FBXO24	6
FBXO25	2
FBXO27	113
FBXO28	1
FBXO3	1
FBXO30	5
FBXO31	7
FBXO32	22
FBXO33	69
FBXO34	1
FBXO36	0
FBXO38	3
FBXO39	0
FBXO4	0
FBXO40	108
FBXO41	15
FBXO42	0
FBXO43	0
FBXO44	20
FBXO45	80
FBXO46	1
FBXO47	0
FBXO48	29
FBXO5	6
FBXO6	64
FBXO7	3
FBXO8	39
FBXO9	5
FBXW10	2
FBXW11	0
FBXW12	0
FBXW2	39
FBXW4	2
FBXW4P1	1
FBXW5	12
FBXW7	8
FBXW8	48
FBXW9	2
FCAMR	0
FCAR	81
FCER1A	1
FCER1G	0
FCER2	0
FCF1	57
FCGBP	1
FCGR1A	2
FCGR1B	1
FCGR1C	0
FCGR2A	3
FCGR2B	0
FCGR2C	1
FCGR3A	11
FCGR3B	13
FCGRT	3
FCHO1	1
FCHO2	1
FCHSD1	165
FCHSD2	186
FCN1	76
FCN2	1
FCN3	0
FCRL1	2
FCRL2	0
FCRL3	1
FCRL4	0
FCRL5	4
FCRL6	1
FCRLA	0
FCRLB	4
FDFT1	8
FDPS	17
FDX1	55
FDX1L	0
FDXACB1	27
FDXR	4
FECH	43
FEM1A	12
FEM1B	5
FEM1C	0
FEN1	4
FER	25
FER1L4	15
FER1L5	6
FER1L6	1
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	4
FERMT3	31
FES	7
FETUB	0
FEV	0
FEZ1	15
FEZ2	3
FEZF1	0
FEZF2	0
FFAR1	0
FFAR2	50
FFAR3	0
FGA	0
FGB	15
FGD1	61
FGD2	5
FGD3	10
FGD4	32
FGD5	7
FGD6	13
FGF1	0
FGF10	0
FGF11	9
FGF12	0
FGF13	0
FGF14	0
FGF16	0
FGF17	0
FGF18	0
FGF19	0
FGF2	13
FGF20	0
FGF21	0
FGF22	0
FGF23	0
FGF3	0
FGF4	0
FGF5	300
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	1
FGFBP3	4
FGFR1	23
FGFR1OP	3
FGFR1OP2	13
FGFR2	58
FGFR3	6
FGFR4	0
FGFRL1	1
FGG	0
FGGY	0
FGL1	0
FGL2	66
FGR	5
FH	0
FHAD1	40
FHDC1	39
FHIT	0
FHL1	9
FHL2	16
FHL3	0
FHL5	0
FHOD1	137
FHOD3	28
FIBCD1	1
FIBIN	0
FIBP	10
FICD	57
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	29
FIGNL2	21
FILIP1	1
FILIP1L	84
FIP1L1	13
FIS1	2
FITM1	0
FITM2	0
FIZ1	1
FJX1	0
FKBP10	3
FKBP11	10
FKBP14	167
FKBP15	100
FKBP1AP1	102
FKBP1B	2
FKBP2	3
FKBP3	13
FKBP4	76
FKBP5	196
FKBP6	23
FKBP7	2
FKBP8	6
FKBP9	71
FKBP9L	14
FKBPL	0
FKRP	19
FKSG29	1
FKTN	4
FLAD1	15
FLCN	71
FLG	3
FLG2	34
FLI1	15
FLII	23
FLJ10038	47
FLJ11235	1
FLJ12825	23
FLJ13197	212
FLJ13224	114
FLJ14107	50
FLJ14186	3
FLJ16341	1
FLJ16779	0
FLJ20021	0
FLJ21408	2
FLJ22184	1
FLJ22447	0
FLJ22763	0
FLJ25363	15
FLJ25758	0
FLJ26245	0
FLJ26850	1
FLJ27352	0
FLJ27354	26
FLJ30403	99
FLJ30679	2
FLJ30838	20
FLJ31104	66
FLJ31306	63
FLJ31662	125
FLJ31813	23
FLJ32756	36
FLJ33360	13
FLJ33534	8
FLJ33581	3
FLJ33630	1
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	1
FLJ36777	21
FLJ37035	0
FLJ37201	0
FLJ37453	108
FLJ37505	5
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	51
FLJ41200	36
FLJ41278	0
FLJ41350	0
FLJ41423	7
FLJ41484	4
FLJ41941	18
FLJ42351	0
FLJ42393	4
FLJ42627	155
FLJ42875	0
FLJ42969	0
FLJ43663	19
FLJ43681	48
FLJ43879	8
FLJ44313	4
FLJ44511	0
FLJ44635	1
FLJ44881	0
FLJ45079	10
FLJ45340	38
FLJ45445	0
FLJ45513	10
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	16
FLJ46906	6
FLNA	195
FLNB	3
FLNC	0
FLOT1	6
FLOT2	9
FLRT1	10
FLRT2	0
FLRT3	0
FLT1	105
FLT3	0
FLT3LG	4
FLT4	16
FLVCR1	73
FLVCR2	10
FLYWCH1	6
FLYWCH2	5
FMN1	32
FMN2	0
FMNL1	70
FMNL2	110
FMNL3	57
FMO1	0
FMO2	3
FMO3	3
FMO4	0
FMO5	55
FMO6P	4
FMO9P	0
FMOD	1
FMR1	3
FMR1-AS1	18
FMR1NB	0
FN1	52
FN3K	0
FN3KRP	0
FNBP1	28
FNBP1L	3
FNBP4	7
FNDC1	0
FNDC3A	15
FNDC3B	2
FNDC4	1
FNDC5	32
FNDC7	0
FNDC8	13
FNDC9	140
FNIP1	17
FNIP2	1
FNTA	37
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	1
FOLR3	0
FOLR4	0
FOPNL	40
FOS	9
FOSB	2
FOSL1	5
FOSL2	16
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	3
FOXC2	0
FOXD1	0
FOXD2	16
FOXD3	0
FOXD4	0
FOXD4L1	1
FOXD4L2	0
FOXD4L3	0
FOXD4L5	0
FOXD4L6	0
FOXE1	10
FOXE3	3
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	138
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	11
FOXJ3	11
FOXK1	100
FOXK2	18
FOXL1	0
FOXL2	0
FOXM1	127
FOXN1	0
FOXN2	0
FOXN3	28
FOXN4	1
FOXO1	6
FOXO3	25
FOXO4	28
FOXP1	13
FOXP2	0
FOXP3	38
FOXP4	26
FOXQ1	0
FOXR1	2
FOXR2	0
FOXRED1	5
FOXRED2	36
FOXS1	0
FPGS	5
FPGT	0
FPR1	1
FPR2	0
FPR3	4
FRA10AC1	33
FRAS1	0
FRAT1	9
FRAT2	5
FREM1	0
FREM2	6
FREM3	18
FRG1	6
FRG1B	3
FRG2B	0
FRK	0
FRMD1	0
FRMD3	1
FRMD4A	233
FRMD4B	1
FRMD5	27
FRMD6	0
FRMD7	20
FRMD8	24
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	55
FRS2	1
FRS3	0
FRY	2
FRYL	9
FRZB	0
FSCB	0
FSCN1	9
FSCN2	8
FSCN3	0
FSD1	0
FSD1L	2
FSD2	6
FSHB	0
FSHR	0
FSIP1	0
FSIP2	81
FST	0
FSTL1	0
FSTL3	3
FSTL4	0
FSTL5	0
FTCD	0
FTH1	45
FTH1P3	0
FTHL17	0
FTL	38
FTLP10	4
FTMT	0
FTO	79
FTSJ1	0
FTSJ2	2
FTSJ3	43
FTSJD1	2
FTSJD2	58
FTX	56
FUBP1	4
FUBP3	0
FUCA1	0
FUCA2	55
FUK	27
FUNDC1	0
FUNDC2	5
FUNDC2P2	0
FURIN	3
FUS	24
FUT1	36
FUT10	0
FUT11	9
FUT2	115
FUT3	1
FUT4	24
FUT5	0
FUT6	109
FUT7	4
FUT8	30
FUT9	15
FUZ	47
FXN	204
FXR1	182
FXR2	8
FXYD1	1
FXYD2	5
FXYD3	1
FXYD4	0
FXYD5	23
FXYD7	3
FYB	55
FYCO1	3
FYN	11
FYTTD1	6
FZD1	1
FZD10	0
FZD2	27
FZD3	114
FZD4	43
FZD5	7
FZD6	3
FZD7	0
FZD8	0
FZD9	0
FZR1	7
G0S2	5
G2E3	0
G3BP1	5
G3BP2	5
G6PC	7
G6PC2	0
G6PC3	8
G6PD	5
GAA	2
GAB1	0
GAB2	19
GAB3	5
GAB4	0
GABARAP	18
GABARAPL1	1
GABARAPL2	7
GABARAPL3	0
GABBR1	2
GABBR2	0
GABPA	9
GABPB1	62
GABPB2	12
GABRA1	0
GABRA2	1
GABRA3	0
GABRA4	2
GABRA5	0
GABRA6	0
GABRB1	2
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	1
GABRR2	0
GABRR3	0
GAD1	0
GAD2	0
GADD45A	1
GADD45B	11
GADD45G	0
GADD45GIP1	9
GADL1	3
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	9
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	4
GAL3ST4	32
GALC	7
GALE	4
GALK1	1
GALK2	0
GALM	86
GALNS	9
GALNT1	6
GALNT10	71
GALNT11	129
GALNT12	0
GALNT13	1
GALNT14	0
GALNT2	5
GALNT3	1
GALNT5	5
GALNT6	71
GALNT7	72
GALNT8	0
GALNT9	6
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	7
GALR3	0
GALT	2
GAMT	3
GAN	0
GANAB	2
GANC	1
GAP43	0
GAPDH	82
GAPDHS	47
GAPT	4
GAPVD1	56
GAR1	1
GARNL3	0
GARS	13
GART	7
GAS1	0
GAS2	8
GAS2L1	0
GAS2L2	2
GAS2L3	0
GAS5	15
GAS6	28
GAS7	11
GAS8	0
GAST	0
GATA1	2
GATA2	2
GATA3	0
GATA4	0
GATA5	0
GATA6	0
GATAD1	183
GATAD2A	12
GATAD2B	3
GATC	593
GATM	0
GATS	91
GATSL1	0
GATSL2	0
GATSL3	4
GBA	2
GBA2	45
GBA3	0
GBAP1	7
GBAS	0
GBE1	8
GBF1	6
GBGT1	1
GBP1	5
GBP1P1	0
GBP2	15
GBP3	19
GBP4	73
GBP5	58
GBP6	45
GBP7	4
GBX1	0
GBX2	0
GC	1
GCA	0
GCAT	16
GCC1	1
GCC2	15
GCDH	4
GCG	0
GCGR	0
GCH1	10
GCHFR	19
GCK	1
GCKR	0
GCLC	0
GCLM	80
GCM1	22
GCM2	3
GCN1L1	7
GCNT1	5
GCNT2	24
GCNT3	2
GCNT4	0
GCNT7	76
GCOM1	12
GCSH	7
GDA	0
GDAP1	0
GDAP1L1	10
GDAP2	27
GDE1	6
GDF10	0
GDF11	61
GDF15	21
GDF2	0
GDF3	0
GDF5	0
GDF5OS	17
GDF6	0
GDF7	3
GDF9	0
GDI1	2
GDI2	65
GDNF	4
GDPD1	123
GDPD2	7
GDPD3	2
GDPD4	1
GDPD5	3
GEM	0
GEMIN4	3
GEMIN5	2
GEMIN6	0
GEMIN7	8
GEMIN8	102
GEMIN8P4	9
GEN1	6
GET4	57
GFAP	0
GFER	2
GFI1	0
GFI1B	0
GFM1	13
GFM2	66
GFOD1	1
GFOD2	162
GFPT1	74
GFPT2	2
GFRA1	8
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	7
GGA1	133
GGA2	65
GGA3	22
GGCT	1
GGCX	405
GGH	0
GGN	19
GGNBP1	2
GGNBP2	5
GGPS1	188
GGT1	3
GGT2	0
GGT3P	0
GGT5	0
GGT6	106
GGT7	0
GGT8P	28
GGTA1P	2
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	7
GHITM	3
GHR	21
GHRH	2
GHRHR	0
GHRL	69
GHRLOS	32
GHSR	1
GIF	2
GIGYF1	67
GIGYF2	14
GIMAP1	58
GIMAP2	5
GIMAP4	60
GIMAP6	7
GIMAP7	7
GIMAP8	34
GIN1	4
GINS1	21
GINS2	13
GINS3	5
GINS4	32
GIP	0
GIPC1	1
GIPC2	0
GIPC3	8
GIPR	0
GIT1	16
GIT2	22
GJA1	61
GJA10	0
GJA3	1
GJA4	7
GJA5	0
GJA8	0
GJB1	0
GJB2	0
GJB3	1
GJB4	0
GJB5	1
GJB6	0
GJB7	49
GJC1	191
GJC2	2
GJC3	3
GJD2	0
GJD3	9
GJD4	0
GK	58
GK2	0
GK3P	82
GK5	195
GKAP1	0
GKN1	0
GKN2	0
GLA	1
GLB1	4
GLB1L	46
GLB1L2	3
GLB1L3	31
GLCCI1	4
GLCE	0
GLDC	22
GLDN	3
GLE1	16
GLG1	61
GLI1	38
GLI2	3
GLI3	0
GLI4	0
GLIPR1	361
GLIPR1L1	12
GLIPR1L2	315
GLIPR2	2
GLIS1	0
GLIS2	17
GLIS3	0
GLMN	0
GLO1	3
GLOD4	0
GLOD5	2
GLP1R	0
GLP2R	0
GLRA1	7
GLRA2	3
GLRA3	0
GLRA4	0
GLRB	0
GLRX	2
GLRX2	2
GLRX3	8
GLRX5	0
GLS	381
GLS2	79
GLT1D1	2
GLT6D1	0
GLT8D1	77
GLT8D2	11
GLTP	74
GLTPD1	7
GLTPD2	18
GLTSCR1	8
GLTSCR2	36
GLUD1	16
GLUD2	0
GLUL	9
GLYAT	0
GLYATL1	8
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	0
GLYR1	3
GM2A	29
GMCL1	0
GMDS	0
GMEB1	53
GMEB2	1
GMFB	0
GMFG	3
GMIP	8
GML	0
GMNN	9
GMPPA	0
GMPPB	48
GMPR	9
GMPR2	168
GMPS	2
GNA11	0
GNA12	2
GNA13	6
GNA14	2
GNA15	1
GNAI1	0
GNAI2	16
GNAI3	10
GNAL	54
GNAO1	3
GNAQ	0
GNAS	25
GNAS-AS1	0
GNAT1	1
GNAT2	76
GNAT3	0
GNAZ	2
GNB1	15
GNB1L	61
GNB2	8
GNB2L1	13
GNB3	1
GNB4	334
GNB5	100
GNE	212
GNG11	0
GNG12	0
GNG13	3
GNG2	5
GNG3	24
GNG4	100
GNG5	23
GNG7	11
GNG8	0
GNGT1	0
GNGT2	0
GNL1	35
GNL2	2
GNL3	13
GNL3L	136
GNLY	7
GNMT	2
GNN	0
GNPAT	1
GNPDA1	19
GNPDA2	69
GNPNAT1	249
GNPTAB	165
GNPTG	29
GNRH1	20
GNRH2	2
GNRHR	50
GNRHR2	852
GNS	121
GOLGA1	26
GOLGA2	118
GOLGA2P2Y	0
GOLGA3	75
GOLGA4	19
GOLGA5	2
GOLGA6A	0
GOLGA6B	0
GOLGA6C	3
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	4
GOLGA6L7P	4
GOLGA6L9	0
GOLGA7	3
GOLGA7B	0
GOLGA8A	0
GOLGA8B	1
GOLGA8DP	1
GOLGA8F	0
GOLGA8G	0
GOLGB1	22
GOLIM4	2
GOLM1	132
GOLPH3	17
GOLPH3L	6
GOLT1A	0
GOLT1B	0
GON4L	45
GOPC	8
GORAB	1
GORASP1	61
GORASP2	2
GOSR1	602
GOSR2	0
GOT1	1
GOT1L1	0
GOT2	1
GP1BA	90
GP2	39
GP5	1
GP6	170
GP9	1
GPA33	2
GPAA1	0
GPAM	0
GPANK1	42
GPAT2	41
GPATCH1	3
GPATCH2	0
GPATCH3	4
GPATCH4	8
GPATCH8	12
GPBAR1	9
GPBP1	2
GPBP1L1	4
GPC1	35
GPC2	0
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	3
GPD1	3
GPD1L	1
GPD2	2
GPER	12
GPHA2	5
GPHB5	0
GPHN	8
GPI	110
GPIHBP1	0
GPKOW	12
GPLD1	18
GPM6A	0
GPM6B	202
GPN1	50
GPN2	0
GPN3	24
GPNMB	1
GPR1	48
GPR101	0
GPR107	4
GPR108	1
GPR110	11
GPR111	1
GPR112	4
GPR113	66
GPR114	24
GPR115	0
GPR116	0
GPR119	0
GPR12	51
GPR123	0
GPR124	56
GPR125	0
GPR126	0
GPR128	0
GPR132	9
GPR133	1
GPR135	0
GPR137	13
GPR137B	36
GPR137C	5
GPR139	0
GPR141	0
GPR142	0
GPR143	8
GPR144	0
GPR146	3
GPR148	0
GPR149	0
GPR15	4
GPR150	13
GPR151	6
GPR152	31
GPR153	0
GPR155	185
GPR156	0
GPR157	0
GPR158	0
GPR160	64
GPR161	1
GPR162	5
GPR17	1
GPR171	3
GPR173	3
GPR174	0
GPR176	0
GPR179	12
GPR18	235
GPR180	0
GPR182	7
GPR183	222
GPR19	2
GPR20	0
GPR21	0
GPR22	161
GPR25	2
GPR26	0
GPR27	6
GPR3	41
GPR31	0
GPR32	0
GPR33	0
GPR34	49
GPR35	0
GPR37	0
GPR37L1	28
GPR39	0
GPR4	3
GPR45	7
GPR50	0
GPR52	0
GPR55	20
GPR56	33
GPR6	0
GPR61	9
GPR62	1
GPR63	5
GPR64	23
GPR65	25
GPR68	80
GPR78	0
GPR82	339
GPR83	6
GPR84	0
GPR85	0
GPR87	1
GPR88	1
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	2
GPR98	3
GPRASP1	3
GPRC5A	0
GPRC5B	2
GPRC5C	1
GPRC5D	4
GPRC6A	0
GPRIN1	2
GPRIN2	0
GPRIN3	6
GPS1	37
GPS2	47
GPSM1	4
GPSM2	120
GPSM3	34
GPT	25
GPT2	3
GPX1	3
GPX2	52
GPX3	81
GPX4	10
GPX5	0
GPX6	0
GPX7	12
GPX8	14
GRAMD1A	6
GRAMD1B	0
GRAMD1C	0
GRAMD2	1
GRAMD3	6
GRAMD4	10
GRAP	0
GRAP2	4
GRAPL	0
GRASP	0
GRB10	0
GRB14	0
GRB2	21
GRB7	3
GREB1	36
GREB1L	100
GREM1	1
GREM2	1
GRHL1	0
GRHL2	7
GRHL3	4
GRHPR	6
GRIA1	0
GRIA2	0
GRIA3	1
GRIA4	7
GRID1	1
GRID2	0
GRID2IP	13
GRIK1	91
GRIK1-AS1	0
GRIK2	2
GRIK3	1
GRIK4	0
GRIK5	0
GRIN1	1
GRIN2A	0
GRIN2B	0
GRIN2C	47
GRIN2D	3
GRIN3A	144
GRIN3B	75
GRINA	4
GRIP1	110
GRIP2	44
GRIPAP1	41
GRK1	0
GRK4	0
GRK5	0
GRK6	14
