gene symbol	(count) NOR_46_MA_288
FAM149A	0
FAM149B1	45
FAM150A	0
FAM150B	5
FAM151A	2
FAM151B	0
FAM153A	0
FAM153B	4
FAM153C	41
FAM154A	0
FAM154B	5
FAM155A	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM157A	0
FAM157B	2
FAM159A	1
FAM159B	6
FAM160A1	5
FAM160A2	0
FAM160B1	0
FAM160B2	62
FAM161A	98
FAM161B	58
FAM162A	3
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	60
FAM166B	3
FAM167A	0
FAM167B	0
FAM168A	56
FAM168B	2
FAM169A	55
FAM169B	2
FAM170A	0
FAM170B	0
FAM171A1	1
FAM171A2	4
FAM171B	0
FAM172A	1
FAM172BP	33
FAM173A	0
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	103
FAM175B	0
FAM177A1	60
FAM177B	9
FAM178A	6
FAM178B	2
FAM179A	0
FAM179B	1
FAM180A	0
FAM180B	1
FAM181A	1
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	0
FAM184A	2
FAM184B	87
FAM185A	31
FAM186A	10
FAM186B	29
FAM187B	0
FAM188A	0
FAM189A1	18
FAM189A2	0
FAM189B	0
FAM192A	1
FAM193A	17
FAM193B	31
FAM194A	2
FAM194B	1
FAM195A	15
FAM195B	2
FAM196A	1
FAM196B	289
FAM197Y5	0
FAM198A	1
FAM198B	11
FAM199X	2
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	4
FAM200B	3
FAM201A	1
FAM203A	0
FAM204A	10
FAM20A	52
FAM20B	39
FAM20C	1
FAM21A	0
FAM21B	0
FAM21C	1
FAM24A	0
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	0
FAM26F	0
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	2
FAM27L	0
FAM32A	12
FAM35A	13
FAM3A	5
FAM3B	0
FAM3C	1
FAM3D	0
FAM41AY2	0
FAM41C	0
FAM43A	3
FAM43B	0
FAM45B	1
FAM46A	0
FAM46B	0
FAM46C	2
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	3
FAM50A	4
FAM50B	1
FAM53A	0
FAM53B	53
FAM53C	2
FAM55B	0
FAM57A	15
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	10
FAM63A	2
FAM63B	36
FAM64A	5
FAM65A	29
FAM65B	27
FAM65C	154
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	40
FAM69B	93
FAM69C	0
FAM71A	1
FAM71B	0
FAM71C	0
FAM71D	0
FAM71E1	32
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	1
FAM73A	160
FAM73B	2
FAM74A1	0
FAM74A3	0
FAM74A4	2
FAM76A	11
FAM76B	0
FAM78A	14
FAM78B	0
FAM81A	1
FAM81B	6
FAM83A	1
FAM83B	0
FAM83C	0
FAM83D	0
FAM83E	3
FAM83F	0
FAM83G	3
FAM83H	11
FAM84A	0
FAM84B	29
FAM86A	40
FAM86B1	0
FAM86B2	1
FAM86C1	2
FAM86C2P	0
FAM86DP	1
FAM86EP	7
FAM86FP	4
FAM86HP	5
FAM89A	0
FAM89B	1
FAM8A1	95
FAM90A1	5
FAM90A25P	0
FAM91A1	66
FAM92A1	23
FAM92B	3
FAM95B1	0
FAM96A	3
FAM96B	0
FAM98A	2
FAM98B	24
FAM98C	7
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	0
FAN1	228
FANCA	597
FANCB	0
FANCC	11
FANCD2	36
FANCE	0
FANCF	30
FANCG	0
FANCI	125
FANCL	117
FANCM	7
FANK1	0
FAP	0
FAR1	0
FAR2	70
FARP1	104
FARP2	22
FARS2	0
FARSA	2
FARSB	1
FAS	1
FAS-AS1	34
FASLG	0
FASN	2
FASTK	3
FASTKD1	0
FASTKD2	33
FASTKD3	1
FAT1	0
FAT2	18
FAT3	16
FAT4	0
FATE1	0
FAU	18
FBF1	0
FBL	1
FBLIM1	154
FBLL1	0
FBLN1	14
FBLN2	0
FBLN5	1
FBLN7	0
FBN1	0
FBN2	0
FBN3	1
FBP1	0
FBP2	0
FBRS	0
FBRSL1	3
FBXL12	0
FBXL13	63
FBXL14	1
FBXL15	5
FBXL16	21
FBXL17	6
FBXL18	145
FBXL19	1
FBXL19-AS1	31
FBXL2	38
FBXL20	149
FBXL21	0
FBXL22	5
FBXL3	25
FBXL4	0
FBXL5	1
FBXL6	0
FBXL7	0
FBXL8	1
FBXO10	30
FBXO11	32
FBXO15	0
FBXO16	0
FBXO17	31
FBXO18	3
FBXO2	0
FBXO21	0
FBXO22	0
FBXO24	2
FBXO25	0
FBXO27	76
FBXO28	1
FBXO3	0
FBXO30	7
FBXO31	5
FBXO32	6
FBXO33	52
FBXO34	1
FBXO36	0
FBXO38	0
FBXO39	0
FBXO4	2
FBXO40	87
FBXO41	20
FBXO42	0
FBXO43	0
FBXO44	20
FBXO45	58
FBXO46	3
FBXO47	0
FBXO48	10
FBXO5	2
FBXO6	42
FBXO7	1
FBXO8	19
FBXO9	7
FBXW10	1
FBXW11	0
FBXW12	0
FBXW2	21
FBXW4	7
FBXW4P1	1
FBXW5	9
FBXW7	9
FBXW8	20
FBXW9	0
FCAMR	0
FCAR	59
FCER1A	1
FCER1G	0
FCER2	1
FCF1	38
FCGBP	0
FCGR1A	3
FCGR1B	0
FCGR1C	0
FCGR2A	4
FCGR2B	0
FCGR2C	0
FCGR3A	8
FCGR3B	0
FCGRT	1
FCHO1	3
FCHO2	0
FCHSD1	101
FCHSD2	124
FCN1	40
FCN2	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	0
FCRL4	0
FCRL5	0
FCRL6	0
FCRLA	0
FCRLB	5
FDFT1	8
FDPS	8
FDX1	21
FDX1L	1
FDXACB1	24
FDXR	2
FECH	22
FEM1A	3
FEM1B	5
FEM1C	0
FEN1	0
FER	11
FER1L4	11
FER1L5	2
FER1L6	2
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	0
FERMT3	15
FES	4
FETUB	0
FEV	0
FEZ1	13
FEZ2	1
FEZF1	0
FEZF2	0
FFAR1	0
FFAR2	39
FFAR3	1
FGA	0
FGB	6
FGD1	73
FGD2	7
FGD3	6
FGD4	29
FGD5	5
FGD6	9
FGF1	0
FGF10	0
FGF11	3
FGF12	0
FGF13	2
FGF14	0
FGF16	0
FGF17	3
FGF18	0
FGF19	0
FGF2	15
FGF20	0
FGF21	0
FGF22	0
FGF23	0
FGF3	0
FGF4	0
FGF5	263
FGF6	0
FGF7	1
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	5
FGFBP3	1
FGFR1	8
FGFR1OP	2
FGFR1OP2	10
FGFR2	37
FGFR3	4
FGFR4	0
FGFRL1	3
FGG	0
FGGY	1
FGL1	0
FGL2	51
FGR	3
FH	0
FHAD1	38
FHDC1	23
FHIT	0
FHL1	2
FHL2	13
FHL3	0
FHL5	0
FHOD1	79
FHOD3	26
FIBCD1	1
FIBIN	0
FIBP	6
FICD	38
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	5
FIGNL2	17
FILIP1	1
FILIP1L	82
FIP1L1	4
FIS1	1
FITM1	0
FITM2	0
FIZ1	0
FJX1	0
FKBP10	4
FKBP11	13
FKBP14	118
FKBP15	44
FKBP1AP1	68
FKBP1B	0
FKBP2	3
FKBP3	19
FKBP4	48
FKBP5	135
FKBP6	9
FKBP7	6
FKBP8	1
FKBP9	68
FKBP9L	6
FKBPL	0
FKRP	10
FKSG29	1
FKTN	9
FLAD1	9
FLCN	57
FLG	3
FLG2	26
FLI1	14
FLII	7
FLJ10038	28
FLJ11235	1
FLJ12825	25
FLJ13197	111
FLJ13224	88
FLJ14107	30
FLJ14186	2
FLJ16341	2
FLJ16779	0
FLJ20021	0
FLJ21408	0
FLJ22184	0
FLJ22447	0
FLJ22763	0
FLJ25363	7
FLJ25758	0
FLJ26245	0
FLJ26850	2
FLJ27352	0
FLJ27354	15
FLJ30403	61
FLJ30679	3
FLJ30838	16
FLJ31104	45
FLJ31306	41
FLJ31662	71
FLJ31813	7
FLJ32756	31
FLJ33360	9
FLJ33534	3
FLJ33581	1
FLJ33630	0
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	0
FLJ36777	10
FLJ37035	1
FLJ37201	0
FLJ37453	81
FLJ37505	5
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	2
FLJ40288	0
FLJ40292	0
FLJ40448	51
FLJ41200	25
FLJ41278	0
FLJ41350	0
FLJ41423	6
FLJ41484	0
FLJ41941	17
FLJ42351	0
FLJ42393	2
FLJ42627	87
FLJ42875	0
FLJ42969	0
FLJ43663	7
FLJ43681	25
FLJ43879	4
FLJ44313	0
FLJ44511	1
FLJ44635	3
FLJ44881	0
FLJ45079	3
FLJ45340	26
FLJ45445	0
FLJ45513	4
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	25
FLJ46906	2
FLNA	122
FLNB	2
FLNC	0
FLOT1	1
FLOT2	4
FLRT1	7
FLRT2	0
FLRT3	1
FLT1	87
FLT3	0
FLT3LG	3
FLT4	5
FLVCR1	44
FLVCR2	7
FLYWCH1	2
FLYWCH2	2
FMN1	17
FMN2	0
FMNL1	44
FMNL2	79
FMNL3	53
FMO1	0
FMO2	1
FMO3	7
FMO4	0
FMO5	36
FMO6P	3
FMO9P	0
FMOD	1
FMR1	1
FMR1-AS1	14
FMR1NB	0
FN1	46
FN3K	0
FN3KRP	1
FNBP1	30
FNBP1L	0
FNBP4	15
FNDC1	0
FNDC3A	10
FNDC3B	4
FNDC4	0
FNDC5	15
FNDC7	0
FNDC8	15
FNDC9	120
FNIP1	19
FNIP2	0
FNTA	19
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	1
FOLR3	0
FOLR4	0
FOPNL	20
FOS	12
FOSB	4
FOSL1	6
FOSL2	2
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	3
FOXC2	0
FOXD1	0
FOXD2	6
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	1
FOXD4L6	0
FOXE1	10
FOXE3	1
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	91
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	3
FOXJ3	4
FOXK1	61
FOXK2	20
FOXL1	0
FOXL2	0
FOXM1	92
FOXN1	0
FOXN2	2
FOXN3	17
FOXN4	1
FOXO1	6
FOXO3	18
FOXO4	24
FOXP1	6
FOXP2	0
FOXP3	22
FOXP4	13
FOXQ1	0
FOXR1	1
FOXR2	0
FOXRED1	1
FOXRED2	39
FOXS1	0
FPGS	1
FPGT	0
FPR1	1
FPR2	0
FPR3	6
FRA10AC1	34
FRAS1	0
FRAT1	10
FRAT2	5
FREM1	0
FREM2	7
FREM3	13
FRG1	1
FRG1B	2
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	202
FRMD4B	0
FRMD5	9
FRMD6	0
FRMD7	12
FRMD8	21
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	39
FRS2	0
FRS3	0
FRY	2
FRYL	3
FRZB	0
FSCB	0
FSCN1	7
FSCN2	6
FSCN3	0
FSD1	0
FSD1L	1
FSD2	7
FSHB	0
FSHR	0
FSIP1	0
FSIP2	92
FST	0
FSTL1	0
FSTL3	1
FSTL4	0
FSTL5	0
FTCD	0
FTH1	32
FTH1P3	3
FTHL17	0
FTL	19
FTLP10	4
FTMT	0
FTO	42
FTSJ1	0
FTSJ2	0
FTSJ3	41
FTSJD1	0
FTSJD2	26
FTX	20
FUBP1	2
FUBP3	3
FUCA1	1
FUCA2	50
FUK	14
FUNDC1	0
FUNDC2	1
FUNDC2P2	0
FURIN	2
FUS	18
FUT1	17
FUT10	0
FUT11	5
FUT2	106
FUT3	1
FUT4	10
FUT5	0
FUT6	81
FUT7	4
FUT8	11
FUT9	8
FUZ	34
FXN	159
FXR1	167
FXR2	13
FXYD1	2
FXYD2	4
FXYD3	2
FXYD4	0
FXYD5	14
FXYD7	2
FYB	27
FYCO1	11
FYN	4
FYTTD1	7
FZD1	1
FZD10	0
FZD2	19
FZD3	81
FZD4	27
FZD5	3
FZD6	10
FZD7	0
FZD8	0
FZD9	0
FZR1	4
G0S2	5
G2E3	0
G3BP1	9
G3BP2	1
G6PC	3
G6PC2	0
G6PC3	3
G6PD	1
GAA	3
GAB1	1
GAB2	30
GAB3	1
GAB4	0
GABARAP	16
GABARAPL1	2
GABARAPL2	9
GABARAPL3	0
GABBR1	1
GABBR2	0
GABPA	7
GABPB1	40
GABPB2	12
GABRA1	0
GABRA2	0
GABRA3	0
GABRA4	2
GABRA5	0
GABRA6	0
GABRB1	1
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	0
GABRR2	0
GABRR3	0
GAD1	0
GAD2	0
GADD45A	2
GADD45B	3
GADD45G	0
GADD45GIP1	1
GADL1	1
GAGE1	1
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	2
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	1
GAL3ST4	22
GALC	5
GALE	5
GALK1	0
GALK2	2
GALM	66
GALNS	4
GALNT1	6
GALNT10	63
GALNT11	67
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	1
GALNT3	2
GALNT5	0
GALNT6	29
GALNT7	60
GALNT8	0
GALNT9	1
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	8
GALR3	0
GALT	0
GAMT	5
GAN	0
GANAB	3
GANC	0
GAP43	0
GAPDH	34
GAPDHS	52
GAPT	1
GAPVD1	33
GAR1	0
GARNL3	0
GARS	1
GART	7
GAS1	0
GAS2	11
GAS2L1	2
GAS2L2	0
GAS2L3	0
GAS5	10
GAS6	46
GAS7	11
GAS8	0
GAST	0
GATA1	2
GATA2	1
GATA3	3
GATA4	0
GATA5	0
GATA6	0
GATAD1	133
GATAD2A	14
GATAD2B	0
GATC	395
GATM	0
GATS	86
GATSL1	0
GATSL2	0
GATSL3	1
GBA	0
GBA2	39
GBA3	0
GBAP1	1
GBAS	0
GBE1	5
GBF1	8
GBGT1	0
GBP1	5
GBP1P1	0
GBP2	10
GBP3	7
GBP4	55
GBP5	29
GBP6	27
GBP7	1
GBX1	1
GBX2	0
GC	0
GCA	0
GCAT	15
GCC1	0
GCC2	14
GCDH	1
GCG	0
GCGR	0
GCH1	3
GCHFR	22
GCK	0
GCKR	0
GCLC	1
GCLM	49
GCM1	22
GCM2	4
GCN1L1	3
GCNT1	4
GCNT2	13
GCNT3	1
GCNT4	0
GCNT7	63
GCOM1	7
GCSH	1
GDA	0
GDAP1	0
GDAP1L1	6
GDAP2	22
GDE1	2
GDF10	2
GDF11	43
GDF15	10
GDF2	0
GDF3	0
GDF5	0
GDF5OS	10
GDF6	0
GDF7	3
GDF9	0
GDI1	0
GDI2	56
GDNF	3
GDPD1	78
GDPD2	4
GDPD3	4
GDPD4	1
GDPD5	0
GEM	0
GEMIN4	1
GEMIN5	0
GEMIN6	0
GEMIN7	8
GEMIN8	79
GEMIN8P4	4
GEN1	3
GET4	22
GFAP	0
GFER	0
GFI1	1
GFI1B	0
GFM1	20
GFM2	27
GFOD1	1
GFOD2	120
GFPT1	56
GFPT2	0
GFRA1	13
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	5
GGA1	107
GGA2	54
GGA3	34
GGCT	0
GGCX	237
GGH	0
GGN	15
GGNBP1	6
GGNBP2	2
GGPS1	150
GGT1	0
GGT2	0
GGT3P	0
GGT5	1
GGT6	74
GGT7	0
GGT8P	15
GGTA1P	1
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	3
GHITM	1
GHR	16
GHRH	0
GHRHR	0
GHRL	44
GHRLOS	8
GHSR	0
GIF	3
GIGYF1	35
GIGYF2	15
GIMAP1	53
GIMAP2	7
GIMAP4	33
GIMAP6	3
GIMAP7	5
GIMAP8	39
GIN1	2
GINS1	20
GINS2	7
GINS3	6
GINS4	24
GIP	0
GIPC1	0
GIPC2	0
GIPC3	8
GIPR	0
GIT1	12
GIT2	5
GJA1	38
GJA10	0
GJA3	0
GJA4	2
GJA5	0
GJA8	0
GJB1	0
GJB2	0
GJB3	1
GJB4	2
GJB5	0
GJB6	0
GJB7	31
GJC1	147
GJC2	4
GJC3	2
GJD2	0
GJD3	6
GJD4	0
GK	35
GK2	0
GK3P	71
GK5	127
GKAP1	1
GKN1	0
GKN2	0
GLA	2
GLB1	4
GLB1L	42
GLB1L2	3
GLB1L3	23
GLCCI1	1
GLCE	1
GLDC	10
GLDN	2
GLE1	7
GLG1	36
GLI1	48
GLI2	3
GLI3	0
GLI4	0
GLIPR1	264
GLIPR1L1	5
GLIPR1L2	202
GLIPR2	0
GLIS1	0
GLIS2	12
GLIS3	1
GLMN	0
GLO1	4
GLOD4	1
GLOD5	0
GLP1R	1
GLP2R	0
GLRA1	6
GLRA2	3
GLRA3	0
GLRA4	0
GLRB	0
GLRX	1
GLRX2	2
GLRX3	7
GLRX5	0
GLS	274
GLS2	44
GLT1D1	2
GLT6D1	0
GLT8D1	60
GLT8D2	7
GLTP	55
GLTPD1	1
GLTPD2	13
GLTSCR1	2
GLTSCR2	35
GLUD1	4
GLUD2	0
GLUL	3
GLYAT	0
GLYATL1	12
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	2
GLYR1	3
GM2A	18
GMCL1	0
GMDS	0
GMEB1	47
GMEB2	2
GMFB	0
GMFG	6
GMIP	8
GML	0
GMNN	7
GMPPA	1
GMPPB	40
GMPR	4
GMPR2	134
GMPS	0
GNA11	1
GNA12	3
GNA13	9
GNA14	2
GNA15	8
GNAI1	0
GNAI2	10
GNAI3	2
GNAL	44
GNAO1	6
GNAQ	2
GNAS	19
GNAS-AS1	0
GNAT1	0
GNAT2	54
GNAT3	0
GNAZ	2
GNB1	6
GNB1L	49
GNB2	7
GNB2L1	7
GNB3	1
GNB4	220
GNB5	77
GNE	135
GNG11	0
GNG12	0
GNG13	2
GNG2	2
GNG3	13
GNG4	81
GNG5	4
GNG7	7
GNG8	0
GNGT1	0
GNGT2	0
GNL1	32
GNL2	5
GNL3	4
GNL3L	65
GNLY	1
GNMT	4
GNN	0
GNPAT	4
GNPDA1	12
GNPDA2	51
GNPNAT1	212
GNPTAB	98
GNPTG	28
GNRH1	21
GNRH2	4
GNRHR	40
GNRHR2	647
GNS	103
GOLGA1	18
GOLGA2	77
GOLGA2P2Y	0
GOLGA3	48
GOLGA4	7
GOLGA5	1
GOLGA6A	0
GOLGA6B	0
GOLGA6C	4
GOLGA6D	0
GOLGA6L1	1
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	1
GOLGA6L7P	1
GOLGA6L9	0
GOLGA7	1
GOLGA7B	0
GOLGA8A	0
GOLGA8B	0
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	7
GOLIM4	2
GOLM1	101
GOLPH3	9
GOLPH3L	5
GOLT1A	0
GOLT1B	0
GON4L	33
GOPC	1
GORAB	0
GORASP1	55
GORASP2	2
GOSR1	408
GOSR2	0
GOT1	0
GOT1L1	0
GOT2	0
GP1BA	67
GP2	34
GP5	12
GP6	90
GP9	0
GPA33	0
GPAA1	0
GPAM	0
GPANK1	35
GPAT2	40
GPATCH1	4
GPATCH2	1
GPATCH3	0
GPATCH4	13
GPATCH8	2
GPBAR1	8
GPBP1	2
GPBP1L1	2
GPC1	19
GPC2	0
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	3
GPD1	3
GPD1L	0
GPD2	0
GPER	3
GPHA2	4
GPHB5	0
GPHN	8
GPI	80
GPIHBP1	0
GPKOW	9
GPLD1	14
GPM6A	0
GPM6B	135
GPN1	23
GPN2	0
GPN3	15
GPNMB	0
GPR1	32
GPR101	0
GPR107	2
GPR108	1
GPR110	4
GPR111	0
GPR112	1
GPR113	45
GPR114	2
GPR115	0
GPR116	0
GPR119	0
GPR12	51
GPR123	0
GPR124	23
GPR125	0
GPR126	0
GPR128	0
GPR132	7
GPR133	0
GPR135	1
GPR137	5
GPR137B	22
GPR137C	6
GPR139	0
GPR141	0
GPR142	0
GPR143	0
GPR144	0
GPR146	2
GPR148	0
GPR149	0
GPR15	9
GPR150	14
GPR151	4
GPR152	20
GPR153	0
GPR155	127
GPR156	0
GPR157	0
GPR158	0
GPR160	47
GPR161	1
GPR162	0
GPR17	0
GPR171	2
GPR173	1
GPR174	0
GPR176	0
GPR179	17
GPR18	152
GPR180	0
GPR182	14
GPR183	149
GPR19	4
GPR20	0
GPR21	0
GPR22	138
GPR25	0
GPR26	0
GPR27	4
GPR3	17
GPR31	1
GPR32	0
GPR33	0
GPR34	35
GPR35	0
GPR37	0
GPR37L1	23
GPR39	0
GPR4	2
GPR45	2
GPR50	0
GPR52	0
GPR55	0
GPR56	20
GPR6	0
GPR61	11
GPR62	1
GPR63	4
GPR64	12
GPR65	16
GPR68	49
GPR78	0
GPR82	219
GPR83	10
GPR84	1
GPR85	1
GPR87	3
GPR88	1
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	2
GPR98	0
GPRASP1	4
GPRC5A	0
GPRC5B	0
GPRC5C	0
GPRC5D	5
GPRC6A	0
GPRIN1	1
GPRIN2	0
GPRIN3	9
GPS1	18
GPS2	28
GPSM1	7
GPSM2	69
GPSM3	32
GPT	17
GPT2	1
GPX1	5
GPX2	50
GPX3	46
GPX4	10
GPX5	0
GPX6	0
GPX7	12
GPX8	19
GRAMD1A	6
GRAMD1B	0
GRAMD1C	2
GRAMD2	2
GRAMD3	8
GRAMD4	7
GRAP	0
GRAP2	5
GRAPL	0
GRASP	0
GRB10	0
GRB14	0
GRB2	8
GRB7	0
GREB1	20
GREB1L	47
GREM1	0
GREM2	0
GRHL1	0
GRHL2	10
GRHL3	0
GRHPR	3
GRIA1	0
GRIA2	0
GRIA3	0
GRIA4	8
GRID1	0
GRID2	0
GRID2IP	9
GRIK1	38
GRIK1-AS1	0
GRIK2	0
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	0
GRIN2A	0
GRIN2B	0
GRIN2C	23
GRIN2D	0
GRIN3A	112
GRIN3B	30
GRINA	1
GRIP1	79
GRIP2	35
GRIPAP1	25
GRK1	0
GRK4	3
GRK5	0
GRK6	5
GRK7	0
GRM1	0
GRM2	0
GRM3	4
GRM4	0
GRM5	0
GRM6	36
GRM7	1
GRM8	0
GRN	1
GRP	0
GRPEL1	9
GRPEL2	4
GRPR	0
GRSF1	35
GRTP1	17
GRWD1	5
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	18
GSDMB	2
GSDMC	14
GSDMD	15
GSG1	123
GSG1L	0
GSG2	9
GSK3A	30
GSK3B	8
GSN	8
GSPT1	44
GSPT2	0
GSR	8
GSS	6
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	11
GSTK1	1
GSTM1	0
GSTM2	3
GSTM2P1	0
GSTM3	90
GSTM4	0
GSTM5	0
GSTO1	12
GSTO2	4
GSTP1	0
GSTT1	55
GSTT2	0
GSTTP1	0
GSTTP2	26
GSTZ1	3
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	2
GTF2A2	1
GTF2B	1
GTF2E1	16
GTF2E2	2
GTF2F1	14
GTF2F2	0
GTF2H1	2
GTF2H2	37
GTF2H2B	23
GTF2H2C	6
GTF2H3	0
GTF2H4	0
GTF2H5	48
GTF2I	1
GTF2IP1	0
GTF2IRD1	3
GTF2IRD2	12
GTF2IRD2B	9
GTF2IRD2P1	1
GTF3A	45
GTF3C1	11
GTF3C2	3
GTF3C3	0
GTF3C4	0
GTF3C5	2
GTF3C6	1
GTPBP1	291
GTPBP10	163
GTPBP2	10
GTPBP3	21
GTPBP4	0
GTPBP6	0
GTPBP8	18
GTSE1	6
GTSF1	1
GTSF1L	0
GUCA1A	3
GUCA1B	18
GUCA1C	0
GUCA2A	0
GUCA2B	0
GUCY1A2	0
GUCY1A3	0
GUCY1B2	3
GUCY1B3	0
GUCY2C	9
GUCY2D	1
GUCY2F	0
GUCY2GP	0
GUF1	47
GUK1	2
GULP1	0
GUSB	3
GUSBP1	6
GUSBP10	0
GUSBP11	4
GUSBP2	0
GUSBP3	36
GUSBP4	0
GUSBP5	0
GUSBP9	0
GVINP1	27
GXYLT1	7
GXYLT2	0
GYG1	5
GYG2	0
GYG2P1	3
GYLTL1B	13
GYPA	0
GYPB	0
GYPC	6
GYPE	2
GYS1	23
GYS2	0
GZF1	94
GZMA	0
GZMB	0
GZMH	1
GZMK	4
GZMM	0
H19	1
H1F0	2
H1FNT	2
H1FOO	0
H1FX	49
H2AFB3	0
H2AFJ	2
H2AFV	31
H2AFX	1
H2AFY	8
H2AFY2	1
H2AFZ	32
H2BFM	0
H2BFWT	0
H2BFXP	0
H3F3A	3
H3F3B	19
H3F3C	0
H6PD	50
HAAO	7
HABP2	0
HABP4	2
HACE1	0
HACL1	0
HADH	1
HADHA	24
HADHB	0
HAGH	4
HAGHL	6
HAL	1
HAMP	0
HAND1	0
HAND2	0
HAO1	0
HAO2	0
HAP1	0
HAPLN1	0
HAPLN2	0
HAPLN3	0
HAPLN4	0
HAR1A	3
HAR1B	0
HARBI1	0
HARS	17
HARS2	0
HAS1	1
HAS2	0
HAS2-AS1	0
HAS3	121
HAT1	0
HAUS1	9
HAUS2	54
HAUS4	4
HAUS5	31
HAUS6	17
HAUS7	0
HAUS8	0
HAVCR1	3
HAVCR2	19
HAX1	2
HBA1	0
HBA2	0
HBB	0
HBBP1	0
HBD	0
HBE1	0
HBEGF	2
HBG1	0
HBG2	0
HBM	0
HBP1	176
HBQ1	1
HBS1L	10
HBZ	0
HCAR1	65
HCAR2	0
HCAR3	0
HCCS	0
HCFC1	8
HCFC1R1	3
HCFC2	8
HCG11	55
HCG18	28
HCG22	18
HCG26	1
HCG27	8
HCG4	4
HCG4B	0
HCG9	3
HCK	3
HCLS1	17
HCN1	0
HCN2	1
HCN3	0
HCN4	1
HCP5	6
HCRT	0
HCRTR1	15
HCRTR2	0
HCST	6
HDAC1	28
HDAC10	25
HDAC11	0
HDAC2	29
HDAC3	1
HDAC4	6
HDAC5	35
HDAC6	0
HDAC7	12
HDAC8	0
HDAC9	2
HDC	0
HDDC2	2
HDDC3	4
HDGF	7
HDGFL1	0
HDGFRP2	11
HDGFRP3	5
HDHD1	1
HDHD2	1
HDHD3	0
HDLBP	6
HDX	0
HEATR1	414
HEATR2	0
HEATR3	20
HEATR4	73
HEATR5A	29
HEATR5B	0
HEATR6	0
HEATR7A	0
HEATR7B1	0
HEATR8-TTC4	27
HEBP1	2
HEBP2	0
HECA	37
HECTD1	66
HECTD2	0
HECTD3	1
HECW1	0
HECW2	1
HEG1	1
HELB	1
HELLS	0
HELQ	0
HELT	0
HELZ	8
HEMGN	0
HEMK1	11
HENMT1	7
HEPACAM	0
HEPACAM2	0
HEPH	0
HEPHL1	17
HEPN1	0
HERC1	7
HERC2	2
HERC2P2	0
HERC2P3	0
HERC2P4	12
HERC2P7	6
HERC2P9	0
HERC3	1
HERC4	1
HERC5	4
HERC6	22
HERPUD1	1
HERPUD2	10
HES1	0
