gene symbol	(count) NOR_48_MA_766
ACTN1	1
ACTN2	0
ACTN3	1
ACTN4	9
ACTR10	2
ACTR1A	1
ACTR1B	0
ACTR2	0
ACTR3	3
ACTR3B	0
ACTR3BP2	1
ACTR3C	0
ACTR5	0
ACTR6	0
ACTR8	0
ACTRT1	0
ACTRT2	0
ACVR1	0
ACVR1B	0
ACVR1C	0
ACVR2A	37
ACVR2B	7
ACVRL1	3
ACY3	0
ACYP1	0
ACYP2	2
ADA	1
ADAD1	0
ADAD2	0
ADAL	0
ADAM10	0
ADAM11	2
ADAM12	5
ADAM15	1
ADAM17	37
ADAM18	0
ADAM19	1
ADAM2	0
ADAM20	0
ADAM21	2
ADAM21P1	0
ADAM22	16
ADAM23	0
ADAM28	13
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	1
ADAM3A	0
ADAM6	0
ADAM7	0
ADAM8	0
ADAM9	0
ADAMDEC1	3
ADAMTS1	0
ADAMTS10	2
ADAMTS12	0
ADAMTS13	2
ADAMTS14	0
ADAMTS15	0
ADAMTS16	1
ADAMTS17	6
ADAMTS18	0
ADAMTS19	0
ADAMTS2	3
ADAMTS20	0
ADAMTS3	0
ADAMTS4	17
ADAMTS5	0
ADAMTS6	0
ADAMTS7	5
ADAMTS8	2
ADAMTS9	0
ADAMTSL1	0
ADAMTSL2	15
ADAMTSL3	0
ADAMTSL4	116
ADAMTSL5	2
ADAP1	2
ADAP2	0
ADAR	7
ADARB1	0
ADARB2	5
ADAT1	32
ADAT2	1
ADC	0
ADCK1	0
ADCK2	0
ADCK3	0
ADCK4	0
ADCK5	3
ADCY1	23
ADCY10	0
ADCY2	2
ADCY3	20
ADCY4	0
ADCY5	9
ADCY6	8
ADCY7	64
ADCY8	0
ADCY9	0
ADCYAP1	0
ADCYAP1R1	0
ADD1	5
ADD2	0
ADD3	2
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	8
ADH5	4
ADH6	3
ADH7	0
ADHFE1	0
ADI1	0
ADIG	0
ADIPOQ	15
ADIPOR1	2
ADIPOR2	2
ADK	0
ADM	0
ADM2	16
ADNP	40
ADNP2	1
ADO	0
ADORA1	0
ADORA2A	2
ADORA2B	8
ADORA3	0
ADPGK	9
ADPRH	3
ADPRHL1	0
ADPRHL2	0
ADRA1A	12
ADRA1B	0
ADRA1D	0
ADRA2A	0
ADRA2B	0
ADRA2C	0
ADRB1	0
ADRB2	0
ADRB3	0
ADRBK1	1
ADRBK2	9
ADRM1	0
ADSL	0
ADSS	4
ADSSL1	0
AEBP1	1
AEBP2	3
AEN	0
AES	2
AFAP1	1
AFAP1-AS1	10
AFAP1L1	1
AFAP1L2	0
AFF1	3
AFF2	0
AFF3	19
AFF4	9
AFG3L1P	0
AFG3L2	13
AFM	0
AFMID	10
AFP	0
AFTPH	1
AGA	0
AGAP1	0
AGAP2	2
AGAP3	1
AGAP4	0
AGAP5	0
AGAP6	0
AGAP7	3
AGAP8	0
AGAP9	0
AGBL1	0
AGBL2	0
AGBL3	3
AGBL4	0
AGBL5	237
AGER	6
AGFG1	2
AGFG2	4
AGGF1	5
AGK	68
AGL	0
AGMAT	37
AGMO	10
AGPAT1	6
AGPAT2	0
AGPAT3	0
AGPAT4	56
AGPAT5	1
AGPAT6	4
AGPAT9	0
AGPHD1	0
AGPS	0
AGR2	0
AGR3	0
AGRN	0
AGRP	4
AGT	0
AGTPBP1	0
AGTR1	0
AGTR2	0
AGTRAP	0
AGXT	0
AGXT2	0
AGXT2L1	0
AGXT2L2	16
AHCTF1	0
AHCY	3
AHCYL1	0
AHCYL2	9
AHDC1	1
AHI1	3
AHNAK	16
AHNAK2	12
AHR	13
AHSA1	0
AHSA2	11
AHSG	0
AHSP	0
AICDA	11
AIDA	26
AIF1	0
AIF1L	1
AIFM1	4
AIFM2	8
AIFM3	0
AIG1	0
AIM1	33
AIM1L	11
AIM2	6
AIMP1	19
AIMP2	11
AIP	2
AIPL1	19
AIRE	11
AJAP1	1
AK1	24
AK2	1
AK3	18
AK4	0
AK5	17
AK7	0
AK8	0
AKAP1	0
AKAP10	0
AKAP11	2
AKAP12	16
AKAP13	23
AKAP14	0
AKAP17A	0
AKAP3	1
AKAP4	0
AKAP5	69
AKAP6	0
AKAP7	10
AKAP8	18
AKAP8L	1
AKAP9	0
AKIP1	8
AKIRIN1	4
AKIRIN2	3
AKNA	8
AKNAD1	1
AKR1A1	0
AKR1B1	1
AKR1B10	3
AKR1B15	0
AKR1C1	0
AKR1C2	0
AKR1C3	0
AKR1C4	3
AKR1CL1	0
AKR1D1	9
AKR1E2	0
AKR7A2	0
AKR7A2P1	0
AKR7A3	0
AKR7L	0
AKT1	1
AKT1S1	1
AKT2	2
AKT3	14
AKTIP	64
ALAD	0
ALAS1	1
ALAS2	2
ALB	0
ALCAM	1
ALDH16A1	1
ALDH18A1	0
ALDH1A1	0
ALDH1A2	0
ALDH1A3	1
ALDH1B1	7
ALDH1L1	0
ALDH1L2	14
ALDH2	0
ALDH3A1	0
ALDH3A2	18
ALDH3B1	17
ALDH3B2	0
ALDH4A1	0
ALDH5A1	15
ALDH6A1	4
ALDH7A1	2
ALDH8A1	4
ALDH9A1	7
ALDOA	2
ALDOB	2
ALDOC	0
ALG1	42
ALG10	0
ALG10B	3
ALG11	8
ALG12	10
ALG13	2
ALG14	0
ALG1L	10
ALG1L2	1
ALG2	0
ALG3	0
ALG5	0
ALG6	1
ALG8	0
ALG9	6
ALK	23
ALKBH1	0
ALKBH2	0
ALKBH3	0
ALKBH4	17
ALKBH5	1
ALKBH6	0
ALKBH7	0
ALKBH8	0
ALLC	0
ALMS1	0
ALMS1P	0
ALOX12	21
ALOX12B	5
ALOX12P2	1
ALOX15	7
ALOX15B	0
ALOX5	2
ALOX5AP	0
ALOXE3	0
ALPI	0
ALPK1	8
ALPK2	0
ALPK3	0
ALPL	0
ALPP	4
ALPPL2	0
ALS2	1
ALS2CL	1
ALS2CR11	0
ALS2CR12	19
ALS2CR8	9
ALX1	0
ALX3	9
ALX4	7
AMACR	2
AMBN	2
AMBP	1
AMBRA1	0
AMD1	1
AMDHD1	2
AMDHD2	3
AMELX	0
AMELY	0
AMFR	1
AMH	0
AMHR2	0
AMICA1	0
AMIGO1	15
AMIGO2	5
AMIGO3	32
AMMECR1	11
AMMECR1L	0
AMN	0
AMN1	2
AMOT	0
AMOTL1	3
AMOTL2	0
AMPD1	0
AMPD2	2
AMPD3	3
AMPH	35
AMT	77
AMTN	0
AMY1A	0
AMY2A	0
AMZ1	4
AMZ2	0
AMZ2P1	0
ANAPC1	0
ANAPC10	0
ANAPC11	0
ANAPC13	1
ANAPC16	52
ANAPC2	0
ANAPC4	0
ANAPC5	2
ANAPC7	0
ANG	0
ANGEL1	0
ANGEL2	11
ANGPT1	0
ANGPT2	59
ANGPT4	0
ANGPTL1	27
ANGPTL2	7
ANGPTL3	3
ANGPTL4	2
ANGPTL5	0
ANGPTL6	50
ANGPTL7	14
ANK1	2
ANK2	0
ANK3	3
ANKAR	2
ANKDD1A	15
ANKDD1B	0
ANKFN1	0
ANKFY1	9
ANKH	146
ANKHD1	3
ANKIB1	0
ANKK1	11
ANKLE1	28
ANKLE2	1
ANKMY1	0
ANKMY2	0
ANKRA2	0
ANKRD1	2
ANKRD10	0
ANKRD11	10
ANKRD12	21
ANKRD13A	8
ANKRD13B	0
ANKRD13C	3
ANKRD13D	0
ANKRD16	13
ANKRD17	1
ANKRD18A	0
ANKRD19P	29
ANKRD2	0
ANKRD20A3	1
ANKRD20A4	0
ANKRD20A5P	0
ANKRD20A9P	484
ANKRD22	4
ANKRD23	22
ANKRD24	0
ANKRD26	0
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	1
ANKRD28	21
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	16
ANKRD31	0
ANKRD32	10
ANKRD33	0
ANKRD33B	0
ANKRD34A	6
ANKRD34B	0
ANKRD34C	0
ANKRD35	0
ANKRD36	0
ANKRD36B	7
ANKRD36BP1	165
ANKRD36BP2	0
ANKRD37	12
ANKRD39	1
ANKRD40	34
ANKRD42	9
ANKRD44	1
ANKRD45	2
ANKRD46	0
ANKRD49	0
ANKRD50	0
ANKRD52	0
ANKRD53	1
ANKRD54	0
ANKRD55	3
ANKRD6	14
ANKRD62	21
ANKRD62P1-PARP4P3	5
ANKRD63	0
ANKRD7	0
ANKRD9	0
ANKS1A	0
ANKS1B	40
ANKS3	7
ANKS4B	18
ANKS6	0
ANKUB1	0
ANKZF1	3
ANLN	0
ANO1	0
ANO10	0
ANO2	0
ANO3	0
ANO4	0
ANO5	0
ANO6	4
ANO7	3
ANO8	2
ANO9	11
ANP32A	1
ANP32B	2
ANP32C	0
ANP32D	0
ANP32E	1
ANPEP	0
ANTXR1	0
ANTXR2	4
ANXA1	0
ANXA10	3
ANXA11	1
ANXA13	0
ANXA2	0
ANXA2P1	0
ANXA2P2	1
ANXA2P3	0
ANXA3	0
ANXA4	0
ANXA5	0
ANXA6	0
ANXA7	0
ANXA8	0
ANXA8L2	0
ANXA9	12
AOAH	0
AOC2	0
AOC3	0
AOC4	6
AOX1	0
AOX2P	1
AP1AR	8
AP1B1	0
AP1B1P1	0
AP1G1	1
AP1G2	97
AP1M1	0
AP1M2	0
AP1S1	0
AP1S2	9
AP1S3	41
AP2A1	2
AP2A2	1
AP2B1	0
AP2M1	1
AP2S1	0
AP3B1	1
AP3B2	1
AP3D1	8
AP3M1	41
AP3M2	2
AP3S1	2
AP3S2	11
AP4B1	0
AP4E1	25
AP4M1	4
AP4S1	6
APAF1	7
APBA1	0
APBA2	3
APBA3	1
APBB1	2
APBB1IP	2
APBB2	4
APBB3	0
APC	1
APC2	38
APCDD1	0
APCDD1L	2
APCS	0
APEH	1
APEX1	8
APEX2	0
APH1A	0
APH1B	0
API5	1
APIP	1
APITD1	9
APLF	0
APLN	0
APLNR	0
APLP1	1
APLP2	1
APOA1	0
APOA1BP	5
APOA2	5
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	33
APOBEC3A	7
APOBEC3B	0
APOBEC3C	0
APOBEC3D	16
APOBEC3F	5
APOBEC3G	0
APOBEC3H	1
APOBEC4	2
APOBR	3
APOC1	0
APOC1P1	4
APOC3	0
APOD	0
APOE	0
APOF	4
APOH	0
APOL1	34
APOL2	4
APOL3	3
APOL4	76
APOL5	0
APOL6	31
APOLD1	14
APOM	8
APOO	0
APOOL	11
APP	0
APPBP2	0
APPL1	11
APPL2	49
APRT	1
APTX	0
AQP1	0
AQP10	0
AQP11	14
AQP12A	0
AQP12B	0
AQP2	0
AQP3	0
AQP4	0
AQP5	0
AQP6	9
AQP7	0
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	0
AQPEP	0
AQR	0
AR	1
ARAF	3
ARAP1	2
ARAP2	1
ARAP3	0
ARC	0
ARCN1	10
AREG	0
ARF1	5
ARF3	0
ARF4	16
ARF5	0
ARF6	9
ARFGAP1	0
ARFGAP2	9
ARFGAP3	1
ARFGEF1	4
ARFGEF2	0
ARFIP1	0
ARFIP2	12
ARFRP1	0
ARG1	25
ARG2	85
ARGFX	41
ARGFXP2	9
ARGLU1	6
ARHGAP1	34
ARHGAP10	0
ARHGAP11A	2
ARHGAP11B	0
ARHGAP12	0
ARHGAP15	0
ARHGAP17	0
ARHGAP18	1
ARHGAP20	0
ARHGAP21	0
ARHGAP22	0
ARHGAP23	0
ARHGAP24	0
ARHGAP25	1
ARHGAP26	23
ARHGAP27	1
ARHGAP28	0
ARHGAP29	0
ARHGAP30	18
ARHGAP31	13
ARHGAP32	0
ARHGAP33	0
ARHGAP35	0
ARHGAP36	0
ARHGAP39	2
ARHGAP4	1
ARHGAP40	0
ARHGAP42	0
ARHGAP44	15
ARHGAP5	0
ARHGAP6	1
ARHGAP9	26
ARHGDIA	5
ARHGDIB	2
ARHGDIG	0
ARHGEF1	1
ARHGEF10	0
ARHGEF10L	0
ARHGEF11	0
ARHGEF12	0
ARHGEF15	0
ARHGEF16	0
ARHGEF17	0
ARHGEF18	1
ARHGEF19	0
ARHGEF2	0
ARHGEF25	0
ARHGEF26	15
ARHGEF3	0
ARHGEF33	7
ARHGEF35	4
ARHGEF37	0
ARHGEF38	0
ARHGEF4	9
ARHGEF40	4
ARHGEF5	0
ARHGEF6	11
ARHGEF7	0
ARHGEF9	3
ARID1A	5
ARID1B	2
ARID2	3
ARID3A	0
ARID3B	1
ARID3C	0
ARID4A	0
ARID4B	4
ARID5A	0
ARID5B	3
ARIH1	1
ARIH2	5
ARL1	0
ARL10	0
ARL11	11
ARL13A	3
ARL13B	2
ARL14	0
ARL15	0
ARL16	4
ARL17A	170
ARL2	3
ARL2BP	3
ARL3	11
ARL4A	7
ARL4C	8
ARL4D	0
ARL5A	1
ARL5B	0
ARL5C	0
ARL6	0
ARL6IP1	0
ARL6IP4	5
ARL6IP5	1
ARL6IP6	1
ARL8A	0
ARL8B	0
ARL9	0
ARMC1	0
ARMC10	18
ARMC2	3
ARMC3	0
ARMC4	0
ARMC5	10
ARMC6	0
ARMC7	23
ARMC8	1
ARMC9	0
ARMCX1	0
ARMCX2	0
ARMCX3	0
ARMCX4	0
ARMCX5	0
ARMCX6	0
ARMS2	0
ARNT	1
ARNT2	0
ARNTL	21
ARNTL2	0
ARPC1A	0
ARPC1B	4
ARPC2	1
ARPC3	10
ARPC4	20
ARPC5	0
ARPC5L	0
ARPP19	20
ARPP21	0
ARR3	4
ARRB1	1
ARRB2	0
ARRDC1	21
ARRDC2	2
ARRDC3	2
ARRDC4	0
ARRDC5	0
ARSA	16
ARSB	11
ARSD	2
ARSE	0
ARSF	2
ARSG	2
ARSH	0
ARSI	0
ARSJ	0
ARSK	10
ART1	1
ART3	1
ART4	0
ART5	0
ARTN	1
ARV1	0
ARVCF	5
ARX	0
ASAH1	1
ASAH2	0
ASAH2B	0
ASAP1	0
ASAP1-IT1	0
ASAP2	3
ASAP3	0
ASB1	0
ASB10	0
ASB11	18
ASB12	0
ASB13	0
ASB14	81
ASB15	0
ASB16	21
ASB17	0
ASB18	0
ASB2	1
ASB3	0
ASB4	5
ASB5	0
ASB6	41
ASB7	0
ASB8	32
ASB9	0
ASB9P1	3
ASCC1	14
ASCC2	2
ASCC3	0
ASCL1	0
ASCL2	0
ASCL3	0
ASCL4	0
ASF1A	44
ASF1B	1
ASGR1	0
ASGR2	1
ASH1L	3
ASH2L	1
ASIP	2
ASL	1
ASMTL	0
ASMTL-AS1	0
ASNA1	0
ASNS	0
ASNSD1	0
ASPA	0
ASPDH	9
ASPG	0
ASPH	6
ASPHD1	1
ASPHD2	7
ASPM	0
ASPN	6
ASPRV1	0
ASPSCR1	0
ASRGL1	0
ASS1	3
ASTE1	16
ASTL	0
ASTN1	0
ASTN2	1589
ASXL1	3
ASXL2	2
ASXL3	0
ASZ1	1
ATAD1	0
ATAD2	1
ATAD2B	4
ATAD3A	0
ATAD3B	0
ATAD3C	20
ATAD5	16
ATAT1	11
ATCAY	53
ATE1	0
ATF1	1
ATF2	0
ATF3	0
ATF4	8
ATF5	20
ATF6	0
ATF6B	0
ATF7	0
ATF7IP	2
ATF7IP2	1
ATG10	6
ATG12	18
ATG13	9
ATG14	36
ATG16L1	0
ATG16L2	15
ATG2A	0
ATG2B	0
ATG3	0
ATG4A	0
ATG4B	0
ATG4C	0
ATG4D	37
ATG5	0
ATG7	56
ATG9A	0
ATG9B	3
ATHL1	0
ATIC	0
ATL1	3
ATL2	1
ATL3	0
ATM	26
ATMIN	2
ATN1	2
ATOH1	0
ATOH7	0
ATOH8	0
ATOX1	0
ATP10A	3
ATP10B	2
ATP10D	0
ATP11A	0
ATP11B	3
ATP11C	0
ATP12A	0
ATP13A1	0
ATP13A2	0
ATP13A3	0
ATP13A4	0
ATP13A5	0
ATP1A1	11
ATP1A1OS	226
ATP1A2	14
ATP1A3	0
ATP1A4	0
ATP1B1	2
ATP1B2	19
ATP1B3	2
ATP1B4	13
ATP2A1	7
ATP2A2	3
ATP2A3	0
ATP2B1	8
ATP2B2	2
ATP2B3	1
ATP2B4	4
ATP2C1	12
ATP2C2	4
ATP4A	0
ATP4B	0
ATP5A1	0
ATP5B	1
ATP5C1	0
ATP5D	0
ATP5E	0
ATP5EP2	0
ATP5F1	7
ATP5G1	0
ATP5G2	3
ATP5G3	0
ATP5H	33
ATP5I	0
ATP5J	6
ATP5L	0
ATP5L2	3
ATP5O	0
ATP5S	11
ATP5SL	4
ATP6AP1	0
ATP6AP1L	0
ATP6AP2	3
ATP6V0A1	0
ATP6V0A2	6
ATP6V0A4	0
ATP6V0B	1
ATP6V0C	1
ATP6V0CP3	0
ATP6V0D1	0
ATP6V0D2	0
ATP6V0E1	0
ATP6V0E2	1
ATP6V1A	7
ATP6V1B1	1
ATP6V1B2	0
ATP6V1C1	2
ATP6V1C2	196
ATP6V1D	1
ATP6V1E1	0
ATP6V1E2	0
ATP6V1F	0
ATP6V1G1	1
ATP6V1G3	0
ATP6V1H	0
ATP7A	2
ATP7B	0
ATP8A1	1
ATP8A2	0
ATP8B1	93
ATP8B2	6
ATP8B3	0
ATP8B4	0
ATP8B5P	0
ATP9A	0
ATP9B	0
ATPAF1	1
ATPAF2	0
ATPIF1	1
ATR	0
ATRIP	5
ATRN	2
ATRNL1	0
ATRX	0
ATXN1	1
ATXN10	1
ATXN1L	7
ATXN2	8
ATXN2L	1
ATXN3	24
ATXN3L	0
ATXN7	2
ATXN7L1	0
ATXN7L2	2
ATXN7L3	5
ATXN7L3B	0
ATXN8OS	0
AUH	0
AUP1	2
AURKA	3
AURKAIP1	0
AURKAPS1	0
AURKB	0
AURKC	0
AUTS2	2
AVEN	0
AVIL	7
AVL9	2
AVP	0
AVPI1	2
AVPR1A	0
AVPR1B	0
AVPR2	11
AWAT1	0
AWAT2	2
AXDND1	0
AXIN1	0
AXIN2	0
AXL	8
AZGP1	0
AZGP1P1	0
AZI1	0
AZI2	9
AZIN1	0
AZU1	0
B2M	2
B3GALNT1	2
B3GALNT2	26
B3GALT1	0
B3GALT2	51
B3GALT4	2
B3GALT5	0
B3GALT6	0
B3GALTL	0
B3GAT1	3
B3GAT2	24
B3GAT3	0
B3GNT1	0
B3GNT2	0
B3GNT3	0
B3GNT4	10
B3GNT5	7
B3GNT6	5
B3GNT7	11
B3GNT8	6
B3GNT9	13
B3GNTL1	2
B4GALNT1	0
B4GALNT2	0
B4GALNT3	1
B4GALNT4	0
B4GALT1	0
B4GALT2	0
B4GALT3	0
B4GALT4	0
B4GALT5	6
B4GALT6	0
B4GALT7	8
B9D1	1
B9D2	2
BAALC	0
BAAT	14
BABAM1	0
BACE1	73
BACE1-AS	2
BACE2	0
BACH1	0
BACH2	2
BAD	1
BAG1	4
BAG2	0
BAG3	1
BAG4	0
BAG5	1
BAG6	3
BAHCC1	0
BAHD1	1
BAI1	0
BAI2	0
BAI3	0
BAIAP2	2
BAIAP2L1	23
BAIAP2L2	2
BAIAP3	57
BAK1	0
BAMBI	0
BANF1	13
BANF2	0
BANK1	0
BANP	1
BAP1	17
BARD1	0
BARHL1	0
BARHL2	0
BARX1	0
BARX2	1
BASP1	10
BASP1P1	0
BATF	0
BATF2	0
BATF3	0
BAX	0
BAZ1A	16
BAZ1B	1
BAZ2A	5
BAZ2B	1
BBC3	2
BBIP1	202
BBOX1	0
BBS1	10
BBS10	0
BBS12	0
BBS2	0
BBS4	3
BBS5	329
BBS7	0
BBS9	0
BBX	0
BCAM	0
BCAN	0
BCAP29	0
BCAP31	0
BCAR1	0
BCAR3	0
BCAR4	0
BCAS1	36
BCAS2	25
BCAS3	0
BCAS4	4
BCAT1	0
BCAT2	0
BCCIP	11
BCDIN3D	14
BCHE	0
BCKDHA	3
BCKDHB	14
BCKDK	2
BCL10	1
BCL11A	1
BCL11B	6
BCL2	0
BCL2A1	0
BCL2L1	2
BCL2L10	0
BCL2L11	4
BCL2L12	37
BCL2L13	8
BCL2L14	0
BCL2L15	29
BCL2L2	11
BCL3	0
BCL6	0
BCL6B	0
BCL7A	0
BCL7B	0
BCL7C	3
BCL9	8
BCL9L	11
BCLAF1	4
BCMO1	0
BCO2	0
BCOR	0
BCORL1	1
BCORP1	1
BCR	1
BCRP2	0
BCRP3	0
BCS1L	5
BCYRN1	5
BDH1	14
BDH2	1
BDKRB1	0
BDKRB2	0
BDNF	3
BDP1	1
BEAN1	5
BECN1	0
BEGAIN	3
BEND2	10
BEND3	0
BEND4	0
BEND5	0
BEND6	0
BEND7	0
BEST1	162
BEST2	1
BEST3	0
BEST4	2
BET1	0
BET1L	0
BEX1	0
BEX2	0
BEX4	1
BEX5	0
BFAR	1
BFSP1	1
BFSP2	0
BGN	1
BHLHA15	1
BHLHA9	0
BHLHB9	0
BHLHE22	0
BHLHE23	0
BHLHE40	1
BHLHE41	0
BHMT	3
BHMT2	52
BICC1	0
BICD1	0
BICD2	1
BID	9
BIK	2
BIN1	1
BIN2	1
BIN3	1
BIRC2	0
BIRC3	0
BIRC5	0
BIRC6	1
BIRC7	0
BIRC8	0
BIVM	9
BLCAP	1
BLID	0
BLK	0
BLM	0
BLMH	0
BLNK	0
BLOC1S1	5
BLOC1S2	0
BLOC1S3	4
BLVRA	0
BLVRB	0
BLZF1	1
BMF	1
BMP1	0
BMP10	0
BMP15	0
BMP2	0
BMP2K	5
BMP3	5
BMP4	0
BMP5	0
BMP6	19
BMP7	40
BMP8A	48
BMP8B	27
BMPER	0
BMPR1A	0
BMPR1B	0
BMPR2	5
BMS1	3
BMS1P1	8
BMS1P4	17
BMX	0
BNC1	0
BNC2	2
BNIP1	0
BNIP2	1
BNIP3	7
BNIP3L	0
BNIPL	16
BOC	1
BOD1	0
BOK	2
BOK-AS1	0
BOLA1	0
BOLA2	0
BOLA3	0
BOLL	2
BOP1	7
BPESC1	0
BPGM	0
BPHL	0
BPI	0
BPNT1	8
BPTF	4
BPY2	0
BRAF	0
BRAP	2
BRAT1	22
BRCA1	8
BRCA2	7
BRCC3	0
BRD1	27
BRD2	6
BRD3	5
BRD4	5
BRD7	26
BRD7P3	16
BRD8	0
BRD9	2
BRDT	12
BRE	4
BREA2	12
BRF1	7
BRF2	0
BRI3	1
BRI3BP	0
BRIP1	47
BRIX1	5
BRK1	0
BRMS1	0
BRMS1L	0
BROX	2
BRPF1	0
BRPF3	1
BRS3	0
BRSK1	1
BRSK2	10
BRWD1	14
BRWD3	11
BSCL2	4
BSDC1	1
BSG	0
BSN	4
BSND	0
BSPH1	0
BSPRY	3
BST1	0
BST2	0
BSX	0
BTAF1	4
BTBD1	5
BTBD10	6
BTBD11	2
BTBD16	0
BTBD17	0
BTBD18	23
BTBD19	0
BTBD2	34
BTBD3	0
BTBD6	12
BTBD7	2
BTBD8	0
BTBD9	27
BTC	0
BTD	1
BTF3	9
BTF3L4	0
BTF3P11	0
BTG1	6
BTG2	0
BTG3	2
BTG4	0
BTK	0
BTLA	1
BTN1A1	1
BTN2A1	0
BTN2A2	0
BTN3A1	2
BTN3A2	2
BTN3A3	0
BTNL2	0
BTNL3	0
BTNL8	0
BTNL9	0
BTRC	2
BUB1	0
BUB1B	0
BUB3	0
BUD13	0
BUD31	5
BVES	9
BYSL	58
BZRAP1	2
BZW1	1
BZW2	0
C10orf10	32
C10orf105	55
C10orf107	0
C10orf11	0
C10orf111	4
C10orf112	0
C10orf113	0
C10orf114	0
C10orf118	4
C10orf12	0
C10orf120	0
C10orf128	0
C10orf129	0
C10orf131	1
C10orf137	0
C10orf18	15
C10orf2	0
C10orf25	21
C10orf32	34
C10orf35	0
C10orf40	0
C10orf53	0
C10orf54	22
C10orf55	0
C10orf62	0
C10orf67	1
C10orf71	0
C10orf76	5
C10orf82	0
C10orf88	0
C10orf90	0
C10orf91	0
C10orf95	20
C10orf99	0
C11orf1	0
C11orf16	2
C11orf21	1
C11orf24	0
C11orf30	0
C11orf31	5
C11orf34	5
C11orf35	10
C11orf40	0
C11orf42	4
C11orf44	7
C11orf45	1
C11orf48	0
C11orf49	27
C11orf53	0
C11orf54	2
C11orf57	20
C11orf58	38
C11orf63	8
C11orf65	0
C11orf68	0
C11orf70	10
C11orf71	2
C11orf73	0
C11orf74	0
C11orf80	7
C11orf82	2
C11orf83	11
C11orf84	2
C11orf85	0
C11orf86	0
C11orf87	1
C11orf88	0
C11orf91	0
C11orf92	9
C11orf93	0
C11orf94	0
C11orf95	9
C11orf96	0
C12orf10	3
C12orf23	9
