gene symbol	(count) FRA_49_MW_1194
EPCAM	0
EPDR1	0
EPG5	2
EPGN	1
EPHA1	16
EPHA10	12
EPHA2	0
EPHA3	4
EPHA4	0
EPHA5	0
EPHA6	1
EPHA7	0
EPHA8	0
EPHB1	0
EPHB2	0
EPHB3	1
EPHB4	0
EPHB6	1
EPHX1	175
EPHX2	1
EPHX3	0
EPHX4	0
EPM2A	3
EPM2AIP1	2
EPN1	0
EPN2	3
EPN3	5
EPO	0
EPOR	4
EPPK1	0
EPRS	1
EPS15	1
EPS15L1	4
EPS8	0
EPS8L1	6
EPS8L2	2
EPS8L3	0
EPSTI1	2
EPT1	12
EPX	7
EPYC	0
ERAL1	0
ERAP1	489
ERAP2	25
ERAS	0
ERBB2	13
ERBB2IP	3
ERBB3	36
ERBB4	0
ERC1	7
ERC2	0
ERCC1	42
ERCC2	0
ERCC3	1
ERCC4	17
ERCC6	0
ERCC6L	26
ERCC8	0
EREG	25
ERF	5
ERG	0
ERGIC1	0
ERGIC2	4
ERGIC3	0
ERH	0
ERI1	5
ERI2	15
ERI3	0
ERICH1	4
ERLEC1	4
ERLIN1	0
ERLIN2	33
ERMAP	6
ERMN	0
ERMP1	58
ERN1	1
ERN2	11
ERO1L	4
ERO1LB	33
ERP27	0
ERP29	21
ERP44	98
ERRFI1	1
ERVFRD-1	27
ERVV-1	40
ERVV-2	0
ERVW-1	115
ESAM	7
ESCO1	0
ESCO2	0
ESD	0
ESF1	7
ESM1	0
ESPL1	0
ESPN	6
ESPNL	0
ESPNP	1
ESR1	1
ESR2	24
ESRG	156
ESRP1	0
ESRP2	184
ESRRA	26
ESRRB	0
ESRRG	0
ESX1	0
ESYT1	22
ESYT2	27
ESYT3	1
ETAA1	1
ETF1	21
ETFA	0
ETFB	0
ETFDH	3
ETHE1	0
ETNK1	1
ETNK2	0
ETS1	9
ETS2	0
ETV1	0
ETV2	0
ETV3	1
ETV3L	0
ETV4	17
ETV5	0
ETV6	2
ETV7	0
EVC	1
EVC2	0
EVI2A	21
EVI2B	15
EVI5	47
EVI5L	0
EVL	9
EVPL	0
EVPLL	0
EVX1	0
EVX2	0
EWSR1	3
EXD1	12
EXD2	0
EXD3	0
EXO1	0
EXOC1	5
EXOC2	1
EXOC3	2
EXOC3L1	0
EXOC3L2	22
EXOC3L4	0
EXOC4	0
EXOC5	2
EXOC6	0
EXOC6B	0
EXOC7	1
EXOC8	36
EXOG	7
EXOSC1	2
EXOSC10	10
EXOSC2	28
EXOSC3	15
EXOSC4	2
EXOSC5	0
EXOSC6	25
EXOSC7	0
EXOSC8	53
EXOSC9	5
EXPH5	88
EXT1	0
EXT2	0
EXTL1	1
EXTL2	0
EXTL3	16
EYA1	0
EYA2	0
EYA3	51
EYA4	0
EYS	169
EZH1	2
EZH2	3
EZR	61
F10	3
F11	0
F11R	25
F12	1
F13A1	1
F13B	0
F2	2
F2R	33
F2RL1	8
F2RL2	95
F2RL3	9
F3	7
F5	128
F7	0
F8	0
F8A1	0
F9	0
FA2H	0
FAAH	0
FAAH2	0
FABP1	0
FABP12	0
FABP2	2
FABP3	20
FABP4	0
FABP5	4
FABP5P3	0
FABP6	0
FABP7	0
FABP9	0
FADD	2
FADS1	14
FADS2	1
FADS3	1
FADS6	14
FAF1	0
FAF2	0
FAH	0
FAHD1	4
FAHD2A	0
FAHD2B	2
FAIM	19
FAIM2	0
FAIM3	2
FAM101B	9
FAM102A	2
FAM102B	25
FAM103A1	14
FAM104A	77
FAM104B	0
FAM105A	14
FAM105B	49
FAM106A	39
FAM106CP	5
FAM107A	0
FAM107B	2
FAM109A	0
FAM109B	6
FAM110A	0
FAM110B	0
FAM110C	1
FAM111A	11
FAM111B	13
FAM114A1	15
FAM114A2	0
FAM115A	10
FAM115C	122
FAM117A	1
FAM117B	36
FAM118A	21
FAM118B	30
FAM120A	17
FAM120AOS	75
FAM120B	2
FAM120C	5
FAM122A	0
FAM122B	4
FAM122C	34
FAM124A	14
FAM124B	0
FAM126A	0
FAM126B	92
FAM127A	0
FAM127B	0
FAM127C	0
FAM129A	13
FAM129B	0
FAM129C	1
FAM131A	1
FAM131B	0
FAM131C	0
FAM132A	1
FAM132B	10
FAM133A	0
FAM133B	5
FAM134A	27
FAM134B	3
FAM134C	11
FAM135A	0
FAM135B	0
FAM136A	11
FAM138B	0
FAM138C	0
FAM138D	1
FAM138E	0
FAM138F	0
FAM13A	223
FAM13B	2
FAM13C	0
FAM149A	0
FAM149B1	25
FAM150A	0
FAM150B	12
FAM151A	1
FAM151B	0
FAM153A	0
FAM153B	3
FAM153C	22
FAM154A	0
FAM154B	6
FAM155A	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM157A	0
FAM157B	1
FAM159A	3
FAM159B	2
FAM160A1	3
FAM160A2	0
FAM160B1	0
FAM160B2	72
FAM161A	81
FAM161B	37
FAM162A	3
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	25
FAM166B	2
FAM167A	1
FAM167B	0
FAM168A	59
FAM168B	0
FAM169A	40
FAM169B	3
FAM170A	0
FAM170B	0
FAM171A1	0
FAM171A2	3
FAM171B	0
FAM172A	0
FAM172BP	45
FAM173A	0
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	92
FAM175B	0
FAM177A1	41
FAM177B	3
FAM178A	8
FAM178B	1
FAM179A	1
FAM179B	0
FAM180A	0
FAM180B	2
FAM181A	0
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	2
FAM184A	7
FAM184B	68
FAM185A	28
FAM186A	7
FAM186B	25
FAM187B	0
FAM188A	0
FAM189A1	11
FAM189A2	0
FAM189B	0
FAM192A	3
FAM193A	11
FAM193B	27
FAM194A	3
FAM194B	0
FAM195A	13
FAM195B	0
FAM196A	1
FAM196B	219
FAM197Y5	0
FAM198A	0
FAM198B	18
FAM199X	1
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	1
FAM200B	5
FAM201A	2
FAM203A	0
FAM204A	16
FAM20A	45
FAM20B	20
FAM20C	0
FAM21A	0
FAM21B	0
FAM21C	0
FAM24A	1
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	0
FAM26F	0
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	1
FAM27L	0
FAM32A	8
FAM35A	8
FAM3A	8
FAM3B	0
FAM3C	1
FAM3D	0
FAM41AY2	0
FAM41C	0
FAM43A	2
FAM43B	0
FAM45B	0
FAM46A	0
FAM46B	2
FAM46C	1
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	0
FAM50A	0
FAM50B	0
FAM53A	0
FAM53B	49
FAM53C	0
FAM55B	0
FAM57A	10
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	20
FAM63A	1
FAM63B	23
FAM64A	4
FAM65A	29
FAM65B	15
FAM65C	128
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	38
FAM69B	61
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	1
FAM71E1	26
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	2
FAM73A	130
FAM73B	1
FAM74A1	0
FAM74A3	1
FAM74A4	2
FAM76A	4
FAM76B	0
FAM78A	9
FAM78B	0
FAM81A	1
FAM81B	5
FAM83A	5
FAM83B	0
FAM83C	0
FAM83D	0
FAM83E	2
FAM83F	0
FAM83G	0
FAM83H	7
FAM84A	1
FAM84B	25
FAM86A	37
FAM86B1	3
FAM86B2	0
FAM86C1	3
FAM86C2P	0
FAM86DP	0
FAM86EP	16
FAM86FP	2
FAM86HP	5
FAM89A	0
FAM89B	1
FAM8A1	71
FAM90A1	2
FAM90A25P	6
FAM91A1	53
FAM92A1	16
FAM92B	4
FAM95B1	0
FAM96A	0
FAM96B	0
FAM98A	2
FAM98B	14
FAM98C	3
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	0
FAN1	200
FANCA	470
FANCB	0
FANCC	9
FANCD2	29
FANCE	1
FANCF	31
FANCG	1
FANCI	121
FANCL	98
FANCM	10
FANK1	0
FAP	0
FAR1	0
FAR2	66
FARP1	84
FARP2	15
FARS2	0
FARSA	1
FARSB	0
FAS	2
FAS-AS1	35
FASLG	0
FASN	0
FASTK	4
FASTKD1	2
FASTKD2	30
FASTKD3	0
FAT1	0
FAT2	18
FAT3	16
FAT4	0
FATE1	0
FAU	2
FBF1	0
FBL	1
FBLIM1	77
FBLL1	0
FBLN1	14
FBLN2	0
FBLN5	2
FBLN7	1
FBN1	0
FBN2	0
FBN3	0
FBP1	0
FBP2	0
FBRS	0
FBRSL1	1
FBXL12	0
FBXL13	45
FBXL14	3
FBXL15	4
FBXL16	13
FBXL17	15
FBXL18	83
FBXL19	0
FBXL19-AS1	19
FBXL2	32
FBXL20	94
FBXL21	0
FBXL22	9
FBXL3	25
FBXL4	0
FBXL5	0
FBXL6	1
FBXL7	0
FBXL8	1
FBXO10	18
FBXO11	21
FBXO15	0
FBXO16	0
FBXO17	22
FBXO18	2
FBXO2	1
FBXO21	0
FBXO22	0
FBXO24	3
FBXO25	0
FBXO27	51
FBXO28	1
FBXO3	1
FBXO30	7
FBXO31	1
FBXO32	3
FBXO33	30
FBXO34	1
FBXO36	0
FBXO38	1
FBXO39	0
FBXO4	1
FBXO40	72
FBXO41	21
FBXO42	0
FBXO43	0
FBXO44	8
FBXO45	41
FBXO46	0
FBXO47	0
FBXO48	10
FBXO5	2
FBXO6	45
FBXO7	1
FBXO8	23
FBXO9	1
FBXW10	1
FBXW11	0
FBXW12	0
FBXW2	15
FBXW4	5
FBXW4P1	0
FBXW5	14
FBXW7	0
FBXW8	18
FBXW9	0
FCAMR	0
FCAR	41
FCER1A	0
FCER1G	1
FCER2	2
FCF1	32
FCGBP	0
FCGR1A	2
FCGR1B	0
FCGR1C	0
FCGR2A	1
FCGR2B	0
FCGR2C	0
FCGR3A	3
FCGR3B	0
FCGRT	1
FCHO1	1
FCHO2	1
FCHSD1	103
FCHSD2	88
FCN1	18
FCN2	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	0
FCRL4	0
FCRL5	0
FCRL6	1
FCRLA	0
FCRLB	2
FDFT1	5
FDPS	8
FDX1	22
FDX1L	0
FDXACB1	16
FDXR	1
FECH	22
FEM1A	3
FEM1B	2
FEM1C	0
FEN1	3
FER	8
FER1L4	5
FER1L5	2
FER1L6	0
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	1
FERMT3	18
FES	3
FETUB	0
FEV	0
FEZ1	5
FEZ2	1
FEZF1	0
FEZF2	0
FFAR1	0
FFAR2	28
FFAR3	0
FGA	0
FGB	13
FGD1	36
FGD2	1
FGD3	3
FGD4	21
FGD5	4
FGD6	3
FGF1	0
FGF10	0
FGF11	3
FGF12	0
FGF13	1
FGF14	0
FGF16	0
FGF17	3
FGF18	0
FGF19	0
FGF2	10
FGF20	0
FGF21	0
FGF22	2
FGF23	3
FGF3	0
FGF4	0
FGF5	193
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	3
FGFBP3	2
FGFR1	8
FGFR1OP	0
FGFR1OP2	5
FGFR2	34
FGFR3	1
FGFR4	0
FGFRL1	0
FGG	0
FGGY	0
FGL1	0
FGL2	29
FGR	2
FH	0
FHAD1	24
FHDC1	17
FHIT	0
FHL1	2
FHL2	4
FHL3	0
FHL5	0
FHOD1	74
FHOD3	13
FIBCD1	0
FIBIN	0
FIBP	7
FICD	30
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	13
FIGNL2	15
FILIP1	0
FILIP1L	53
FIP1L1	3
FIS1	0
FITM1	0
FITM2	0
FIZ1	0
FJX1	0
FKBP10	0
FKBP11	9
FKBP14	94
FKBP15	58
FKBP1AP1	47
FKBP1B	0
FKBP2	1
FKBP3	2
FKBP4	40
FKBP5	85
FKBP6	15
FKBP7	6
FKBP8	1
FKBP9	30
FKBP9L	4
FKBPL	0
FKRP	13
FKSG29	1
FKTN	5
FLAD1	8
FLCN	47
FLG	3
FLG2	13
FLI1	6
FLII	4
FLJ10038	15
FLJ11235	0
FLJ12825	24
FLJ13197	103
FLJ13224	65
FLJ14107	23
FLJ14186	3
FLJ16341	3
FLJ16779	0
FLJ20021	0
FLJ21408	3
FLJ22184	0
FLJ22447	0
FLJ22763	0
FLJ25363	2
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27352	0
FLJ27354	13
FLJ30403	41
FLJ30679	1
FLJ30838	5
FLJ31104	52
FLJ31306	20
FLJ31662	48
FLJ31813	11
FLJ32756	12
FLJ33360	8
FLJ33534	5
FLJ33581	1
FLJ33630	2
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	0
FLJ36777	8
FLJ37035	0
FLJ37201	0
FLJ37453	69
FLJ37505	1
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	23
FLJ41200	11
FLJ41278	0
FLJ41350	0
FLJ41423	2
FLJ41484	2
FLJ41941	5
FLJ42351	0
FLJ42393	0
FLJ42627	67
FLJ42875	0
FLJ42969	0
FLJ43663	8
FLJ43681	32
FLJ43879	2
FLJ44313	0
FLJ44511	0
FLJ44635	0
FLJ44881	0
FLJ45079	4
FLJ45340	24
FLJ45445	0
FLJ45513	4
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	14
FLJ46906	4
FLNA	26
FLNB	1
FLNC	0
FLOT1	0
FLOT2	0
FLRT1	6
FLRT2	0
FLRT3	0
FLT1	49
FLT3	1
FLT3LG	0
FLT4	9
FLVCR1	50
FLVCR2	13
FLYWCH1	4
FLYWCH2	0
FMN1	24
FMN2	1
FMNL1	31
FMNL2	53
FMNL3	32
FMO1	0
FMO2	1
FMO3	0
FMO4	0
FMO5	35
FMO6P	1
FMO9P	0
FMOD	0
FMR1	0
FMR1-AS1	9
FMR1NB	0
FN1	31
FN3K	1
FN3KRP	0
FNBP1	14
FNBP1L	1
FNBP4	2
FNDC1	0
FNDC3A	5
FNDC3B	1
FNDC4	0
FNDC5	14
FNDC7	0
FNDC8	9
FNDC9	117
FNIP1	19
FNIP2	1
FNTA	24
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	0
FOLR3	0
FOLR4	0
FOPNL	14
FOS	3
FOSB	0
FOSL1	4
FOSL2	5
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	2
FOXC2	0
FOXD1	0
FOXD2	10
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	0
FOXD4L6	0
FOXE1	9
FOXE3	0
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	60
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	0
FOXJ3	6
FOXK1	51
FOXK2	10
FOXL1	0
FOXL2	0
FOXM1	78
FOXN1	0
FOXN2	3
FOXN3	10
FOXN4	0
FOXO1	4
FOXO3	16
FOXO4	20
FOXP1	2
FOXP2	0
FOXP3	20
FOXP4	9
FOXQ1	0
FOXR1	2
FOXR2	0
FOXRED1	1
FOXRED2	21
FOXS1	0
FPGS	3
FPGT	0
FPR1	0
FPR2	2
FPR3	53
FRA10AC1	16
FRAS1	0
FRAT1	9
FRAT2	2
FREM1	0
FREM2	9
FREM3	5
FRG1	1
FRG1B	0
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	165
FRMD4B	0
FRMD5	13
FRMD6	0
FRMD7	8
FRMD8	18
FRMPD1	1
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	19
FRS2	0
FRS3	0
FRY	0
FRYL	1
FRZB	0
FSCB	0
FSCN1	3
FSCN2	6
FSCN3	0
FSD1	0
FSD1L	2
FSD2	5
FSHB	0
FSHR	0
FSIP1	0
FSIP2	86
FST	0
FSTL1	0
FSTL3	6
FSTL4	0
FSTL5	0
FTCD	0
FTH1	22
FTH1P3	0
FTHL17	0
FTL	12
FTLP10	7
FTMT	0
FTO	38
FTSJ1	0
FTSJ2	1
FTSJ3	21
FTSJD1	0
FTSJD2	26
FTX	19
FUBP1	1
FUBP3	0
FUCA1	0
FUCA2	35
FUK	8
FUNDC1	0
FUNDC2	1
FUNDC2P2	0
FURIN	1
FUS	13
FUT1	18
FUT10	0
FUT11	5
FUT2	79
FUT3	1
FUT4	8
FUT5	0
FUT6	53
FUT7	1
FUT8	20
FUT9	4
FUZ	21
FXN	114
FXR1	140
FXR2	4
FXYD1	0
FXYD2	18
FXYD3	1
FXYD4	0
FXYD5	0
FXYD7	2
FYB	9
FYCO1	0
FYN	4
FYTTD1	1
FZD1	0
FZD10	0
FZD2	14
FZD3	48
FZD4	20
FZD5	1
FZD6	6
FZD7	0
FZD8	0
FZD9	0
FZR1	4
G0S2	3
G2E3	1
G3BP1	7
G3BP2	0
G6PC	8
G6PC2	0
G6PC3	3
G6PD	0
GAA	0
GAB1	0
GAB2	29
GAB3	0
GAB4	0
GABARAP	12
GABARAPL1	1
GABARAPL2	5
GABARAPL3	0
GABBR1	0
GABBR2	0
GABPA	7
GABPB1	31
GABPB2	6
GABRA1	0
GABRA2	2
GABRA3	1
GABRA4	1
GABRA5	0
GABRA6	0
GABRB1	1
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	0
GABRR2	0
GABRR3	0
GAD1	0
GAD2	1
GADD45A	0
GADD45B	1
GADD45G	0
GADD45GIP1	0
GADL1	0
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	4
GAL	0
GAL3ST1	0
GAL3ST2	1
GAL3ST3	0
GAL3ST4	13
GALC	3
GALE	4
GALK1	0
GALK2	1
GALM	41
GALNS	14
GALNT1	4
GALNT10	42
GALNT11	53
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	1
GALNT3	0
GALNT5	1
GALNT6	26
GALNT7	51
GALNT8	0
GALNT9	8
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	7
GALR3	0
GALT	0
GAMT	5
GAN	0
GANAB	0
GANC	0
GAP43	0
GAPDH	42
GAPDHS	45
GAPT	0
GAPVD1	18
GAR1	0
GARNL3	0
GARS	2
GART	2
GAS1	0
GAS2	11
GAS2L1	0
GAS2L2	3
GAS2L3	0
GAS5	7
GAS6	18
GAS7	5
GAS8	0
GAST	0
GATA1	2
GATA2	2
GATA3	2
GATA4	0
GATA5	0
GATA6	0
GATAD1	101
GATAD2A	2
GATAD2B	1
GATC	318
GATM	0
GATS	74
GATSL1	0
GATSL2	0
GATSL3	2
GBA	0
GBA2	38
GBA3	0
GBAP1	2
GBAS	0
GBE1	1
GBF1	5
GBGT1	0
GBP1	1
GBP1P1	0
GBP2	10
GBP3	12
GBP4	51
GBP5	16
GBP6	30
GBP7	1
GBX1	0
GBX2	0
GC	0
GCA	0
GCAT	11
GCC1	0
GCC2	8
GCDH	0
GCG	0
GCGR	0
GCH1	6
GCHFR	16
GCK	1
GCKR	0
GCLC	1
GCLM	42
GCM1	3
GCM2	1
GCN1L1	2
GCNT1	6
GCNT2	13
GCNT3	0
GCNT4	0
GCNT7	47
GCOM1	2
GCSH	10
GDA	0
GDAP1	0
GDAP1L1	13
GDAP2	20
GDE1	5
GDF10	0
GDF11	55
GDF15	4
GDF2	0
GDF3	0
GDF5	0
GDF5OS	7
GDF6	2
GDF7	2
GDF9	0
GDI1	1
GDI2	22
GDNF	0
GDPD1	54
GDPD2	3
GDPD3	1
GDPD4	0
GDPD5	2
GEM	0
GEMIN4	1
GEMIN5	1
GEMIN6	0
GEMIN7	9
GEMIN8	61
GEMIN8P4	3
GEN1	2
GET4	14
GFAP	2
GFER	0
GFI1	0
GFI1B	0
GFM1	5
GFM2	41
GFOD1	0
GFOD2	74
GFPT1	32
GFPT2	1
GFRA1	2
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	2
GGA1	99
GGA2	35
GGA3	13
GGCT	0
GGCX	159
GGH	0
GGN	11
GGNBP1	7
GGNBP2	1
GGPS1	115
GGT1	0
GGT2	0
GGT3P	0
GGT5	0
GGT6	58
GGT7	0
GGT8P	15
GGTA1P	3
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	2
GHITM	0
GHR	8
GHRH	1
GHRHR	0
GHRL	57
GHRLOS	14
GHSR	0
GIF	0
GIGYF1	25
GIGYF2	8
GIMAP1	32
GIMAP2	7
GIMAP4	13
GIMAP6	4
GIMAP7	4
GIMAP8	27
GIN1	2
GINS1	11
GINS2	11
GINS3	3
GINS4	14
GIP	0
GIPC1	0
GIPC2	0
GIPC3	8
GIPR	0
GIT1	5
GIT2	3
GJA1	18
GJA10	0
GJA3	0
GJA4	1
GJA5	0
GJA8	0
GJB1	0
GJB2	0
GJB3	1
GJB4	0
GJB5	0
GJB6	0
GJB7	30
GJC1	114
GJC2	0
GJC3	1
GJD2	0
GJD3	10
GJD4	0
GK	27
GK2	0
GK3P	38
GK5	93
GKAP1	1
GKN1	0
GKN2	0
GLA	0
GLB1	1
GLB1L	22
GLB1L2	1
GLB1L3	16
GLCCI1	1
GLCE	0
GLDC	8
GLDN	1
GLE1	11
GLG1	22
GLI1	24
GLI2	3
GLI3	0
GLI4	2
GLIPR1	219
GLIPR1L1	3
GLIPR1L2	169
GLIPR2	1
GLIS1	0
GLIS2	2
GLIS3	0
GLMN	0
GLO1	2
GLOD4	0
GLOD5	1
GLP1R	1
GLP2R	0
GLRA1	3
GLRA2	1
GLRA3	0
GLRA4	0
GLRB	0
GLRX	0
GLRX2	1
GLRX3	7
GLRX5	0
GLS	271
GLS2	43
GLT1D1	2
GLT6D1	0
GLT8D1	57
GLT8D2	12
GLTP	49
GLTPD1	5
GLTPD2	9
GLTSCR1	0
GLTSCR2	12
GLUD1	4
GLUD2	0
GLUL	1
GLYAT	0
GLYATL1	9
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	4
GLYR1	0
GM2A	17
GMCL1	0
GMDS	0
GMEB1	27
GMEB2	0
GMFB	0
GMFG	0
GMIP	1
GML	0
GMNN	2
GMPPA	0
GMPPB	21
GMPR	2
GMPR2	83
GMPS	0
GNA11	1
GNA12	7
GNA13	3
GNA14	1
GNA15	3
GNAI1	0
GNAI2	2
GNAI3	3
GNAL	24
GNAO1	2
GNAQ	0
GNAS	6
GNAS-AS1	0
GNAT1	0
GNAT2	38
GNAT3	0
GNAZ	0
GNB1	1
GNB1L	16
GNB2	3
GNB2L1	10
GNB3	1
GNB4	158
GNB5	51
GNE	83
GNG11	0
GNG12	0
GNG13	1
GNG2	1
GNG3	14
GNG4	67
GNG5	7
GNG7	7
GNG8	0
GNGT1	0
GNGT2	0
GNL1	22
GNL2	1
GNL3	7
GNL3L	56
GNLY	0
GNMT	0
GNN	0
GNPAT	0
GNPDA1	8
GNPDA2	34
GNPNAT1	135
GNPTAB	69
GNPTG	13
GNRH1	17
GNRH2	4
GNRHR	37
GNRHR2	454
GNS	53
GOLGA1	5
GOLGA2	67
GOLGA2P2Y	0
GOLGA3	57
GOLGA4	4
GOLGA5	0
GOLGA6A	0
GOLGA6B	0
GOLGA6C	2
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	0
GOLGA6L7P	1
GOLGA6L9	1
GOLGA7	0
GOLGA7B	1
GOLGA8A	0
GOLGA8B	2
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	4
GOLIM4	0
GOLM1	78
GOLPH3	8
GOLPH3L	3
GOLT1A	0
GOLT1B	0
GON4L	11
GOPC	0
GORAB	0
GORASP1	34
GORASP2	0
GOSR1	304
GOSR2	0
GOT1	0
GOT1L1	0
GOT2	1
GP1BA	52
GP2	29
GP5	8
GP6	66
GP9	0
GPA33	1
GPAA1	0
GPAM	0
GPANK1	30
GPAT2	26
GPATCH1	1
GPATCH2	0
GPATCH3	0
GPATCH4	10
GPATCH8	1
GPBAR1	4
GPBP1	0
GPBP1L1	0
GPC1	19
GPC2	1
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	1
GPD1	0
GPD1L	0
GPD2	1
GPER	11
GPHA2	1
GPHB5	0
GPHN	10
GPI	46
GPIHBP1	0
GPKOW	9
GPLD1	3
GPM6A	0
GPM6B	120
GPN1	27
GPN2	0
GPN3	16
GPNMB	0
GPR1	21
GPR101	0
GPR107	3
GPR108	0
GPR110	11
GPR111	1
GPR112	1
GPR113	43
GPR114	1
GPR115	0
GPR116	0
GPR119	0
GPR12	25
GPR123	0
GPR124	18
GPR125	0
GPR126	0
GPR128	0
GPR132	5
GPR133	1
GPR135	0
GPR137	3
GPR137B	26
GPR137C	9
GPR139	0
GPR141	0
GPR142	0
GPR143	4
GPR144	0
GPR146	4
GPR148	0
GPR149	0
GPR15	3
GPR150	12
GPR151	6
GPR152	22
GPR153	0
GPR155	101
GPR156	1
GPR157	0
GPR158	0
GPR160	42
GPR161	3
GPR162	2
GPR17	0
GPR171	0
GPR173	0
GPR174	0
GPR176	1
GPR179	7
GPR18	145
GPR180	0
GPR182	3
GPR183	125
GPR19	0
GPR20	0
GPR21	0
GPR22	64
GPR25	0
GPR26	1
GPR27	0
GPR3	24
GPR31	0
GPR32	0
GPR33	0
GPR34	30
GPR35	0
GPR37	0
GPR37L1	16
GPR39	0
GPR4	1
GPR45	3
GPR50	0
GPR52	0
GPR55	2
GPR56	19
GPR6	0
GPR61	5
GPR62	0
GPR63	3
GPR64	11
GPR65	14
GPR68	39
GPR78	0
GPR82	195
GPR83	4
GPR84	0
GPR85	0
GPR87	2
GPR88	0
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	1
GPR98	0
GPRASP1	2
GPRC5A	0
GPRC5B	0
GPRC5C	0
GPRC5D	9
GPRC6A	0
GPRIN1	1
GPRIN2	0
GPRIN3	2
GPS1	6
GPS2	18
GPSM1	10
GPSM2	64
GPSM3	34
GPT	28
GPT2	0
GPX1	1
GPX2	36
GPX3	39
GPX4	3
GPX5	0
GPX6	0
GPX7	14
GPX8	7
GRAMD1A	0
GRAMD1B	0
GRAMD1C	1
GRAMD2	0
GRAMD3	4
GRAMD4	7
GRAP	3
GRAP2	0
GRAPL	0
GRASP	0
GRB10	0
GRB14	0
GRB2	4
GRB7	0
GREB1	23
GREB1L	46
GREM1	0
GREM2	1
GRHL1	0
GRHL2	8
GRHL3	3
GRHPR	1
GRIA1	0
GRIA2	0
GRIA3	3
GRIA4	5
GRID1	0
GRID2	0
GRID2IP	10
GRIK1	33
GRIK1-AS1	0
GRIK2	0
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	1
GRIN2A	0
GRIN2B	0
GRIN2C	22
GRIN2D	2
GRIN3A	92
GRIN3B	31
GRINA	2
GRIP1	53
GRIP2	21
GRIPAP1	35
GRK1	0
GRK4	0
GRK5	0
GRK6	3
GRK7	0
GRM1	0
GRM2	0
GRM3	0
GRM4	0
GRM5	0
GRM6	33
GRM7	1
GRM8	0
GRN	6
GRP	0
GRPEL1	8
GRPEL2	1
GRPR	0
GRSF1	30
GRTP1	11
GRWD1	1
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	25
GSDMB	2
GSDMC	10
GSDMD	4
GSG1	95
GSG1L	0
GSG2	13
GSK3A	24
GSK3B	3
GSN	4
GSPT1	40
GSPT2	0
GSR	6
