gene symbol	(count) FRA_46_MW_1176
ADH4	5
ADH5	17
ADH6	5
ADH7	0
ADHFE1	0
ADI1	4
ADIG	0
ADIPOQ	44
ADIPOR1	1
ADIPOR2	5
ADK	0
ADM	0
ADM2	34
ADNP	149
ADNP2	0
ADO	3
ADORA1	0
ADORA2A	5
ADORA2B	12
ADORA3	0
ADPGK	29
ADPRH	9
ADPRHL1	0
ADPRHL2	0
ADRA1A	23
ADRA1B	0
ADRA1D	0
ADRA2A	0
ADRA2B	0
ADRA2C	0
ADRB1	0
ADRB2	1
ADRB3	0
ADRBK1	13
ADRBK2	28
ADRM1	5
ADSL	0
ADSS	11
ADSSL1	0
AEBP1	10
AEBP2	5
AEN	2
AES	14
AFAP1	0
AFAP1-AS1	45
AFAP1L1	3
AFAP1L2	0
AFF1	19
AFF2	0
AFF3	32
AFF4	18
AFG3L1P	0
AFG3L2	14
AFM	0
AFMID	13
AFP	0
AFTPH	4
AGA	2
AGAP1	0
AGAP2	6
AGAP3	2
AGAP4	0
AGAP5	0
AGAP6	0
AGAP7	1
AGAP8	0
AGAP9	0
AGBL1	0
AGBL2	0
AGBL3	10
AGBL4	0
AGBL5	590
AGER	12
AGFG1	0
AGFG2	6
AGGF1	9
AGK	133
AGL	0
AGMAT	50
AGMO	24
AGPAT1	3
AGPAT2	1
AGPAT3	0
AGPAT4	79
AGPAT5	2
AGPAT6	7
AGPAT9	0
AGPHD1	0
AGPS	2
AGR2	5
AGR3	0
AGRN	0
AGRP	11
AGT	0
AGTPBP1	1
AGTR1	0
AGTR2	0
AGTRAP	7
AGXT	0
AGXT2	0
AGXT2L1	0
AGXT2L2	34
AHCTF1	3
AHCY	1
AHCYL1	0
AHCYL2	23
AHDC1	2
AHI1	12
AHNAK	91
AHNAK2	74
AHR	27
AHSA1	1
AHSA2	31
AHSG	0
AHSP	0
AICDA	33
AIDA	66
AIF1	1
AIF1L	0
AIFM1	26
AIFM2	16
AIFM3	2
AIG1	0
AIM1	44
AIM1L	34
AIM2	7
AIMP1	43
AIMP2	31
AIP	3
AIPL1	34
AIRE	24
AJAP1	0
AK1	39
AK2	0
AK3	49
AK4	6
AK5	35
AK7	0
AK8	0
AKAP1	1
AKAP10	0
AKAP11	5
AKAP12	21
AKAP13	27
AKAP14	1
AKAP17A	0
AKAP3	0
AKAP4	0
AKAP5	140
AKAP6	0
AKAP7	26
AKAP8	37
AKAP8L	7
AKAP9	11
AKIP1	22
AKIRIN1	9
AKIRIN2	25
AKNA	51
AKNAD1	0
AKR1A1	0
AKR1B1	0
AKR1B10	9
AKR1B15	1
AKR1C1	0
AKR1C2	1
AKR1C3	2
AKR1C4	3
AKR1CL1	0
AKR1D1	25
AKR1E2	0
AKR7A2	0
AKR7A2P1	1
AKR7A3	0
AKR7L	0
AKT1	7
AKT1S1	0
AKT2	8
AKT3	47
AKTIP	137
ALAD	0
ALAS1	1
ALAS2	4
ALB	0
ALCAM	5
ALDH16A1	3
ALDH18A1	2
ALDH1A1	0
ALDH1A2	0
ALDH1A3	6
ALDH1B1	19
ALDH1L1	0
ALDH1L2	26
ALDH2	1
ALDH3A1	0
ALDH3A2	19
ALDH3B1	46
ALDH3B2	0
ALDH4A1	0
ALDH5A1	26
ALDH6A1	2
ALDH7A1	1
ALDH8A1	10
ALDH9A1	26
ALDOA	11
ALDOB	6
ALDOC	1
ALG1	59
ALG10	0
ALG10B	8
ALG11	11
ALG12	17
ALG13	2
ALG14	1
ALG1L	28
ALG1L2	4
ALG2	1
ALG3	0
ALG5	0
ALG6	9
ALG8	7
ALG9	22
ALK	43
ALKBH1	1
ALKBH2	1
ALKBH3	0
ALKBH4	44
ALKBH5	11
ALKBH6	0
ALKBH7	1
ALKBH8	1
ALLC	0
ALMS1	0
ALMS1P	0
ALOX12	47
ALOX12B	12
ALOX12P2	4
ALOX15	6
ALOX15B	2
ALOX5	14
ALOX5AP	0
ALOXE3	0
ALPI	0
ALPK1	22
ALPK2	3
ALPK3	0
ALPL	0
ALPP	9
ALPPL2	0
ALS2	0
ALS2CL	2
ALS2CR11	8
ALS2CR12	66
ALS2CR8	28
ALX1	0
ALX3	20
ALX4	14
AMACR	2
AMBN	2
AMBP	0
AMBRA1	1
AMD1	1
AMDHD1	0
AMDHD2	6
AMELX	2
AMELY	0
AMFR	1
AMH	0
AMHR2	0
AMICA1	2
AMIGO1	23
AMIGO2	4
AMIGO3	40
AMMECR1	27
AMMECR1L	0
AMN	1
AMN1	5
AMOT	0
AMOTL1	7
AMOTL2	0
AMPD1	0
AMPD2	4
AMPD3	4
AMPH	55
AMT	164
AMTN	0
AMY1A	0
AMY2A	0
AMZ1	17
AMZ2	0
AMZ2P1	0
ANAPC1	0
ANAPC10	0
ANAPC11	1
ANAPC13	8
ANAPC16	132
ANAPC2	3
ANAPC4	0
ANAPC5	4
ANAPC7	0
ANG	2
ANGEL1	1
ANGEL2	22
ANGPT1	0
ANGPT2	150
ANGPT4	3
ANGPTL1	195
ANGPTL2	17
ANGPTL3	7
ANGPTL4	7
ANGPTL5	1
ANGPTL6	93
ANGPTL7	32
ANK1	1
ANK2	0
ANK3	1
ANKAR	4
ANKDD1A	32
ANKDD1B	2
ANKFN1	0
ANKFY1	9
ANKH	290
ANKHD1	26
ANKIB1	3
ANKK1	25
ANKLE1	83
ANKLE2	4
ANKMY1	0
ANKMY2	0
ANKRA2	0
ANKRD1	1
ANKRD10	2
ANKRD11	20
ANKRD12	48
ANKRD13A	16
ANKRD13B	2
ANKRD13C	2
ANKRD13D	0
ANKRD16	33
ANKRD17	5
ANKRD18A	2
ANKRD19P	43
ANKRD2	0
ANKRD20A3	3
ANKRD20A4	0
ANKRD20A5P	6
ANKRD20A9P	1308
ANKRD22	3
ANKRD23	24
ANKRD24	0
ANKRD26	0
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	5
ANKRD28	28
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	50
ANKRD31	0
ANKRD32	18
ANKRD33	0
ANKRD33B	1
ANKRD34A	23
ANKRD34B	0
ANKRD34C	0
ANKRD35	0
ANKRD36	0
ANKRD36B	21
ANKRD36BP1	403
ANKRD36BP2	0
ANKRD37	37
ANKRD39	0
ANKRD40	68
ANKRD42	14
ANKRD44	5
ANKRD45	6
ANKRD46	0
ANKRD49	0
ANKRD50	2
ANKRD52	3
ANKRD53	4
ANKRD54	1
ANKRD55	5
ANKRD6	32
ANKRD62	65
ANKRD62P1-PARP4P3	7
ANKRD63	0
ANKRD7	0
ANKRD9	2
ANKS1A	1
ANKS1B	131
ANKS3	8
ANKS4B	31
ANKS6	0
ANKUB1	0
ANKZF1	15
ANLN	1
ANO1	0
ANO10	0
ANO2	0
ANO3	0
ANO4	0
ANO5	1
ANO6	4
ANO7	3
ANO8	14
ANO9	22
ANP32A	5
ANP32B	2
ANP32C	0
ANP32D	0
ANP32E	10
ANPEP	2
ANTXR1	0
ANTXR2	15
ANXA1	2
ANXA10	2
ANXA11	4
ANXA13	0
ANXA2	0
ANXA2P1	0
ANXA2P2	9
ANXA2P3	0
ANXA3	0
ANXA4	0
ANXA5	2
ANXA6	11
ANXA7	0
ANXA8	0
ANXA8L2	0
ANXA9	75
AOAH	1
AOC2	0
AOC3	0
AOC4	8
AOX1	0
AOX2P	4
AP1AR	17
AP1B1	3
AP1B1P1	0
AP1G1	2
AP1G2	240
AP1M1	4
AP1M2	0
AP1S1	0
AP1S2	14
AP1S3	107
AP2A1	11
AP2A2	2
AP2B1	1
AP2M1	5
AP2S1	1
AP3B1	6
AP3B2	2
AP3D1	23
AP3M1	84
AP3M2	1
AP3S1	7
AP3S2	32
AP4B1	0
AP4E1	40
AP4M1	11
AP4S1	20
APAF1	28
APBA1	1
APBA2	0
APBA3	2
APBB1	3
APBB1IP	8
APBB2	9
APBB3	0
APC	0
APC2	63
APCDD1	1
APCDD1L	6
APCS	0
APEH	3
APEX1	18
APEX2	0
APH1A	3
APH1B	1
API5	9
APIP	2
APITD1	7
APLF	0
APLN	0
APLNR	0
APLP1	0
APLP2	17
APOA1	0
APOA1BP	15
APOA2	34
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	41
APOBEC3A	27
APOBEC3B	0
APOBEC3C	3
APOBEC3D	27
APOBEC3F	24
APOBEC3G	0
APOBEC3H	4
APOBEC4	6
APOBR	18
APOC1	0
APOC1P1	5
APOC3	0
APOD	0
APOE	0
APOF	7
APOH	0
APOL1	66
APOL2	20
APOL3	10
APOL4	241
APOL5	0
APOL6	58
APOLD1	34
APOM	18
APOO	0
APOOL	19
APP	7
APPBP2	3
APPL1	22
APPL2	205
APRT	1
APTX	0
AQP1	0
AQP10	0
AQP11	45
AQP12A	0
AQP12B	0
AQP2	0
AQP3	3
AQP4	0
AQP5	0
AQP6	18
AQP7	0
AQP7P1	2
AQP7P3	0
AQP8	0
AQP9	0
AQPEP	0
AQR	1
AR	2
ARAF	1
ARAP1	5
ARAP2	2
ARAP3	1
ARC	0
ARCN1	15
AREG	0
ARF1	8
ARF3	4
ARF4	25
ARF5	0
ARF6	26
ARFGAP1	5
ARFGAP2	16
ARFGAP3	0
ARFGEF1	10
ARFGEF2	2
ARFIP1	0
ARFIP2	21
ARFRP1	5
ARG1	50
ARG2	247
ARGFX	69
ARGFXP2	19
ARGLU1	35
ARHGAP1	86
ARHGAP10	1
ARHGAP11A	14
ARHGAP11B	0
ARHGAP12	2
ARHGAP15	1
ARHGAP17	3
ARHGAP18	0
ARHGAP20	0
ARHGAP21	7
ARHGAP22	2
ARHGAP23	0
ARHGAP24	6
ARHGAP25	6
ARHGAP26	43
ARHGAP27	8
ARHGAP28	0
ARHGAP29	0
ARHGAP30	64
ARHGAP31	11
ARHGAP32	0
ARHGAP33	0
ARHGAP35	1
ARHGAP36	0
ARHGAP39	1
ARHGAP4	19
ARHGAP40	0
ARHGAP42	0
ARHGAP44	21
ARHGAP5	1
ARHGAP6	2
ARHGAP9	55
ARHGDIA	17
ARHGDIB	13
ARHGDIG	0
ARHGEF1	15
ARHGEF10	1
ARHGEF10L	0
ARHGEF11	1
ARHGEF12	1
ARHGEF15	0
ARHGEF16	0
ARHGEF17	1
ARHGEF18	10
ARHGEF19	0
ARHGEF2	7
ARHGEF25	0
ARHGEF26	45
ARHGEF3	3
ARHGEF33	24
ARHGEF35	11
ARHGEF37	0
ARHGEF38	2
ARHGEF4	12
ARHGEF40	3
ARHGEF5	0
ARHGEF6	25
ARHGEF7	0
ARHGEF9	5
ARID1A	13
ARID1B	14
ARID2	9
ARID3A	4
ARID3B	1
ARID3C	0
ARID4A	3
ARID4B	20
ARID5A	5
ARID5B	14
ARIH1	3
ARIH2	12
ARL1	0
ARL10	0
ARL11	19
ARL13A	19
ARL13B	8
ARL14	0
ARL15	0
ARL16	13
ARL17A	449
ARL2	14
ARL2BP	7
ARL3	26
ARL4A	11
ARL4C	15
ARL4D	0
ARL5A	0
ARL5B	0
ARL5C	0
ARL6	0
ARL6IP1	1
ARL6IP4	21
ARL6IP5	4
ARL6IP6	2
ARL8A	2
ARL8B	3
ARL9	0
ARMC1	0
ARMC10	58
ARMC2	3
ARMC3	0
ARMC4	0
ARMC5	19
ARMC6	1
ARMC7	52
ARMC8	1
ARMC9	0
ARMCX1	0
ARMCX2	1
ARMCX3	2
ARMCX4	1
ARMCX5	0
ARMCX6	0
ARMS2	0
ARNT	8
ARNT2	0
ARNTL	23
ARNTL2	0
ARPC1A	5
ARPC1B	14
ARPC2	4
ARPC3	7
ARPC4	55
ARPC5	3
ARPC5L	1
ARPP19	32
ARPP21	0
ARR3	3
ARRB1	4
ARRB2	5
ARRDC1	28
ARRDC2	3
ARRDC3	8
ARRDC4	0
ARRDC5	2
ARSA	39
ARSB	18
ARSD	6
ARSE	0
ARSF	4
ARSG	6
ARSH	0
ARSI	0
ARSJ	0
ARSK	23
ART1	0
ART3	2
ART4	1
ART5	0
ARTN	0
ARV1	2
ARVCF	11
ARX	0
ASAH1	3
ASAH2	0
ASAH2B	0
ASAP1	0
ASAP1-IT1	0
ASAP2	18
ASAP3	0
ASB1	1
ASB10	0
ASB11	32
ASB12	0
ASB13	1
ASB14	277
ASB15	0
ASB16	77
ASB17	0
ASB18	0
ASB2	1
ASB3	3
ASB4	8
ASB5	0
ASB6	106
ASB7	5
ASB8	66
ASB9	0
ASB9P1	4
ASCC1	42
ASCC2	11
ASCC3	3
ASCL1	0
ASCL2	1
ASCL3	1
ASCL4	0
ASF1A	73
ASF1B	19
ASGR1	0
ASGR2	2
ASH1L	4
ASH2L	2
ASIP	2
ASL	1
ASMTL	0
ASMTL-AS1	0
ASNA1	0
ASNS	1
ASNSD1	0
ASPA	0
ASPDH	12
ASPG	0
ASPH	19
ASPHD1	1
ASPHD2	13
ASPM	0
ASPN	11
ASPRV1	1
ASPSCR1	2
ASRGL1	1
ASS1	4
ASTE1	28
ASTL	0
ASTN1	0
ASTN2	3942
ASXL1	16
ASXL2	9
ASXL3	1
ASZ1	5
ATAD1	1
ATAD2	0
ATAD2B	20
ATAD3A	0
ATAD3B	0
ATAD3C	45
ATAD5	53
ATAT1	14
ATCAY	145
ATE1	1
ATF1	0
ATF2	0
ATF3	0
ATF4	12
ATF5	58
ATF6	0
ATF6B	2
ATF7	1
ATF7IP	5
ATF7IP2	2
ATG10	7
ATG12	17
ATG13	16
ATG14	95
ATG16L1	1
ATG16L2	27
ATG2A	2
ATG2B	1
ATG3	1
ATG4A	0
ATG4B	0
ATG4C	0
ATG4D	45
ATG5	0
ATG7	105
ATG9A	0
ATG9B	8
ATHL1	1
ATIC	0
ATL1	17
ATL2	0
ATL3	1
ATM	62
ATMIN	2
ATN1	16
ATOH1	0
ATOH7	0
ATOH8	0
ATOX1	0
ATP10A	1
ATP10B	2
ATP10D	1
ATP11A	4
ATP11B	6
ATP11C	0
ATP12A	0
ATP13A1	1
ATP13A2	2
ATP13A3	2
ATP13A4	0
ATP13A5	0
ATP1A1	44
ATP1A1OS	454
ATP1A2	22
ATP1A3	1
ATP1A4	0
ATP1B1	10
ATP1B2	28
ATP1B3	7
ATP1B4	23
ATP2A1	37
ATP2A2	7
ATP2A3	2
ATP2B1	6
ATP2B2	2
ATP2B3	4
ATP2B4	11
ATP2C1	28
ATP2C2	5
ATP4A	2
ATP4B	1
ATP5A1	1
ATP5B	0
ATP5C1	1
ATP5D	2
ATP5E	3
ATP5EP2	0
ATP5F1	28
ATP5G1	1
ATP5G2	9
ATP5G3	2
ATP5H	63
ATP5I	3
ATP5J	19
ATP5L	0
ATP5L2	5
ATP5O	0
ATP5S	21
ATP5SL	14
ATP6AP1	2
ATP6AP1L	0
ATP6AP2	2
ATP6V0A1	0
ATP6V0A2	20
ATP6V0A4	0
ATP6V0B	1
ATP6V0C	1
ATP6V0CP3	0
ATP6V0D1	1
ATP6V0D2	9
ATP6V0E1	1
ATP6V0E2	6
ATP6V1A	16
ATP6V1B1	0
ATP6V1B2	1
ATP6V1C1	4
ATP6V1C2	412
ATP6V1D	0
ATP6V1E1	0
ATP6V1E2	0
ATP6V1F	1
ATP6V1G1	5
ATP6V1G3	0
ATP6V1H	0
ATP7A	3
ATP7B	0
ATP8A1	1
ATP8A2	0
ATP8B1	295
ATP8B2	9
ATP8B3	0
ATP8B4	0
ATP8B5P	0
ATP9A	0
ATP9B	1
ATPAF1	8
ATPAF2	0
ATPIF1	8
ATR	1
ATRIP	19
ATRN	9
ATRNL1	0
ATRX	4
ATXN1	6
ATXN10	0
ATXN1L	14
ATXN2	7
ATXN2L	7
ATXN3	56
ATXN3L	0
ATXN7	5
ATXN7L1	0
ATXN7L2	3
ATXN7L3	17
ATXN7L3B	3
ATXN8OS	1
AUH	0
AUP1	5
AURKA	12
AURKAIP1	4
AURKAPS1	0
AURKB	0
AURKC	0
AUTS2	1
AVEN	1
AVIL	28
AVL9	9
AVP	0
AVPI1	2
AVPR1A	1
AVPR1B	0
AVPR2	40
AWAT1	1
AWAT2	1
AXDND1	1
AXIN1	5
AXIN2	2
AXL	26
AZGP1	0
AZGP1P1	0
AZI1	3
AZI2	49
AZIN1	6
AZU1	0
B2M	12
B3GALNT1	2
B3GALNT2	54
B3GALT1	0
B3GALT2	86
B3GALT4	5
B3GALT5	0
B3GALT6	0
B3GALTL	0
B3GAT1	0
B3GAT2	64
B3GAT3	1
B3GNT1	1
B3GNT2	0
B3GNT3	0
B3GNT4	17
B3GNT5	10
B3GNT6	11
B3GNT7	9
B3GNT8	18
B3GNT9	46
B3GNTL1	2
B4GALNT1	0
B4GALNT2	0
B4GALNT3	0
B4GALNT4	0
B4GALT1	3
B4GALT2	0
B4GALT3	9
B4GALT4	0
B4GALT5	18
B4GALT6	0
B4GALT7	25
B9D1	2
B9D2	14
BAALC	1
BAAT	27
BABAM1	4
BACE1	177
BACE1-AS	3
BACE2	0
BACH1	3
BACH2	1
BAD	3
BAG1	5
BAG2	4
BAG3	0
BAG4	4
BAG5	6
BAG6	12
BAHCC1	1
BAHD1	3
BAI1	0
BAI2	0
BAI3	0
BAIAP2	12
BAIAP2L1	65
BAIAP2L2	0
BAIAP3	76
BAK1	1
BAMBI	0
BANF1	40
BANF2	0
BANK1	7
BANP	2
BAP1	42
BARD1	2
BARHL1	0
BARHL2	0
BARX1	0
BARX2	1
BASP1	28
BASP1P1	0
BATF	1
BATF2	0
BATF3	0
BAX	14
BAZ1A	59
BAZ1B	1
BAZ2A	14
BAZ2B	5
BBC3	20
BBIP1	540
BBOX1	1
BBS1	13
BBS10	1
BBS12	0
BBS2	0
BBS4	29
BBS5	763
BBS7	1
BBS9	0
BBX	1
BCAM	0
BCAN	2
BCAP29	0
BCAP31	1
BCAR1	0
BCAR3	3
BCAR4	0
BCAS1	87
BCAS2	26
BCAS3	0
BCAS4	11
BCAT1	2
BCAT2	0
BCCIP	39
BCDIN3D	14
BCHE	0
BCKDHA	5
BCKDHB	19
BCKDK	2
BCL10	4
BCL11A	2
BCL11B	17
BCL2	4
BCL2A1	0
BCL2L1	1
BCL2L10	0
BCL2L11	5
BCL2L12	89
BCL2L13	31
BCL2L14	1
BCL2L15	48
BCL2L2	42
BCL3	1
BCL6	0
BCL6B	3
BCL7A	0
BCL7B	3
BCL7C	8
BCL9	10
BCL9L	55
BCLAF1	6
BCMO1	0
BCO2	0
BCOR	5
BCORL1	1
BCORP1	0
BCR	6
BCRP2	0
BCRP3	0
BCS1L	10
BCYRN1	10
BDH1	29
BDH2	2
BDKRB1	0
BDKRB2	0
BDNF	6
BDP1	4
BEAN1	13
BECN1	1
BEGAIN	1
BEND2	24
BEND3	0
BEND4	3
BEND5	0
BEND6	0
BEND7	0
BEST1	601
BEST2	0
BEST3	0
BEST4	3
BET1	0
BET1L	0
BEX1	0
BEX2	1
BEX4	2
BEX5	0
BFAR	2
BFSP1	0
BFSP2	1
BGN	4
BHLHA15	6
BHLHA9	0
BHLHB9	0
BHLHE22	1
BHLHE23	0
BHLHE40	4
BHLHE41	7
BHMT	1
BHMT2	91
BICC1	0
BICD1	0
BICD2	2
BID	32
BIK	4
BIN1	6
BIN2	12
BIN3	10
BIRC2	1
BIRC3	1
BIRC5	2
BIRC6	8
BIRC7	0
BIRC8	0
BIVM	24
BLCAP	2
BLID	0
BLK	2
BLM	0
BLMH	0
BLNK	1
BLOC1S1	5
BLOC1S2	2
BLOC1S3	10
BLVRA	1
BLVRB	0
BLZF1	11
BMF	8
BMP1	0
BMP10	0
BMP15	0
BMP2	0
BMP2K	13
BMP3	9
BMP4	0
BMP5	0
BMP6	80
BMP7	104
BMP8A	93
BMP8B	45
BMPER	0
BMPR1A	0
BMPR1B	0
BMPR2	11
BMS1	8
BMS1P1	7
BMS1P4	38
BMX	0
BNC1	0
BNC2	0
BNIP1	0
BNIP2	5
BNIP3	31
BNIP3L	3
BNIPL	34
BOC	5
BOD1	1
BOK	7
BOK-AS1	0
BOLA1	0
BOLA2	0
BOLA3	0
BOLL	6
BOP1	5
BPESC1	0
BPGM	4
BPHL	4
BPI	0
BPNT1	25
BPTF	16
BPY2	0
BRAF	0
BRAP	4
BRAT1	80
BRCA1	28
BRCA2	15
BRCC3	3
BRD1	65
BRD2	22
BRD3	12
BRD4	21
BRD7	53
BRD7P3	46
BRD8	0
BRD9	6
BRDT	29
BRE	6
BREA2	26
BRF1	14
BRF2	1
BRI3	11
BRI3BP	1
BRIP1	113
BRIX1	20
BRK1	1
BRMS1	5
BRMS1L	1
BROX	7
BRPF1	5
BRPF3	1
BRS3	0
BRSK1	9
BRSK2	16
BRWD1	20
BRWD3	29
BSCL2	14
BSDC1	5
BSG	7
BSN	15
BSND	0
BSPH1	0
BSPRY	1
BST1	0
BST2	1
BSX	0
BTAF1	8
BTBD1	18
BTBD10	17
BTBD11	9
BTBD16	0
BTBD17	0
BTBD18	61
BTBD19	1
BTBD2	54
BTBD3	0
BTBD6	25
BTBD7	8
BTBD8	0
BTBD9	60
BTC	0
BTD	1
BTF3	22
BTF3L4	0
BTF3P11	0
BTG1	17
BTG2	4
BTG3	3
BTG4	0
BTK	0
BTLA	6
BTN1A1	5
BTN2A1	1
BTN2A2	0
BTN3A1	8
BTN3A2	11
BTN3A3	3
BTNL2	3
BTNL3	0
BTNL8	0
BTNL9	0
BTRC	3
BUB1	0
BUB1B	1
BUB3	0
BUD13	0
BUD31	17
BVES	24
BYSL	148
BZRAP1	16
BZW1	2
BZW2	0
C10orf10	57
C10orf105	150
C10orf107	0
C10orf11	0
C10orf111	9
C10orf112	0
C10orf113	0
C10orf114	0
C10orf118	4
C10orf12	1
C10orf120	0
C10orf128	0
C10orf129	3
C10orf131	8
C10orf137	1
C10orf18	56
C10orf2	2
C10orf25	35
C10orf32	106
C10orf35	0
C10orf40	0
C10orf53	0
C10orf54	55
C10orf55	3
C10orf62	0
C10orf67	0
C10orf71	0
C10orf76	16
C10orf82	0
C10orf88	1
C10orf90	0
C10orf91	0
C10orf95	26
C10orf99	0
C11orf1	1
C11orf16	3
C11orf21	4
C11orf24	1
C11orf30	0
C11orf31	3
C11orf34	8
C11orf35	4
C11orf40	0
C11orf42	5
C11orf44	13
C11orf45	0
C11orf48	5
C11orf49	76
C11orf53	0
C11orf54	9
C11orf57	52
C11orf58	79
C11orf63	22
C11orf65	1
C11orf68	1
C11orf70	19
C11orf71	1
C11orf73	1
C11orf74	0
C11orf80	27
C11orf82	4
C11orf83	19
C11orf84	2
C11orf85	2
C11orf86	0
C11orf87	0
C11orf88	0
C11orf91	0
C11orf92	29
C11orf93	3
C11orf94	0
C11orf95	22
C11orf96	0
C12orf10	3
C12orf23	2
