gene symbol	(count) FRA_46_MW_1176
EXTL2	0
EXTL3	10
EYA1	0
EYA2	0
EYA3	41
EYA4	0
EYS	147
EZH1	1
EZH2	4
EZR	76
F10	0
F11	0
F11R	26
F12	1
F13A1	0
F13B	0
F2	1
F2R	34
F2RL1	4
F2RL2	129
F2RL3	17
F3	6
F5	126
F7	0
F8	2
F8A1	1
F9	0
FA2H	0
FAAH	0
FAAH2	0
FABP1	0
FABP12	0
FABP2	2
FABP3	42
FABP4	0
FABP5	9
FABP5P3	3
FABP6	0
FABP7	0
FABP9	0
FADD	3
FADS1	32
FADS2	1
FADS3	1
FADS6	12
FAF1	0
FAF2	0
FAH	0
FAHD1	10
FAHD2A	1
FAHD2B	2
FAIM	15
FAIM2	0
FAIM3	9
FAM101B	2
FAM102A	5
FAM102B	20
FAM103A1	4
FAM104A	102
FAM104B	0
FAM105A	15
FAM105B	41
FAM106A	62
FAM106CP	4
FAM107A	0
FAM107B	4
FAM109A	1
FAM109B	11
FAM110A	0
FAM110B	1
FAM110C	1
FAM111A	10
FAM111B	32
FAM114A1	25
FAM114A2	0
FAM115A	9
FAM115C	146
FAM117A	4
FAM117B	34
FAM118A	19
FAM118B	37
FAM120A	24
FAM120AOS	119
FAM120B	2
FAM120C	3
FAM122A	0
FAM122B	1
FAM122C	47
FAM124A	21
FAM124B	1
FAM126A	0
FAM126B	110
FAM127A	0
FAM127B	3
FAM127C	0
FAM129A	24
FAM129B	5
FAM129C	2
FAM131A	1
FAM131B	4
FAM131C	0
FAM132A	0
FAM132B	9
FAM133A	0
FAM133B	8
FAM134A	27
FAM134B	3
FAM134C	17
FAM135A	0
FAM135B	0
FAM136A	13
FAM138B	0
FAM138C	0
FAM138D	1
FAM138E	0
FAM138F	0
FAM13A	206
FAM13B	6
FAM13C	0
FAM149A	0
FAM149B1	28
FAM150A	0
FAM150B	6
FAM151A	1
FAM151B	0
FAM153A	0
FAM153B	8
FAM153C	41
FAM154A	0
FAM154B	6
FAM155A	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM157A	0
FAM157B	0
FAM159A	4
FAM159B	0
FAM160A1	0
FAM160A2	1
FAM160B1	0
FAM160B2	75
FAM161A	54
FAM161B	35
FAM162A	2
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	46
FAM166B	2
FAM167A	1
FAM167B	0
FAM168A	89
FAM168B	1
FAM169A	65
FAM169B	3
FAM170A	0
FAM170B	0
FAM171A1	0
FAM171A2	0
FAM171B	0
FAM172A	0
FAM172BP	32
FAM173A	1
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	97
FAM175B	0
FAM177A1	37
FAM177B	6
FAM178A	17
FAM178B	1
FAM179A	0
FAM179B	0
FAM180A	0
FAM180B	4
FAM181A	0
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	0
FAM184A	2
FAM184B	69
FAM185A	25
FAM186A	4
FAM186B	29
FAM187B	0
FAM188A	0
FAM189A1	7
FAM189A2	0
FAM189B	2
FAM192A	1
FAM193A	17
FAM193B	27
FAM194A	0
FAM194B	0
FAM195A	10
FAM195B	0
FAM196A	0
FAM196B	267
FAM197Y5	0
FAM198A	0
FAM198B	29
FAM199X	1
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	2
FAM200B	8
FAM201A	3
FAM203A	0
FAM204A	6
FAM20A	57
FAM20B	24
FAM20C	2
FAM21A	0
FAM21B	0
FAM21C	3
FAM24A	0
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	0
FAM26F	0
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	1
FAM27L	2
FAM32A	26
FAM35A	11
FAM3A	3
FAM3B	0
FAM3C	4
FAM3D	0
FAM41AY2	0
FAM41C	0
FAM43A	8
FAM43B	0
FAM45B	0
FAM46A	0
FAM46B	2
FAM46C	0
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	1
FAM50A	1
FAM50B	0
FAM53A	0
FAM53B	35
FAM53C	0
FAM55B	0
FAM57A	12
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	14
FAM63A	4
FAM63B	37
FAM64A	4
FAM65A	37
FAM65B	20
FAM65C	132
FAM66A	0
FAM66B	0
FAM66C	1
FAM66D	0
FAM66E	0
FAM69A	20
FAM69B	56
FAM69C	0
FAM71A	1
FAM71B	0
FAM71C	0
FAM71D	2
FAM71E1	34
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	0
FAM73A	136
FAM73B	0
FAM74A1	2
FAM74A3	1
FAM74A4	0
FAM76A	10
FAM76B	2
FAM78A	10
FAM78B	0
FAM81A	0
FAM81B	9
FAM83A	4
FAM83B	0
FAM83C	0
FAM83D	1
FAM83E	3
FAM83F	0
FAM83G	2
FAM83H	10
FAM84A	0
FAM84B	21
FAM86A	53
FAM86B1	3
FAM86B2	0
FAM86C1	5
FAM86C2P	0
FAM86DP	0
FAM86EP	12
FAM86FP	9
FAM86HP	10
FAM89A	0
FAM89B	5
FAM8A1	79
FAM90A1	3
FAM90A25P	3
FAM91A1	61
FAM92A1	14
FAM92B	4
FAM95B1	0
FAM96A	0
FAM96B	0
FAM98A	2
FAM98B	18
FAM98C	12
FAM99A	0
FAM99B	0
FAM9A	1
FAM9B	0
FAM9C	2
FAN1	220
FANCA	502
FANCB	0
FANCC	12
FANCD2	46
FANCE	1
FANCF	33
FANCG	0
FANCI	176
FANCL	129
FANCM	10
FANK1	1
FAP	0
FAR1	0
FAR2	60
FARP1	95
FARP2	18
FARS2	1
FARSA	1
FARSB	0
FAS	3
FAS-AS1	66
FASLG	0
FASN	1
FASTK	0
FASTKD1	0
FASTKD2	31
FASTKD3	0
FAT1	0
FAT2	40
FAT3	19
FAT4	0
FATE1	0
FAU	7
FBF1	1
FBL	1
FBLIM1	107
FBLL1	0
FBLN1	17
FBLN2	1
FBLN5	0
FBLN7	0
FBN1	0
FBN2	0
FBN3	0
FBP1	0
FBP2	0
FBRS	0
FBRSL1	0
FBXL12	0
FBXL13	47
FBXL14	0
FBXL15	4
FBXL16	8
FBXL17	20
FBXL18	125
FBXL19	1
FBXL19-AS1	31
FBXL2	52
FBXL20	83
FBXL21	0
FBXL22	11
FBXL3	29
FBXL4	0
FBXL5	1
FBXL6	1
FBXL7	0
FBXL8	0
FBXO10	15
FBXO11	28
FBXO15	0
FBXO16	0
FBXO17	29
FBXO18	2
FBXO2	0
FBXO21	1
FBXO22	0
FBXO24	4
FBXO25	1
FBXO27	44
FBXO28	1
FBXO3	0
FBXO30	1
FBXO31	3
FBXO32	8
FBXO33	59
FBXO34	1
FBXO36	0
FBXO38	0
FBXO39	0
FBXO4	1
FBXO40	71
FBXO41	26
FBXO42	1
FBXO43	0
FBXO44	10
FBXO45	49
FBXO46	0
FBXO47	0
FBXO48	19
FBXO5	0
FBXO6	31
FBXO7	1
FBXO8	18
FBXO9	2
FBXW10	2
FBXW11	0
FBXW12	0
FBXW2	15
FBXW4	7
FBXW4P1	0
FBXW5	6
FBXW7	2
FBXW8	30
FBXW9	0
FCAMR	0
FCAR	49
FCER1A	0
FCER1G	0
FCER2	1
FCF1	32
FCGBP	0
FCGR1A	6
FCGR1B	1
FCGR1C	0
FCGR2A	3
FCGR2B	0
FCGR2C	0
FCGR3A	8
FCGR3B	0
FCGRT	0
FCHO1	1
FCHO2	0
FCHSD1	130
FCHSD2	119
FCN1	50
FCN2	0
FCN3	1
FCRL1	3
FCRL2	0
FCRL3	0
FCRL4	0
FCRL5	1
FCRL6	2
FCRLA	1
FCRLB	2
FDFT1	8
FDPS	15
FDX1	21
FDX1L	0
FDXACB1	11
FDXR	0
FECH	16
FEM1A	2
FEM1B	1
FEM1C	0
FEN1	2
FER	20
FER1L4	4
FER1L5	3
FER1L6	1
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	0
FERMT3	21
FES	3
FETUB	0
FEV	0
FEZ1	11
FEZ2	1
FEZF1	0
FEZF2	0
FFAR1	1
FFAR2	22
FFAR3	0
FGA	0
FGB	16
FGD1	55
FGD2	5
FGD3	12
FGD4	20
FGD5	5
FGD6	6
FGF1	0
FGF10	0
FGF11	1
FGF12	0
FGF13	0
FGF14	0
FGF16	0
FGF17	4
FGF18	0
FGF19	0
FGF2	12
FGF20	0
FGF21	0
FGF22	1
FGF23	0
FGF3	0
FGF4	0
FGF5	286
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	7
FGFBP3	2
FGFR1	6
FGFR1OP	1
FGFR1OP2	6
FGFR2	27
FGFR3	4
FGFR4	0
FGFRL1	0
FGG	0
FGGY	0
FGL1	0
FGL2	43
FGR	8
FH	0
FHAD1	32
FHDC1	27
FHIT	0
FHL1	2
FHL2	15
FHL3	0
FHL5	0
FHOD1	75
FHOD3	11
FIBCD1	0
FIBIN	0
FIBP	8
FICD	34
FIG4	2
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	8
FIGNL2	12
FILIP1	0
FILIP1L	58
FIP1L1	6
FIS1	0
FITM1	0
FITM2	0
FIZ1	0
FJX1	0
FKBP10	2
FKBP11	6
FKBP14	118
FKBP15	76
FKBP1AP1	63
FKBP1B	0
FKBP2	3
FKBP3	20
FKBP4	54
FKBP5	110
FKBP6	7
FKBP7	0
FKBP8	5
FKBP9	47
FKBP9L	5
FKBPL	0
FKRP	7
FKSG29	0
FKTN	5
FLAD1	10
FLCN	34
FLG	0
FLG2	30
FLI1	14
FLII	15
FLJ10038	21
FLJ11235	2
FLJ12825	18
FLJ13197	102
FLJ13224	41
FLJ14107	20
FLJ14186	4
FLJ16341	3
FLJ16779	0
FLJ20021	0
FLJ21408	1
FLJ22184	1
FLJ22447	0
FLJ22763	0
FLJ25363	7
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27352	0
FLJ27354	13
FLJ30403	52
FLJ30679	0
FLJ30838	12
FLJ31104	26
FLJ31306	41
FLJ31662	92
FLJ31813	7
FLJ32756	26
FLJ33360	7
FLJ33534	4
FLJ33581	1
FLJ33630	0
FLJ34503	1
FLJ35024	0
FLJ35282	0
FLJ36000	1
FLJ36777	11
FLJ37035	0
FLJ37201	0
FLJ37453	65
FLJ37505	0
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	43
FLJ41200	14
FLJ41278	0
FLJ41350	0
FLJ41423	4
FLJ41484	0
FLJ41941	11
FLJ42351	1
FLJ42393	1
FLJ42627	81
FLJ42875	0
FLJ42969	0
FLJ43663	6
FLJ43681	22
FLJ43879	3
FLJ44313	1
FLJ44511	0
FLJ44635	0
FLJ44881	0
FLJ45079	1
FLJ45340	27
FLJ45445	0
FLJ45513	3
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	11
FLJ46906	2
FLNA	115
FLNB	2
FLNC	0
FLOT1	6
FLOT2	7
FLRT1	11
FLRT2	0
FLRT3	0
FLT1	48
FLT3	0
FLT3LG	2
FLT4	3
FLVCR1	37
FLVCR2	7
FLYWCH1	6
FLYWCH2	1
FMN1	17
FMN2	0
FMNL1	34
FMNL2	75
FMNL3	31
FMO1	0
FMO2	0
FMO3	0
FMO4	0
FMO5	37
FMO6P	2
FMO9P	0
FMOD	0
FMR1	2
FMR1-AS1	20
FMR1NB	0
FN1	30
FN3K	0
FN3KRP	0
FNBP1	19
FNBP1L	0
FNBP4	4
FNDC1	0
FNDC3A	6
FNDC3B	1
FNDC4	0
FNDC5	20
FNDC7	0
FNDC8	17
FNDC9	115
FNIP1	16
FNIP2	1
FNTA	20
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	1
FOLR3	2
FOLR4	0
FOPNL	22
FOS	9
FOSB	4
FOSL1	3
FOSL2	6
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	1
FOXC2	0
FOXD1	0
FOXD2	8
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	0
FOXD4L6	0
FOXE1	0
FOXE3	1
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	60
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	6
FOXJ3	11
FOXK1	55
FOXK2	11
FOXL1	0
FOXL2	0
FOXM1	66
FOXN1	0
FOXN2	3
FOXN3	11
FOXN4	0
FOXO1	3
FOXO3	13
FOXO4	16
FOXP1	3
FOXP2	0
FOXP3	23
FOXP4	18
FOXQ1	0
FOXR1	1
FOXR2	0
FOXRED1	1
FOXRED2	28
FOXS1	0
FPGS	4
FPGT	0
FPR1	2
FPR2	1
FPR3	28
FRA10AC1	33
FRAS1	0
FRAT1	3
FRAT2	0
FREM1	0
FREM2	6
FREM3	12
FRG1	3
FRG1B	0
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	167
FRMD4B	0
FRMD5	11
FRMD6	0
FRMD7	10
FRMD8	14
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	36
FRS2	0
FRS3	2
FRY	5
FRYL	4
FRZB	0
FSCB	0
FSCN1	3
FSCN2	2
FSCN3	0
FSD1	0
FSD1L	1
FSD2	10
FSHB	0
FSHR	0
FSIP1	14
FSIP2	54
FST	0
FSTL1	0
FSTL3	2
FSTL4	0
FSTL5	0
FTCD	0
FTH1	47
FTH1P3	2
FTHL17	0
FTL	16
FTLP10	1
FTMT	0
FTO	37
FTSJ1	1
FTSJ2	0
FTSJ3	43
FTSJD1	0
FTSJD2	28
FTX	17
FUBP1	5
FUBP3	0
FUCA1	0
FUCA2	35
FUK	20
FUNDC1	0
FUNDC2	6
FUNDC2P2	0
FURIN	2
FUS	15
FUT1	19
FUT10	0
FUT11	3
FUT2	75
FUT3	1
FUT4	20
FUT5	0
FUT6	61
FUT7	0
FUT8	14
FUT9	7
FUZ	35
FXN	130
FXR1	149
FXR2	2
FXYD1	0
FXYD2	5
FXYD3	0
FXYD4	0
FXYD5	11
FXYD7	1
FYB	27
FYCO1	4
FYN	6
FYTTD1	3
FZD1	1
FZD10	0
FZD2	14
FZD3	69
FZD4	27
FZD5	1
FZD6	5
FZD7	0
FZD8	0
FZD9	0
FZR1	6
G0S2	1
G2E3	1
G3BP1	7
G3BP2	1
G6PC	5
G6PC2	0
G6PC3	6
G6PD	3
GAA	7
GAB1	1
GAB2	30
GAB3	3
GAB4	0
GABARAP	10
GABARAPL1	2
GABARAPL2	4
GABARAPL3	0
GABBR1	1
GABBR2	0
GABPA	6
GABPB1	46
GABPB2	11
GABRA1	0
GABRA2	0
GABRA3	0
GABRA4	1
GABRA5	0
GABRA6	0
GABRB1	0
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	1
GABRR2	0
GABRR3	0
GAD1	0
GAD2	0
GADD45A	0
GADD45B	3
GADD45G	0
GADD45GIP1	4
GADL1	2
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	3
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	0
GAL3ST4	19
GALC	6
GALE	7
GALK1	2
GALK2	0
GALM	26
GALNS	2
GALNT1	5
GALNT10	40
GALNT11	59
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	4
GALNT3	1
GALNT5	2
GALNT6	23
GALNT7	50
GALNT8	0
GALNT9	1
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	2
GALR3	0
GALT	0
GAMT	4
GAN	0
GANAB	2
GANC	1
GAP43	0
GAPDH	53
GAPDHS	35
GAPT	0
GAPVD1	42
GAR1	0
GARNL3	0
GARS	2
GART	5
GAS1	1
GAS2	10
GAS2L1	0
GAS2L2	0
GAS2L3	0
GAS5	10
GAS6	34
GAS7	7
GAS8	1
GAST	0
GATA1	2
GATA2	0
GATA3	4
GATA4	0
GATA5	0
GATA6	0
GATAD1	107
GATAD2A	4
GATAD2B	1
GATC	399
GATM	0
GATS	54
GATSL1	0
GATSL2	0
GATSL3	2
GBA	0
GBA2	41
GBA3	0
GBAP1	2
GBAS	0
GBE1	1
GBF1	5
GBGT1	0
GBP1	7
GBP1P1	0
GBP2	13
GBP3	8
GBP4	59
GBP5	32
GBP6	25
GBP7	2
GBX1	0
GBX2	0
GC	0
GCA	1
GCAT	8
GCC1	5
GCC2	10
GCDH	0
GCG	0
GCGR	0
GCH1	13
GCHFR	23
GCK	0
GCKR	0
GCLC	1
GCLM	45
GCM1	8
GCM2	0
GCN1L1	2
GCNT1	1
GCNT2	13
GCNT3	0
GCNT4	0
GCNT7	62
GCOM1	5
GCSH	6
GDA	0
GDAP1	0
GDAP1L1	8
GDAP2	6
GDE1	3
GDF10	0
GDF11	64
GDF15	8
GDF2	0
GDF3	0
GDF5	0
GDF5OS	6
GDF6	0
GDF7	2
GDF9	0
GDI1	1
GDI2	48
GDNF	1
GDPD1	51
GDPD2	2
GDPD3	0
GDPD4	0
GDPD5	0
GEM	0
GEMIN4	3
GEMIN5	0
GEMIN6	0
GEMIN7	6
GEMIN8	78
GEMIN8P4	2
GEN1	4
GET4	22
GFAP	1
GFER	2
GFI1	0
GFI1B	0
GFM1	6
GFM2	50
GFOD1	2
GFOD2	115
GFPT1	42
GFPT2	0
GFRA1	5
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	5
GGA1	88
GGA2	41
GGA3	28
GGCT	0
GGCX	234
GGH	1
GGN	4
GGNBP1	1
GGNBP2	7
GGPS1	110
GGT1	0
GGT2	0
GGT3P	0
GGT5	0
GGT6	63
GGT7	0
GGT8P	15
GGTA1P	1
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	2
GHITM	0
GHR	16
GHRH	1
GHRHR	0
GHRL	50
GHRLOS	11
GHSR	1
GIF	1
GIGYF1	24
GIGYF2	6
GIMAP1	31
GIMAP2	4
GIMAP4	49
GIMAP6	8
GIMAP7	5
GIMAP8	22
GIN1	3
GINS1	12
GINS2	14
GINS3	7
GINS4	25
GIP	0
GIPC1	1
GIPC2	0
GIPC3	3
GIPR	1
GIT1	3
GIT2	9
GJA1	28
GJA10	0
GJA3	0
GJA4	2
GJA5	0
GJA8	0
GJB1	0
GJB2	1
GJB3	1
GJB4	0
GJB5	0
GJB6	0
GJB7	23
GJC1	94
GJC2	1
GJC3	1
GJD2	0
GJD3	4
GJD4	0
GK	31
GK2	0
GK3P	48
GK5	128
GKAP1	4
GKN1	0
GKN2	0
GLA	0
GLB1	1
GLB1L	30
GLB1L2	7
GLB1L3	15
GLCCI1	1
GLCE	0
GLDC	7
GLDN	2
GLE1	13
GLG1	41
GLI1	32
GLI2	0
GLI3	0
GLI4	1
GLIPR1	212
GLIPR1L1	4
GLIPR1L2	234
GLIPR2	0
GLIS1	0
GLIS2	10
GLIS3	0
GLMN	0
GLO1	5
GLOD4	0
GLOD5	0
GLP1R	1
GLP2R	0
GLRA1	6
GLRA2	6
GLRA3	0
GLRA4	0
GLRB	0
GLRX	0
GLRX2	2
GLRX3	9
GLRX5	0
GLS	395
GLS2	32
GLT1D1	1
GLT6D1	0
GLT8D1	44
GLT8D2	14
GLTP	36
GLTPD1	0
GLTPD2	19
GLTSCR1	2
GLTSCR2	19
GLUD1	7
GLUD2	0
GLUL	4
GLYAT	0
GLYATL1	19
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	3
GLYR1	0
GM2A	16
GMCL1	1
GMDS	0
GMEB1	33
GMEB2	0
GMFB	0
GMFG	1
GMIP	2
GML	0
GMNN	0
GMPPA	0
GMPPB	26
GMPR	2
GMPR2	107
GMPS	0
GNA11	1
GNA12	8
GNA13	4
GNA14	2
GNA15	5
GNAI1	0
GNAI2	11
GNAI3	6
GNAL	35
GNAO1	7
GNAQ	2
GNAS	15
GNAS-AS1	0
GNAT1	0
GNAT2	71
GNAT3	0
GNAZ	0
GNB1	8
GNB1L	38
GNB2	8
GNB2L1	14
GNB3	0
GNB4	235
GNB5	63
GNE	105
GNG11	1
GNG12	2
GNG13	0
GNG2	1
GNG3	11
GNG4	56
GNG5	19
GNG7	4
GNG8	0
GNGT1	0
GNGT2	0
GNL1	22
GNL2	3
GNL3	7
GNL3L	73
GNLY	4
GNMT	2
GNN	2
GNPAT	0
GNPDA1	11
GNPDA2	27
GNPNAT1	154
GNPTAB	79
GNPTG	15
GNRH1	22
GNRH2	0
GNRHR	43
GNRHR2	696
GNS	62
GOLGA1	9
GOLGA2	66
GOLGA2P2Y	0
GOLGA3	40
GOLGA4	9
GOLGA5	1
GOLGA6A	0
GOLGA6B	0
GOLGA6C	5
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	2
GOLGA6L7P	1
GOLGA6L9	0
GOLGA7	2
GOLGA7B	0
GOLGA8A	0
GOLGA8B	1
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	7
GOLIM4	3
GOLM1	101
GOLPH3	7
GOLPH3L	2
GOLT1A	0
GOLT1B	0
GON4L	19
GOPC	0
GORAB	0
GORASP1	49
GORASP2	0
GOSR1	383
GOSR2	0
GOT1	0
GOT1L1	0
GOT2	0
GP1BA	61
GP2	20
GP5	4
GP6	90
GP9	0
GPA33	1
GPAA1	0
GPAM	0
GPANK1	33
GPAT2	17
GPATCH1	4
GPATCH2	0
GPATCH3	2
GPATCH4	9
GPATCH8	8
GPBAR1	7
GPBP1	3
GPBP1L1	1
GPC1	18
GPC2	0
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	5
GPD1	4
GPD1L	0
GPD2	0
GPER	8
GPHA2	4
GPHB5	0
GPHN	5
GPI	44
GPIHBP1	0
GPKOW	7
GPLD1	14
GPM6A	0
GPM6B	121
GPN1	36
GPN2	1
GPN3	21
GPNMB	0
GPR1	27
GPR101	1
GPR107	4
GPR108	3
GPR110	7
GPR111	1
GPR112	1
GPR113	45
GPR114	13
GPR115	0
GPR116	0
GPR119	1
GPR12	35
GPR123	0
GPR124	33
GPR125	0
GPR126	0
GPR128	0
GPR132	10
GPR133	1
GPR135	0
GPR137	9
GPR137B	19
GPR137C	7
GPR139	0
GPR141	0
GPR142	1
GPR143	5
GPR144	0
GPR146	1
GPR148	0
GPR149	0
GPR15	6
GPR150	6
GPR151	5
GPR152	13
GPR153	0
GPR155	138
GPR156	0
GPR157	0
GPR158	0
GPR160	36
GPR161	1
GPR162	0
GPR17	0
GPR171	2
GPR173	1
GPR174	0
GPR176	0
GPR179	5
GPR18	125
GPR180	0
GPR182	12
GPR183	94
GPR19	1
GPR20	0
GPR21	0
GPR22	70
GPR25	0
GPR26	0
GPR27	0
GPR3	23
GPR31	1
GPR32	0
GPR33	0
GPR34	26
GPR35	0
GPR37	0
GPR37L1	25
GPR39	0
GPR4	1
GPR45	0
GPR50	0
GPR52	0
GPR55	8
GPR56	22
GPR6	0
GPR61	6
GPR62	4
GPR63	4
GPR64	15
GPR65	19
GPR68	49
GPR78	0
GPR82	185
GPR83	6
GPR84	1
GPR85	0
GPR87	3
GPR88	3
GPR89A	1
GPR89B	0
GPR89C	0
GPR97	0
GPR98	0
GPRASP1	1
GPRC5A	0
GPRC5B	0
GPRC5C	1
GPRC5D	4
GPRC6A	0
GPRIN1	0
GPRIN2	0
GPRIN3	0
GPS1	17
GPS2	29
GPSM1	6
GPSM2	66
GPSM3	26
GPT	17
GPT2	3
GPX1	2
GPX2	40
GPX3	44
GPX4	3
GPX5	0
GPX6	0
GPX7	15
GPX8	4
GRAMD1A	6
GRAMD1B	0
GRAMD1C	0
GRAMD2	1
GRAMD3	3
GRAMD4	5
GRAP	1
GRAP2	1
GRAPL	0
GRASP	0
GRB10	0
GRB14	0
GRB2	8
GRB7	0
GREB1	21
GREB1L	41
GREM1	0
GREM2	1
GRHL1	0
GRHL2	14
GRHL3	0
GRHPR	1
GRIA1	0
GRIA2	0
GRIA3	0
GRIA4	2
GRID1	0
GRID2	0
GRID2IP	7
GRIK1	44
GRIK1-AS1	0
GRIK2	0
GRIK3	0
GRIK4	1
GRIK5	0
GRIN1	2
GRIN2A	0
GRIN2B	0
GRIN2C	23
GRIN2D	1
GRIN3A	114
GRIN3B	39
GRINA	6
GRIP1	50
GRIP2	32
GRIPAP1	27
GRK1	0
GRK4	3
GRK5	0
GRK6	9
GRK7	0
GRM1	0
GRM2	0
GRM3	0
GRM4	0
GRM5	0
GRM6	34
GRM7	1
GRM8	0
GRN	4
GRP	0
GRPEL1	17
GRPEL2	3
GRPR	0
GRSF1	27
GRTP1	21
GRWD1	6
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	28
GSDMB	4
GSDMC	17
GSDMD	12
GSG1	97
GSG1L	0
GSG2	3
GSK3A	15
GSK3B	0
GSN	7
GSPT1	39
GSPT2	0
GSR	4
GSS	0
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	2
GSTK1	2
GSTM1	0
GSTM2	7
GSTM2P1	0
GSTM3	60
GSTM4	0
GSTM5	0
GSTO1	10
GSTO2	0
GSTP1	0
GSTT1	58
GSTT2	0
GSTTP1	0
GSTTP2	36
GSTZ1	3
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	2
GTF2A2	0
GTF2B	0
GTF2E1	20
GTF2E2	1
GTF2F1	23
GTF2F2	1
GTF2H1	4
GTF2H2	23
GTF2H2B	16
GTF2H2C	3
GTF2H3	0
GTF2H4	0
GTF2H5	54
GTF2I	2
GTF2IP1	0
GTF2IRD1	3
GTF2IRD2	4
GTF2IRD2B	3
GTF2IRD2P1	4
GTF3A	33
GTF3C1	7
GTF3C2	0
GTF3C3	2
GTF3C4	2
GTF3C5	1
GTF3C6	4
GTPBP1	210
GTPBP10	146
GTPBP2	5
GTPBP3	12
GTPBP4	1
GTPBP6	0
GTPBP8	13
GTSE1	12
GTSF1	0
GTSF1L	0
GUCA1A	0
GUCA1B	10
GUCA1C	0
GUCA2A	0
GUCA2B	0
GUCY1A2	0
GUCY1A3	0
GUCY1B2	4
GUCY1B3	0
GUCY2C	32
GUCY2D	4
GUCY2F	0
GUCY2GP	0
GUF1	38
GUK1	1
GULP1	0
GUSB	1
GUSBP1	10
GUSBP10	0
GUSBP11	1
GUSBP2	0
GUSBP3	33
GUSBP4	0
GUSBP5	0
GUSBP9	0
GVINP1	24
GXYLT1	7
GXYLT2	0
GYG1	1
GYG2	0
GYG2P1	1
GYLTL1B	8
GYPA	0
GYPB	0
GYPC	0
GYPE	9
GYS1	26
GYS2	0
GZF1	94
GZMA	0
GZMB	2
GZMH	2
GZMK	2
GZMM	0
H19	1
H1F0	11
H1FNT	3
H1FOO	0
H1FX	35
H2AFB3	0
H2AFJ	4
H2AFV	23
H2AFX	0
H2AFY	11
H2AFY2	3
H2AFZ	15
H2BFM	0
H2BFWT	0
H2BFXP	0
H3F3A	4
H3F3B	17
H3F3C	0
H6PD	37
HAAO	7
HABP2	0
HABP4	3
HACE1	0
HACL1	0
HADH	1
HADHA	12
HADHB	0
HAGH	3
HAGHL	8
HAL	0
HAMP	0
HAND1	0
HAND2	0
HAO1	0
HAO2	0
HAP1	0
HAPLN1	0
HAPLN2	0
HAPLN3	0
HAPLN4	0
HAR1A	3
HAR1B	0
HARBI1	0
HARS	9
HARS2	2
HAS1	3
HAS2	0
HAS2-AS1	0
HAS3	136
HAT1	0
HAUS1	12
HAUS2	55
HAUS4	6
HAUS5	28
