gene symbol	(count) FRA_46_FA_336
EXTL3	30
EYA1	0
EYA2	0
EYA3	95
EYA4	0
EYS	371
EZH1	7
EZH2	14
EZR	190
F10	2
F11	0
F11R	47
F12	0
F13A1	4
F13B	0
F2	2
F2R	72
F2RL1	8
F2RL2	246
F2RL3	26
F3	14
F5	291
F7	0
F8	0
F8A1	4
F9	0
FA2H	0
FAAH	0
FAAH2	0
FABP1	0
FABP12	0
FABP2	4
FABP3	55
FABP4	0
FABP5	11
FABP5P3	2
FABP6	0
FABP7	0
FABP9	0
FADD	0
FADS1	51
FADS2	2
FADS3	2
FADS6	29
FAF1	1
FAF2	3
FAH	0
FAHD1	8
FAHD2A	0
FAHD2B	1
FAIM	33
FAIM2	0
FAIM3	17
FAM101B	13
FAM102A	4
FAM102B	32
FAM103A1	35
FAM104A	166
FAM104B	1
FAM105A	27
FAM105B	69
FAM106A	99
FAM106CP	4
FAM107A	1
FAM107B	10
FAM109A	1
FAM109B	18
FAM110A	0
FAM110B	0
FAM110C	2
FAM111A	15
FAM111B	31
FAM114A1	34
FAM114A2	0
FAM115A	5
FAM115C	254
FAM117A	3
FAM117B	61
FAM118A	49
FAM118B	72
FAM120A	28
FAM120AOS	184
FAM120B	3
FAM120C	6
FAM122A	0
FAM122B	4
FAM122C	84
FAM124A	34
FAM124B	1
FAM126A	3
FAM126B	182
FAM127A	1
FAM127B	2
FAM127C	0
FAM129A	24
FAM129B	2
FAM129C	3
FAM131A	3
FAM131B	3
FAM131C	0
FAM132A	0
FAM132B	7
FAM133A	0
FAM133B	19
FAM134A	59
FAM134B	8
FAM134C	27
FAM135A	1
FAM135B	0
FAM136A	16
FAM138B	0
FAM138C	0
FAM138D	3
FAM138E	0
FAM138F	0
FAM13A	367
FAM13B	7
FAM13C	0
FAM149A	0
FAM149B1	56
FAM150A	0
FAM150B	10
FAM151A	2
FAM151B	0
FAM153A	0
FAM153B	4
FAM153C	80
FAM154A	0
FAM154B	8
FAM155A	1
FAM155B	0
FAM156A	1
FAM156B	0
FAM157A	0
FAM157B	0
FAM159A	2
FAM159B	8
FAM160A1	1
FAM160A2	1
FAM160B1	1
FAM160B2	81
FAM161A	111
FAM161B	55
FAM162A	10
FAM162B	1
FAM163A	0
FAM163B	0
FAM166A	93
FAM166B	2
FAM167A	0
FAM167B	0
FAM168A	115
FAM168B	5
FAM169A	106
FAM169B	1
FAM170A	0
FAM170B	0
FAM171A1	0
FAM171A2	1
FAM171B	0
FAM172A	0
FAM172BP	58
FAM173A	1
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	194
FAM175B	0
FAM177A1	62
FAM177B	5
FAM178A	28
FAM178B	0
FAM179A	0
FAM179B	1
FAM180A	0
FAM180B	0
FAM181A	0
FAM181B	0
FAM182A	0
FAM182B	1
FAM183A	0
FAM183B	3
FAM184A	13
FAM184B	123
FAM185A	42
FAM186A	12
FAM186B	42
FAM187B	0
FAM188A	0
FAM189A1	23
FAM189A2	0
FAM189B	0
FAM192A	8
FAM193A	24
FAM193B	47
FAM194A	2
FAM194B	2
FAM195A	28
FAM195B	0
FAM196A	2
FAM196B	509
FAM197Y5	0
FAM198A	1
FAM198B	28
FAM199X	2
FAM19A1	1
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	6
FAM200B	12
FAM201A	4
FAM203A	0
FAM204A	12
FAM20A	64
FAM20B	56
FAM20C	0
FAM21A	2
FAM21B	0
FAM21C	4
FAM24A	0
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	1
FAM26F	2
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	5
FAM27L	0
FAM32A	43
FAM35A	14
FAM3A	10
FAM3B	1
FAM3C	8
FAM3D	0
FAM41AY2	0
FAM41C	0
FAM43A	3
FAM43B	0
FAM45B	4
FAM46A	1
FAM46B	3
FAM46C	9
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	0
FAM50A	10
FAM50B	4
FAM53A	0
FAM53B	67
FAM53C	4
FAM55B	0
FAM57A	16
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	28
FAM63A	2
FAM63B	63
FAM64A	12
FAM65A	55
FAM65B	48
FAM65C	264
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	74
FAM69B	147
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	3
FAM71E1	67
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	2
FAM73A	210
FAM73B	5
FAM74A1	1
FAM74A3	0
FAM74A4	4
FAM76A	11
FAM76B	1
FAM78A	13
FAM78B	0
FAM81A	0
FAM81B	24
FAM83A	9
FAM83B	0
FAM83C	1
FAM83D	2
FAM83E	8
FAM83F	0
FAM83G	2
FAM83H	17
FAM84A	0
FAM84B	42
FAM86A	77
FAM86B1	4
FAM86B2	0
FAM86C1	8
FAM86C2P	0
FAM86DP	0
FAM86EP	19
FAM86FP	9
FAM86HP	3
FAM89A	0
FAM89B	3
FAM8A1	179
FAM90A1	7
FAM90A25P	5
FAM91A1	97
FAM92A1	29
FAM92B	5
FAM95B1	0
FAM96A	1
FAM96B	1
FAM98A	3
FAM98B	57
FAM98C	8
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	0
FAN1	348
FANCA	986
FANCB	0
FANCC	16
FANCD2	64
FANCE	0
FANCF	56
FANCG	0
FANCI	301
FANCL	263
FANCM	18
FANK1	0
FAP	0
FAR1	0
FAR2	141
FARP1	163
FARP2	37
FARS2	1
FARSA	0
FARSB	1
FAS	12
FAS-AS1	70
FASLG	1
FASN	2
FASTK	2
FASTKD1	1
FASTKD2	51
FASTKD3	0
FAT1	0
FAT2	75
FAT3	27
FAT4	1
FATE1	0
FAU	22
FBF1	3
FBL	3
FBLIM1	170
FBLL1	0
FBLN1	50
FBLN2	0
FBLN5	5
FBLN7	0
FBN1	0
FBN2	0
FBN3	0
FBP1	1
FBP2	0
FBRS	4
FBRSL1	8
FBXL12	1
FBXL13	85
FBXL14	4
FBXL15	20
FBXL16	20
FBXL17	19
FBXL18	193
FBXL19	0
FBXL19-AS1	58
FBXL2	78
FBXL20	168
FBXL21	0
FBXL22	16
FBXL3	34
FBXL4	0
FBXL5	3
FBXL6	0
FBXL7	0
FBXL8	0
FBXO10	34
FBXO11	49
FBXO15	0
FBXO16	0
FBXO17	59
FBXO18	5
FBXO2	2
FBXO21	0
FBXO22	0
FBXO24	6
FBXO25	2
FBXO27	88
FBXO28	4
FBXO3	1
FBXO30	9
FBXO31	9
FBXO32	14
FBXO33	85
FBXO34	2
FBXO36	0
FBXO38	5
FBXO39	0
FBXO4	0
FBXO40	137
FBXO41	40
FBXO42	1
FBXO43	0
FBXO44	18
FBXO45	93
FBXO46	3
FBXO47	0
FBXO48	20
FBXO5	2
FBXO6	51
FBXO7	5
FBXO8	46
FBXO9	10
FBXW10	1
FBXW11	1
FBXW12	0
FBXW2	29
FBXW4	13
FBXW4P1	0
FBXW5	9
FBXW7	10
FBXW8	37
FBXW9	1
FCAMR	0
FCAR	53
FCER1A	0
FCER1G	1
FCER2	6
FCF1	70
FCGBP	1
FCGR1A	2
FCGR1B	0
FCGR1C	0
FCGR2A	2
FCGR2B	0
FCGR2C	0
FCGR3A	15
FCGR3B	6
FCGRT	4
FCHO1	5
FCHO2	2
FCHSD1	238
FCHSD2	143
FCN1	70
FCN2	0
FCN3	0
FCRL1	4
FCRL2	1
FCRL3	2
FCRL4	0
FCRL5	2
FCRL6	3
FCRLA	1
FCRLB	5
FDFT1	6
FDPS	29
FDX1	35
FDX1L	0
FDXACB1	24
FDXR	2
FECH	39
FEM1A	4
FEM1B	5
FEM1C	0
FEN1	9
FER	28
FER1L4	17
FER1L5	2
FER1L6	0
FER1L6-AS1	0
FERD3L	0
FERMT1	1
FERMT2	1
FERMT3	43
FES	9
FETUB	0
FEV	0
FEZ1	29
FEZ2	5
FEZF1	0
FEZF2	0
FFAR1	0
FFAR2	43
FFAR3	0
FGA	0
FGB	25
FGD1	114
FGD2	5
FGD3	18
FGD4	39
FGD5	7
FGD6	17
FGF1	0
FGF10	0
FGF11	4
FGF12	0
FGF13	2
FGF14	0
FGF16	0
FGF17	1
FGF18	0
FGF19	0
FGF2	22
FGF20	0
FGF21	0
FGF22	2
FGF23	1
FGF3	0
FGF4	0
FGF5	398
FGF6	0
FGF7	2
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	11
FGFBP3	3
FGFR1	25
FGFR1OP	2
FGFR1OP2	22
FGFR2	54
FGFR3	3
FGFR4	0
FGFRL1	3
FGG	0
FGGY	0
FGL1	0
FGL2	56
FGR	9
FH	0
FHAD1	44
FHDC1	39
FHIT	0
FHL1	3
FHL2	11
FHL3	2
FHL5	0
FHOD1	152
FHOD3	30
FIBCD1	4
FIBIN	0
FIBP	15
FICD	88
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	14
FIGNL2	30
FILIP1	1
FILIP1L	104
FIP1L1	10
FIS1	4
FITM1	0
FITM2	0
FIZ1	0
FJX1	0
FKBP10	1
FKBP11	18
FKBP14	184
FKBP15	114
FKBP1AP1	114
FKBP1B	0
FKBP2	4
FKBP3	27
FKBP4	97
FKBP5	172
FKBP6	15
FKBP7	5
FKBP8	21
FKBP9	71
FKBP9L	7
FKBPL	0
FKRP	12
FKSG29	1
FKTN	6
FLAD1	14
FLCN	62
FLG	7
FLG2	30
FLI1	18
FLII	28
FLJ10038	38
FLJ11235	3
FLJ12825	39
FLJ13197	191
FLJ13224	117
FLJ14107	52
FLJ14186	10
FLJ16341	5
FLJ16779	0
FLJ20021	1
FLJ21408	2
FLJ22184	0
FLJ22447	1
FLJ22763	0
FLJ25363	13
FLJ25758	0
FLJ26245	0
FLJ26850	1
FLJ27352	0
FLJ27354	30
FLJ30403	93
FLJ30679	5
FLJ30838	19
FLJ31104	68
FLJ31306	65
FLJ31662	145
FLJ31813	10
FLJ32756	38
FLJ33360	17
FLJ33534	3
FLJ33581	0
FLJ33630	1
FLJ34503	1
FLJ35024	0
FLJ35282	0
FLJ36000	0
FLJ36777	11
FLJ37035	0
FLJ37201	0
FLJ37453	100
FLJ37505	1
FLJ38723	0
FLJ39080	0
FLJ39739	1
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	47
FLJ41200	41
FLJ41278	0
FLJ41350	0
FLJ41423	6
FLJ41484	1
FLJ41941	5
FLJ42351	1
FLJ42393	1
FLJ42627	122
FLJ42875	0
FLJ42969	0
FLJ43663	18
FLJ43681	52
FLJ43879	12
FLJ44313	3
FLJ44511	1
FLJ44635	0
FLJ44881	1
FLJ45079	2
FLJ45340	38
FLJ45445	0
FLJ45513	15
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	19
FLJ46906	5
FLNA	251
FLNB	14
FLNC	0
FLOT1	0
FLOT2	6
FLRT1	10
FLRT2	0
FLRT3	0
FLT1	99
FLT3	2
FLT3LG	2
FLT4	6
FLVCR1	78
FLVCR2	10
FLYWCH1	6
FLYWCH2	4
FMN1	28
FMN2	0
FMNL1	75
FMNL2	177
FMNL3	76
FMO1	0
FMO2	1
FMO3	5
FMO4	0
FMO5	49
FMO6P	5
FMO9P	0
FMOD	1
FMR1	5
FMR1-AS1	22
FMR1NB	0
FN1	70
FN3K	0
FN3KRP	0
FNBP1	34
FNBP1L	1
FNBP4	12
FNDC1	0
FNDC3A	11
FNDC3B	2
FNDC4	0
FNDC5	38
FNDC7	0
FNDC8	14
FNDC9	191
FNIP1	19
FNIP2	0
FNTA	28
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	3
FOLR3	0
FOLR4	0
FOPNL	34
FOS	9
FOSB	2
FOSL1	6
FOSL2	8
FOXA1	0
FOXA2	0
FOXA3	1
FOXB1	0
FOXB2	0
FOXC1	5
FOXC2	0
FOXD1	0
FOXD2	20
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	0
FOXD4L6	0
FOXE1	4
FOXE3	1
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	152
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	5
FOXJ3	17
FOXK1	116
FOXK2	26
FOXL1	0
FOXL2	0
FOXM1	134
FOXN1	0
FOXN2	4
FOXN3	32
FOXN4	1
FOXO1	8
FOXO3	24
FOXO4	35
FOXP1	13
FOXP2	0
FOXP3	37
FOXP4	25
FOXQ1	0
FOXR1	0
FOXR2	0
FOXRED1	8
FOXRED2	42
FOXS1	0
FPGS	1
FPGT	0
FPR1	0
FPR2	1
FPR3	3
FRA10AC1	58
FRAS1	0
FRAT1	6
FRAT2	9
FREM1	0
FREM2	10
FREM3	8
FRG1	3
FRG1B	6
FRG2B	0
FRK	0
FRMD1	0
FRMD3	1
FRMD4A	319
FRMD4B	0
FRMD5	27
FRMD6	0
FRMD7	25
FRMD8	23
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	52
FRS2	0
FRS3	1
FRY	2
FRYL	9
FRZB	0
FSCB	0
FSCN1	6
FSCN2	4
FSCN3	0
FSD1	0
FSD1L	3
FSD2	13
FSHB	0
FSHR	0
FSIP1	1
FSIP2	147
FST	0
FSTL1	0
FSTL3	2
FSTL4	1
FSTL5	0
FTCD	0
FTH1	40
FTH1P3	0
FTHL17	0
FTL	36
FTLP10	6
FTMT	0
FTO	56
FTSJ1	0
FTSJ2	0
FTSJ3	56
FTSJD1	0
FTSJD2	54
FTX	62
FUBP1	8
FUBP3	2
FUCA1	1
FUCA2	67
FUK	28
FUNDC1	0
FUNDC2	11
FUNDC2P2	0
FURIN	3
FUS	18
FUT1	38
FUT10	2
FUT11	11
FUT2	134
FUT3	1
FUT4	23
FUT5	0
FUT6	108
FUT7	4
FUT8	45
FUT9	11
FUZ	47
FXN	227
FXR1	257
FXR2	6
FXYD1	0
FXYD2	14
FXYD3	0
FXYD4	0
FXYD5	16
FXYD7	1
FYB	51
FYCO1	8
FYN	10
FYTTD1	7
FZD1	1
FZD10	0
FZD2	35
FZD3	89
FZD4	54
FZD5	2
FZD6	11
FZD7	0
FZD8	1
FZD9	1
FZR1	4
G0S2	1
G2E3	2
G3BP1	12
G3BP2	1
G6PC	12
G6PC2	0
G6PC3	7
G6PD	4
GAA	3
GAB1	1
GAB2	31
GAB3	2
GAB4	0
GABARAP	15
GABARAPL1	0
GABARAPL2	17
GABARAPL3	1
GABBR1	1
GABBR2	0
GABPA	14
GABPB1	72
GABPB2	14
GABRA1	0
GABRA2	1
GABRA3	0
GABRA4	2
GABRA5	0
GABRA6	0
GABRB1	4
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	1
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	2
GABRR2	0
GABRR3	0
GAD1	1
GAD2	0
GADD45A	0
GADD45B	4
GADD45G	0
GADD45GIP1	6
GADL1	0
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	5
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	0
GAL3ST4	29
GALC	4
GALE	12
GALK1	2
GALK2	6
GALM	63
GALNS	8
GALNT1	9
GALNT10	63
GALNT11	105
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	7
GALNT3	0
GALNT5	1
GALNT6	55
GALNT7	122
GALNT8	0
GALNT9	2
GALNTL5	0
GALNTL6	1
GALP	0
GALR1	0
GALR2	6
GALR3	0
GALT	0
GAMT	6
GAN	1
GANAB	6
GANC	2
GAP43	0
GAPDH	103
GAPDHS	71
GAPT	1
GAPVD1	46
GAR1	0
GARNL3	0
GARS	9
GART	6
GAS1	0
GAS2	15
GAS2L1	3
GAS2L2	0
GAS2L3	0
GAS5	22
GAS6	53
GAS7	16
GAS8	2
GAST	0
GATA1	2
GATA2	4
GATA3	0
GATA4	0
GATA5	0
GATA6	0
GATAD1	172
GATAD2A	24
GATAD2B	1
GATC	817
GATM	1
GATS	111
GATSL1	0
GATSL2	0
GATSL3	2
GBA	0
GBA2	63
GBA3	0
GBAP1	5
GBAS	0
GBE1	3
GBF1	5
GBGT1	0
GBP1	8
GBP1P1	2
GBP2	17
GBP3	12
GBP4	92
GBP5	55
GBP6	51
GBP7	1
GBX1	0
GBX2	0
GC	2
GCA	0
GCAT	15
GCC1	4
GCC2	18
GCDH	2
GCG	0
GCGR	0
GCH1	5
GCHFR	20
GCK	0
GCKR	0
GCLC	2
GCLM	88
GCM1	20
GCM2	3
GCN1L1	10
GCNT1	9
GCNT2	18
GCNT3	0
GCNT4	0
GCNT7	84
GCOM1	9
GCSH	0
GDA	0
GDAP1	1
GDAP1L1	14
GDAP2	20
GDE1	7
GDF10	0
GDF11	91
GDF15	18
GDF2	0
GDF3	0
GDF5	0
GDF5OS	23
GDF6	0
GDF7	2
GDF9	0
GDI1	3
GDI2	83
GDNF	5
GDPD1	101
GDPD2	5
GDPD3	2
GDPD4	0
GDPD5	5
GEM	0
GEMIN4	4
GEMIN5	0
GEMIN6	0
GEMIN7	10
GEMIN8	102
GEMIN8P4	5
GEN1	6
GET4	30
GFAP	1
GFER	3
GFI1	1
GFI1B	1
GFM1	9
GFM2	80
GFOD1	0
GFOD2	143
GFPT1	67
GFPT2	3
GFRA1	17
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	1
GGA1	137
GGA2	74
GGA3	41
GGCT	1
GGCX	353
GGH	1
GGN	15
GGNBP1	9
GGNBP2	11
GGPS1	161
GGT1	0
GGT2	0
GGT3P	0
GGT5	0
GGT6	95
GGT7	1
GGT8P	25
GGTA1P	3
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	9
GHITM	2
GHR	15
GHRH	1
GHRHR	0
GHRL	72
GHRLOS	34
GHSR	1
GIF	0
GIGYF1	33
GIGYF2	14
GIMAP1	68
GIMAP2	12
GIMAP4	81
GIMAP6	8
GIMAP7	17
GIMAP8	52
GIN1	2
GINS1	29
GINS2	6
GINS3	5
GINS4	36
GIP	0
GIPC1	1
GIPC2	0
GIPC3	5
GIPR	1
GIT1	18
GIT2	26
GJA1	60
GJA10	0
GJA3	0
GJA4	3
GJA5	0
GJA8	0
GJB1	1
GJB2	0
GJB3	2
GJB4	0
GJB5	4
GJB6	0
GJB7	48
GJC1	179
GJC2	8
GJC3	3
GJD2	0
GJD3	19
GJD4	0
GK	49
GK2	0
GK3P	77
GK5	190
GKAP1	0
GKN1	0
GKN2	0
GLA	2
GLB1	4
GLB1L	49
GLB1L2	13
GLB1L3	37
GLCCI1	3
GLCE	0
GLDC	20
GLDN	3
GLE1	24
GLG1	58
GLI1	44
GLI2	5
GLI3	0
GLI4	2
GLIPR1	469
GLIPR1L1	16
GLIPR1L2	387
GLIPR2	0
GLIS1	0
GLIS2	17
GLIS3	1
GLMN	1
GLO1	9
GLOD4	2
GLOD5	0
GLP1R	1
GLP2R	1
GLRA1	12
GLRA2	7
GLRA3	0
GLRA4	0
GLRB	0
GLRX	2
GLRX2	4
GLRX3	17
GLRX5	1
GLS	331
GLS2	90
GLT1D1	1
GLT6D1	0
GLT8D1	106
GLT8D2	31
GLTP	69
GLTPD1	5
GLTPD2	15
GLTSCR1	4
GLTSCR2	67
GLUD1	18
GLUD2	0
GLUL	7
GLYAT	0
GLYATL1	29
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	1
GLYR1	4
GM2A	29
GMCL1	1
GMDS	2
GMEB1	56
GMEB2	4
GMFB	0
GMFG	3
GMIP	11
GML	0
GMNN	10
GMPPA	1
GMPPB	43
GMPR	9
GMPR2	188
GMPS	1
GNA11	1
GNA12	9
GNA13	8
GNA14	8
GNA15	3
GNAI1	0
GNAI2	26
GNAI3	7
GNAL	59
GNAO1	10
GNAQ	2
GNAS	25
GNAS-AS1	0
GNAT1	0
GNAT2	90
GNAT3	0
GNAZ	4
GNB1	4
GNB1L	63
GNB2	15
GNB2L1	24
GNB3	6
GNB4	428
GNB5	91
GNE	163
GNG11	0
GNG12	0
GNG13	4
GNG2	3
GNG3	34
GNG4	107
GNG5	16
GNG7	4
GNG8	0
GNGT1	0
GNGT2	1
GNL1	37
GNL2	9
GNL3	22
GNL3L	99
GNLY	8
GNMT	0
GNN	1
GNPAT	0
GNPDA1	20
GNPDA2	78
GNPNAT1	376
GNPTAB	189
GNPTG	24
GNRH1	21
GNRH2	2
GNRHR	188
GNRHR2	1166
GNS	108
GOLGA1	21
GOLGA2	107
GOLGA2P2Y	0
GOLGA3	105
GOLGA4	18
GOLGA5	1
GOLGA6A	0
GOLGA6B	0
GOLGA6C	3
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	1
GOLGA6L7P	1
GOLGA6L9	0
GOLGA7	0
GOLGA7B	1
GOLGA8A	3
GOLGA8B	3
GOLGA8DP	2
GOLGA8F	0
GOLGA8G	0
GOLGB1	28
GOLIM4	6
GOLM1	182
GOLPH3	8
GOLPH3L	5
GOLT1A	0
GOLT1B	0
GON4L	44
GOPC	4
GORAB	0
GORASP1	97
GORASP2	2
GOSR1	603
GOSR2	1
GOT1	1
GOT1L1	0
GOT2	1
GP1BA	88
GP2	35
GP5	10
GP6	122
GP9	2
GPA33	0
GPAA1	0
GPAM	0
GPANK1	45
GPAT2	72
GPATCH1	8
GPATCH2	0
GPATCH3	2
GPATCH4	34
GPATCH8	22
GPBAR1	9
GPBP1	4
GPBP1L1	5
GPC1	43
GPC2	1
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	2
GPD1	5
GPD1L	0
GPD2	0
GPER	6
GPHA2	1
GPHB5	0
GPHN	23
GPI	123
GPIHBP1	0
GPKOW	13
GPLD1	20
GPM6A	0
GPM6B	235
GPN1	50
GPN2	1
GPN3	22
GPNMB	1
GPR1	36
GPR101	0
GPR107	4
GPR108	0
GPR110	7
GPR111	1
GPR112	3
GPR113	86
GPR114	5
GPR115	0
GPR116	0
GPR119	0
GPR12	51
GPR123	0
GPR124	52
GPR125	0
GPR126	0
GPR128	0
GPR132	12
GPR133	2
GPR135	1
GPR137	5
GPR137B	35
GPR137C	11
GPR139	0
GPR141	0
GPR142	0
GPR143	14
GPR144	0
GPR146	3
GPR148	0
GPR149	0
GPR15	10
GPR150	6
GPR151	7
GPR152	34
GPR153	0
GPR155	171
GPR156	1
GPR157	0
GPR158	0
GPR160	82
GPR161	5
GPR162	2
GPR17	1
GPR171	8
GPR173	2
GPR174	0
GPR176	0
GPR179	9
GPR18	240
GPR180	1
GPR182	11
GPR183	212
GPR19	2
GPR20	0
GPR21	0
GPR22	181
GPR25	3
GPR26	0
GPR27	1
GPR3	43
GPR31	0
GPR32	0
GPR33	0
GPR34	46
GPR35	2
GPR37	0
GPR37L1	49
GPR39	0
GPR4	5
GPR45	3
GPR50	0
GPR52	0
GPR55	12
GPR56	27
GPR6	0
GPR61	7
GPR62	2
GPR63	6
GPR64	20
GPR65	24
GPR68	108
GPR78	0
GPR82	348
GPR83	10
GPR84	1
GPR85	0
GPR87	2
GPR88	1
GPR89A	1
GPR89B	0
GPR89C	0
GPR97	0
GPR98	1
GPRASP1	4
GPRC5A	0
GPRC5B	1
GPRC5C	0
GPRC5D	0
GPRC6A	0
GPRIN1	0
GPRIN2	0
GPRIN3	5
GPS1	32
GPS2	27
GPSM1	8
GPSM2	114
GPSM3	25
GPT	40
GPT2	5
GPX1	4
GPX2	77
GPX3	70
GPX4	16
GPX5	0
GPX6	0
GPX7	25
GPX8	11
GRAMD1A	9
GRAMD1B	0
GRAMD1C	5
GRAMD2	0
GRAMD3	17
GRAMD4	5
GRAP	1
GRAP2	5
GRAPL	0
GRASP	3
GRB10	0
GRB14	0
GRB2	11
GRB7	0
GREB1	31
GREB1L	148
GREM1	0
GREM2	2
GRHL1	0
GRHL2	21
GRHL3	1
GRHPR	5
GRIA1	1
GRIA2	0
GRIA3	0
GRIA4	12
GRID1	0
GRID2	0
GRID2IP	11
GRIK1	84
GRIK1-AS1	0
GRIK2	0
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	0
GRIN2A	0
GRIN2B	0
GRIN2C	34
GRIN2D	3
GRIN3A	206
GRIN3B	58
GRINA	3
GRIP1	148
GRIP2	53
GRIPAP1	49
GRK1	0
GRK4	1
GRK5	1
GRK6	21
GRK7	0
GRM1	0
GRM2	0
GRM3	6
GRM4	0
GRM5	0
GRM6	60
GRM7	5
GRM8	0
GRN	8
GRP	0
GRPEL1	16
GRPEL2	8
GRPR	0
GRSF1	61
GRTP1	22
GRWD1	17
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	30
GSDMB	5
GSDMC	29
GSDMD	15
GSG1	181
GSG1L	0
GSG2	10
GSK3A	49
GSK3B	18
GSN	8
GSPT1	50
GSPT2	0
GSR	8
GSS	12
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	9
GSTK1	3
GSTM1	1
GSTM2	9
GSTM2P1	1
GSTM3	105
GSTM4	1
GSTM5	0
GSTO1	13
GSTO2	5
GSTP1	9
GSTT1	0
GSTT2	0
GSTTP1	0
GSTTP2	56
GSTZ1	5
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	6
GTF2A2	0
GTF2B	2
GTF2E1	39
GTF2E2	3
GTF2F1	41
GTF2F2	0
GTF2H1	7
GTF2H2	37
GTF2H2B	32
GTF2H2C	9
GTF2H3	0
GTF2H4	0
GTF2H5	87
GTF2I	5
GTF2IP1	1
GTF2IRD1	6
GTF2IRD2	15
GTF2IRD2B	7
GTF2IRD2P1	3
GTF3A	91
GTF3C1	13
GTF3C2	6
GTF3C3	1
GTF3C4	2
GTF3C5	3
GTF3C6	9
GTPBP1	346
GTPBP10	196
GTPBP2	27
GTPBP3	37
GTPBP4	0
GTPBP6	0
GTPBP8	23
GTSE1	9
GTSF1	1
GTSF1L	0
GUCA1A	0
GUCA1B	23
GUCA1C	1
GUCA2A	0
GUCA2B	0
GUCY1A2	0
GUCY1A3	1
GUCY1B2	11
GUCY1B3	0
GUCY2C	36
GUCY2D	1
GUCY2F	0
GUCY2GP	0
GUF1	71
GUK1	2
GULP1	1
GUSB	6
GUSBP1	13
GUSBP10	0
GUSBP11	3
GUSBP2	1
GUSBP3	42
GUSBP4	0
GUSBP5	0
GUSBP9	0
GVINP1	44
GXYLT1	5
GXYLT2	0
GYG1	4
GYG2	0
GYG2P1	3
GYLTL1B	19
GYPA	1
GYPB	0
GYPC	4
GYPE	7
GYS1	19
GYS2	1
GZF1	176
GZMA	0
GZMB	3
GZMH	1
GZMK	2
GZMM	2
H19	1
H1F0	11
H1FNT	7
H1FOO	0
H1FX	62
H2AFB3	0
H2AFJ	3
H2AFV	43
H2AFX	2
H2AFY	28
H2AFY2	2
H2AFZ	27
H2BFM	1
H2BFWT	0
H2BFXP	0
H3F3A	5
H3F3B	28
H3F3C	0
H6PD	75
HAAO	11
HABP2	0
HABP4	8
HACE1	0
HACL1	0
HADH	1
HADHA	30
HADHB	0
HAGH	8
HAGHL	8
HAL	1
HAMP	0
HAND1	0
HAND2	0
HAO1	0
HAO2	0
HAP1	0
HAPLN1	0
HAPLN2	0
HAPLN3	0
HAPLN4	0
HAR1A	5
HAR1B	0
HARBI1	0
HARS	14
HARS2	1
HAS1	4
HAS2	0
HAS2-AS1	0
HAS3	218
HAT1	3
HAUS1	9
HAUS2	75
HAUS4	4
HAUS5	56
HAUS6	22
