gene symbol	(count) NOR_46_FW_2445
AREG	1
ARF1	5
ARF3	1
ARF4	35
ARF5	0
ARF6	19
ARFGAP1	0
ARFGAP2	12
ARFGAP3	3
ARFGEF1	4
ARFGEF2	1
ARFIP1	0
ARFIP2	10
ARFRP1	4
ARG1	40
ARG2	75
ARGFX	55
ARGFXP2	17
ARGLU1	2
ARHGAP1	39
ARHGAP10	0
ARHGAP11A	7
ARHGAP11B	0
ARHGAP12	1
ARHGAP15	0
ARHGAP17	2
ARHGAP18	0
ARHGAP20	0
ARHGAP21	0
ARHGAP22	0
ARHGAP23	0
ARHGAP24	0
ARHGAP25	1
ARHGAP26	33
ARHGAP27	1
ARHGAP28	0
ARHGAP29	0
ARHGAP30	23
ARHGAP31	10
ARHGAP32	0
ARHGAP33	0
ARHGAP35	0
ARHGAP36	0
ARHGAP39	2
ARHGAP4	3
ARHGAP40	0
ARHGAP42	0
ARHGAP44	14
ARHGAP5	2
ARHGAP6	0
ARHGAP9	31
ARHGDIA	1
ARHGDIB	2
ARHGDIG	0
ARHGEF1	4
ARHGEF10	0
ARHGEF10L	0
ARHGEF11	0
ARHGEF12	0
ARHGEF15	0
ARHGEF16	0
ARHGEF17	0
ARHGEF18	3
ARHGEF19	0
ARHGEF2	1
ARHGEF25	0
ARHGEF26	14
ARHGEF3	0
ARHGEF33	2
ARHGEF35	4
ARHGEF37	0
ARHGEF38	1
ARHGEF4	10
ARHGEF40	2
ARHGEF5	0
ARHGEF6	18
ARHGEF7	0
ARHGEF9	9
ARID1A	6
ARID1B	5
ARID2	0
ARID3A	1
ARID3B	0
ARID3C	0
ARID4A	6
ARID4B	4
ARID5A	1
ARID5B	8
ARIH1	3
ARIH2	18
ARL1	0
ARL10	0
ARL11	12
ARL13A	10
ARL13B	3
ARL14	0
ARL15	0
ARL16	12
ARL17A	267
ARL2	6
ARL2BP	4
ARL3	17
ARL4A	5
ARL4C	15
ARL4D	0
ARL5A	1
ARL5B	0
ARL5C	0
ARL6	0
ARL6IP1	1
ARL6IP4	3
ARL6IP5	0
ARL6IP6	2
ARL8A	1
ARL8B	0
ARL9	0
ARMC1	0
ARMC10	38
ARMC2	0
ARMC3	0
ARMC4	0
ARMC5	15
ARMC6	0
ARMC7	19
ARMC8	0
ARMC9	0
ARMCX1	0
ARMCX2	0
ARMCX3	0
ARMCX4	0
ARMCX5	0
ARMCX6	0
ARMS2	0
ARNT	0
ARNT2	0
ARNTL	23
ARNTL2	0
ARPC1A	0
ARPC1B	3
ARPC2	3
ARPC3	11
ARPC4	23
ARPC5	2
ARPC5L	1
ARPP19	31
ARPP21	0
ARR3	5
ARRB1	0
ARRB2	0
ARRDC1	18
ARRDC2	0
ARRDC3	6
ARRDC4	0
ARRDC5	0
ARSA	21
ARSB	21
ARSD	5
ARSE	0
ARSF	2
ARSG	4
ARSH	0
ARSI	0
ARSJ	0
ARSK	12
ART1	0
ART3	2
ART4	0
ART5	0
ARTN	0
ARV1	2
ARVCF	3
ARX	0
ASAH1	0
ASAH2	0
ASAH2B	0
ASAP1	0
ASAP1-IT1	0
ASAP2	0
ASAP3	0
ASB1	1
ASB10	0
ASB11	22
ASB12	0
ASB13	0
ASB14	84
ASB15	7
ASB16	36
ASB17	0
ASB18	0
ASB2	0
ASB3	2
ASB4	5
ASB5	0
ASB6	47
ASB7	4
ASB8	37
ASB9	0
ASB9P1	1
ASCC1	16
ASCC2	3
ASCC3	1
ASCL1	0
ASCL2	0
ASCL3	0
ASCL4	0
ASF1A	44
ASF1B	3
ASGR1	0
ASGR2	1
ASH1L	1
ASH2L	3
ASIP	0
ASL	0
ASMTL	0
ASMTL-AS1	0
ASNA1	0
ASNS	0
ASNSD1	0
ASPA	0
ASPDH	17
ASPG	0
ASPH	10
ASPHD1	1
ASPHD2	12
ASPM	0
ASPN	9
ASPRV1	0
ASPSCR1	0
ASRGL1	2
ASS1	4
ASTE1	14
ASTL	0
ASTN1	0
ASTN2	2092
ASXL1	6
ASXL2	0
ASXL3	3
ASZ1	1
ATAD1	0
ATAD2	1
ATAD2B	13
ATAD3A	0
ATAD3B	0
ATAD3C	27
ATAD5	28
ATAT1	4
ATCAY	124
ATE1	0
ATF1	0
ATF2	0
ATF3	0
ATF4	5
ATF5	20
ATF6	0
ATF6B	1
ATF7	0
ATF7IP	1
ATF7IP2	1
ATG10	5
ATG12	18
ATG13	2
ATG14	67
ATG16L1	0
ATG16L2	17
ATG2A	1
ATG2B	0
ATG3	0
ATG4A	0
ATG4B	0
ATG4C	0
ATG4D	32
ATG5	0
ATG7	68
ATG9A	2
ATG9B	10
ATHL1	1
ATIC	0
ATL1	5
ATL2	0
ATL3	0
ATM	41
ATMIN	2
ATN1	8
ATOH1	0
ATOH7	0
ATOH8	0
ATOX1	0
ATP10A	1
ATP10B	0
ATP10D	0
ATP11A	0
ATP11B	2
ATP11C	0
ATP12A	0
ATP13A1	1
ATP13A2	1
ATP13A3	0
ATP13A4	0
ATP13A5	0
ATP1A1	15
ATP1A1OS	186
ATP1A2	17
ATP1A3	0
ATP1A4	0
ATP1B1	6
ATP1B2	18
ATP1B3	3
ATP1B4	14
ATP2A1	14
ATP2A2	1
ATP2A3	0
ATP2B1	10
ATP2B2	1
ATP2B3	0
ATP2B4	0
ATP2C1	13
ATP2C2	9
ATP4A	1
ATP4B	1
ATP5A1	0
ATP5B	0
ATP5C1	0
ATP5D	1
ATP5E	3
ATP5EP2	0
ATP5F1	17
ATP5G1	0
ATP5G2	5
ATP5G3	0
ATP5H	58
ATP5I	0
ATP5J	10
ATP5L	0
ATP5L2	2
ATP5O	0
ATP5S	10
ATP5SL	11
ATP6AP1	0
ATP6AP1L	0
ATP6AP2	1
ATP6V0A1	0
ATP6V0A2	10
ATP6V0A4	0
ATP6V0B	0
ATP6V0C	0
ATP6V0CP3	0
ATP6V0D1	0
ATP6V0D2	4
ATP6V0E1	0
ATP6V0E2	4
ATP6V1A	11
ATP6V1B1	1
ATP6V1B2	0
ATP6V1C1	3
ATP6V1C2	157
ATP6V1D	3
ATP6V1E1	0
ATP6V1E2	0
ATP6V1F	4
ATP6V1G1	0
ATP6V1G3	0
ATP6V1H	0
ATP7A	6
ATP7B	0
ATP8A1	0
ATP8A2	0
ATP8B1	120
ATP8B2	5
ATP8B3	0
ATP8B4	0
ATP8B5P	0
ATP9A	0
ATP9B	1
ATPAF1	3
ATPAF2	0
ATPIF1	3
ATR	0
ATRIP	8
ATRN	2
ATRNL1	0
ATRX	1
ATXN1	4
ATXN10	0
ATXN1L	7
ATXN2	3
ATXN2L	3
ATXN3	50
ATXN3L	0
ATXN7	6
ATXN7L1	0
ATXN7L2	1
ATXN7L3	21
ATXN7L3B	2
ATXN8OS	0
AUH	0
AUP1	2
AURKA	4
AURKAIP1	0
AURKAPS1	0
AURKB	1
AURKC	0
AUTS2	0
AVEN	1
AVIL	18
AVL9	0
AVP	0
AVPI1	9
AVPR1A	3
AVPR1B	1
AVPR2	32
AWAT1	0
AWAT2	3
AXDND1	0
AXIN1	1
AXIN2	1
AXL	23
AZGP1	0
AZGP1P1	0
AZI1	0
AZI2	25
AZIN1	4
AZU1	0
B2M	6
B3GALNT1	1
B3GALNT2	23
B3GALT1	2
B3GALT2	48
B3GALT4	0
B3GALT5	0
B3GALT6	0
B3GALTL	2
B3GAT1	0
B3GAT2	11
B3GAT3	1
B3GNT1	0
B3GNT2	0
B3GNT3	0
B3GNT4	8
B3GNT5	9
B3GNT6	11
B3GNT7	6
B3GNT8	15
B3GNT9	22
B3GNTL1	3
B4GALNT1	0
B4GALNT2	0
B4GALNT3	0
B4GALNT4	0
B4GALT1	1
B4GALT2	0
B4GALT3	5
B4GALT4	2
B4GALT5	5
B4GALT6	0
B4GALT7	14
B9D1	0
B9D2	5
BAALC	2
BAAT	10
BABAM1	0
BACE1	56
BACE1-AS	3
BACE2	0
BACH1	0
BACH2	1
BAD	3
BAG1	11
BAG2	0
BAG3	1
BAG4	1
BAG5	7
BAG6	9
BAHCC1	0
BAHD1	4
BAI1	0
BAI2	0
BAI3	0
BAIAP2	5
BAIAP2L1	34
BAIAP2L2	0
BAIAP3	31
BAK1	0
BAMBI	0
BANF1	22
BANF2	0
BANK1	1
BANP	1
BAP1	17
BARD1	0
BARHL1	1
BARHL2	0
BARX1	0
BARX2	2
BASP1	15
BASP1P1	0
BATF	0
BATF2	0
BATF3	0
BAX	7
BAZ1A	32
BAZ1B	0
BAZ2A	1
BAZ2B	3
BBC3	5
BBIP1	286
BBOX1	0
BBS1	4
BBS10	0
BBS12	0
BBS2	0
BBS4	15
BBS5	443
BBS7	1
BBS9	0
BBX	1
BCAM	0
BCAN	0
BCAP29	0
BCAP31	0
BCAR1	0
BCAR3	2
BCAR4	0
BCAS1	62
BCAS2	21
BCAS3	0
BCAS4	3
BCAT1	1
BCAT2	0
BCCIP	9
BCDIN3D	13
BCHE	0
BCKDHA	1
BCKDHB	21
BCKDK	4
BCL10	4
BCL11A	0
BCL11B	9
BCL2	2
BCL2A1	0
BCL2L1	9
BCL2L10	0
BCL2L11	1
BCL2L12	35
BCL2L13	7
BCL2L14	1
BCL2L15	35
BCL2L2	24
BCL3	1
BCL6	0
BCL6B	1
BCL7A	0
BCL7B	0
BCL7C	4
BCL9	8
BCL9L	31
BCLAF1	5
BCMO1	0
BCO2	0
BCOR	2
BCORL1	1
BCORP1	0
BCR	1
BCRP2	0
BCRP3	0
BCS1L	1
BCYRN1	8
BDH1	27
BDH2	1
BDKRB1	0
BDKRB2	0
BDNF	2
BDP1	2
BEAN1	3
BECN1	0
BEGAIN	2
BEND2	23
BEND3	0
BEND4	1
BEND5	0
BEND6	0
BEND7	1
BEST1	253
BEST2	1
BEST3	0
BEST4	2
BET1	0
BET1L	0
BEX1	0
BEX2	0
BEX4	0
BEX5	0
BFAR	3
BFSP1	1
BFSP2	4
BGN	4
BHLHA15	5
BHLHA9	0
BHLHB9	0
BHLHE22	0
BHLHE23	0
BHLHE40	3
BHLHE41	11
BHMT	2
BHMT2	39
BICC1	0
BICD1	1
BICD2	1
BID	11
BIK	1
BIN1	2
BIN2	2
BIN3	3
BIRC2	0
BIRC3	2
BIRC5	1
BIRC6	1
BIRC7	0
BIRC8	0
BIVM	27
BLCAP	3
BLID	0
BLK	0
BLM	0
BLMH	0
BLNK	2
BLOC1S1	9
BLOC1S2	0
BLOC1S3	7
BLVRA	0
BLVRB	0
BLZF1	5
BMF	2
BMP1	0
BMP10	1
BMP15	0
BMP2	0
BMP2K	11
BMP3	2
BMP4	0
BMP5	0
BMP6	26
BMP7	57
BMP8A	52
BMP8B	31
BMPER	0
BMPR1A	0
BMPR1B	0
BMPR2	10
BMS1	8
BMS1P1	6
BMS1P4	16
BMX	0
BNC1	0
BNC2	1
BNIP1	0
BNIP2	1
BNIP3	18
BNIP3L	3
BNIPL	16
BOC	2
BOD1	0
BOK	4
BOK-AS1	0
BOLA1	1
BOLA2	0
BOLA3	0
BOLL	10
BOP1	8
BPESC1	0
BPGM	2
BPHL	5
BPI	0
BPNT1	20
BPTF	9
BPY2	0
BRAF	0
BRAP	1
BRAT1	114
BRCA1	15
BRCA2	9
BRCC3	0
BRD1	53
BRD2	8
BRD3	3
BRD4	2
BRD7	16
BRD7P3	34
BRD8	1
BRD9	4
BRDT	23
BRE	6
BREA2	10
BRF1	8
BRF2	1
BRI3	2
BRI3BP	1
BRIP1	83
BRIX1	17
BRK1	0
BRMS1	0
BRMS1L	0
BROX	2
BRPF1	1
BRPF3	0
BRS3	0
BRSK1	1
BRSK2	13
BRWD1	8
BRWD3	7
BSCL2	2
BSDC1	2
BSG	0
BSN	9
BSND	0
BSPH1	0
BSPRY	2
BST1	1
BST2	0
BSX	0
BTAF1	0
BTBD1	1
BTBD10	12
BTBD11	4
BTBD16	0
BTBD17	2
BTBD18	42
BTBD19	1
BTBD2	14
BTBD3	0
BTBD6	19
BTBD7	3
BTBD8	0
BTBD9	67
BTC	0
BTD	0
BTF3	7
BTF3L4	0
BTF3P11	1
BTG1	7
BTG2	0
BTG3	1
BTG4	0
BTK	0
BTLA	0
BTN1A1	0
BTN2A1	1
BTN2A2	0
BTN3A1	4
BTN3A2	10
BTN3A3	0
BTNL2	2
BTNL3	0
BTNL8	0
BTNL9	0
BTRC	6
BUB1	0
BUB1B	0
BUB3	1
BUD13	0
BUD31	6
BVES	15
BYSL	87
BZRAP1	1
BZW1	0
BZW2	0
C10orf10	10
C10orf105	16
C10orf107	0
C10orf11	0
C10orf111	1
C10orf112	0
C10orf113	0
C10orf114	0
C10orf118	0
C10orf12	0
C10orf120	0
C10orf128	0
C10orf129	0
C10orf131	4
C10orf137	0
C10orf18	7
C10orf2	0
C10orf25	10
C10orf32	85
C10orf35	0
C10orf40	0
C10orf53	0
C10orf54	25
C10orf55	4
C10orf62	0
C10orf67	0
C10orf71	0
C10orf76	6
C10orf82	0
C10orf88	0
C10orf90	0
C10orf91	2
C10orf95	23
C10orf99	0
C11orf1	1
C11orf16	0
C11orf21	2
C11orf24	0
C11orf30	0
C11orf31	5
C11orf34	5
C11orf35	16
C11orf40	0
C11orf42	5
C11orf44	10
C11orf45	2
C11orf48	3
C11orf49	52
C11orf53	0
C11orf54	10
C11orf57	29
C11orf58	60
C11orf63	17
C11orf65	0
C11orf68	0
C11orf70	15
C11orf71	0
C11orf73	0
C11orf74	0
C11orf80	20
C11orf82	0
C11orf83	18
C11orf84	1
C11orf85	0
C11orf86	0
C11orf87	0
C11orf88	0
C11orf91	0
C11orf92	9
C11orf93	7
C11orf94	1
C11orf95	0
C11orf96	0
C12orf10	0
C12orf23	4
