gene symbol	(count) NOR_46_FW_2445
ERI1	1
ERI2	6
ERI3	3
ERICH1	2
ERLEC1	1
ERLIN1	0
ERLIN2	54
ERMAP	2
ERMN	1
ERMP1	33
ERN1	0
ERN2	13
ERO1L	0
ERO1LB	29
ERP27	0
ERP29	7
ERP44	39
ERRFI1	5
ERVFRD-1	21
ERVV-1	43
ERVV-2	0
ERVW-1	91
ESAM	6
ESCO1	0
ESCO2	0
ESD	1
ESF1	10
ESM1	0
ESPL1	0
ESPN	1
ESPNL	0
ESPNP	0
ESR1	0
ESR2	33
ESRG	91
ESRP1	0
ESRP2	124
ESRRA	16
ESRRB	0
ESRRG	0
ESX1	0
ESYT1	11
ESYT2	22
ESYT3	3
ETAA1	2
ETF1	21
ETFA	0
ETFB	0
ETFDH	4
ETHE1	0
ETNK1	0
ETNK2	0
ETS1	8
ETS2	0
ETV1	0
ETV2	0
ETV3	1
ETV3L	0
ETV4	3
ETV5	0
ETV6	2
ETV7	0
EVC	3
EVC2	0
EVI2A	25
EVI2B	18
EVI5	31
EVI5L	0
EVL	5
EVPL	0
EVPLL	0
EVX1	0
EVX2	0
EWSR1	2
EXD1	6
EXD2	0
EXD3	0
EXO1	0
EXOC1	3
EXOC2	0
EXOC3	0
EXOC3L1	0
EXOC3L2	14
EXOC3L4	0
EXOC4	1
EXOC5	1
EXOC6	0
EXOC6B	0
EXOC7	1
EXOC8	28
EXOG	4
EXOSC1	1
EXOSC10	8
EXOSC2	32
EXOSC3	11
EXOSC4	1
EXOSC5	2
EXOSC6	18
EXOSC7	0
EXOSC8	20
EXOSC9	0
EXPH5	75
EXT1	0
EXT2	0
EXTL1	0
EXTL2	0
EXTL3	5
EYA1	0
EYA2	0
EYA3	36
EYA4	0
EYS	93
EZH1	0
EZH2	4
EZR	38
F10	1
F11	0
F11R	19
F12	0
F13A1	1
F13B	0
F2	0
F2R	27
F2RL1	0
F2RL2	71
F2RL3	10
F3	4
F5	98
F7	0
F8	0
F8A1	2
F9	0
FA2H	0
FAAH	0
FAAH2	1
FABP1	0
FABP12	0
FABP2	0
FABP3	16
FABP4	0
FABP5	3
FABP5P3	1
FABP6	0
FABP7	0
FABP9	0
FADD	1
FADS1	21
FADS2	1
FADS3	0
FADS6	9
FAF1	1
FAF2	1
FAH	0
FAHD1	4
FAHD2A	0
FAHD2B	0
FAIM	22
FAIM2	0
FAIM3	2
FAM101B	10
FAM102A	2
FAM102B	25
FAM103A1	3
FAM104A	63
FAM104B	0
FAM105A	17
FAM105B	45
FAM106A	43
FAM106CP	1
FAM107A	1
FAM107B	0
FAM109A	0
FAM109B	9
FAM110A	0
FAM110B	0
FAM110C	2
FAM111A	9
FAM111B	5
FAM114A1	10
FAM114A2	0
FAM115A	9
FAM115C	118
FAM117A	1
FAM117B	19
FAM118A	23
FAM118B	36
FAM120A	7
FAM120AOS	46
FAM120B	0
FAM120C	6
FAM122A	0
FAM122B	0
FAM122C	33
FAM124A	18
FAM124B	1
FAM126A	0
FAM126B	89
FAM127A	0
FAM127B	0
FAM127C	0
FAM129A	13
FAM129B	1
FAM129C	0
FAM131A	3
FAM131B	1
FAM131C	0
FAM132A	1
FAM132B	10
FAM133A	0
FAM133B	4
FAM134A	16
FAM134B	3
FAM134C	13
FAM135A	0
FAM135B	0
FAM136A	6
FAM138B	0
FAM138C	0
FAM138D	0
FAM138E	0
FAM138F	0
FAM13A	169
FAM13B	2
FAM13C	0
FAM149A	0
FAM149B1	13
FAM150A	0
FAM150B	2
FAM151A	0
FAM151B	0
FAM153A	1
FAM153B	0
FAM153C	32
FAM154A	0
FAM154B	1
FAM155A	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM157A	0
FAM157B	0
FAM159A	1
FAM159B	0
FAM160A1	1
FAM160A2	0
FAM160B1	0
FAM160B2	18
FAM161A	68
FAM161B	20
FAM162A	0
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	25
FAM166B	1
FAM167A	1
FAM167B	0
FAM168A	17
FAM168B	1
FAM169A	26
FAM169B	3
FAM170A	0
FAM170B	0
FAM171A1	0
FAM171A2	1
FAM171B	0
FAM172A	1
FAM172BP	25
FAM173A	4
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	44
FAM175B	0
FAM177A1	32
FAM177B	1
FAM178A	3
FAM178B	0
FAM179A	0
FAM179B	2
FAM180A	0
FAM180B	1
FAM181A	1
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	2
FAM184A	0
FAM184B	47
FAM185A	22
FAM186A	2
FAM186B	12
FAM187B	0
FAM188A	0
FAM189A1	15
FAM189A2	0
FAM189B	0
FAM192A	1
FAM193A	8
FAM193B	8
FAM194A	0
FAM194B	0
FAM195A	5
FAM195B	0
FAM196A	1
FAM196B	207
FAM197Y5	0
FAM198A	0
FAM198B	2
FAM199X	1
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	2
FAM200B	2
FAM201A	1
FAM203A	0
FAM204A	8
FAM20A	15
FAM20B	24
FAM20C	0
FAM21A	0
FAM21B	0
FAM21C	2
FAM24A	0
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	2
FAM26F	0
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	0
FAM27L	0
FAM32A	5
FAM35A	7
FAM3A	2
FAM3B	0
FAM3C	0
FAM3D	0
FAM41AY2	0
FAM41C	0
FAM43A	1
FAM43B	0
FAM45B	1
FAM46A	0
FAM46B	0
FAM46C	0
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	0
FAM50A	1
FAM50B	0
FAM53A	0
FAM53B	18
FAM53C	0
FAM55B	0
FAM57A	7
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	18
FAM63A	1
FAM63B	33
FAM64A	5
FAM65A	19
FAM65B	7
FAM65C	120
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	43
FAM69B	31
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	2
FAM71E1	14
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	3
FAM73A	106
FAM73B	0
FAM74A1	0
FAM74A3	0
FAM74A4	2
FAM76A	5
FAM76B	0
FAM78A	2
FAM78B	0
FAM81A	0
FAM81B	4
FAM83A	1
FAM83B	0
FAM83C	0
FAM83D	0
FAM83E	1
FAM83F	0
FAM83G	0
FAM83H	5
FAM84A	0
FAM84B	18
FAM86A	22
FAM86B1	0
FAM86B2	0
FAM86C1	0
FAM86C2P	0
FAM86DP	0
FAM86EP	8
FAM86FP	1
FAM86HP	5
FAM89A	0
FAM89B	0
FAM8A1	35
FAM90A1	1
FAM90A25P	0
FAM91A1	23
FAM92A1	4
FAM92B	3
FAM95B1	0
FAM96A	0
FAM96B	0
FAM98A	2
FAM98B	12
FAM98C	3
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	0
FAN1	102
FANCA	298
FANCB	0
FANCC	8
FANCD2	35
FANCE	1
FANCF	20
FANCG	0
FANCI	100
FANCL	60
FANCM	3
FANK1	0
FAP	0
FAR1	0
FAR2	53
FARP1	51
FARP2	9
FARS2	0
FARSA	3
FARSB	0
FAS	1
FAS-AS1	35
FASLG	0
FASN	0
FASTK	0
FASTKD1	1
FASTKD2	29
FASTKD3	0
FAT1	0
FAT2	19
FAT3	17
FAT4	0
FATE1	0
FAU	2
FBF1	0
FBL	0
FBLIM1	111
FBLL1	0
FBLN1	13
FBLN2	0
FBLN5	0
FBLN7	0
FBN1	0
FBN2	1
FBN3	0
FBP1	0
FBP2	0
FBRS	0
FBRSL1	0
FBXL12	0
FBXL13	35
FBXL14	0
FBXL15	5
FBXL16	8
FBXL17	6
FBXL18	57
FBXL19	1
FBXL19-AS1	31
FBXL2	19
FBXL20	68
FBXL21	0
FBXL22	12
FBXL3	13
FBXL4	0
FBXL5	0
FBXL6	0
FBXL7	0
FBXL8	1
FBXO10	4
FBXO11	13
FBXO15	0
FBXO16	0
FBXO17	23
FBXO18	0
FBXO2	0
FBXO21	0
FBXO22	0
FBXO24	2
FBXO25	0
FBXO27	34
FBXO28	0
FBXO3	0
FBXO30	4
FBXO31	3
FBXO32	7
FBXO33	7
FBXO34	0
FBXO36	0
FBXO38	0
FBXO39	0
FBXO4	0
FBXO40	21
FBXO41	8
FBXO42	0
FBXO43	0
FBXO44	10
FBXO45	47
FBXO46	0
FBXO47	0
FBXO48	13
FBXO5	0
FBXO6	26
FBXO7	2
FBXO8	19
FBXO9	2
FBXW10	1
FBXW11	2
FBXW12	0
FBXW2	12
FBXW4	4
FBXW4P1	0
FBXW5	4
FBXW7	1
FBXW8	25
FBXW9	0
FCAMR	0
FCAR	38
FCER1A	0
FCER1G	0
FCER2	0
FCF1	17
FCGBP	0
FCGR1A	1
FCGR1B	0
FCGR1C	0
FCGR2A	1
FCGR2B	0
FCGR2C	0
FCGR3A	1
FCGR3B	0
FCGRT	0
FCHO1	0
FCHO2	1
FCHSD1	52
FCHSD2	44
FCN1	8
FCN2	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	1
FCRL4	0
FCRL5	0
FCRL6	0
FCRLA	0
FCRLB	2
FDFT1	7
FDPS	5
FDX1	23
FDX1L	0
FDXACB1	12
FDXR	3
FECH	15
FEM1A	5
FEM1B	2
FEM1C	0
FEN1	2
FER	14
FER1L4	7
FER1L5	3
FER1L6	0
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	0
FERMT3	9
FES	0
FETUB	0
FEV	0
FEZ1	4
FEZ2	0
FEZF1	0
FEZF2	0
FFAR1	0
FFAR2	25
FFAR3	0
FGA	0
FGB	6
FGD1	29
FGD2	0
FGD3	1
FGD4	26
FGD5	0
FGD6	3
FGF1	0
FGF10	0
FGF11	0
FGF12	0
FGF13	0
FGF14	0
FGF16	0
FGF17	1
FGF18	0
FGF19	0
FGF2	4
FGF20	0
FGF21	0
FGF22	1
FGF23	0
FGF3	0
FGF4	0
FGF5	127
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	1
FGFBP3	0
FGFR1	5
FGFR1OP	0
FGFR1OP2	3
FGFR2	27
FGFR3	2
FGFR4	0
FGFRL1	0
FGG	0
FGGY	0
FGL1	0
FGL2	23
FGR	8
FH	0
FHAD1	13
FHDC1	15
FHIT	0
FHL1	0
FHL2	2
FHL3	0
FHL5	0
FHOD1	68
FHOD3	3
FIBCD1	0
FIBIN	0
FIBP	2
FICD	24
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	16
FIGNL2	6
FILIP1	0
FILIP1L	34
FIP1L1	2
FIS1	0
FITM1	0
FITM2	1
FIZ1	0
FJX1	0
FKBP10	1
FKBP11	3
FKBP14	68
FKBP15	17
FKBP1AP1	42
FKBP1B	0
FKBP2	1
FKBP3	5
FKBP4	38
FKBP5	59
FKBP6	10
FKBP7	0
FKBP8	1
FKBP9	20
FKBP9L	2
FKBPL	0
FKRP	1
FKSG29	1
FKTN	7
FLAD1	3
FLCN	41
FLG	5
FLG2	18
FLI1	2
FLII	6
FLJ10038	19
FLJ11235	0
FLJ12825	17
FLJ13197	81
FLJ13224	51
FLJ14107	30
FLJ14186	2
FLJ16341	1
FLJ16779	0
FLJ20021	1
FLJ21408	2
FLJ22184	0
FLJ22447	0
FLJ22763	0
FLJ25363	5
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27352	0
FLJ27354	10
FLJ30403	42
FLJ30679	4
FLJ30838	8
FLJ31104	33
FLJ31306	22
FLJ31662	50
FLJ31813	6
FLJ32756	16
FLJ33360	7
FLJ33534	5
FLJ33581	0
FLJ33630	0
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	0
FLJ36777	4
FLJ37035	0
FLJ37201	0
FLJ37453	51
FLJ37505	1
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	21
FLJ41200	20
FLJ41278	0
FLJ41350	0
FLJ41423	2
FLJ41484	0
FLJ41941	10
FLJ42351	0
FLJ42393	0
FLJ42627	54
FLJ42875	0
FLJ42969	0
FLJ43663	5
FLJ43681	16
FLJ43879	1
FLJ44313	1
FLJ44511	0
FLJ44635	1
FLJ44881	0
FLJ45079	2
FLJ45340	8
FLJ45445	0
FLJ45513	6
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	7
FLJ46906	0
FLNA	23
FLNB	0
FLNC	0
FLOT1	1
FLOT2	0
FLRT1	5
FLRT2	0
FLRT3	0
FLT1	39
FLT3	0
FLT3LG	0
FLT4	0
FLVCR1	37
FLVCR2	3
FLYWCH1	0
FLYWCH2	0
FMN1	12
FMN2	0
FMNL1	12
FMNL2	36
FMNL3	11
FMO1	0
FMO2	1
FMO3	3
FMO4	0
FMO5	9
FMO6P	2
FMO9P	0
FMOD	0
FMR1	0
FMR1-AS1	12
FMR1NB	0
FN1	9
FN3K	0
FN3KRP	0
FNBP1	10
FNBP1L	0
FNBP4	1
FNDC1	0
FNDC3A	8
FNDC3B	0
FNDC4	0
FNDC5	7
FNDC7	0
FNDC8	3
FNDC9	73
FNIP1	3
FNIP2	0
FNTA	9
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	0
FOLR3	0
FOLR4	0
FOPNL	11
FOS	0
FOSB	1
FOSL1	5
FOSL2	2
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	4
FOXC2	0
FOXD1	0
FOXD2	4
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	0
FOXD4L6	0
FOXE1	5
FOXE3	1
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	33
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	2
FOXJ3	4
FOXK1	32
FOXK2	3
FOXL1	0
FOXL2	0
FOXM1	43
FOXN1	0
FOXN2	0
FOXN3	2
FOXN4	2
FOXO1	2
FOXO3	12
FOXO4	28
FOXP1	3
FOXP2	0
FOXP3	15
FOXP4	10
FOXQ1	0
FOXR1	0
FOXR2	0
FOXRED1	2
FOXRED2	24
FOXS1	0
FPGS	1
FPGT	0
FPR1	0
FPR2	0
FPR3	16
FRA10AC1	15
FRAS1	0
FRAT1	4
FRAT2	0
FREM1	0
FREM2	8
FREM3	7
FRG1	1
FRG1B	0
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	53
FRMD4B	0
FRMD5	12
FRMD6	0
FRMD7	5
FRMD8	11
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	21
FRS2	1
FRS3	0
FRY	2
FRYL	1
FRZB	0
FSCB	0
FSCN1	3
FSCN2	2
FSCN3	0
FSD1	0
FSD1L	0
FSD2	7
FSHB	1
FSHR	0
FSIP1	0
FSIP2	34
FST	0
FSTL1	0
FSTL3	0
FSTL4	0
FSTL5	0
FTCD	0
FTH1	12
FTH1P3	1
FTHL17	0
FTL	8
FTLP10	5
FTMT	0
FTO	24
FTSJ1	0
FTSJ2	0
FTSJ3	11
FTSJD1	0
FTSJD2	16
FTX	13
FUBP1	1
FUBP3	0
FUCA1	0
FUCA2	21
FUK	5
FUNDC1	0
FUNDC2	5
FUNDC2P2	0
FURIN	0
FUS	6
FUT1	11
FUT10	0
FUT11	5
FUT2	52
FUT3	1
FUT4	3
FUT5	0
FUT6	42
FUT7	0
FUT8	12
FUT9	6
FUZ	8
FXN	79
FXR1	78
FXR2	2
FXYD1	0
FXYD2	2
FXYD3	0
FXYD4	0
FXYD5	1
FXYD7	1
FYB	6
FYCO1	1
FYN	1
FYTTD1	6
FZD1	0
FZD10	0
FZD2	13
FZD3	43
FZD4	19
FZD5	1
FZD6	1
FZD7	0
FZD8	0
FZD9	0
FZR1	1
G0S2	10
G2E3	0
G3BP1	2
G3BP2	0
G6PC	1
G6PC2	0
G6PC3	0
G6PD	0
GAA	0
GAB1	0
GAB2	10
GAB3	0
GAB4	0
GABARAP	10
GABARAPL1	1
GABARAPL2	2
GABARAPL3	1
GABBR1	0
GABBR2	0
GABPA	4
GABPB1	33
GABPB2	3
GABRA1	0
GABRA2	0
GABRA3	0
GABRA4	0
GABRA5	0
GABRA6	0
GABRB1	0
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	1
GABRR2	0
GABRR3	0
GAD1	1
GAD2	0
GADD45A	0
GADD45B	0
GADD45G	0
GADD45GIP1	0
GADL1	0
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	0
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	0
GAL3ST4	11
GALC	6
GALE	2
GALK1	0
GALK2	0
GALM	35
GALNS	6
GALNT1	1
GALNT10	17
GALNT11	39
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	0
GALNT3	0
GALNT5	2
GALNT6	31
GALNT7	36
GALNT8	0
GALNT9	1
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	8
GALR3	0
GALT	0
GAMT	2
GAN	0
GANAB	0
GANC	0
GAP43	0
GAPDH	16
GAPDHS	26
GAPT	1
GAPVD1	21
GAR1	0
GARNL3	0
GARS	3
GART	8
GAS1	2
GAS2	8
GAS2L1	0
GAS2L2	0
GAS2L3	0
GAS5	5
GAS6	17
GAS7	7
GAS8	0
GAST	0
GATA1	3
GATA2	5
GATA3	0
GATA4	0
GATA5	0
GATA6	0
GATAD1	70
GATAD2A	2
GATAD2B	0
GATC	262
GATM	0
GATS	41
GATSL1	0
GATSL2	0
GATSL3	4
GBA	0
GBA2	18
GBA3	0
GBAP1	0
GBAS	0
GBE1	1
GBF1	3
GBGT1	0
GBP1	2
GBP1P1	0
GBP2	6
GBP3	8
GBP4	26
GBP5	16
GBP6	19
GBP7	0
GBX1	0
GBX2	0
GC	0
GCA	0
GCAT	11
GCC1	0
GCC2	4
GCDH	2
GCG	0
GCGR	0
GCH1	5
GCHFR	6
GCK	0
GCKR	0
GCLC	0
GCLM	46
GCM1	7
GCM2	1
GCN1L1	0
GCNT1	2
GCNT2	7
GCNT3	0
GCNT4	0
GCNT7	24
GCOM1	1
GCSH	6
GDA	0
GDAP1	0
GDAP1L1	3
GDAP2	11
GDE1	6
GDF10	0
GDF11	20
GDF15	3
GDF2	0
GDF3	0
GDF5	0
GDF5OS	10
GDF6	0
GDF7	1
GDF9	0
GDI1	1
GDI2	19
GDNF	2
GDPD1	57
GDPD2	0
GDPD3	1
GDPD4	0
GDPD5	0
GEM	0
GEMIN4	0
GEMIN5	0
GEMIN6	0
GEMIN7	3
GEMIN8	39
GEMIN8P4	4
GEN1	3
GET4	9
GFAP	0
GFER	1
GFI1	0
GFI1B	0
GFM1	1
GFM2	15
GFOD1	0
GFOD2	70
GFPT1	37
GFPT2	0
GFRA1	4
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	3
GGA1	60
GGA2	17
GGA3	5
GGCT	1
GGCX	119
GGH	0
GGN	3
GGNBP1	1
GGNBP2	0
GGPS1	81
GGT1	0
GGT2	0
GGT3P	0
GGT5	0
GGT6	53
GGT7	0
GGT8P	11
GGTA1P	0
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	3
GHITM	0
GHR	4
GHRH	1
GHRHR	0
GHRL	31
GHRLOS	7
GHSR	0
GIF	0
GIGYF1	10
GIGYF2	0
GIMAP1	15
GIMAP2	0
GIMAP4	3
GIMAP6	2
GIMAP7	0
GIMAP8	6
GIN1	1
GINS1	2
GINS2	3
GINS3	2
GINS4	9
GIP	0
GIPC1	0
GIPC2	0
GIPC3	1
GIPR	0
GIT1	1
GIT2	4
GJA1	14
GJA10	0
GJA3	0
GJA4	3
GJA5	0
GJA8	0
GJB1	0
GJB2	0
GJB3	0
GJB4	1
GJB5	1
GJB6	0
GJB7	13
GJC1	79
GJC2	3
GJC3	2
GJD2	0
GJD3	6
GJD4	0
GK	12
GK2	0
GK3P	20
GK5	77
GKAP1	0
GKN1	0
GKN2	0
GLA	0
GLB1	0
GLB1L	17
GLB1L2	4
GLB1L3	9
GLCCI1	0
GLCE	0
GLDC	6
GLDN	1
GLE1	5
GLG1	23
GLI1	15
GLI2	3
GLI3	0
GLI4	0
GLIPR1	155
GLIPR1L1	2
GLIPR1L2	124
GLIPR2	0
GLIS1	0
GLIS2	1
GLIS3	0
GLMN	0
GLO1	2
GLOD4	0
GLOD5	1
GLP1R	1
GLP2R	0
GLRA1	2
GLRA2	2
GLRA3	0
GLRA4	0
GLRB	0
GLRX	0
GLRX2	1
GLRX3	0
GLRX5	0
GLS	172
GLS2	47
GLT1D1	0
GLT6D1	0
GLT8D1	29
GLT8D2	2
GLTP	19
GLTPD1	1
GLTPD2	13
GLTSCR1	2
GLTSCR2	4
GLUD1	3
GLUD2	0
GLUL	0
GLYAT	0
GLYATL1	5
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	1
GLYR1	0
GM2A	13
GMCL1	1
GMDS	0
GMEB1	35
GMEB2	0
GMFB	0
GMFG	0
GMIP	0
GML	0
GMNN	3
GMPPA	0
GMPPB	23
GMPR	1
GMPR2	67
GMPS	0
GNA11	0
GNA12	6
GNA13	4
GNA14	3
GNA15	0
GNAI1	0
GNAI2	0
GNAI3	4
GNAL	19
GNAO1	1
GNAQ	0
GNAS	1
GNAS-AS1	0
GNAT1	0
GNAT2	16
GNAT3	0
GNAZ	1
GNB1	0
GNB1L	29
GNB2	6
GNB2L1	2
GNB3	0
GNB4	67
GNB5	42
GNE	92
GNG11	0
GNG12	0
GNG13	0
GNG2	1
GNG3	5
GNG4	45
GNG5	9
GNG7	6
GNG8	0
GNGT1	0
GNGT2	0
GNL1	16
GNL2	1
GNL3	2
GNL3L	39
GNLY	0
GNMT	0
GNN	0
GNPAT	0
GNPDA1	3
GNPDA2	19
GNPNAT1	64
GNPTAB	37
GNPTG	12
GNRH1	5
GNRH2	2
GNRHR	18
GNRHR2	279
GNS	41
GOLGA1	6
GOLGA2	56
GOLGA2P2Y	0
GOLGA3	39
GOLGA4	4
GOLGA5	0
GOLGA6A	0
GOLGA6B	0
GOLGA6C	2
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	0
GOLGA6L7P	0
GOLGA6L9	0
GOLGA7	0
GOLGA7B	0
GOLGA8A	0
GOLGA8B	0
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	2
GOLIM4	1
GOLM1	51
GOLPH3	1
GOLPH3L	0
GOLT1A	0
GOLT1B	0
GON4L	14
GOPC	0
GORAB	0
GORASP1	37
GORASP2	0
GOSR1	273
GOSR2	0
GOT1	0
GOT1L1	0
GOT2	0
GP1BA	47
GP2	17
GP5	3
GP6	84
GP9	0
GPA33	0
GPAA1	0
GPAM	0
GPANK1	20
GPAT2	13
GPATCH1	0
GPATCH2	0
GPATCH3	1
GPATCH4	7
GPATCH8	0
GPBAR1	10
GPBP1	0
GPBP1L1	0
GPC1	16
GPC2	1
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	1
GPD1	1
GPD1L	0
GPD2	3
GPER	5
GPHA2	0
GPHB5	0
GPHN	1
GPI	32
GPIHBP1	0
GPKOW	4
GPLD1	1
GPM6A	0
GPM6B	43
GPN1	13
GPN2	0
GPN3	7
GPNMB	1
GPR1	17
GPR101	0
GPR107	1
GPR108	0
GPR110	5
GPR111	1
GPR112	0
GPR113	22
GPR114	0
GPR115	0
GPR116	0
GPR119	0
GPR12	26
GPR123	0
GPR124	12
GPR125	0
GPR126	0
GPR128	0
GPR132	3
GPR133	0
GPR135	0
GPR137	2
GPR137B	7
GPR137C	1
GPR139	0
GPR141	0
GPR142	0
GPR143	2
GPR144	0
GPR146	5
GPR148	0
GPR149	0
GPR15	3
GPR150	2
GPR151	1
GPR152	19
GPR153	0
GPR155	55
GPR156	0
GPR157	0
GPR158	0
GPR160	23
GPR161	0
GPR162	0
GPR17	0
GPR171	3
GPR173	0
GPR174	0
GPR176	0
GPR179	3
GPR18	64
GPR180	0
GPR182	7
GPR183	69
GPR19	1
GPR20	0
GPR21	2
GPR22	51
GPR25	2
GPR26	0
GPR27	1
GPR3	17
GPR31	0
GPR32	0
GPR33	0
GPR34	30
GPR35	0
GPR37	0
GPR37L1	10
GPR39	0
GPR4	0
GPR45	1
GPR50	0
GPR52	0
GPR55	22
GPR56	16
GPR6	0
GPR61	3
GPR62	3
GPR63	3
GPR64	1
GPR65	17
GPR68	23
GPR78	0
GPR82	176
GPR83	1
GPR84	0
GPR85	0
GPR87	0
GPR88	2
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	0
GPR98	0
GPRASP1	2
GPRC5A	0
GPRC5B	0
GPRC5C	1
GPRC5D	2
GPRC6A	0
GPRIN1	1
GPRIN2	0
GPRIN3	1
GPS1	1
GPS2	27
GPSM1	1
GPSM2	29
GPSM3	18
GPT	11
GPT2	1
GPX1	5
GPX2	20
GPX3	50
GPX4	5
GPX5	0
GPX6	0
GPX7	5
GPX8	10
GRAMD1A	0
GRAMD1B	0
GRAMD1C	0
GRAMD2	0
GRAMD3	2
GRAMD4	1
GRAP	0
GRAP2	2
GRAPL	0
GRASP	0
GRB10	0
GRB14	0
GRB2	6
GRB7	0
GREB1	20
GREB1L	26
GREM1	0
GREM2	1
GRHL1	0
GRHL2	7
GRHL3	0
GRHPR	0
GRIA1	0
GRIA2	0
GRIA3	0
GRIA4	1
GRID1	0
GRID2	0
GRID2IP	4
GRIK1	20
GRIK1-AS1	0
GRIK2	2
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	1
GRIN2A	0
GRIN2B	0
GRIN2C	30
GRIN2D	1
GRIN3A	56
GRIN3B	28
GRINA	0
GRIP1	34
GRIP2	12
GRIPAP1	15
GRK1	0
GRK4	0
GRK5	0
GRK6	8
GRK7	0
GRM1	0
GRM2	0
GRM3	5
GRM4	0
GRM5	0
GRM6	24
GRM7	0
GRM8	0
GRN	1
GRP	0
GRPEL1	1
GRPEL2	1
GRPR	0
GRSF1	13
GRTP1	12
GRWD1	3
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	13
GSDMB	0
GSDMC	9
GSDMD	2
GSG1	57
GSG1L	1
GSG2	8
GSK3A	11
GSK3B	1
GSN	5
GSPT1	15
GSPT2	0
GSR	5
GSS	3
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	4
GSTK1	0
GSTM1	0
GSTM2	7
GSTM2P1	0
GSTM3	51
GSTM4	0
GSTM5	0
GSTO1	10
GSTO2	1
GSTP1	1
GSTT1	27
GSTT2	0
GSTTP1	0
GSTTP2	20
GSTZ1	3
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	3
GTF2A2	0
GTF2B	0
GTF2E1	9
GTF2E2	0
GTF2F1	4
GTF2F2	0
GTF2H1	0
GTF2H2	23
GTF2H2B	9
GTF2H2C	2
GTF2H3	0
GTF2H4	0
GTF2H5	39
GTF2I	0
GTF2IP1	0
GTF2IRD1	3
GTF2IRD2	8
GTF2IRD2B	4
GTF2IRD2P1	1
GTF3A	30
GTF3C1	1
GTF3C2	4
GTF3C3	0
GTF3C4	0
GTF3C5	0
GTF3C6	0
GTPBP1	116
GTPBP10	75
GTPBP2	3
GTPBP3	22
GTPBP4	1
