gene symbol	(count) NOR_48_FW_1291
ESR2	14
ESRG	70
ESRP1	0
ESRP2	102
ESRRA	22
ESRRB	0
ESRRG	0
ESX1	0
ESYT1	9
ESYT2	24
ESYT3	2
ETAA1	1
ETF1	15
ETFA	0
ETFB	0
ETFDH	3
ETHE1	0
ETNK1	0
ETNK2	1
ETS1	8
ETS2	0
ETV1	0
ETV2	0
ETV3	0
ETV3L	0
ETV4	3
ETV5	0
ETV6	3
ETV7	0
EVC	0
EVC2	0
EVI2A	9
EVI2B	8
EVI5	26
EVI5L	0
EVL	1
EVPL	0
EVPLL	0
EVX1	0
EVX2	0
EWSR1	1
EXD1	4
EXD2	0
EXD3	0
EXO1	0
EXOC1	1
EXOC2	0
EXOC3	0
EXOC3L1	1
EXOC3L2	11
EXOC3L4	2
EXOC4	1
EXOC5	1
EXOC6	0
EXOC6B	0
EXOC7	1
EXOC8	17
EXOG	3
EXOSC1	1
EXOSC10	7
EXOSC2	15
EXOSC3	5
EXOSC4	1
EXOSC5	2
EXOSC6	10
EXOSC7	0
EXOSC8	16
EXOSC9	4
EXPH5	63
EXT1	0
EXT2	0
EXTL1	0
EXTL2	0
EXTL3	7
EYA1	0
EYA2	0
EYA3	27
EYA4	0
EYS	65
EZH1	0
EZH2	3
EZR	34
F10	0
F11	0
F11R	11
F12	0
F13A1	3
F13B	0
F2	1
F2R	32
F2RL1	5
F2RL2	60
F2RL3	13
F3	3
F5	57
F7	0
F8	0
F8A1	0
F9	0
FA2H	0
FAAH	0
FAAH2	0
FABP1	0
FABP12	0
FABP2	0
FABP3	11
FABP4	0
FABP5	0
FABP5P3	0
FABP6	2
FABP7	0
FABP9	0
FADD	1
FADS1	15
FADS2	0
FADS3	0
FADS6	11
FAF1	0
FAF2	1
FAH	0
FAHD1	5
FAHD2A	0
FAHD2B	0
FAIM	13
FAIM2	0
FAIM3	1
FAM101B	4
FAM102A	0
FAM102B	6
FAM103A1	3
FAM104A	37
FAM104B	0
FAM105A	12
FAM105B	18
FAM106A	30
FAM106CP	2
FAM107A	0
FAM107B	0
FAM109A	0
FAM109B	2
FAM110A	0
FAM110B	0
FAM110C	0
FAM111A	9
FAM111B	4
FAM114A1	7
FAM114A2	0
FAM115A	3
FAM115C	62
FAM117A	2
FAM117B	18
FAM118A	9
FAM118B	16
FAM120A	4
FAM120AOS	38
FAM120B	0
FAM120C	0
FAM122A	0
FAM122B	0
FAM122C	12
FAM124A	10
FAM124B	1
FAM126A	0
FAM126B	77
FAM127A	0
FAM127B	0
FAM127C	0
FAM129A	9
FAM129B	0
FAM129C	0
FAM131A	0
FAM131B	0
FAM131C	0
FAM132A	1
FAM132B	2
FAM133A	0
FAM133B	1
FAM134A	12
FAM134B	2
FAM134C	15
FAM135A	0
FAM135B	0
FAM136A	5
FAM138B	0
FAM138C	0
FAM138D	1
FAM138E	0
FAM138F	0
FAM13A	93
FAM13B	2
FAM13C	0
FAM149A	0
FAM149B1	15
FAM150A	0
FAM150B	11
FAM151A	1
FAM151B	0
FAM153A	0
FAM153B	4
FAM153C	26
FAM154A	0
FAM154B	2
FAM155A	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM157A	0
FAM157B	0
FAM159A	3
FAM159B	1
FAM160A1	0
FAM160A2	0
FAM160B1	0
FAM160B2	20
FAM161A	48
FAM161B	8
FAM162A	2
FAM162B	1
FAM163A	0
FAM163B	0
FAM166A	21
FAM166B	1
FAM167A	0
FAM167B	0
FAM168A	32
FAM168B	0
FAM169A	32
FAM169B	3
FAM170A	0
FAM170B	0
FAM171A1	0
FAM171A2	1
FAM171B	0
FAM172A	1
FAM172BP	11
FAM173A	1
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	35
FAM175B	0
FAM177A1	23
FAM177B	1
FAM178A	5
FAM178B	0
FAM179A	0
FAM179B	0
FAM180A	0
FAM180B	0
FAM181A	0
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	0
FAM184A	0
FAM184B	31
FAM185A	8
FAM186A	2
FAM186B	10
FAM187B	0
FAM188A	0
FAM189A1	7
FAM189A2	0
FAM189B	1
FAM192A	1
FAM193A	3
FAM193B	7
FAM194A	0
FAM194B	1
FAM195A	5
FAM195B	0
FAM196A	1
FAM196B	149
FAM197Y5	0
FAM198A	0
FAM198B	11
FAM199X	1
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	1
FAM200B	3
FAM201A	2
FAM203A	0
FAM204A	6
FAM20A	27
FAM20B	18
FAM20C	0
FAM21A	0
FAM21B	0
FAM21C	0
FAM24A	0
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	0
FAM26F	0
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	3
FAM27L	0
FAM32A	6
FAM35A	6
FAM3A	1
FAM3B	0
FAM3C	0
FAM3D	0
FAM41AY2	0
FAM41C	1
FAM43A	0
FAM43B	0
FAM45B	0
FAM46A	0
FAM46B	0
FAM46C	0
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	0
FAM50A	0
FAM50B	0
FAM53A	0
FAM53B	17
FAM53C	1
FAM55B	0
FAM57A	3
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	4
FAM63A	0
FAM63B	16
FAM64A	10
FAM65A	13
FAM65B	6
FAM65C	104
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	20
FAM69B	31
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	0
FAM71E1	23
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	1
FAM73A	68
FAM73B	0
FAM74A1	0
FAM74A3	1
FAM74A4	0
FAM76A	3
FAM76B	1
FAM78A	3
FAM78B	0
FAM81A	0
FAM81B	9
FAM83A	3
FAM83B	0
FAM83C	0
FAM83D	0
FAM83E	3
FAM83F	0
FAM83G	0
FAM83H	4
FAM84A	0
FAM84B	14
FAM86A	14
FAM86B1	1
FAM86B2	0
FAM86C1	1
FAM86C2P	0
FAM86DP	0
FAM86EP	3
FAM86FP	1
FAM86HP	3
FAM89A	0
FAM89B	2
FAM8A1	26
FAM90A1	0
FAM90A25P	0
FAM91A1	10
FAM92A1	9
FAM92B	2
FAM95B1	0
FAM96A	0
FAM96B	0
FAM98A	1
FAM98B	5
FAM98C	4
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	1
FAN1	85
FANCA	217
FANCB	0
FANCC	2
FANCD2	19
FANCE	1
FANCF	19
FANCG	0
FANCI	52
FANCL	48
FANCM	6
FANK1	0
FAP	0
FAR1	1
FAR2	31
FARP1	26
FARP2	9
FARS2	0
FARSA	0
FARSB	0
FAS	2
FAS-AS1	43
FASLG	0
FASN	0
FASTK	0
FASTKD1	1
FASTKD2	19
FASTKD3	0
FAT1	0
FAT2	7
FAT3	6
FAT4	0
FATE1	0
FAU	2
FBF1	1
FBL	0
FBLIM1	60
FBLL1	0
FBLN1	5
FBLN2	0
FBLN5	1
FBLN7	2
FBN1	0
FBN2	0
FBN3	0
FBP1	0
FBP2	0
FBRS	0
FBRSL1	0
FBXL12	0
FBXL13	27
FBXL14	0
FBXL15	1
FBXL16	7
FBXL17	12
FBXL18	54
FBXL19	1
FBXL19-AS1	14
FBXL2	18
FBXL20	43
FBXL21	0
FBXL22	6
FBXL3	4
FBXL4	0
FBXL5	0
FBXL6	0
FBXL7	0
FBXL8	0
FBXO10	8
FBXO11	23
FBXO15	0
FBXO16	0
FBXO17	24
FBXO18	1
FBXO2	0
FBXO21	0
FBXO22	0
FBXO24	0
FBXO25	0
FBXO27	31
FBXO28	0
FBXO3	0
FBXO30	0
FBXO31	3
FBXO32	3
FBXO33	6
FBXO34	2
FBXO36	0
FBXO38	0
FBXO39	0
FBXO4	0
FBXO40	21
FBXO41	7
FBXO42	0
FBXO43	0
FBXO44	10
FBXO45	21
FBXO46	0
FBXO47	0
FBXO48	10
FBXO5	0
FBXO6	21
FBXO7	2
FBXO8	11
FBXO9	3
FBXW10	0
FBXW11	0
FBXW12	0
FBXW2	10
FBXW4	2
FBXW4P1	0
FBXW5	2
FBXW7	0
FBXW8	10
FBXW9	0
FCAMR	0
FCAR	22
FCER1A	0
FCER1G	0
FCER2	0
FCF1	17
FCGBP	0
FCGR1A	5
FCGR1B	0
FCGR1C	0
FCGR2A	1
FCGR2B	0
FCGR2C	0
FCGR3A	1
FCGR3B	0
FCGRT	0
FCHO1	1
FCHO2	0
FCHSD1	47
FCHSD2	53
FCN1	7
FCN2	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	0
FCRL4	0
FCRL5	0
FCRL6	0
FCRLA	0
FCRLB	0
FDFT1	4
FDPS	4
FDX1	18
FDX1L	0
FDXACB1	9
FDXR	2
FECH	6
FEM1A	0
FEM1B	0
FEM1C	0
FEN1	2
FER	3
FER1L4	5
FER1L5	3
FER1L6	0
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	0
FERMT3	4
FES	0
FETUB	0
FEV	0
FEZ1	4
FEZ2	0
FEZF1	0
FEZF2	0
FFAR1	3
FFAR2	13
FFAR3	0
FGA	0
FGB	4
FGD1	25
FGD2	0
FGD3	1
FGD4	6
FGD5	0
FGD6	4
FGF1	0
FGF10	0
FGF11	2
FGF12	0
FGF13	0
FGF14	0
FGF16	0
FGF17	1
FGF18	0
FGF19	0
FGF2	1
FGF20	0
FGF21	0
FGF22	0
FGF23	2
FGF3	0
FGF4	0
FGF5	82
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	1
FGFBP3	2
FGFR1	2
FGFR1OP	0
FGFR1OP2	0
FGFR2	20
FGFR3	0
FGFR4	0
FGFRL1	0
FGG	0
FGGY	0
FGL1	0
FGL2	13
FGR	10
FH	0
FHAD1	19
FHDC1	18
FHIT	0
FHL1	1
FHL2	5
FHL3	0
FHL5	0
FHOD1	43
FHOD3	5
FIBCD1	3
FIBIN	0
FIBP	0
FICD	8
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	7
FIGNL2	6
FILIP1	0
FILIP1L	30
FIP1L1	0
FIS1	0
FITM1	0
FITM2	0
FIZ1	0
FJX1	0
FKBP10	3
FKBP11	4
FKBP14	51
FKBP15	21
FKBP1AP1	26
FKBP1B	1
FKBP2	2
FKBP3	3
FKBP4	21
FKBP5	51
FKBP6	3
FKBP7	1
FKBP8	2
FKBP9	24
FKBP9L	1
FKBPL	0
FKRP	6
FKSG29	0
FKTN	4
FLAD1	3
FLCN	35
FLG	1
FLG2	10
FLI1	2
FLII	2
FLJ10038	14
FLJ11235	0
FLJ12825	12
FLJ13197	66
FLJ13224	46
FLJ14107	12
FLJ14186	0
FLJ16341	0
FLJ16779	0
FLJ20021	1
FLJ21408	0
FLJ22184	0
FLJ22447	2
FLJ22763	0
FLJ25363	3
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27352	0
FLJ27354	0
FLJ30403	34
FLJ30679	1
FLJ30838	4
FLJ31104	32
FLJ31306	19
FLJ31662	43
FLJ31813	3
FLJ32756	7
FLJ33360	4
FLJ33534	0
FLJ33581	0
FLJ33630	0
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	0
FLJ36777	3
FLJ37035	0
FLJ37201	0
FLJ37453	39
FLJ37505	1
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	16
FLJ41200	8
FLJ41278	0
FLJ41350	0
FLJ41423	3
FLJ41484	2
FLJ41941	6
FLJ42351	0
FLJ42393	0
FLJ42627	32
FLJ42875	0
FLJ42969	0
FLJ43663	6
FLJ43681	12
FLJ43879	3
FLJ44313	1
FLJ44511	0
FLJ44635	1
FLJ44881	0
FLJ45079	1
FLJ45340	11
FLJ45445	0
FLJ45513	5
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	7
FLJ46906	1
FLNA	12
FLNB	0
FLNC	0
FLOT1	0
FLOT2	3
FLRT1	0
FLRT2	0
FLRT3	0
FLT1	36
FLT3	1
FLT3LG	0
FLT4	4
FLVCR1	22
FLVCR2	4
FLYWCH1	0
FLYWCH2	0
FMN1	9
FMN2	0
FMNL1	13
FMNL2	16
FMNL3	13
FMO1	0
FMO2	2
FMO3	2
FMO4	0
FMO5	11
FMO6P	1
FMO9P	0
FMOD	1
FMR1	0
FMR1-AS1	3
FMR1NB	0
FN1	13
FN3K	0
FN3KRP	0
FNBP1	13
FNBP1L	0
FNBP4	2
FNDC1	0
FNDC3A	0
FNDC3B	0
FNDC4	0
FNDC5	4
FNDC7	0
FNDC8	3
FNDC9	27
FNIP1	4
FNIP2	1
FNTA	2
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	0
FOLR3	0
FOLR4	0
FOPNL	9
FOS	0
FOSB	0
FOSL1	2
FOSL2	5
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	3
FOXC2	0
FOXD1	0
FOXD2	2
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	0
FOXD4L6	0
FOXE1	7
FOXE3	0
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	34
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	4
FOXJ3	7
FOXK1	36
FOXK2	2
FOXL1	0
FOXL2	0
FOXM1	29
FOXN1	0
FOXN2	0
FOXN3	2
FOXN4	2
FOXO1	1
FOXO3	7
FOXO4	16
FOXP1	0
FOXP2	0
FOXP3	10
FOXP4	0
FOXQ1	0
FOXR1	0
FOXR2	0
FOXRED1	3
FOXRED2	12
FOXS1	0
FPGS	0
FPGT	0
FPR1	0
FPR2	0
FPR3	33
FRA10AC1	14
FRAS1	0
FRAT1	0
FRAT2	1
FREM1	0
FREM2	3
FREM3	4
FRG1	1
FRG1B	0
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	46
FRMD4B	1
FRMD5	3
FRMD6	0
FRMD7	3
FRMD8	10
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	14
FRS2	0
FRS3	0
FRY	1
FRYL	0
FRZB	0
FSCB	0
FSCN1	1
FSCN2	1
FSCN3	0
FSD1	0
FSD1L	0
FSD2	4
FSHB	0
FSHR	0
FSIP1	7
FSIP2	28
FST	0
FSTL1	0
FSTL3	1
FSTL4	0
FSTL5	0
FTCD	0
FTH1	13
FTH1P3	0
FTHL17	0
FTL	5
FTLP10	3
FTMT	0
FTO	15
FTSJ1	0
FTSJ2	1
FTSJ3	3
FTSJD1	0
FTSJD2	13
FTX	8
FUBP1	1
FUBP3	0
FUCA1	0
FUCA2	16
FUK	3
FUNDC1	0
FUNDC2	3
FUNDC2P2	0
FURIN	0
FUS	9
FUT1	11
FUT10	0
FUT11	3
FUT2	41
FUT3	2
FUT4	5
FUT5	0
FUT6	35
FUT7	2
FUT8	7
FUT9	5
FUZ	14
FXN	73
FXR1	70
FXR2	4
FXYD1	0
FXYD2	5
FXYD3	0
FXYD4	0
FXYD5	0
FXYD7	0
FYB	6
FYCO1	2
FYN	2
FYTTD1	1
FZD1	0
FZD10	0
FZD2	9
FZD3	32
FZD4	16
FZD5	0
FZD6	2
FZD7	0
FZD8	0
FZD9	0
FZR1	0
G0S2	20
G2E3	0
G3BP1	4
G3BP2	1
G6PC	4
G6PC2	0
G6PC3	0
G6PD	5
GAA	0
GAB1	0
GAB2	8
GAB3	1
GAB4	0
GABARAP	5
GABARAPL1	3
GABARAPL2	3
GABARAPL3	0
GABBR1	0
GABBR2	0
GABPA	4
GABPB1	18
GABPB2	8
GABRA1	0
GABRA2	0
GABRA3	0
GABRA4	0
GABRA5	0
GABRA6	0
GABRB1	0
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	0
GABRR2	0
GABRR3	1
GAD1	0
GAD2	0
GADD45A	0
GADD45B	0
GADD45G	0
GADD45GIP1	1
GADL1	0
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	1
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	0
GAL3ST4	12
GALC	2
GALE	1
GALK1	0
GALK2	1
GALM	21
GALNS	1
GALNT1	3
GALNT10	8
GALNT11	23
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	0
GALNT3	0
GALNT5	4
GALNT6	13
GALNT7	38
GALNT8	0
GALNT9	2
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	2
GALR3	0
GALT	0
GAMT	2
GAN	0
GANAB	0
GANC	0
GAP43	0
GAPDH	5
GAPDHS	10
GAPT	0
GAPVD1	14
GAR1	0
GARNL3	0
GARS	2
GART	4
GAS1	0
GAS2	4
GAS2L1	0
GAS2L2	0
GAS2L3	0
GAS5	1
GAS6	10
GAS7	2
GAS8	0
GAST	0
GATA1	0
GATA2	5
GATA3	1
GATA4	0
GATA5	0
GATA6	0
GATAD1	71
GATAD2A	1
GATAD2B	0
GATC	174
GATM	0
GATS	41
GATSL1	0
GATSL2	0
GATSL3	1
GBA	0
GBA2	15
GBA3	0
GBAP1	0
GBAS	0
GBE1	3
GBF1	3
GBGT1	0
GBP1	0
GBP1P1	1
GBP2	5
GBP3	2
GBP4	13
GBP5	17
GBP6	11
GBP7	0
GBX1	0
GBX2	0
GC	0
GCA	0
GCAT	4
GCC1	2
GCC2	3
GCDH	2
GCG	0
GCGR	0
GCH1	4
GCHFR	9
GCK	0
GCKR	0
GCLC	0
GCLM	25
GCM1	2
GCM2	0
GCN1L1	1
GCNT1	4
GCNT2	7
GCNT3	0
GCNT4	0
GCNT7	22
GCOM1	2
GCSH	1
GDA	0
GDAP1	0
GDAP1L1	2
GDAP2	7
GDE1	3
GDF10	0
GDF11	20
GDF15	2
GDF2	0
GDF3	0
GDF5	0
GDF5OS	10
GDF6	0
GDF7	0
GDF9	0
GDI1	0
GDI2	18
GDNF	1
GDPD1	41
GDPD2	3
GDPD3	0
GDPD4	1
GDPD5	1
GEM	0
GEMIN4	0
GEMIN5	0
GEMIN6	0
GEMIN7	1
GEMIN8	26
GEMIN8P4	1
GEN1	2
GET4	10
GFAP	0
GFER	0
GFI1	0
GFI1B	0
GFM1	0
GFM2	19
GFOD1	1
GFOD2	41
GFPT1	24
GFPT2	0
GFRA1	4
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	5
GGA1	27
GGA2	17
GGA3	3
GGCT	0
GGCX	77
GGH	0
GGN	6
GGNBP1	3
GGNBP2	2
GGPS1	68
GGT1	0
GGT2	0
GGT3P	0
GGT5	0
GGT6	45
GGT7	0
GGT8P	10
GGTA1P	0
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	2
GHITM	0
GHR	6
GHRH	0
GHRHR	0
GHRL	26
GHRLOS	10
GHSR	0
GIF	0
GIGYF1	13
GIGYF2	2
GIMAP1	13
GIMAP2	1
GIMAP4	3
GIMAP6	0
GIMAP7	0
GIMAP8	7
GIN1	1
GINS1	8
GINS2	0
GINS3	3
GINS4	8
GIP	0
GIPC1	0
GIPC2	0
GIPC3	0
GIPR	0
GIT1	6
GIT2	1
GJA1	9
GJA10	0
GJA3	0
GJA4	1
GJA5	0
GJA8	0
GJB1	0
GJB2	0
GJB3	0
GJB4	1
GJB5	0
GJB6	0
GJB7	11
GJC1	65
GJC2	0
GJC3	0
GJD2	0
GJD3	5
GJD4	0
GK	9
GK2	0
GK3P	33
GK5	51
GKAP1	0
GKN1	0
GKN2	0
GLA	0
GLB1	1
GLB1L	20
GLB1L2	4
GLB1L3	6
GLCCI1	1
GLCE	0
GLDC	6
GLDN	1
GLE1	6
GLG1	13
GLI1	10
GLI2	2
GLI3	0
GLI4	0
GLIPR1	103
GLIPR1L1	0
GLIPR1L2	116
GLIPR2	0
GLIS1	0
GLIS2	2
GLIS3	0
GLMN	0
GLO1	3
GLOD4	0
GLOD5	1
GLP1R	0
GLP2R	1
GLRA1	2
GLRA2	1
GLRA3	0
GLRA4	0
GLRB	0
GLRX	0
GLRX2	3
GLRX3	1
GLRX5	0
GLS	144
GLS2	39
GLT1D1	1
GLT6D1	0
GLT8D1	29
GLT8D2	9
GLTP	17
GLTPD1	0
GLTPD2	15
GLTSCR1	1
GLTSCR2	3
GLUD1	3
GLUD2	0
GLUL	3
GLYAT	0
GLYATL1	1
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	0
GLYR1	0
GM2A	3
GMCL1	0
GMDS	0
GMEB1	23
GMEB2	1
GMFB	0
GMFG	0
GMIP	1
GML	0
GMNN	2
GMPPA	0
GMPPB	5
GMPR	5
GMPR2	49
GMPS	1
GNA11	1
GNA12	2
GNA13	3
GNA14	1
GNA15	0
GNAI1	0
GNAI2	1
GNAI3	2
GNAL	13
GNAO1	1
GNAQ	1
GNAS	5
GNAS-AS1	0
GNAT1	0
GNAT2	17
GNAT3	0
GNAZ	1
GNB1	1
GNB1L	17
GNB2	2
GNB2L1	0
GNB3	0
GNB4	76
GNB5	29
GNE	75
GNG11	0
GNG12	0
GNG13	1
GNG2	1
GNG3	3
GNG4	33
GNG5	12
GNG7	3
GNG8	0
GNGT1	0
GNGT2	1
GNL1	9
GNL2	0
GNL3	4
GNL3L	49
GNLY	2
GNMT	1
GNN	0
GNPAT	1
GNPDA1	1
GNPDA2	19
GNPNAT1	41
GNPTAB	33
GNPTG	10
GNRH1	7
GNRH2	3
GNRHR	7
GNRHR2	252
GNS	34
GOLGA1	2
GOLGA2	44
GOLGA2P2Y	0
GOLGA3	12
GOLGA4	3
GOLGA5	1
GOLGA6A	0
GOLGA6B	0
GOLGA6C	2
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	2
GOLGA6L6	2
GOLGA6L7P	0
GOLGA6L9	0
GOLGA7	0
GOLGA7B	0
GOLGA8A	0
GOLGA8B	0
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	2
GOLIM4	1
GOLM1	50
GOLPH3	6
GOLPH3L	2
GOLT1A	0
GOLT1B	0
GON4L	5
GOPC	0
GORAB	0
GORASP1	35
GORASP2	1
GOSR1	174
GOSR2	0
GOT1	0
GOT1L1	0
GOT2	1
GP1BA	28
GP2	11
GP5	4
GP6	38
GP9	0
GPA33	0
GPAA1	0
GPAM	0
GPANK1	10
GPAT2	14
GPATCH1	0
GPATCH2	0
GPATCH3	1
GPATCH4	2
GPATCH8	1
GPBAR1	3
GPBP1	0
GPBP1L1	0
GPC1	6
GPC2	0
GPC3	0
GPC4	1
GPC5	0
GPC6	0
GPCPD1	3
GPD1	0
GPD1L	0
GPD2	1
GPER	0
GPHA2	2
GPHB5	0
GPHN	6
GPI	25
GPIHBP1	0
GPKOW	3
GPLD1	4
GPM6A	0
GPM6B	33
GPN1	7
GPN2	0
GPN3	2
GPNMB	0
GPR1	26
GPR101	0
GPR107	4
GPR108	0
GPR110	5
GPR111	0
GPR112	2
GPR113	14
GPR114	7
GPR115	0
GPR116	0
GPR119	0
GPR12	14
GPR123	0
GPR124	15
GPR125	0
GPR126	0
GPR128	0
GPR132	4
GPR133	0
GPR135	0
GPR137	2
GPR137B	15
GPR137C	1
GPR139	0
GPR141	0
GPR142	0
GPR143	2
GPR144	0
GPR146	0
GPR148	0
GPR149	0
GPR15	0
GPR150	2
GPR151	0
GPR152	10
GPR153	0
GPR155	51
GPR156	0
GPR157	0
GPR158	0
GPR160	11
GPR161	1
GPR162	0
GPR17	0
GPR171	1
GPR173	1
GPR174	0
GPR176	0
GPR179	3
GPR18	37
GPR180	0
GPR182	1
GPR183	38
GPR19	0
GPR20	0
GPR21	0
GPR22	25
GPR25	2
GPR26	0
GPR27	0
GPR3	15
GPR31	0
GPR32	0
GPR33	0
GPR34	10
GPR35	0
GPR37	0
GPR37L1	6
GPR39	0
GPR4	1
GPR45	2
GPR50	0
GPR52	0
GPR55	11
GPR56	10
GPR6	0
GPR61	2
GPR62	0
GPR63	1
GPR64	4
GPR65	10
GPR68	16
GPR78	0
GPR82	94
GPR83	1
GPR84	0
GPR85	0
GPR87	2
GPR88	1
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	0
GPR98	0
GPRASP1	1
GPRC5A	0
GPRC5B	0
GPRC5C	1
GPRC5D	0
GPRC6A	0
GPRIN1	0
GPRIN2	0
GPRIN3	0
GPS1	3
GPS2	20
GPSM1	6
GPSM2	28
GPSM3	35
GPT	8
GPT2	1
GPX1	7
GPX2	4
GPX3	84
GPX4	3
GPX5	0
GPX6	0
GPX7	4
GPX8	2
GRAMD1A	2
GRAMD1B	0
GRAMD1C	0
GRAMD2	0
GRAMD3	1
GRAMD4	4
GRAP	0
GRAP2	0
GRAPL	0
GRASP	0
GRB10	0
GRB14	0
GRB2	1
GRB7	1
GREB1	8
GREB1L	24
GREM1	0
GREM2	1
GRHL1	0
GRHL2	2
GRHL3	2
GRHPR	1
GRIA1	0
GRIA2	0
GRIA3	0
GRIA4	1
GRID1	0
GRID2	0
GRID2IP	4
GRIK1	22
GRIK1-AS1	0
GRIK2	1
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	0
GRIN2A	0
GRIN2B	0
GRIN2C	24
GRIN2D	0
GRIN3A	32
GRIN3B	12
GRINA	1
GRIP1	12
GRIP2	12
GRIPAP1	17
GRK1	0
GRK4	0
GRK5	0
GRK6	4
GRK7	0
GRM1	0
GRM2	0
GRM3	4
GRM4	0
GRM5	0
GRM6	23
GRM7	1
GRM8	0
GRN	0
GRP	0
GRPEL1	3
GRPEL2	2
GRPR	0
GRSF1	11
GRTP1	8
GRWD1	3
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	7
GSDMB	0
GSDMC	7
GSDMD	5
GSG1	44
GSG1L	1
GSG2	1
GSK3A	3
GSK3B	2
GSN	5
GSPT1	12
GSPT2	0
GSR	2
GSS	1
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	4
GSTK1	1
GSTM1	0
GSTM2	5
GSTM2P1	0
GSTM3	43
GSTM4	0
GSTM5	0
GSTO1	3
GSTO2	1
GSTP1	0
GSTT1	9
GSTT2	0
GSTTP1	0
GSTTP2	14
GSTZ1	3
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	1
GTF2A2	0
GTF2B	0
GTF2E1	4
GTF2E2	1
GTF2F1	7
GTF2F2	0
GTF2H1	0
GTF2H2	13
GTF2H2B	12
GTF2H2C	1
GTF2H3	0
GTF2H4	0
GTF2H5	31
GTF2I	0
GTF2IP1	0
GTF2IRD1	0
GTF2IRD2	5
GTF2IRD2B	4
GTF2IRD2P1	1
GTF3A	16
GTF3C1	5
GTF3C2	2
GTF3C3	0
GTF3C4	0
GTF3C5	0
GTF3C6	0
GTPBP1	70
GTPBP10	54
GTPBP2	3
GTPBP3	16
GTPBP4	1
GTPBP6	0
GTPBP8	4
GTSE1	4
GTSF1	0
GTSF1L	0
GUCA1A	1
GUCA1B	11
GUCA1C	0
GUCA2A	0
GUCA2B	0
GUCY1A2	0
GUCY1A3	0
GUCY1B2	0
GUCY1B3	0
GUCY2C	3
GUCY2D	2
GUCY2F	0
GUCY2GP	0
GUF1	9
GUK1	0
GULP1	0
GUSB	0
GUSBP1	3
GUSBP10	0
GUSBP11	1
GUSBP2	1
GUSBP3	14
GUSBP4	0
GUSBP5	0
