gene symbol	(count) FRA_49_MA_673
FAM122B	0
FAM122C	22
FAM124A	6
FAM124B	0
FAM126A	0
FAM126B	55
FAM127A	0
FAM127B	0
FAM127C	0
FAM129A	4
FAM129B	2
FAM129C	1
FAM131A	0
FAM131B	1
FAM131C	0
FAM132A	0
FAM132B	3
FAM133A	0
FAM133B	6
FAM134A	9
FAM134B	0
FAM134C	7
FAM135A	0
FAM135B	0
FAM136A	5
FAM138B	0
FAM138C	0
FAM138D	2
FAM138E	0
FAM138F	0
FAM13A	90
FAM13B	2
FAM13C	0
FAM149A	0
FAM149B1	8
FAM150A	0
FAM150B	4
FAM151A	1
FAM151B	0
FAM153A	0
FAM153B	3
FAM153C	10
FAM154A	0
FAM154B	1
FAM155A	0
FAM155B	0
FAM156A	2
FAM156B	0
FAM157A	0
FAM157B	0
FAM159A	4
FAM159B	1
FAM160A1	0
FAM160A2	0
FAM160B1	0
FAM160B2	15
FAM161A	40
FAM161B	17
FAM162A	1
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	17
FAM166B	2
FAM167A	0
FAM167B	0
FAM168A	40
FAM168B	0
FAM169A	21
FAM169B	0
FAM170A	0
FAM170B	0
FAM171A1	0
FAM171A2	1
FAM171B	0
FAM172A	1
FAM172BP	14
FAM173A	0
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	33
FAM175B	0
FAM177A1	28
FAM177B	2
FAM178A	6
FAM178B	0
FAM179A	0
FAM179B	0
FAM180A	0
FAM180B	1
FAM181A	0
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	0
FAM184A	1
FAM184B	16
FAM185A	7
FAM186A	1
FAM186B	12
FAM187B	0
FAM188A	2
FAM189A1	2
FAM189A2	0
FAM189B	0
FAM192A	0
FAM193A	5
FAM193B	13
FAM194A	0
FAM194B	0
FAM195A	7
FAM195B	0
FAM196A	0
FAM196B	133
FAM197Y5	0
FAM198A	1
FAM198B	14
FAM199X	0
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	0
FAM200B	7
FAM201A	0
FAM203A	0
FAM204A	5
FAM20A	20
FAM20B	8
FAM20C	0
FAM21A	0
FAM21B	0
FAM21C	0
FAM24A	0
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	0
FAM26F	0
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	1
FAM27L	0
FAM32A	4
FAM35A	3
FAM3A	2
FAM3B	0
FAM3C	1
FAM3D	0
FAM41AY2	0
FAM41C	0
FAM43A	1
FAM43B	0
FAM45B	0
FAM46A	1
FAM46B	1
FAM46C	0
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	0
FAM50A	1
FAM50B	1
FAM53A	0
FAM53B	9
FAM53C	1
FAM55B	0
FAM57A	4
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	7
FAM63A	0
FAM63B	15
FAM64A	4
FAM65A	11
FAM65B	7
FAM65C	67
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	23
FAM69B	25
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	1
FAM71E1	10
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	0
FAM73A	59
FAM73B	1
FAM74A1	1
FAM74A3	0
FAM74A4	2
FAM76A	5
FAM76B	0
FAM78A	4
FAM78B	0
FAM81A	0
FAM81B	5
FAM83A	3
FAM83B	0
FAM83C	0
FAM83D	1
FAM83E	1
FAM83F	0
FAM83G	0
FAM83H	6
FAM84A	0
FAM84B	15
FAM86A	13
FAM86B1	0
FAM86B2	0
FAM86C1	4
FAM86C2P	0
FAM86DP	1
FAM86EP	5
FAM86FP	0
FAM86HP	4
FAM89A	0
FAM89B	0
FAM8A1	41
FAM90A1	0
FAM90A25P	0
FAM91A1	24
FAM92A1	7
FAM92B	1
FAM95B1	0
FAM96A	0
FAM96B	0
FAM98A	0
FAM98B	7
FAM98C	1
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	1
FAN1	106
FANCA	200
FANCB	0
FANCC	3
FANCD2	18
FANCE	0
FANCF	12
FANCG	0
FANCI	62
FANCL	58
FANCM	5
FANK1	0
FAP	0
FAR1	0
FAR2	41
FARP1	34
FARP2	11
FARS2	0
FARSA	0
FARSB	0
FAS	2
FAS-AS1	24
FASLG	0
FASN	1
FASTK	0
FASTKD1	0
FASTKD2	13
FASTKD3	0
FAT1	0
FAT2	21
FAT3	9
FAT4	0
FATE1	0
FAU	1
FBF1	0
FBL	1
FBLIM1	68
FBLL1	0
FBLN1	6
FBLN2	0
FBLN5	0
FBLN7	0
FBN1	0
FBN2	0
FBN3	0
FBP1	0
FBP2	0
FBRS	1
FBRSL1	2
FBXL12	0
FBXL13	25
FBXL14	0
FBXL15	2
FBXL16	7
FBXL17	3
FBXL18	65
FBXL19	1
FBXL19-AS1	16
FBXL2	16
FBXL20	49
FBXL21	0
FBXL22	5
FBXL3	5
FBXL4	0
FBXL5	0
FBXL6	0
FBXL7	0
FBXL8	1
FBXO10	9
FBXO11	12
FBXO15	0
FBXO16	0
FBXO17	16
FBXO18	0
FBXO2	0
FBXO21	0
FBXO22	0
FBXO24	1
FBXO25	0
FBXO27	13
FBXO28	1
FBXO3	0
FBXO30	0
FBXO31	4
FBXO32	1
FBXO33	9
FBXO34	2
FBXO36	0
FBXO38	0
FBXO39	0
FBXO4	0
FBXO40	22
FBXO41	10
FBXO42	0
FBXO43	0
FBXO44	4
FBXO45	16
FBXO46	0
FBXO47	0
FBXO48	9
FBXO5	1
FBXO6	15
FBXO7	0
FBXO8	13
FBXO9	2
FBXW10	0
FBXW11	0
FBXW12	0
FBXW2	3
FBXW4	5
FBXW4P1	0
FBXW5	10
FBXW7	0
FBXW8	13
FBXW9	0
FCAMR	0
FCAR	24
FCER1A	0
FCER1G	1
FCER2	1
FCF1	17
FCGBP	0
FCGR1A	1
FCGR1B	0
FCGR1C	0
FCGR2A	0
FCGR2B	0
FCGR2C	0
FCGR3A	1
FCGR3B	1
FCGRT	1
FCHO1	0
FCHO2	0
FCHSD1	51
FCHSD2	41
FCN1	14
FCN2	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	1
FCRL4	0
FCRL5	0
FCRL6	0
FCRLA	0
FCRLB	0
FDFT1	2
FDPS	8
FDX1	10
FDX1L	0
FDXACB1	6
FDXR	0
FECH	7
FEM1A	3
FEM1B	0
FEM1C	0
FEN1	0
FER	5
FER1L4	4
FER1L5	3
FER1L6	0
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	1
FERMT3	10
FES	1
FETUB	0
FEV	0
FEZ1	9
FEZ2	2
FEZF1	0
FEZF2	0
FFAR1	0
FFAR2	11
FFAR3	0
FGA	0
FGB	4
FGD1	27
FGD2	3
FGD3	7
FGD4	12
FGD5	2
FGD6	2
FGF1	0
FGF10	0
FGF11	3
FGF12	0
FGF13	3
FGF14	0
FGF16	0
FGF17	0
FGF18	0
FGF19	0
FGF2	2
FGF20	0
FGF21	0
FGF22	1
FGF23	0
FGF3	0
FGF4	0
FGF5	104
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	1
FGFBP3	1
FGFR1	2
FGFR1OP	0
FGFR1OP2	6
FGFR2	11
FGFR3	0
FGFR4	0
FGFRL1	0
FGG	0
FGGY	0
FGL1	0
FGL2	18
FGR	1
FH	0
FHAD1	17
FHDC1	14
FHIT	0
FHL1	2
FHL2	2
FHL3	1
FHL5	0
FHOD1	35
FHOD3	5
FIBCD1	0
FIBIN	0
FIBP	2
FICD	14
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	7
FIGNL2	4
FILIP1	0
FILIP1L	22
FIP1L1	4
FIS1	0
FITM1	0
FITM2	0
FIZ1	0
FJX1	0
FKBP10	0
FKBP11	8
FKBP14	56
FKBP15	22
FKBP1AP1	29
FKBP1B	0
FKBP2	1
FKBP3	7
FKBP4	12
FKBP5	32
FKBP6	6
FKBP7	1
FKBP8	1
FKBP9	16
FKBP9L	5
FKBPL	0
FKRP	3
FKSG29	0
FKTN	3
FLAD1	3
FLCN	11
FLG	1
FLG2	8
FLI1	6
FLII	3
FLJ10038	5
FLJ11235	0
FLJ12825	3
FLJ13197	74
FLJ13224	24
FLJ14107	7
FLJ14186	0
FLJ16341	0
FLJ16779	0
FLJ20021	0
FLJ21408	3
FLJ22184	0
FLJ22447	0
FLJ22763	0
FLJ25363	2
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27352	0
FLJ27354	5
FLJ30403	12
FLJ30679	0
FLJ30838	4
FLJ31104	17
FLJ31306	14
FLJ31662	29
FLJ31813	4
FLJ32756	8
FLJ33360	3
FLJ33534	0
FLJ33581	0
FLJ33630	0
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	0
FLJ36777	4
FLJ37035	1
FLJ37201	0
FLJ37453	21
FLJ37505	1
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	9
FLJ41200	7
FLJ41278	0
FLJ41350	0
FLJ41423	5
FLJ41484	0
FLJ41941	11
FLJ42351	0
FLJ42393	0
FLJ42627	36
FLJ42875	0
FLJ42969	0
FLJ43663	5
FLJ43681	10
FLJ43879	2
FLJ44313	3
FLJ44511	0
FLJ44635	0
FLJ44881	0
FLJ45079	0
FLJ45340	9
FLJ45445	0
FLJ45513	1
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	2
FLJ46906	1
FLNA	37
FLNB	0
FLNC	0
FLOT1	2
FLOT2	1
FLRT1	1
FLRT2	0
FLRT3	0
FLT1	37
FLT3	0
FLT3LG	1
FLT4	2
FLVCR1	26
FLVCR2	5
FLYWCH1	2
FLYWCH2	1
FMN1	3
FMN2	0
FMNL1	11
FMNL2	33
FMNL3	11
FMO1	0
FMO2	2
FMO3	1
FMO4	0
FMO5	5
FMO6P	2
FMO9P	0
FMOD	0
FMR1	1
FMR1-AS1	1
FMR1NB	0
FN1	13
FN3K	0
FN3KRP	0
FNBP1	9
FNBP1L	0
FNBP4	3
FNDC1	0
FNDC3A	2
FNDC3B	0
FNDC4	0
FNDC5	8
FNDC7	0
FNDC8	4
FNDC9	45
FNIP1	3
FNIP2	0
FNTA	8
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	0
FOLR3	0
FOLR4	0
FOPNL	5
FOS	3
FOSB	0
FOSL1	1
FOSL2	2
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	4
FOXC2	0
FOXD1	0
FOXD2	3
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	0
FOXD4L6	0
FOXE1	2
FOXE3	0
FOXF1	0
FOXF2	0
FOXG1	0
FOXH1	26
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	2
FOXJ3	1
FOXK1	23
FOXK2	3
FOXL1	0
FOXL2	0
FOXM1	40
FOXN1	0
FOXN2	0
FOXN3	4
FOXN4	0
FOXO1	1
FOXO3	5
FOXO4	7
FOXP1	3
FOXP2	0
FOXP3	7
FOXP4	2
FOXQ1	0
FOXR1	0
FOXR2	0
FOXRED1	2
FOXRED2	11
FOXS1	0
FPGS	2
FPGT	0
FPR1	0
FPR2	0
FPR3	6
FRA10AC1	9
FRAS1	0
FRAT1	1
FRAT2	2
FREM1	0
FREM2	2
FREM3	2
FRG1	0
FRG1B	1
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	66
FRMD4B	0
FRMD5	5
FRMD6	1
FRMD7	6
FRMD8	3
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	5
FRS2	0
FRS3	0
FRY	0
FRYL	2
FRZB	0
FSCB	0
FSCN1	0
FSCN2	3
FSCN3	0
FSD1	0
FSD1L	1
FSD2	6
FSHB	0
FSHR	0
FSIP1	0
FSIP2	26
FST	0
FSTL1	0
FSTL3	0
FSTL4	2
FSTL5	0
FTCD	0
FTH1	8
FTH1P3	0
FTHL17	0
FTL	7
FTLP10	2
FTMT	0
FTO	12
FTSJ1	0
FTSJ2	0
FTSJ3	12
FTSJD1	1
FTSJD2	8
FTX	8
FUBP1	0
FUBP3	0
FUCA1	0
FUCA2	25
FUK	9
FUNDC1	0
FUNDC2	1
FUNDC2P2	0
FURIN	1
FUS	4
FUT1	1
FUT10	0
FUT11	2
FUT2	41
FUT3	0
FUT4	2
FUT5	0
FUT6	24
FUT7	2
FUT8	6
FUT9	5
FUZ	13
FXN	69
FXR1	52
FXR2	2
FXYD1	0
FXYD2	5
FXYD3	0
FXYD4	0
FXYD5	5
FXYD7	0
FYB	14
FYCO1	0
FYN	2
FYTTD1	0
FZD1	0
FZD10	0
FZD2	4
FZD3	23
FZD4	27
FZD5	3
FZD6	5
FZD7	0
FZD8	0
FZD9	0
FZR1	3
G0S2	0
G2E3	1
G3BP1	1
G3BP2	1
G6PC	1
G6PC2	0
G6PC3	0
G6PD	1
GAA	1
GAB1	0
GAB2	9
GAB3	1
GAB4	0
GABARAP	5
GABARAPL1	0
GABARAPL2	2
GABARAPL3	0
GABBR1	0
GABBR2	0
GABPA	6
GABPB1	10
GABPB2	7
GABRA1	0
GABRA2	1
GABRA3	0
GABRA4	1
GABRA5	0
GABRA6	0
GABRB1	0
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	0
GABRR2	1
GABRR3	1
GAD1	0
GAD2	0
GADD45A	0
GADD45B	2
GADD45G	1
GADD45GIP1	1
GADL1	0
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	0
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	0
GAL3ST4	6
GALC	0
GALE	4
GALK1	0
GALK2	0
GALM	15
GALNS	1
GALNT1	1
GALNT10	16
GALNT11	30
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	0
GALNT3	0
GALNT5	0
GALNT6	19
GALNT7	25
GALNT8	0
GALNT9	0
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	1
GALR3	0
GALT	0
GAMT	1
GAN	0
GANAB	0
GANC	0
GAP43	0
GAPDH	24
GAPDHS	10
GAPT	0
GAPVD1	13
GAR1	0
GARNL3	0
GARS	0
GART	2
GAS1	0
GAS2	6
GAS2L1	2
GAS2L2	2
GAS2L3	0
GAS5	5
GAS6	15
GAS7	5
GAS8	0
GAST	0
GATA1	1
GATA2	2
GATA3	0
GATA4	0
GATA5	0
GATA6	0
GATAD1	49
GATAD2A	1
GATAD2B	1
GATC	169
GATM	0
GATS	26
GATSL1	0
GATSL2	0
GATSL3	0
GBA	0
GBA2	21
GBA3	0
GBAP1	2
GBAS	0
GBE1	2
GBF1	1
GBGT1	0
GBP1	0
GBP1P1	0
GBP2	5
GBP3	1
GBP4	19
GBP5	20
GBP6	13
GBP7	1
GBX1	0
GBX2	0
GC	0
GCA	0
GCAT	6
GCC1	0
GCC2	6
GCDH	0
GCG	0
GCGR	0
GCH1	2
GCHFR	10
GCK	1
GCKR	0
GCLC	0
GCLM	25
GCM1	7
GCM2	0
GCN1L1	1
GCNT1	2
GCNT2	10
GCNT3	0
GCNT4	0
GCNT7	14
GCOM1	1
GCSH	3
GDA	0
GDAP1	0
GDAP1L1	0
GDAP2	4
GDE1	3
GDF10	0
GDF11	20
GDF15	7
GDF2	0
GDF3	0
GDF5	0
GDF5OS	9
GDF6	0
GDF7	1
GDF9	0
GDI1	0
GDI2	25
GDNF	1
GDPD1	21
GDPD2	2
GDPD3	0
GDPD4	1
GDPD5	0
GEM	0
GEMIN4	0
GEMIN5	0
GEMIN6	0
GEMIN7	3
GEMIN8	36
GEMIN8P4	0
GEN1	1
GET4	14
GFAP	2
GFER	1
GFI1	1
GFI1B	0
GFM1	5
GFM2	10
GFOD1	1
GFOD2	39
GFPT1	12
GFPT2	0
GFRA1	2
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	1
GGA1	32
GGA2	7
GGA3	3
GGCT	0
GGCX	80
GGH	0
GGN	2
GGNBP1	0
GGNBP2	1
GGPS1	46
GGT1	0
GGT2	0
GGT3P	0
GGT5	0
GGT6	30
GGT7	0
GGT8P	11
GGTA1P	0
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	1
GHITM	0
GHR	5
GHRH	0
GHRHR	0
GHRL	15
GHRLOS	5
GHSR	1
GIF	0
GIGYF1	17
GIGYF2	3
GIMAP1	5
GIMAP2	2
GIMAP4	9
GIMAP6	2
GIMAP7	1
GIMAP8	7
GIN1	1
GINS1	11
GINS2	4
GINS3	2
GINS4	12
GIP	0
GIPC1	0
GIPC2	0
GIPC3	0
GIPR	0
GIT1	3
GIT2	7
GJA1	10
GJA10	0
GJA3	0
GJA4	1
GJA5	0
GJA8	0
GJB1	0
GJB2	0
GJB3	1
GJB4	0
GJB5	1
GJB6	0
GJB7	13
GJC1	51
GJC2	0
GJC3	0
GJD2	0
GJD3	7
GJD4	0
GK	17
GK2	0
GK3P	23
GK5	38
GKAP1	1
GKN1	0
GKN2	0
GLA	0
GLB1	1
GLB1L	7
GLB1L2	2
GLB1L3	7
GLCCI1	1
GLCE	0
GLDC	5
GLDN	0
GLE1	8
GLG1	18
GLI1	10
GLI2	1
GLI3	0
GLI4	0
GLIPR1	90
GLIPR1L1	3
GLIPR1L2	81
GLIPR2	0
GLIS1	0
GLIS2	5
GLIS3	0
GLMN	1
GLO1	1
GLOD4	0
GLOD5	1
GLP1R	0
GLP2R	0
GLRA1	3
GLRA2	0
GLRA3	0
GLRA4	0
GLRB	0
GLRX	0
GLRX2	1
GLRX3	3
GLRX5	0
GLS	180
GLS2	24
GLT1D1	0
GLT6D1	0
GLT8D1	26
GLT8D2	2
GLTP	20
GLTPD1	0
GLTPD2	6
GLTSCR1	0
GLTSCR2	6
GLUD1	3
GLUD2	0
GLUL	1
GLYAT	0
GLYATL1	5
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	1
GLYR1	1
GM2A	5
GMCL1	0
GMDS	0
GMEB1	15
GMEB2	0
GMFB	0
GMFG	0
GMIP	3
GML	0
GMNN	2
GMPPA	0
GMPPB	6
GMPR	3
GMPR2	51
GMPS	0
GNA11	0
GNA12	4
GNA13	2
GNA14	1
GNA15	1
GNAI1	0
GNAI2	2
GNAI3	3
GNAL	8
GNAO1	0
GNAQ	0
GNAS	8
GNAS-AS1	0
GNAT1	1
GNAT2	15
GNAT3	0
GNAZ	0
GNB1	3
GNB1L	12
GNB2	1
GNB2L1	5
GNB3	0
GNB4	66
GNB5	31
GNE	44
GNG11	0
GNG12	0
GNG13	2
GNG2	1
GNG3	6
GNG4	28
GNG5	3
GNG7	6
GNG8	0
GNGT1	0
GNGT2	0
GNL1	7
GNL2	0
GNL3	4
GNL3L	36
GNLY	2
GNMT	2
GNN	0
GNPAT	0
GNPDA1	2
GNPDA2	9
GNPNAT1	59
GNPTAB	34
GNPTG	3
GNRH1	7
GNRH2	1
GNRHR	17
GNRHR2	269
GNS	26
GOLGA1	6
GOLGA2	31
GOLGA2P2Y	0
GOLGA3	22
GOLGA4	1
GOLGA5	0
GOLGA6A	0
GOLGA6B	0
GOLGA6C	0
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	0
GOLGA6L7P	1
GOLGA6L9	0
GOLGA7	0
GOLGA7B	0
GOLGA8A	0
GOLGA8B	1
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	3
GOLIM4	0
GOLM1	47
GOLPH3	6
GOLPH3L	1
GOLT1A	0
GOLT1B	0
GON4L	6
GOPC	0
GORAB	0
GORASP1	18
GORASP2	0
GOSR1	153
GOSR2	0
GOT1	0
GOT1L1	0
GOT2	0
GP1BA	21
GP2	5
GP5	2
GP6	26
GP9	0
GPA33	0
GPAA1	0
GPAM	0
GPANK1	14
GPAT2	9
GPATCH1	1
GPATCH2	0
GPATCH3	0
GPATCH4	10
GPATCH8	1
GPBAR1	2
GPBP1	1
GPBP1L1	2
GPC1	8
GPC2	0
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	0
GPD1	0
GPD1L	0
GPD2	0
GPER	2
GPHA2	0
GPHB5	0
GPHN	2
GPI	32
GPIHBP1	0
GPKOW	0
GPLD1	5
GPM6A	0
GPM6B	39
GPN1	10
GPN2	0
GPN3	1
GPNMB	0
GPR1	13
GPR101	0
GPR107	1
GPR108	2
GPR110	0
GPR111	0
GPR112	0
GPR113	19
GPR114	4
GPR115	0
GPR116	0
GPR119	0
GPR12	16
GPR123	0
GPR124	13
GPR125	0
GPR126	0
GPR128	0
GPR132	2
GPR133	0
GPR135	0
GPR137	3
GPR137B	6
GPR137C	1
GPR139	0
GPR141	0
GPR142	0
GPR143	1
GPR144	0
GPR146	2
GPR148	0
GPR149	0
GPR15	1
GPR150	3
GPR151	2
GPR152	5
GPR153	0
GPR155	47
GPR156	0
GPR157	0
GPR158	0
GPR160	21
GPR161	3
GPR162	0
GPR17	0
GPR171	1
GPR173	0
GPR174	0
GPR176	0
GPR179	2
GPR18	48
GPR180	0
GPR182	6
GPR183	40
GPR19	0
GPR20	0
GPR21	0
GPR22	29
GPR25	1
GPR26	0
GPR27	1
GPR3	11
GPR31	0
GPR32	0
GPR33	0
GPR34	18
GPR35	0
GPR37	0
GPR37L1	11
GPR39	0
GPR4	0
GPR45	0
GPR50	0
GPR52	0
GPR55	0
GPR56	12
GPR6	0
GPR61	5
GPR62	0
GPR63	1
GPR64	11
GPR65	6
GPR68	14
GPR78	0
GPR82	89
GPR83	2
GPR84	1
GPR85	0
GPR87	0
GPR88	0
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	0
GPR98	0
GPRASP1	0
GPRC5A	0
GPRC5B	0
GPRC5C	0
GPRC5D	0
GPRC6A	0
GPRIN1	0
GPRIN2	0
GPRIN3	1
GPS1	6
GPS2	10
GPSM1	2
GPSM2	33
GPSM3	8
GPT	12
GPT2	1
GPX1	1
GPX2	11
GPX3	15
GPX4	3
GPX5	0
GPX6	0
GPX7	7
GPX8	7
GRAMD1A	2
GRAMD1B	0
GRAMD1C	0
GRAMD2	1
GRAMD3	1
GRAMD4	2
GRAP	0
GRAP2	1
GRAPL	0
GRASP	1
GRB10	0
GRB14	0
GRB2	6
GRB7	0
GREB1	4
GREB1L	26
GREM1	0
GREM2	1
GRHL1	0
GRHL2	4
GRHL3	0
GRHPR	4
GRIA1	0
GRIA2	0
GRIA3	0
GRIA4	2
GRID1	0
GRID2	0
GRID2IP	6
GRIK1	16
GRIK1-AS1	0
GRIK2	1
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	1
GRIN2A	0
GRIN2B	0
GRIN2C	11
GRIN2D	1
GRIN3A	37
GRIN3B	12
GRINA	0
GRIP1	23
GRIP2	9
GRIPAP1	9
GRK1	0
GRK4	1
GRK5	0
GRK6	4
GRK7	0
GRM1	0
GRM2	0
GRM3	1
GRM4	0
GRM5	1
GRM6	11
GRM7	2
GRM8	0
GRN	1
GRP	0
GRPEL1	6
GRPEL2	2
GRPR	0
GRSF1	12
GRTP1	7
GRWD1	6
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	5
GSDMB	1
GSDMC	8
GSDMD	2
GSG1	33
GSG1L	2
GSG2	2
GSK3A	7
GSK3B	3
GSN	2
GSPT1	15
GSPT2	0
GSR	2
GSS	1
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	7
GSTK1	0
GSTM1	0
GSTM2	3
GSTM2P1	0
GSTM3	27
GSTM4	0
GSTM5	0
GSTO1	6
GSTO2	1
GSTP1	0
GSTT1	0
GSTT2	0
GSTTP1	0
GSTTP2	17
GSTZ1	0
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	3
GTF2A2	0
GTF2B	0
GTF2E1	3
GTF2E2	0
GTF2F1	11
GTF2F2	0
GTF2H1	3
GTF2H2	10
GTF2H2B	10
GTF2H2C	1
GTF2H3	0
GTF2H4	0
GTF2H5	18
GTF2I	0
GTF2IP1	0
GTF2IRD1	0
GTF2IRD2	3
GTF2IRD2B	5
GTF2IRD2P1	0
GTF3A	17
GTF3C1	3
GTF3C2	1
GTF3C3	0
GTF3C4	0
GTF3C5	0
GTF3C6	3
GTPBP1	82
GTPBP10	52
GTPBP2	2
GTPBP3	8
GTPBP4	1
GTPBP6	0
GTPBP8	4
GTSE1	3
GTSF1	0
GTSF1L	0
GUCA1A	0
GUCA1B	4
GUCA1C	0
GUCA2A	0
GUCA2B	0
GUCY1A2	0
GUCY1A3	0
GUCY1B2	1
GUCY1B3	0
GUCY2C	5
GUCY2D	0
GUCY2F	0
GUCY2GP	0
GUF1	15
GUK1	2
GULP1	0
GUSB	1
GUSBP1	3
GUSBP10	0
GUSBP11	1
GUSBP2	0
GUSBP3	9
GUSBP4	0
GUSBP5	0
GUSBP9	0
GVINP1	5
GXYLT1	3
GXYLT2	0
GYG1	1
GYG2	0
GYG2P1	1
GYLTL1B	2
GYPA	0
GYPB	0
GYPC	0
GYPE	0
GYS1	4
GYS2	0
GZF1	37
GZMA	1
GZMB	2
GZMH	1
GZMK	1
GZMM	0
H19	0
H1F0	4
H1FNT	2
H1FOO	0
H1FX	22
H2AFB3	0
H2AFJ	1
H2AFV	10
H2AFX	0
H2AFY	8
H2AFY2	2
H2AFZ	5
H2BFM	0
H2BFWT	0
H2BFXP	0
H3F3A	0
H3F3B	5
H3F3C	0
H6PD	16
HAAO	3
HABP2	0
HABP4	2
HACE1	0
HACL1	0
HADH	0
HADHA	4
HADHB	0
HAGH	0
HAGHL	3
HAL	0
HAMP	0
HAND1	0
HAND2	0
HAO1	0
HAO2	0
HAP1	0
HAPLN1	0
HAPLN2	0
HAPLN3	0
HAPLN4	0
HAR1A	1
HAR1B	0
HARBI1	0
HARS	3
HARS2	0
HAS1	1
HAS2	0
HAS2-AS1	0
HAS3	44
HAT1	1
HAUS1	2
HAUS2	20
HAUS4	0
HAUS5	13
HAUS6	2
HAUS7	0
HAUS8	0
HAVCR1	0
HAVCR2	5
HAX1	0
HBA1	0
HBA2	0
HBB	0
HBBP1	0
HBD	0
HBE1	0
HBEGF	0
HBG1	0
HBG2	0
HBM	0
HBP1	51
HBQ1	0
HBS1L	2
HBZ	0
HCAR1	20
HCAR2	0
HCAR3	0
HCCS	0
HCFC1	3
HCFC1R1	1
HCFC2	1
HCG11	27
HCG18	12
HCG22	5
HCG26	0
HCG27	3
HCG4	0
HCG4B	0
HCG9	0
HCK	3
HCLS1	4
HCN1	0
HCN2	2
HCN3	0
HCN4	0
HCP5	2
HCRT	0
HCRTR1	6
HCRTR2	0
HCST	3
HDAC1	13
HDAC10	10
HDAC11	0
HDAC2	6
HDAC3	0
HDAC4	2
HDAC5	7
HDAC6	0
HDAC7	10
HDAC8	0
HDAC9	0
HDC	0
HDDC2	1
HDDC3	1
HDGF	4
HDGFL1	0
HDGFRP2	2
HDGFRP3	5
HDHD1	0
HDHD2	0
HDHD3	0
HDLBP	4
HDX	0
HEATR1	247
HEATR2	0
HEATR3	10
HEATR4	24
HEATR5A	10
HEATR5B	0
HEATR6	1
HEATR7A	0
HEATR7B1	0
HEATR8-TTC4	12
HEBP1	0
