gene symbol	(count) NOR_47_FA_228
ETFB	0
ETFDH	3
ETHE1	0
ETNK1	0
ETNK2	2
ETS1	9
ETS2	0
ETV1	0
ETV2	1
ETV3	1
ETV3L	0
ETV4	6
ETV5	0
ETV6	1
ETV7	0
EVC	3
EVC2	0
EVI2A	21
EVI2B	16
EVI5	28
EVI5L	0
EVL	8
EVPL	1
EVPLL	0
EVX1	0
EVX2	0
EWSR1	3
EXD1	5
EXD2	0
EXD3	1
EXO1	0
EXOC1	1
EXOC2	0
EXOC3	2
EXOC3L1	1
EXOC3L2	20
EXOC3L4	0
EXOC4	2
EXOC5	0
EXOC6	0
EXOC6B	0
EXOC7	0
EXOC8	14
EXOG	8
EXOSC1	2
EXOSC10	6
EXOSC2	14
EXOSC3	7
EXOSC4	0
EXOSC5	4
EXOSC6	17
EXOSC7	0
EXOSC8	45
EXOSC9	2
EXPH5	67
EXT1	0
EXT2	1
EXTL1	0
EXTL2	0
EXTL3	8
EYA1	0
EYA2	0
EYA3	32
EYA4	0
EYS	112
EZH1	1
EZH2	4
EZR	65
F10	0
F11	0
F11R	18
F12	0
F13A1	1
F13B	0
F2	0
F2R	29
F2RL1	2
F2RL2	97
F2RL3	6
F3	6
F5	111
F7	0
F8	0
F8A1	2
F9	0
FA2H	0
FAAH	0
FAAH2	0
FABP1	0
FABP12	0
FABP2	1
FABP3	16
FABP4	0
FABP5	4
FABP5P3	0
FABP6	0
FABP7	0
FABP9	0
FADD	0
FADS1	14
FADS2	0
FADS3	0
FADS6	9
FAF1	0
FAF2	0
FAH	0
FAHD1	2
FAHD2A	0
FAHD2B	0
FAIM	10
FAIM2	0
FAIM3	1
FAM101B	7
FAM102A	0
FAM102B	14
FAM103A1	2
FAM104A	62
FAM104B	3
FAM105A	12
FAM105B	26
FAM106A	35
FAM106CP	2
FAM107A	0
FAM107B	1
FAM109A	2
FAM109B	8
FAM110A	0
FAM110B	1
FAM110C	0
FAM111A	7
FAM111B	11
FAM114A1	10
FAM114A2	0
FAM115A	5
FAM115C	55
FAM117A	2
FAM117B	18
FAM118A	15
FAM118B	23
FAM120A	11
FAM120AOS	65
FAM120B	0
FAM120C	2
FAM122A	0
FAM122B	1
FAM122C	31
FAM124A	13
FAM124B	0
FAM126A	0
FAM126B	52
FAM127A	0
FAM127B	2
FAM127C	0
FAM129A	7
FAM129B	0
FAM129C	3
FAM131A	1
FAM131B	0
FAM131C	0
FAM132A	1
FAM132B	7
FAM133A	0
FAM133B	3
FAM134A	14
FAM134B	1
FAM134C	14
FAM135A	0
FAM135B	0
FAM136A	5
FAM138B	0
FAM138C	0
FAM138D	2
FAM138E	0
FAM138F	0
FAM13A	155
FAM13B	3
FAM13C	0
FAM149A	0
FAM149B1	22
FAM150A	0
FAM150B	3
FAM151A	4
FAM151B	0
FAM153A	0
FAM153B	1
FAM153C	24
FAM154A	0
FAM154B	2
FAM155A	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM157A	0
FAM157B	0
FAM159A	3
FAM159B	1
FAM160A1	3
FAM160A2	0
FAM160B1	0
FAM160B2	41
FAM161A	60
FAM161B	26
FAM162A	0
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	47
FAM166B	1
FAM167A	0
FAM167B	0
FAM168A	40
FAM168B	0
FAM169A	32
FAM169B	0
FAM170A	0
FAM170B	0
FAM171A1	0
FAM171A2	3
FAM171B	0
FAM172A	0
FAM172BP	20
FAM173A	3
FAM173B	0
FAM174A	0
FAM174B	0
FAM175A	59
FAM175B	0
FAM177A1	36
FAM177B	0
FAM178A	4
FAM178B	0
FAM179A	1
FAM179B	0
FAM180A	0
FAM180B	0
FAM181A	0
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	1
FAM184A	2
FAM184B	49
FAM185A	16
FAM186A	2
FAM186B	20
FAM187B	0
FAM188A	0
FAM189A1	7
FAM189A2	0
FAM189B	0
FAM192A	1
FAM193A	6
FAM193B	23
FAM194A	1
FAM194B	2
FAM195A	11
FAM195B	0
FAM196A	3
FAM196B	217
FAM197Y5	0
FAM198A	0
FAM198B	6
FAM199X	0
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	0
FAM200B	3
FAM201A	3
FAM203A	0
FAM204A	5
FAM20A	25
FAM20B	10
FAM20C	2
FAM21A	0
FAM21B	0
FAM21C	1
FAM24A	1
FAM25A	0
FAM25C	0
FAM26D	0
FAM26E	0
FAM26F	0
FAM27A	0
FAM27B	0
FAM27C	0
FAM27E3	1
FAM27L	0
FAM32A	4
FAM35A	3
FAM3A	3
FAM3B	0
FAM3C	1
FAM3D	0
FAM41AY2	0
FAM41C	0
FAM43A	2
FAM43B	0
FAM45B	0
FAM46A	0
FAM46B	3
FAM46C	0
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM49A	0
FAM49B	0
FAM50A	1
FAM50B	1
FAM53A	0
FAM53B	41
FAM53C	0
FAM55B	0
FAM57A	8
FAM57B	0
FAM58A	0
FAM5B	0
FAM5C	0
FAM60A	18
FAM63A	2
FAM63B	19
FAM64A	4
FAM65A	13
FAM65B	8
FAM65C	96
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	18
FAM69B	45
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	0
FAM71E1	11
FAM71E2	0
FAM71F1	0
FAM71F2	0
FAM72A	0
FAM72B	0
FAM72D	0
FAM73A	74
FAM73B	1
FAM74A1	2
FAM74A3	0
FAM74A4	1
FAM76A	5
FAM76B	0
FAM78A	1
FAM78B	0
FAM81A	1
FAM81B	6
FAM83A	4
FAM83B	0
FAM83C	0
FAM83D	0
FAM83E	0
FAM83F	0
FAM83G	1
FAM83H	6
FAM84A	0
FAM84B	18
FAM86A	20
FAM86B1	1
FAM86B2	0
FAM86C1	5
FAM86C2P	1
FAM86DP	2
FAM86EP	9
FAM86FP	2
FAM86HP	8
FAM89A	0
FAM89B	1
FAM8A1	34
FAM90A1	0
FAM90A25P	0
FAM91A1	23
FAM92A1	10
FAM92B	3
FAM95B1	0
FAM96A	0
FAM96B	0
FAM98A	0
FAM98B	13
FAM98C	1
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	0
FAN1	129
FANCA	343
FANCB	0
FANCC	15
FANCD2	16
FANCE	0
FANCF	22
FANCG	0
FANCI	101
FANCL	85
FANCM	6
FANK1	1
FAP	0
FAR1	1
FAR2	47
FARP1	71
FARP2	14
FARS2	0
FARSA	0
FARSB	0
FAS	2
FAS-AS1	23
FASLG	0
FASN	0
FASTK	0
FASTKD1	2
FASTKD2	17
FASTKD3	0
FAT1	0
FAT2	41
FAT3	10
FAT4	0
FATE1	0
FAU	6
FBF1	1
FBL	0
FBLIM1	99
FBLL1	0
FBLN1	9
FBLN2	0
FBLN5	0
FBLN7	0
FBN1	0
FBN2	1
FBN3	0
FBP1	1
FBP2	0
FBRS	1
FBRSL1	2
FBXL12	0
FBXL13	29
FBXL14	2
FBXL15	7
FBXL16	6
FBXL17	8
FBXL18	72
FBXL19	0
FBXL19-AS1	12
FBXL2	23
FBXL20	58
FBXL21	0
FBXL22	3
FBXL3	14
FBXL4	0
FBXL5	0
FBXL6	0
FBXL7	0
FBXL8	2
FBXO10	12
FBXO11	20
FBXO15	0
FBXO16	0
FBXO17	19
FBXO18	2
FBXO2	0
FBXO21	0
FBXO22	3
FBXO24	2
FBXO25	0
FBXO27	39
FBXO28	0
FBXO3	0
FBXO30	1
FBXO31	3
FBXO32	7
FBXO33	20
FBXO34	0
FBXO36	1
FBXO38	0
FBXO39	0
FBXO4	1
FBXO40	42
FBXO41	9
FBXO42	1
FBXO43	0
FBXO44	5
FBXO45	31
FBXO46	2
FBXO47	0
FBXO48	10
FBXO5	2
FBXO6	15
FBXO7	1
FBXO8	17
FBXO9	1
FBXW10	0
FBXW11	0
FBXW12	0
FBXW2	14
FBXW4	6
FBXW4P1	0
FBXW5	3
FBXW7	1
FBXW8	23
FBXW9	0
FCAMR	0
FCAR	37
FCER1A	0
FCER1G	0
FCER2	2
FCF1	20
FCGBP	2
FCGR1A	1
FCGR1B	0
FCGR1C	0
FCGR2A	0
FCGR2B	0
FCGR2C	0
FCGR3A	2
FCGR3B	3
FCGRT	0
FCHO1	1
FCHO2	1
FCHSD1	60
FCHSD2	59
FCN1	9
FCN2	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	0
FCRL4	1
FCRL5	0
FCRL6	0
FCRLA	0
FCRLB	3
FDFT1	5
FDPS	10
FDX1	17
FDX1L	0
FDXACB1	9
FDXR	1
FECH	13
FEM1A	3
FEM1B	2
FEM1C	0
FEN1	6
FER	6
FER1L4	5
FER1L5	1
FER1L6	0
FER1L6-AS1	0
FERD3L	0
FERMT1	0
FERMT2	0
FERMT3	13
FES	2
FETUB	0
FEV	0
FEZ1	4
FEZ2	0
FEZF1	0
FEZF2	0
FFAR1	0
FFAR2	23
FFAR3	0
FGA	0
FGB	9
FGD1	17
FGD2	1
FGD3	1
FGD4	17
FGD5	1
FGD6	6
FGF1	0
FGF10	0
FGF11	4
FGF12	0
FGF13	1
FGF14	0
FGF16	0
FGF17	0
FGF18	0
FGF19	0
FGF2	8
FGF20	0
FGF21	0
FGF22	0
FGF23	0
FGF3	0
FGF4	0
FGF5	123
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFBP2	6
FGFBP3	1
FGFR1	7
FGFR1OP	0
FGFR1OP2	6
FGFR2	23
FGFR3	0
FGFR4	0
FGFRL1	1
FGG	0
FGGY	0
FGL1	0
FGL2	25
FGR	2
FH	0
FHAD1	23
FHDC1	15
FHIT	0
FHL1	1
FHL2	4
FHL3	0
FHL5	0
FHOD1	57
FHOD3	9
FIBCD1	0
FIBIN	0
FIBP	2
FICD	21
FIG4	0
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	9
FIGNL2	17
FILIP1	2
FILIP1L	46
FIP1L1	5
FIS1	1
FITM1	0
FITM2	0
FIZ1	0
FJX1	0
FKBP10	1
FKBP11	4
FKBP14	61
FKBP15	38
FKBP1AP1	26
FKBP1B	0
FKBP2	1
FKBP3	5
FKBP4	35
FKBP5	68
FKBP6	9
FKBP7	2
FKBP8	1
FKBP9	21
FKBP9L	4
FKBPL	0
FKRP	6
FKSG29	1
FKTN	3
FLAD1	0
FLCN	26
FLG	8
FLG2	13
FLI1	14
FLII	6
FLJ10038	14
FLJ11235	2
FLJ12825	15
FLJ13197	80
FLJ13224	44
FLJ14107	12
FLJ14186	1
FLJ16341	0
FLJ16779	0
FLJ20021	1
FLJ21408	0
FLJ22184	0
FLJ22447	0
FLJ22763	0
FLJ25363	1
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27352	0
FLJ27354	9
FLJ30403	35
FLJ30679	1
FLJ30838	2
FLJ31104	32
FLJ31306	18
FLJ31662	38
FLJ31813	3
FLJ32756	16
FLJ33360	7
FLJ33534	4
FLJ33581	0
FLJ33630	0
FLJ34503	0
FLJ35024	0
FLJ35282	0
FLJ36000	0
FLJ36777	5
FLJ37035	0
FLJ37201	0
FLJ37453	22
FLJ37505	0
FLJ38723	0
FLJ39080	0
FLJ39739	0
FLJ40194	0
FLJ40288	0
FLJ40292	0
FLJ40448	17
FLJ41200	6
FLJ41278	0
FLJ41350	0
FLJ41423	4
FLJ41484	0
FLJ41941	5
FLJ42351	0
FLJ42393	0
FLJ42627	44
FLJ42875	0
FLJ42969	0
FLJ43663	3
FLJ43681	12
FLJ43879	4
FLJ44313	1
FLJ44511	2
FLJ44635	0
FLJ44881	0
FLJ45079	0
FLJ45340	9
FLJ45445	0
FLJ45513	3
FLJ45974	0
FLJ46066	0
FLJ46300	0
FLJ46361	10
FLJ46906	2
FLNA	60
FLNB	0
FLNC	0
FLOT1	0
FLOT2	4
FLRT1	1
FLRT2	0
FLRT3	0
FLT1	37
FLT3	0
FLT3LG	0
FLT4	1
FLVCR1	27
FLVCR2	4
FLYWCH1	1
FLYWCH2	0
FMN1	22
FMN2	0
FMNL1	25
FMNL2	41
FMNL3	18
FMO1	0
FMO2	0
FMO3	0
FMO4	0
FMO5	13
FMO6P	0
FMO9P	0
FMOD	1
FMR1	1
FMR1-AS1	13
FMR1NB	0
FN1	30
FN3K	0
FN3KRP	0
FNBP1	11
FNBP1L	0
FNBP4	3
FNDC1	0
FNDC3A	3
FNDC3B	2
FNDC4	0
FNDC5	20
FNDC7	0
FNDC8	9
FNDC9	63
FNIP1	2
FNIP2	0
FNTA	14
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	0
FOLR3	0
FOLR4	0
FOPNL	11
FOS	3
FOSB	0
FOSL1	5
FOSL2	3
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	2
FOXC2	0
FOXD1	0
FOXD2	9
FOXD3	0
FOXD4	0
FOXD4L1	0
FOXD4L2	0
FOXD4L3	0
FOXD4L5	1
FOXD4L6	0
FOXE1	2
FOXE3	1
FOXF1	1
FOXF2	0
FOXG1	0
FOXH1	36
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	1
FOXJ2	0
FOXJ3	2
FOXK1	44
FOXK2	7
FOXL1	0
FOXL2	0
FOXM1	46
FOXN1	0
FOXN2	0
FOXN3	11
FOXN4	0
FOXO1	1
FOXO3	4
FOXO4	9
FOXP1	9
FOXP2	0
FOXP3	15
FOXP4	10
FOXQ1	0
FOXR1	0
FOXR2	0
FOXRED1	4
FOXRED2	26
FOXS1	0
FPGS	3
FPGT	0
FPR1	0
FPR2	0
FPR3	3
FRA10AC1	9
FRAS1	0
FRAT1	4
FRAT2	3
FREM1	0
FREM2	3
FREM3	10
FRG1	1
FRG1B	0
FRG2B	0
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	111
FRMD4B	0
FRMD5	11
FRMD6	0
FRMD7	8
FRMD8	15
FRMPD1	0
FRMPD2	0
FRMPD2P1	0
FRMPD4	0
FRRS1	8
FRS2	0
FRS3	0
FRY	1
FRYL	3
FRZB	0
FSCB	0
FSCN1	0
FSCN2	4
FSCN3	0
FSD1	0
FSD1L	0
FSD2	3
FSHB	0
FSHR	0
FSIP1	0
FSIP2	35
FST	0
FSTL1	0
FSTL3	2
FSTL4	0
FSTL5	0
FTCD	0
FTH1	4
FTH1P3	0
FTHL17	0
FTL	13
FTLP10	3
FTMT	0
FTO	27
FTSJ1	0
FTSJ2	0
FTSJ3	23
FTSJD1	0
FTSJD2	11
FTX	19
FUBP1	0
FUBP3	0
FUCA1	0
FUCA2	16
FUK	9
FUNDC1	0
FUNDC2	2
FUNDC2P2	0
FURIN	0
FUS	6
FUT1	7
FUT10	1
FUT11	3
FUT2	55
FUT3	3
FUT4	9
FUT5	0
FUT6	41
FUT7	1
FUT8	14
FUT9	5
FUZ	20
FXN	86
FXR1	103
FXR2	8
FXYD1	2
FXYD2	2
FXYD3	0
FXYD4	0
FXYD5	5
FXYD7	2
FYB	8
FYCO1	1
FYN	1
FYTTD1	3
FZD1	0
FZD10	0
FZD2	9
FZD3	34
FZD4	21
FZD5	2
FZD6	1
FZD7	0
FZD8	0
FZD9	0
FZR1	3
G0S2	4
G2E3	0
G3BP1	0
G3BP2	1
G6PC	2
G6PC2	0
G6PC3	2
G6PD	1
GAA	1
GAB1	0
GAB2	25
GAB3	0
GAB4	0
GABARAP	4
GABARAPL1	0
GABARAPL2	4
GABARAPL3	0
GABBR1	1
GABBR2	0
GABPA	1
GABPB1	16
GABPB2	6
GABRA1	0
GABRA2	0
GABRA3	0
GABRA4	0
GABRA5	0
GABRA6	0
GABRB1	1
GABRB2	0
GABRB3	0
GABRD	0
GABRE	0
GABRG1	0
GABRG2	0
GABRG3	0
GABRP	0
GABRQ	0
GABRR1	2
GABRR2	0
GABRR3	0
GAD1	0
GAD2	0
GADD45A	0
GADD45B	0
GADD45G	0
GADD45GIP1	0
GADL1	0
GAGE1	0
GAGE10	0
GAGE12D	0
GAGE12F	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAK	2
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	0
GAL3ST4	10
GALC	2
GALE	6
GALK1	0
GALK2	2
GALM	21
GALNS	7
GALNT1	9
GALNT10	29
GALNT11	23
GALNT12	0
GALNT13	0
GALNT14	0
GALNT2	0
GALNT3	0
GALNT5	1
GALNT6	13
GALNT7	45
GALNT8	0
GALNT9	2
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GALR2	2
GALR3	0
GALT	1
GAMT	0
GAN	0
GANAB	0
GANC	0
GAP43	0
GAPDH	30
GAPDHS	20
GAPT	0
GAPVD1	17
GAR1	0
GARNL3	0
GARS	5
GART	2
GAS1	2
GAS2	2
GAS2L1	0
GAS2L2	0
GAS2L3	0
GAS5	4
GAS6	18
GAS7	7
GAS8	1
GAST	0
GATA1	2
GATA2	1
GATA3	0
GATA4	0
GATA5	0
GATA6	0
GATAD1	77
GATAD2A	4
GATAD2B	1
GATC	251
GATM	0
GATS	41
GATSL1	0
GATSL2	0
GATSL3	0
GBA	0
GBA2	26
GBA3	0
GBAP1	0
GBAS	0
GBE1	2
GBF1	3
GBGT1	0
GBP1	3
GBP1P1	0
GBP2	2
GBP3	4
GBP4	19
GBP5	18
GBP6	7
GBP7	3
GBX1	0
GBX2	0
GC	0
GCA	0
GCAT	4
GCC1	1
GCC2	7
GCDH	0
GCG	0
GCGR	0
GCH1	2
GCHFR	11
GCK	0
GCKR	0
GCLC	0
GCLM	33
GCM1	9
GCM2	0
GCN1L1	1
GCNT1	4
GCNT2	5
GCNT3	0
GCNT4	0
GCNT7	23
GCOM1	4
GCSH	0
GDA	0
GDAP1	0
GDAP1L1	2
GDAP2	10
GDE1	1
GDF10	0
GDF11	30
GDF15	6
GDF2	0
GDF3	0
GDF5	0
GDF5OS	8
GDF6	0
GDF7	3
GDF9	0
GDI1	0
GDI2	25
GDNF	0
GDPD1	25
GDPD2	4
GDPD3	1
GDPD4	0
GDPD5	0
GEM	0
GEMIN4	0
GEMIN5	1
GEMIN6	0
GEMIN7	6
GEMIN8	20
GEMIN8P4	2
GEN1	0
GET4	10
GFAP	0
GFER	0
GFI1	0
GFI1B	0
GFM1	7
GFM2	33
GFOD1	0
GFOD2	54
GFPT1	22
GFPT2	0
GFRA1	0
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	1
GGA1	60
GGA2	25
GGA3	8
GGCT	1
GGCX	118
GGH	0
GGN	3
GGNBP1	0
GGNBP2	5
GGPS1	71
GGT1	0
GGT2	0
GGT3P	0
GGT5	0
GGT6	48
GGT7	0
GGT8P	12
GGTA1P	0
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	3
GHITM	0
GHR	5
GHRH	1
GHRHR	0
GHRL	24
GHRLOS	13
GHSR	0
GIF	0
GIGYF1	18
GIGYF2	5
GIMAP1	15
GIMAP2	3
GIMAP4	22
GIMAP6	7
GIMAP7	3
GIMAP8	11
GIN1	1
GINS1	9
GINS2	6
GINS3	3
GINS4	14
GIP	0
GIPC1	1
GIPC2	0
GIPC3	2
GIPR	0
GIT1	8
GIT2	7
GJA1	17
GJA10	0
GJA3	0
GJA4	1
GJA5	0
GJA8	0
GJB1	0
GJB2	0
GJB3	2
GJB4	1
GJB5	0
GJB6	0
GJB7	20
GJC1	80
GJC2	2
GJC3	0
GJD2	0
GJD3	4
GJD4	0
GK	22
GK2	0
GK3P	31
GK5	62
GKAP1	2
GKN1	0
GKN2	0
GLA	2
GLB1	2
GLB1L	23
GLB1L2	12
GLB1L3	12
GLCCI1	1
GLCE	0
GLDC	2
GLDN	0
GLE1	7
GLG1	20
GLI1	17
GLI2	2
GLI3	0
GLI4	1
GLIPR1	168
GLIPR1L1	7
GLIPR1L2	125
GLIPR2	1
GLIS1	0
GLIS2	5
GLIS3	0
GLMN	0
GLO1	0
GLOD4	0
GLOD5	0
GLP1R	1
GLP2R	0
GLRA1	5
GLRA2	4
GLRA3	0
GLRA4	0
GLRB	0
GLRX	0
GLRX2	1
GLRX3	3
GLRX5	0
GLS	78
GLS2	28
GLT1D1	1
GLT6D1	0
GLT8D1	32
GLT8D2	4
GLTP	22
GLTPD1	1
GLTPD2	9
GLTSCR1	2
GLTSCR2	9
GLUD1	2
GLUD2	0
GLUL	4
GLYAT	0
GLYATL1	9
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	1
GLYR1	1
GM2A	17
GMCL1	0
GMDS	0
GMEB1	14
GMEB2	1
GMFB	0
GMFG	0
GMIP	4
GML	0
GMNN	2
GMPPA	0
GMPPB	11
GMPR	5
GMPR2	57
GMPS	1
GNA11	1
GNA12	2
GNA13	5
GNA14	4
GNA15	3
GNAI1	0
GNAI2	4
GNAI3	3
GNAL	19
GNAO1	4
GNAQ	0
GNAS	6
GNAS-AS1	0
GNAT1	0
GNAT2	42
GNAT3	0
GNAZ	0
GNB1	1
GNB1L	18
GNB2	3
GNB2L1	2
GNB3	0
GNB4	138
GNB5	36
GNE	69
GNG11	0
GNG12	0
GNG13	2
GNG2	0
GNG3	6
GNG4	39
GNG5	7
GNG7	6
GNG8	0
GNGT1	0
GNGT2	0
GNL1	16
GNL2	3
GNL3	11
GNL3L	49
GNLY	2
GNMT	2
GNN	0
GNPAT	0
GNPDA1	11
GNPDA2	24
GNPNAT1	94
GNPTAB	78
GNPTG	11
GNRH1	13
GNRH2	0
GNRHR	46
GNRHR2	352
GNS	31
GOLGA1	4
GOLGA2	32
GOLGA2P2Y	0
GOLGA3	21
GOLGA4	2
GOLGA5	0
GOLGA6A	0
GOLGA6B	0
GOLGA6C	1
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L2	0
GOLGA6L5	0
GOLGA6L6	1
GOLGA6L7P	0
GOLGA6L9	0
GOLGA7	0
GOLGA7B	0
GOLGA8A	0
GOLGA8B	1
GOLGA8DP	0
GOLGA8F	0
GOLGA8G	0
GOLGB1	1
GOLIM4	3
GOLM1	62
GOLPH3	7
GOLPH3L	5
GOLT1A	0
GOLT1B	0
GON4L	17
GOPC	0
GORAB	0
GORASP1	44
GORASP2	0
GOSR1	218
GOSR2	1
GOT1	0
GOT1L1	0
GOT2	0
GP1BA	29
GP2	21
GP5	3
GP6	48
GP9	0
GPA33	0
GPAA1	0
GPAM	0
GPANK1	18
GPAT2	20
GPATCH1	0
GPATCH2	0
GPATCH3	2
GPATCH4	17
GPATCH8	1
GPBAR1	1
GPBP1	1
GPBP1L1	0
GPC1	17
GPC2	1
GPC3	0
GPC4	0
GPC5	0
GPC6	0
GPCPD1	1
GPD1	3
GPD1L	1
GPD2	0
GPER	7
GPHA2	0
GPHB5	0
GPHN	8
GPI	39
GPIHBP1	0
GPKOW	5
GPLD1	6
GPM6A	0
GPM6B	74
GPN1	15
GPN2	0
GPN3	6
GPNMB	0
GPR1	17
GPR101	0
GPR107	1
GPR108	1
GPR110	3
GPR111	0
GPR112	0
GPR113	23
GPR114	6
GPR115	0
GPR116	0
GPR119	0
GPR12	20
GPR123	0
GPR124	16
GPR125	0
GPR126	0
GPR128	0
GPR132	4
GPR133	0
GPR135	0
GPR137	2
GPR137B	25
GPR137C	3
GPR139	0
GPR141	0
GPR142	0
GPR143	2
GPR144	0
GPR146	3
GPR148	0
GPR149	0
GPR15	1
GPR150	9
GPR151	3
GPR152	11
GPR153	0
GPR155	79
GPR156	0
GPR157	0
GPR158	0
GPR160	30
GPR161	0
GPR162	1
GPR17	0
GPR171	5
GPR173	1
GPR174	0
GPR176	1
GPR179	5
GPR18	80
GPR180	0
GPR182	3
GPR183	98
GPR19	1
GPR20	0
GPR21	0
GPR22	60
GPR25	0
GPR26	0
GPR27	3
GPR3	12
GPR31	0
GPR32	0
GPR33	1
GPR34	19
GPR35	0
GPR37	0
GPR37L1	11
GPR39	0
GPR4	1
GPR45	1
GPR50	0
GPR52	0
GPR55	5
GPR56	12
GPR6	0
GPR61	4
GPR62	1
GPR63	1
GPR64	10
GPR65	14
GPR68	30
GPR78	0
GPR82	123
GPR83	1
GPR84	0
GPR85	0
GPR87	1
GPR88	0
GPR89A	0
GPR89B	0
GPR89C	0
GPR97	0
GPR98	0
GPRASP1	3
GPRC5A	0
GPRC5B	1
GPRC5C	0
GPRC5D	0
GPRC6A	0
GPRIN1	0
GPRIN2	0
GPRIN3	2
GPS1	8
GPS2	12
GPSM1	7
GPSM2	46
GPSM3	7
GPT	14
GPT2	0
GPX1	1
GPX2	15
GPX3	26
GPX4	0
GPX5	0
GPX6	0
GPX7	9
GPX8	6
GRAMD1A	1
GRAMD1B	0
GRAMD1C	2
GRAMD2	2
GRAMD3	4
GRAMD4	3
GRAP	0
GRAP2	0
GRAPL	0
GRASP	0
GRB10	0
GRB14	0
GRB2	5
GRB7	1
GREB1	13
GREB1L	40
GREM1	0
GREM2	1
GRHL1	0
GRHL2	11
GRHL3	2
GRHPR	3
GRIA1	0
GRIA2	0
GRIA3	2
GRIA4	5
GRID1	0
GRID2	0
GRID2IP	4
GRIK1	19
GRIK1-AS1	0
GRIK2	0
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	1
GRIN2A	0
GRIN2B	0
GRIN2C	7
GRIN2D	2
GRIN3A	70
GRIN3B	26
GRINA	3
GRIP1	24
GRIP2	14
GRIPAP1	17
GRK1	0
GRK4	0
GRK5	1
GRK6	5
GRK7	0
GRM1	0
GRM2	0
GRM3	6
GRM4	0
GRM5	0
GRM6	24
GRM7	0
GRM8	0
GRN	2
GRP	0
GRPEL1	3
GRPEL2	5
GRPR	0
GRSF1	13
GRTP1	10
GRWD1	4
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMA	11
GSDMB	5
GSDMC	11
GSDMD	2
GSG1	70
GSG1L	0
GSG2	9
GSK3A	18
GSK3B	3
GSN	3
GSPT1	30
GSPT2	0
GSR	4
GSS	0
GSTA1	0
GSTA2	0
GSTA3	0
GSTA4	0
GSTA5	0
GSTA7P	0
GSTCD	8
GSTK1	0
GSTM1	1
GSTM2	5
GSTM2P1	0
GSTM3	53
GSTM4	0
GSTM5	0
GSTO1	5
GSTO2	1
GSTP1	0
GSTT1	0
GSTT2	0
GSTTP1	0
GSTTP2	15
GSTZ1	2
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	0
GTF2A2	0
GTF2B	0
GTF2E1	9
GTF2E2	1
GTF2F1	6
GTF2F2	0
GTF2H1	4
GTF2H2	15
GTF2H2B	10
GTF2H2C	3
GTF2H3	0
GTF2H4	0
GTF2H5	32
GTF2I	0
GTF2IP1	0
GTF2IRD1	0
GTF2IRD2	5
GTF2IRD2B	5
GTF2IRD2P1	0
GTF3A	35
GTF3C1	2
GTF3C2	2
GTF3C3	0
GTF3C4	0
GTF3C5	1
GTF3C6	4
GTPBP1	129
GTPBP10	85
GTPBP2	3
GTPBP3	12
GTPBP4	0
GTPBP6	0
GTPBP8	5
GTSE1	5
GTSF1	0
GTSF1L	0
GUCA1A	0
GUCA1B	14
GUCA1C	0
GUCA2A	0
GUCA2B	0
GUCY1A2	0
GUCY1A3	0
GUCY1B2	4
GUCY1B3	0
GUCY2C	9
GUCY2D	2
GUCY2F	0
GUCY2GP	0
GUF1	15
GUK1	2
GULP1	0
GUSB	2
GUSBP1	3
GUSBP10	0
GUSBP11	0
GUSBP2	0
GUSBP3	23
GUSBP4	0
GUSBP5	0
GUSBP9	0
GVINP1	10
GXYLT1	5
GXYLT2	0
GYG1	0
GYG2	0
GYG2P1	1
GYLTL1B	10
GYPA	0
GYPB	1
GYPC	0
GYPE	8
GYS1	6
GYS2	0
